	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001296.1_1	QGNH01001296.1	QGNH01001296.1	1	2	112	-1	E																								0	False	F
QGNH01001296.1_2	QGNH01001296.1	QGNH01001296.1	2	441	2537	-1	C	K07505	regulatory protein RepA	YP_009808972.1	YP_009808972.1 PE-PGRS family protein [Caulobacter phage CcrBL10]	False	0.228	64.0	4.998e-09								AAA domain [PF13481.9]					VOG00236	sp|P03692|HELIC_BPT7 DNA helicase/primase; XhXr	Xr;Xh	0	False	VF
QGNH01001296.1_3	QGNH01001296.1	QGNH01001296.1	3	2534	2716	-1	E																								0	False	F
QGNH01001296.1_4	QGNH01001296.1	QGNH01001296.1	4	3500	4042	1	E																								0	False	F
QGNH01001296.1_5	QGNH01001296.1	QGNH01001296.1	5	4013	4168	-1	E																								0	False	F
QGNH01001296.1_6	QGNH01001296.1	QGNH01001296.1	6	4334	4468	-1	E																								0	False	F
QGNH01001296.1_7	QGNH01001296.1	QGNH01001296.1	7	4565	4813	-1	E																								0	False	F
QGNH01001296.1_8	QGNH01001296.1	QGNH01001296.1	8	4810	5310	-1	E																								0	False	F
QGNH01001296.1_9	QGNH01001296.1	QGNH01001296.1	9	5315	5614	-1	E																								0	False	
QGNH01001296.1_10	QGNH01001296.1	QGNH01001296.1	10	5654	5914	-1	E																								0	False	
QGNH01001296.1_11	QGNH01001296.1	QGNH01001296.1	11	6151	6321	1	E																								0	False	
QGNH01001296.1_12	QGNH01001296.1	QGNH01001296.1	12	6780	7034	1	E																								0	False	
QGNH01001296.1_13	QGNH01001296.1	QGNH01001296.1	13	7050	7520	1	D																HNH endonuclease [PF01844.26]								0	False	
QGNH01001296.1_14	QGNH01001296.1	QGNH01001296.1	14	7526	7885	1	E																								0	False	
