target	query	e-value	score	length	start	end
strain_GIC31_complete_genome_366962_367777_-	CE1	9.6e-43	143.6	271	23	263
strain_GIC31_complete_genome_2351364_2352146_+	CE1	5.5e-34	115.1	260	16	255
strain_GIC31_complete_genome_909540_910295_+	CE1	1.2e-09	35.4	251	36	234
strain_GIC31_complete_genome_1551688_1552437_+	CE3	3.7e-11	36.8	249	64	242
strain_GIC31_complete_genome_2695213_2696292_+	CE4	1.3e-35	118.7	359	56	179
strain_GIC31_complete_genome_551303_552160_-	CE4	4.8e-25	83.1	281	105	242
strain_GIC31_complete_genome_459851_460567_-	CE4	7.1e-23	77.9	238	30	154
strain_GIC31_complete_genome_328432_329433_+	CE4	2.2e-07	28.6	333	34	183
strain_GIC31_complete_genome_301005_302954_+	GH3	2.7e-67	223.4	649	117	352
strain_GIC31_complete_genome_2827573_2830347_-	GH3	9.8e-60	198.6	919	510	729
strain_GIC31_complete_genome_1794108_1795184_-	GT1	5.9e-13	46.4	355	183	337
strain_GIC31_complete_genome_1623243_1624364_-	GT4	5.1e-37	123.7	349	172	318
strain_GIC31_complete_genome_542170_543324_+	GT4	1.3e-34	116.1	384	206	352
strain_GIC31_complete_genome_173838_175256_+	GT4	9.2e-26	86.8	472	281	436
strain_GIC31_complete_genome_615115_617289_+	GT4	1.1e-21	42.8	724	536	654
strain_GIC31_complete_genome_615115_617289_+	GT4	1.1e-21	29.2	724	204	358
strain_GIC31_complete_genome_504372_505550_+	GT4	6.2e-18	61.8	392	205	347
strain_GIC31_complete_genome_807303_808643_+	GT4	7e-16	55.1	446	247	400
strain_GIC31_complete_genome_806089_807306_+	GT4	2.6e-13	46.8	405	216	371
strain_GIC31_complete_genome_2200842_2202281_-	GT4	3.1e-10	36.5	479	299	448
strain_GIC31_complete_genome_506076_507314_+	GT4	1.2e-07	28.0	412	224	383
strain_GIC31_complete_genome_2767025_2769109_+	PL12	1.5e-19	66.9	694	447	567
strain_GIC31_complete_genome_2672580_2674178_+	PL1	6e-08	25.9	532	226	324
strain_GIC31_complete_genome_382707_384116_-	AA4	2.4e-31	100.6	469	4	229
strain_GIC31_complete_genome_700183_700653_+	AA6	2.2e-10	36.3	156	2	76
strain_GIC31_complete_genome_421918_423417_-	AA1	8.2e-35	118.0	499	107	492
strain_GIC31_complete_genome_2695213_2696292_+	CE4	1.3e-35	118.7	359	56	179
strain_GIC31_complete_genome_551303_552160_-	CE4	4.8e-25	83.1	281	105	242
strain_GIC31_complete_genome_459851_460567_-	CE4	7.1e-23	77.9	238	30	154
strain_GIC31_complete_genome_328432_329433_+	CE4	2.2e-07	28.6	333	34	183
strain_GIC31_complete_genome_374906_376339_+	GH114	1.9e-10	38.2	477	50	219
strain_GIC31_complete_genome_2818566_2821052_-	GH16	7.3e-61	201.3	828	70	321
strain_GIC31_complete_genome_2474430_2475836_+	GH1	1.6e-169	561.5	468	2	464
strain_GIC31_complete_genome_2478234_2479586_-	GH1	2.7e-162	537.7	450	2	440
strain_GIC31_complete_genome_2708716_2710140_-	GH1	8.3e-156	516.3	474	14	471
strain_GIC31_complete_genome_1270582_1272036_+	GH1	5.3e-153	507.0	484	4	481
strain_GIC31_complete_genome_1373966_1375420_-	GH1	6.2e-150	497.0	484	2	475
strain_GIC31_complete_genome_2717810_2719261_-	GH1	2.9e-149	494.7	483	5	473
strain_GIC31_complete_genome_534016_535458_-	GH1	5.9e-149	493.8	480	2	470
strain_GIC31_complete_genome_1420374_1421414_+	GH1	2.8e-94	313.6	346	8	342
strain_GIC31_complete_genome_228670_231012_+	GH31	9.7e-129	427.2	780	175	600
strain_GIC31_complete_genome_1479052_1480470_-	GH32	2.2e-97	323.5	472	37	334
strain_GIC31_complete_genome_1392197_1393618_-	GH32	4.4e-94	312.6	473	31	335
strain_GIC31_complete_genome_450255_451166_+	GH32	1.8e-38	130.0	303	6	140
strain_GIC31_complete_genome_301005_302954_+	GH3	2.7e-67	223.4	649	117	352
strain_GIC31_complete_genome_2827573_2830347_-	GH3	9.8e-60	198.6	919	510	729
strain_GIC31_complete_genome_191432_192829_-	GH4	1.4e-71	236.4	465	6	180
strain_GIC31_complete_genome_462885_464234_+	GH4	1.4e-59	197.2	449	7	186
strain_GIC31_complete_genome_1099223_1101424_+	GH57	1e-73	246.2	733	8	426
strain_GIC31_complete_genome_1794108_1795184_-	GT1	5.9e-13	46.4	355	183	337
strain_GIC31_complete_genome_2672580_2674178_+	PL1	6e-08	25.9	532	226	324
strain_GIC31_complete_genome_421918_423417_-	AA1	8.2e-35	118.0	499	107	492
strain_GIC31_complete_genome_2131288_2133072_+	CBM34	7.7e-41	136.3	594	6	138
strain_GIC31_complete_genome_2131288_2133072_+	GH13	4.1e-79	264.4	594	185	483
strain_GIC31_complete_genome_649385_652327_+	CBM41	1e-43	81.8	980	45	147
strain_GIC31_complete_genome_649385_652327_+	CBM48	4.2e-11	38.4	980	349	437
strain_GIC31_complete_genome_649385_652327_+	CBM41	1e-43	71.4	980	158	251
strain_GIC31_complete_genome_649385_652327_+	GH13	7.6e-38	128.9	980	520	850
strain_GIC31_complete_genome_2889056_2892484_-	GH13	6.6e-51	171.8	1142	682	1005
strain_GIC31_complete_genome_2889056_2892484_-	CBM41	3.3e-16	54.5	1142	358	452
strain_GIC31_complete_genome_931423_933588_+	CBM48	4.6e-11	38.8	721	110	192
strain_GIC31_complete_genome_931423_933588_+	GH13	3.8e-36	122.6	721	266	591
strain_GIC31_complete_genome_2584944_2586938_-	GH13	3.8e-44	149.0	664	172	500
strain_GIC31_complete_genome_2584944_2586938_-	CBM48	1.1e-07	27.9	664	22	103
strain_GIC31_complete_genome_2818566_2821052_-	CBM4	8.4e-79	65.5	828	534	661
strain_GIC31_complete_genome_2818566_2821052_-	CBM4	8.4e-79	101.1	828	356	500
strain_GIC31_complete_genome_2818566_2821052_-	CBM4	8.4e-79	102.0	828	687	806
strain_GIC31_complete_genome_2818566_2821052_-	GH16	7.3e-61	201.3	828	70	321
strain_GIC31_complete_genome_2695213_2696292_+	CE4	1.3e-35	118.7	359	56	179
strain_GIC31_complete_genome_2695213_2696292_+	CBM50	1.6e-32	60.2	359	258	301
strain_GIC31_complete_genome_2695213_2696292_+	CBM50	1.6e-32	51.0	359	315	358
strain_GIC31_complete_genome_1367767_1368549_-	CBM50	1.2e-27	46.4	260	28	69
strain_GIC31_complete_genome_1367767_1368549_-	CBM50	1.2e-27	46.3	260	83	122
strain_GIC31_complete_genome_560065_561672_-	CBM50	5.8e-15	49.8	535	32	73
strain_GIC31_complete_genome_2761368_2764874_+	CBM56	1.9e-06	25.5	1168	413	487
strain_GIC31_complete_genome_1551688_1552437_+	CE3	3.7e-11	36.8	249	64	242
strain_GIC31_complete_genome_2624906_2625559_+	CE14	4.1e-31	104.4	217	6	124
strain_GIC31_complete_genome_1624361_1625044_-	CE14	1.1e-20	71.3	227	5	108
strain_GIC31_complete_genome_366962_367777_-	CE1	9.6e-43	143.6	271	23	263
strain_GIC31_complete_genome_2351364_2352146_+	CE1	5.5e-34	115.1	260	16	255
strain_GIC31_complete_genome_909540_910295_+	CE1	1.2e-09	35.4	251	36	234
strain_GIC31_complete_genome_551303_552160_-	CE4	4.8e-25	83.1	281	105	242
strain_GIC31_complete_genome_459851_460567_-	CE4	7.1e-23	77.9	238	30	154
strain_GIC31_complete_genome_328432_329433_+	CE4	2.2e-07	28.6	333	34	183
strain_GIC31_complete_genome_521445_522395_+	CE7	5.6e-93	308.5	316	6	312
strain_GIC31_complete_genome_2760224_2760979_-	CE7	6.4e-10	29.5	251	90	233
strain_GIC31_complete_genome_809963_810727_+	CE7	2.9e-09	27.0	254	81	236
strain_GIC31_complete_genome_2390836_2391981_-	CE9	1.2e-126	419.6	381	3	371
strain_GIC31_complete_genome_2254316_2255467_+	CE9	1.7e-16	31.9	383	309	351
strain_GIC31_complete_genome_2373375_2375084_-	CE9	1.4e-11	29.3	569	285	344
strain_GIC31_complete_genome_374906_376339_+	GH166	2.4e-38	128.2	477	57	250
strain_GIC31_complete_genome_331639_333348_+	GH13	5.6e-80	267.3	569	42	390
strain_GIC31_complete_genome_2758386_2760083_-	GH13	1.5e-79	265.0	565	42	390
strain_GIC31_complete_genome_2674752_2676401_-	GH13	9.5e-78	259.3	549	27	376
strain_GIC31_complete_genome_727650_729284_+	GH13	3.7e-76	254.0	544	25	363
strain_GIC31_complete_genome_2125820_2127331_-	GH13	2.4e-71	238.4	503	55	359
strain_GIC31_complete_genome_1089361_1090830_+	GH13	3.5e-50	168.8	489	22	375
strain_GIC31_complete_genome_297329_298873_+	GH13	5.3e-48	161.4	514	57	405
strain_GIC31_complete_genome_2357646_2359715_-	GH13	3.5e-20	67.2	689	124	525
strain_GIC31_complete_genome_2474430_2475836_+	GH1	1.6e-169	561.5	468	2	464
strain_GIC31_complete_genome_2478234_2479586_-	GH1	2.7e-162	537.7	450	2	440
strain_GIC31_complete_genome_2708716_2710140_-	GH1	8.3e-156	516.3	474	14	471
strain_GIC31_complete_genome_1270582_1272036_+	GH1	5.3e-153	507.0	484	4	481
strain_GIC31_complete_genome_1373966_1375420_-	GH1	6.2e-150	497.0	484	2	475
strain_GIC31_complete_genome_2717810_2719261_-	GH1	2.9e-149	494.7	483	5	473
strain_GIC31_complete_genome_534016_535458_-	GH1	5.9e-149	493.8	480	2	470
strain_GIC31_complete_genome_1420374_1421414_+	GH1	2.8e-94	313.6	346	8	342
strain_GIC31_complete_genome_1297932_1298624_-	GH23	1.4e-18	64.4	230	62	199
strain_GIC31_complete_genome_2672580_2674178_+	GH28	2.1e-10	34.0	532	211	344
strain_GIC31_complete_genome_2672580_2674178_+	GH55	7.9e-08	27.8	532	92	155
strain_GIC31_complete_genome_228670_231012_+	GH31	9.7e-129	427.2	780	175	600
strain_GIC31_complete_genome_1479052_1480470_-	GH32	2.2e-97	323.5	472	37	334
strain_GIC31_complete_genome_1392197_1393618_-	GH32	4.4e-94	312.6	473	31	335
strain_GIC31_complete_genome_450255_451166_+	GH32	1.8e-38	130.0	303	6	140
strain_GIC31_complete_genome_301005_302954_+	GH3	2.7e-67	223.4	649	117	352
strain_GIC31_complete_genome_2827573_2830347_-	GH3	9.8e-60	198.6	919	510	729
strain_GIC31_complete_genome_191432_192829_-	GH4	1.4e-71	236.4	465	6	180
strain_GIC31_complete_genome_462885_464234_+	GH4	1.4e-59	197.2	449	7	186
strain_GIC31_complete_genome_1099223_1101424_+	GH57	1e-73	246.2	733	8	426
strain_GIC31_complete_genome_2117766_2120063_-	GH65	8.9e-146	482.6	765	316	693
strain_GIC31_complete_genome_1155420_1156505_-	GH73	8.5e-24	80.8	361	235	348
strain_GIC31_complete_genome_2324969_2327944_+	GH73	7.5e-23	78.9	991	836	974
strain_GIC31_complete_genome_2488162_2488779_+	GH73	2.9e-15	53.9	205	70	195
strain_GIC31_complete_genome_1456337_1457269_-	GH74	2.1e-20	38.5	310	159	227
strain_GIC31_complete_genome_425602_426573_+	GH74	1.5e-09	33.9	323	174	244
strain_GIC31_complete_genome_620399_621505_+	GT19	1.7e-08	29.7	368	170	301
strain_GIC31_complete_genome_1794108_1795184_-	GT28	7e-50	165.7	355	187	336
strain_GIC31_complete_genome_552594_553853_-	GT21	7.1e-17	58.7	419	55	279
strain_GIC31_complete_genome_541101_542156_+	GT27	3.2e-11	39.9	351	9	118
strain_GIC31_complete_genome_2138208_2139275_+	GT81	6.7e-09	32.0	355	34	151
strain_GIC31_complete_genome_2198387_2200867_-	GT35	5.4e-273	904.8	810	93	805
strain_GIC31_complete_genome_1907852_1908517_-	GT41	1.3e-19	32.8	221	6	65
strain_GIC31_complete_genome_138579_139706_+	GT41	8.2e-09	31.6	375	217	315
strain_GIC31_complete_genome_1623243_1624364_-	GT4	5.1e-37	123.7	349	172	318
strain_GIC31_complete_genome_542170_543324_+	GT4	1.3e-34	116.1	384	206	352
strain_GIC31_complete_genome_173838_175256_+	GT4	9.2e-26	86.8	472	281	436
strain_GIC31_complete_genome_615115_617289_+	GT4	1.1e-21	42.8	724	536	654
strain_GIC31_complete_genome_615115_617289_+	GT4	1.1e-21	29.2	724	204	358
strain_GIC31_complete_genome_504372_505550_+	GT4	6.2e-18	61.8	392	205	347
strain_GIC31_complete_genome_807303_808643_+	GT4	7e-16	55.1	446	247	400
strain_GIC31_complete_genome_806089_807306_+	GT4	2.6e-13	46.8	405	216	371
strain_GIC31_complete_genome_2200842_2202281_-	GT5	5.1e-183	606.3	479	2	476
strain_GIC31_complete_genome_506076_507314_+	GT4	1.2e-07	28.0	412	224	383
strain_GIC31_complete_genome_1605622_1608225_-	GT51	1.8e-65	216.5	867	90	258
strain_GIC31_complete_genome_2204710_2206521_+	GT51	1.2e-59	194.9	603	75	240
strain_GIC31_complete_genome_955267_957768_-	GT51	2.9e-57	186.6	833	87	275
strain_GIC31_complete_genome_2767025_2769109_+	PL12	1.5e-19	66.9	694	447	567
strain_GIC31_complete_genome_382707_384116_-	AA4	2.4e-31	100.6	469	4	229
strain_GIC31_complete_genome_700183_700653_+	AA6	2.2e-10	36.3	156	2	76
strain_GIC31_complete_genome_168911_169738_+	GH166	4.6e-36	121.1	275	51	264
strain_GIC31_complete_genome_421918_423417_-	AA1	8.2e-35	118.0	499	107	492
strain_GIC31_complete_genome_905298_906296_+	GH109	5.1e-21	69.4	332	2	147
strain_GIC31_complete_genome_1406525_1407505_-	GH109	9.2e-17	57.7	326	2	116
strain_GIC31_complete_genome_202039_202950_-	GH109	1.9e-08	30.2	303	62	126
strain_GIC31_complete_genome_312868_313920_+	GH170	7.3e-113	374.6	350	1	347
strain_GIC31_complete_genome_634865_636100_-	GH171	2.7e-149	494.7	411	53	410
strain_GIC31_complete_genome_2822511_2823083_-	CBM91	2.5e-07	27.7	177	37	137
