	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001132.1_1	QGNH01001132.1	QGNH01001132.1	1	1	102	1	E																								0	False	F
QGNH01001132.1_2	QGNH01001132.1	QGNH01001132.1	2	50	316	1	E																								0	False	F
QGNH01001132.1_3	QGNH01001132.1	QGNH01001132.1	3	388	1374	1	E																								0	False	F
QGNH01001132.1_4	QGNH01001132.1	QGNH01001132.1	4	1364	1702	1	E																								0	False	F
QGNH01001132.1_5	QGNH01001132.1	QGNH01001132.1	5	1699	1836	1	E																								0	False	F
QGNH01001132.1_6	QGNH01001132.1	QGNH01001132.1	6	1849	2610	1	E																								0	False	F
QGNH01001132.1_7	QGNH01001132.1	QGNH01001132.1	7	2906	3340	1	E																								0	False	F
QGNH01001132.1_8	QGNH01001132.1	QGNH01001132.1	8	3555	3761	1	E																								0	False	F
QGNH01001132.1_9	QGNH01001132.1	QGNH01001132.1	9	3787	4275	1	E																								0	False	F
QGNH01001132.1_10	QGNH01001132.1	QGNH01001132.1	10	4259	4474	1	E																								0	False	F
QGNH01001132.1_11	QGNH01001132.1	QGNH01001132.1	11	4440	4640	1	E																								0	False	F
QGNH01001132.1_12	QGNH01001132.1	QGNH01001132.1	12	4665	5315	1	E																								0	False	F
QGNH01001132.1_13	QGNH01001132.1	QGNH01001132.1	13	5299	6222	1	D																Glycosyltransferase family 9 (heptosyltransferase) [PF01075.20]								0	False	
QGNH01001132.1_14	QGNH01001132.1	QGNH01001132.1	14	6292	6645	1	E																								0	False	
QGNH01001132.1_15	QGNH01001132.1	QGNH01001132.1	15	6642	6914	1	E																								0	False	
QGNH01001132.1_16	QGNH01001132.1	QGNH01001132.1	16	7020	7538	1	E																								0	False	
QGNH01001132.1_17	QGNH01001132.1	QGNH01001132.1	17	7544	7801	1	E																								0	False	
QGNH01001132.1_18	QGNH01001132.1	QGNH01001132.1	18	7813	8196	1	E																								0	False	
QGNH01001132.1_19	QGNH01001132.1	QGNH01001132.1	19	8676	8927	1	E																								0	False	
QGNH01001132.1_20	QGNH01001132.1	QGNH01001132.1	20	8942	9268	1	E																								0	False	
QGNH01001132.1_21	QGNH01001132.1	QGNH01001132.1	21	9271	9915	1	E																								0	False	
QGNH01001132.1_22	QGNH01001132.1	QGNH01001132.1	22	10131	13310	1	D			YP_004894390.1	YP_004894390.1 RNA polymerase beta subunit [Megavirus chiliensis]	False	0.208	95.0	2.319e-18	MER0180392	N11	MER0180392 - family N11 unassigned peptide lyases (Methanoculleus marisnigri) [N11.UPW]#N11#{peptidase unit: 415-773}~source ABN57178~	False	0.29	169.0	1.985e-40						VOG00344	sp|Q6QGD5|PORTL_BPT5 Portal protein; XhXpXrXs	Xp;Xr;Xs;Xh	0	False	VP
QGNH01001132.1_23	QGNH01001132.1	QGNH01001132.1	23	13394	14938	1	E																								0	False	
QGNH01001132.1_24	QGNH01001132.1	QGNH01001132.1	24	14983	15972	1	E																								0	False	
QGNH01001132.1_25	QGNH01001132.1	QGNH01001132.1	25	15987	16775	1	E																								0	False	
QGNH01001132.1_26	QGNH01001132.1	QGNH01001132.1	26	16797	17348	1	E																								0	False	
QGNH01001132.1_27	QGNH01001132.1	QGNH01001132.1	27	17349	17864	1	E																								0	False	
QGNH01001132.1_28	QGNH01001132.1	QGNH01001132.1	28	17866	18126	1	E																								0	False	
QGNH01001132.1_29	QGNH01001132.1	QGNH01001132.1	29	18160	18489	1	E																								0	False	
QGNH01001132.1_30	QGNH01001132.1	QGNH01001132.1	30	18500	19015	1	E																								0	False	
QGNH01001132.1_31	QGNH01001132.1	QGNH01001132.1	31	19019	19489	1	E																					VOG08280	sp|Q52118|YMO3_PANSE Uncharacterized protein in mobD 3'region; Xh	Xh	0	False	
QGNH01001132.1_32	QGNH01001132.1	QGNH01001132.1	32	19491	20009	1	E																								0	False	
QGNH01001132.1_33	QGNH01001132.1	QGNH01001132.1	33	20030	20755	1	D																TnsA-like endonuclease N terminal [PF08722.14]								0	False	
QGNH01001132.1_34	QGNH01001132.1	QGNH01001132.1	34	21118	22137	1	E																								0	False	
QGNH01001132.1_35	QGNH01001132.1	QGNH01001132.1	35	22281	22979	1	E																								0	False	
QGNH01001132.1_36	QGNH01001132.1	QGNH01001132.1	36	23012	23341	1	E																								0	False	
QGNH01001132.1_37	QGNH01001132.1	QGNH01001132.1	37	23341	30651	1	E																								0	False	
QGNH01001132.1_38	QGNH01001132.1	QGNH01001132.1	38	30786	33908	1	E																								0	False	
QGNH01001132.1_39	QGNH01001132.1	QGNH01001132.1	39	33910	34539	1	D																Abnormal spindle-like microcephaly-assoc'd, ASPM-SPD-2-Hydin [PF15780.8]								0	False	
QGNH01001132.1_40	QGNH01001132.1	QGNH01001132.1	40	34577	35206	1	D																Abnormal spindle-like microcephaly-assoc'd, ASPM-SPD-2-Hydin [PF15780.8]								0	False	
QGNH01001132.1_41	QGNH01001132.1	QGNH01001132.1	41	35203	36090	1	D																Abnormal spindle-like microcephaly-assoc'd, ASPM-SPD-2-Hydin [PF15780.8]								0	False	
QGNH01001132.1_42	QGNH01001132.1	QGNH01001132.1	42	36095	39763	1	E																								0	False	
QGNH01001132.1_43	QGNH01001132.1	QGNH01001132.1	43	39788	41281	1	D			YP_009609704.1	YP_009609704.1 DNA helicase [Acidovorax phage ACP17]	False	0.204	103.0	2.224e-21								Type III restriction enzyme, res subunit [PF04851.18]; Helicase conserved C-terminal domain [PF00271.34]; SWI2/SNF2 ATPase [PF18766.4]					VOG00203	sp|P20703|UVSW_BPT4 ATP-dependent DNA helicase uvsW; Xh	Xh	0	False	
QGNH01001132.1_44	QGNH01001132.1	QGNH01001132.1	44	41668	42228	1	E																								0	False	
QGNH01001132.1_45	QGNH01001132.1	QGNH01001132.1	45	42204	42422	1	E																								0	False	
QGNH01001132.1_46	QGNH01001132.1	QGNH01001132.1	46	42406	42837	1	E																								0	False	
QGNH01001132.1_47	QGNH01001132.1	QGNH01001132.1	47	42837	43118	1	E																								0	False	
QGNH01001132.1_48	QGNH01001132.1	QGNH01001132.1	48	43115	44479	1	D			YP_009216118.1	YP_009216118.1 helicase DnaB-like [Bacillus phage Shanette]	False	0.219	114.0	3.4440000000000004e-25								DnaB-like helicase C terminal domain [PF03796.18]					VOG04360	sp|P04530|HELIC_BPT4 DnaB-like replicative helicase; XhXr	Xr;Xh	0	False	V
QGNH01001132.1_49	QGNH01001132.1	QGNH01001132.1	49	44482	44727	1	E																								0	False	
QGNH01001132.1_50	QGNH01001132.1	QGNH01001132.1	50	44729	44974	1	E																								0	False	
QGNH01001132.1_51	QGNH01001132.1	QGNH01001132.1	51	44971	45141	1	E																								0	False	
QGNH01001132.1_52	QGNH01001132.1	QGNH01001132.1	52	45134	46069	1	D			YP_009214510.1	YP_009214510.1 DNA primase/helicase [Staphylococcus phage phiIPLA-C1C]	False	0.201	66.0	1.302e-10								Toprim-like [PF13155.9]; CHC2 zinc finger [PF01807.23]					VOG00694	REFSEQ DNA primase; Xu	Xu	0	False	
QGNH01001132.1_53	QGNH01001132.1	QGNH01001132.1	53	46062	47033	1	D			YP_010114418.1	YP_010114418.1 5'-3' exonuclease [Flavobacterium phage vB_FspM_immuto_2-6A]	False	0.237	81.0	4.101e-15								5'-3' exonuclease, N-terminal resolvase-like domain [PF02739.19]; 5'-3' exonuclease, C-terminal SAM fold [PF01367.23]					VOG07202	sp|P13319|RNH_BPT4 Ribonuclease H; Xr	Xr	0	False	V
QGNH01001132.1_54	QGNH01001132.1	QGNH01001132.1	54	47163	47741	1	E																								0	False	
QGNH01001132.1_55	QGNH01001132.1	QGNH01001132.1	55	48117	49475	1	C	K00590	site-specific DNA-methyltransferase (cytosine-N4-specific) [EC:2.1.1.113]	YP_010772396.1	YP_010772396.1 adenine-specific methyltransferase [Methanoculleus virus L4768]	False	0.391	280.0	1.007e-80								DNA methylase [PF01555.21]					VOG00306	sp|P14243|MTC9_CITFR Type II methyltransferase M.Cfr9I; XhXp	Xp;Xh	0	False	
QGNH01001132.1_56	QGNH01001132.1	QGNH01001132.1	56	49488	50615	1	E																								0	False	
QGNH01001132.1_57	QGNH01001132.1	QGNH01001132.1	57	50618	53335	1	C	K21929	uracil-DNA glycosylase [EC:3.2.2.27]	YP_009215939.1	YP_009215939.1 DNA polymerase [Bacillus phage JL]	False	0.173	130.0	6.284999999999998e-29								DNA polymerase family A [PF00476.23]; Uracil DNA glycosylase superfamily [PF03167.22]					VOG00075	sp|O64235|DPOL_BPMD2 DNA polymerase; XhXr	Xr;Xh	0	False	V
QGNH01001132.1_58	QGNH01001132.1	QGNH01001132.1	58	53737	54018	1	D			YP_009302823.1	YP_009302823.1 DNA methyltransferase [Gordonia phage BetterKatz]	False	0.582	76.0	3.065e-16								DNA methylase [PF01555.21]; Putative RNA methylase family UPF0020 [PF01170.21]					VOG06731	sp|P14751|MTR1_CERSP Type II methyltransferase M.RsrI; XhXp	Xp;Xh	0	False	
QGNH01001132.1_59	QGNH01001132.1	QGNH01001132.1	59	54051	54575	1	E																								0	False	
QGNH01001132.1_60	QGNH01001132.1	QGNH01001132.1	60	54580	54777	1	E																								0	False	
QGNH01001132.1_61	QGNH01001132.1	QGNH01001132.1	61	54794	55936	1	E																								0	False	
QGNH01001132.1_62	QGNH01001132.1	QGNH01001132.1	62	56005	56937	1	C	K03553	recombination protein RecA	YP_009015710.1	YP_009015710.1 UvsX-like recombinase [Bacillus phage G]	False	0.288	103.0	1.355e-22								recA bacterial DNA recombination protein [PF00154.24]; Rad51 [PF08423.14]					VOG04360	sp|P04530|HELIC_BPT4 DnaB-like replicative helicase; XhXr	Xr;Xh	0	False	V
QGNH01001132.1_63	QGNH01001132.1	QGNH01001132.1	63	57092	57544	1	E																								0	False	
QGNH01001132.1_64	QGNH01001132.1	QGNH01001132.1	64	57541	57756	1	E																								0	False	
QGNH01001132.1_65	QGNH01001132.1	QGNH01001132.1	65	57749	58753	1	D			YP_009844678.1	YP_009844678.1 clamp loader of DNA polymerase [Nodularia phage vB_NspS-kac65v151]	False	0.343	113.0	1.604e-25								DNA polymerase III, delta subunit [PF13177.9]; Holliday junction DNA helicase RuvB P-loop domain [PF05496.15]; ATPase family associated with various cellular activities (AAA) [PF00004.32]								0	False	
QGNH01001132.1_66	QGNH01001132.1	QGNH01001132.1	66	58750	59112	1	D																Domain of unknown function (DUF1937) [PF09152.13]; Domain of unknown function (DUF4406) [PF14359.9]								0	False	
QGNH01001132.1_67	QGNH01001132.1	QGNH01001132.1	67	59446	62250	1	D			YP_009793404.1	YP_009793404.1 exonuclease [Listeria phage LMTA-57]	False	0.193	191.0	1.1689999999999998e-47								RecF/RecN/SMC N terminal domain [PF02463.22]					VOG00264	sp|P04522|EXO2_BPT4 Exonuclease subunit 2; XhXp	Xp;Xh	0	False	
QGNH01001132.1_68	QGNH01001132.1	QGNH01001132.1	68	62272	62667	1	E																								0	False	
QGNH01001132.1_69	QGNH01001132.1	QGNH01001132.1	69	62707	62970	1	E																								0	False	
QGNH01001132.1_70	QGNH01001132.1	QGNH01001132.1	70	62967	63302	1	E																								0	False	
QGNH01001132.1_71	QGNH01001132.1	QGNH01001132.1	71	63299	63805	1	E																								0	False	
QGNH01001132.1_72	QGNH01001132.1	QGNH01001132.1	72	63805	63897	1	E																								0	False	
