locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
LCHW01000001.1_1_1_5697_-		K11493, K11494	COG5184, COG5184		phrog_16766, phrog_10898, phrog_10898, phrog_4219	VOG00046, VOG03730, VOG03730	COG:COG5184	1899	7.7e-126	391.8		ATS1; 
LCHW01000001.1_1_5845_6753_-		K04763	COG4974		phrog_1	VOG00056	COG:COG4974	302	2.7e-85	282.7		XerD; 
LCHW01000001.1_1_6856_7167_-												Hypothetical
LCHW01000001.1_1_7325_7792_+												Hypothetical
LCHW01000001.1_1_7842_8258_+		K07460	COG0792				COG:COG0792	138	9.1e-35	115.7		YraN; 
LCHW01000001.1_1_8396_22354_+		K12035, K12035, K12035, K06882, K05849, K23379, K05849, K06777	COG4257, COG3401, COG4257				KEGG:K12035	4652	1.7e-110	140.5	2.3.2.27	TRIM71; tripartite motif-containing protein 71
LCHW01000001.1_1_22504_22740_+												Hypothetical
LCHW01000001.1_1_22790_23485_+	K02049	K02049	COG1116		phrog_293	VOG35465	COG:COG1116	231	9.6e-89	294.2		TauB; 
LCHW01000001.1_1_23475_24227_+		K15554	COG0600		phrog_6743		COG:COG0600	250	3.8e-76	252.3		TauC; 
LCHW01000001.1_1_24232_25239_+	K02051	K02051	COG0715				COG:COG0715	335	9.3e-33	109.7		TauA; 
LCHW01000001.1_1_25515_25913_+												Hypothetical
LCHW01000001.1_1_26555_28279_+												Hypothetical
LCHW01000001.1_1_28344_28823_-		K06925	COG0802		phrog_31614		COG:COG0802	147	2.5e-47	157.7		TsaE; tRNA modification
LCHW01000001.1_1_28882_29439_-		K02996	COG0103				COG:COG0103	185	9e-54	177.9		RpsI; Ribosome 30S subunit
LCHW01000001.1_1_29449_29790_-		K02871	COG0102				KEGG:K02871	113	1.8e-38	128.7		RP-L13, MRPL13, rplM; large subunit ribosomal protein L13
LCHW01000001.1_1_29940_32084_-		K02355	COG0480		phrog_6880	VOG33006, VOG33006, VOG33006	COG:COG0480	714	0	1156.9		FusA; Translation factors
LCHW01000001.1_1_32108_32575_-		K02992	COG0049				COG:COG0049	155	1.6e-66	219.1		RpsG; Ribosome 30S subunit
LCHW01000001.1_1_32589_33008_-		K02950	COG0048				KEGG:K02950	139	8e-71	234.5		RP-S12, MRPS12, rpsL; small subunit ribosomal protein S12
LCHW01000001.1_1_33883_34158_-												Hypothetical
LCHW01000001.1_1_34269_34904_-		K03975	COG0586				COG:COG0586	211	1.1e-30	102.7		DedA; 
LCHW01000001.1_1_34957_35379_-												Hypothetical
LCHW01000001.1_1_35540_35989_+												Hypothetical
LCHW01000001.1_1_36107_36535_+												Hypothetical
LCHW01000001.1_1_36613_36810_-												Hypothetical
LCHW01000001.1_1_36816_38648_-		K01868	COG0441		phrog_18916	VOG02983	COG:COG0441	610	1e-230	763.2		ThrS; Aminoacyl-tRNA synthetases
LCHW01000001.1_1_38717_39085_-												Hypothetical
LCHW01000001.1_1_39251_39694_+												Hypothetical
LCHW01000001.1_1_39731_40150_+												Hypothetical
LCHW01000001.1_1_40204_43437_-	K02337	K02337	COG0587		phrog_405	VOG07446	FOAM:K02337	1077	0	1552.2	2.7.7.7	dnaE; DNA polymerase III subunit alpha
LCHW01000001.1_1_43570_43806_+												Hypothetical
LCHW01000001.1_1_43947_46034_+	K05366	K05366	COG0744	GT51	phrog_33002, phrog_33002		COG:COG0744	695	6.5e-197	652.0		MrcB; 
LCHW01000001.1_1_46110_47228_-	K02338	K02338	COG0592		phrog_947	VOG00520	COG:COG0592	372	1.7e-93	309.4		DnaN; 
LCHW01000001.1_1_47396_48763_-		K02313	COG0593		phrog_50, phrog_26369	VOG02675, VOG00334	KEGG:K02313	455	5.6e-156	516.1		dnaA; chromosomal replication initiator protein
LCHW01000001.1_1_49319_49450_-												Hypothetical
LCHW01000001.1_1_49452_49598_+		K02914	COG0230				COG:COG0230	48	3.8e-23	76.9		RpmH; Ribosome 50S subunit
LCHW01000001.1_1_49609_50055_+		K03536	COG0594				COG:COG0594	148	3.3e-16	55.2		RnpA; 
LCHW01000001.1_1_50125_50868_-		K20331	COG4976		phrog_4752	VOG00106	KEGG:K20331	247	1.3e-30	102.4	2.1.1.349	toxA; toxoflavin synthase
LCHW01000001.1_1_50976_51296_-		K03297	COG2076			VOG00465	COG:COG2076	106	1.1e-13	46.9		EmrE; 
LCHW01000001.1_1_51474_52088_-		K08984	COG3647				COG:COG3647	204	2e-67	222.1		YjdF; 
LCHW01000001.1_1_52184_53938_-	K01139	K01139	COG0317, COG0317		phrog_990, phrog_4773	VOG00925	COG:COG0317	584	2.5e-211	672.0		SpoT; 
LCHW01000001.1_1_54070_54477_+												Hypothetical
LCHW01000001.1_1_54599_55324_+												Hypothetical
LCHW01000001.1_1_55663_56352_+												Hypothetical
LCHW01000001.1_1_56503_57186_+												Hypothetical
LCHW01000001.1_1_57321_57995_+												Hypothetical
LCHW01000001.1_1_58052_60151_-		K01972	COG0272		phrog_3869	VOG07820	KEGG:K01972	699	3.3e-270	894.8	6.5.1.2	E6.5.1.2, ligA, ligB; DNA ligase (NAD+)
LCHW01000001.1_1_60431_60559_-												Hypothetical
LCHW01000001.1_1_60908_61144_+												Hypothetical
LCHW01000001.1_1_61339_61515_+												Hypothetical
LCHW01000001.1_1_61658_61876_-												Hypothetical
LCHW01000001.1_1_61981_62349_-												Hypothetical
LCHW01000001.1_1_62454_64481_-		K03168	COG0551		phrog_13226	VOG09738	COG:COG0551	675	5.6e-261	864.3		YrdD; 
LCHW01000001.1_1_64483_65349_-		K04096	COG0758		phrog_4299	VOG00196	COG:COG0758	288	2.4e-112	372.2		Smf; 
LCHW01000001.1_1_65422_65994_+		K02664	COG3167				COG:COG3167	190	7.3e-10	34.2		PilO; 
LCHW01000001.1_1_66027_66233_+												Hypothetical
LCHW01000001.1_1_66316_66459_+												Hypothetical
LCHW01000001.1_1_66550_66999_-												Hypothetical
LCHW01000001.1_1_67163_67939_-		K22306	COG2062				KEGG:K22306	195	1.1e-09	32.8	3.1.3.85	gpgP; glucosyl-3-phosphoglycerate phosphatase
LCHW01000001.1_1_67767_68330_+												Hypothetical
LCHW01000001.1_1_68479_68988_+			COG3584		phrog_22529		COG:COG3584	169	3.3e-18	62.1		; 3D
LCHW01000001.1_1_69139_69660_+			COG1694		phrog_1992		COG:COG1694	173	3.5e-20	57.1		MazG; 
