KO Id	Name	Level	Count
	lvl1: Coenzyme transport and metabolism	1	95
	lvl2: Glutamate-1-semialdehyde aminotransferase	2	1
	lvl3: nan	3	1653
COG0001	COG0001: HemL:Heme biosynthesis	Function	1
	lvl1: Amino acid transport and metabolism	1	133
	lvl2: N-acetyl-gamma-glutamylphosphate reductase	2	1
COG0002	COG0002: ArgC:Arginine biosynthesis	Function	1
	lvl1: Inorganic ion transport and metabolism	1	77
	lvl2: Anion-transporting ATPase, ArsA/GET3 family	2	1
COG0003	COG0003: ArsA:	Function	1
	lvl2: Ammonia channel protein AmtB	2	1
COG0004	COG0004: AmtB:	Function	1
	lvl1: Nucleotide transport and metabolism	1	71
	lvl2: Purine nucleoside phosphorylase	2	1
COG0005	COG0005: XapA:Purine salvage	Function	1
	lvl2: Xaa-Pro aminopeptidase	2	1
COG0006	COG0006: PepP:	Function	1
	lvl1: Translation, ribosomal structure and biogenesis	1	184
	lvl2: Glutamyl- or glutaminyl-tRNA synthetase	2	1
COG0008	COG0008: GlnS:Heme biosynthesis	Function	1
	lvl2: tRNA A37 threonylcarbamoyladenosine synthetase subunit TsaC/SUA5/YrdC	2	1
COG0009	COG0009: TsaC:tRNA modification	Function	1
	lvl2: Arginase/agmatinase family enzyme	2	1
COG0010	COG0010: SpeB:Urea cycle	Function	1
	lvl2: Ribosome-binding ATPase YchF, GTP1/OBG family	2	1
COG0012	COG0012: GTP1:	Function	1
	lvl2: Alanyl-tRNA synthetase	2	1
COG0013	COG0013: AlaS:Aminoacyl-tRNA synthetases	Function	1
	lvl2: Adenylosuccinate lyase	2	1
COG0015	COG0015: PurB:Purine biosynthesis	Function	1
	lvl2: Phenylalanyl-tRNA synthetase alpha subunit	2	1
COG0016	COG0016: PheS:Aminoacyl-tRNA synthetases	Function	1
	lvl2: Aspartyl/asparaginyl-tRNA synthetase	2	1
COG0017	COG0017: AsnS:Aminoacyl-tRNA synthetases	Function	1
	lvl2: Arginyl-tRNA synthetase	2	1
COG0018	COG0018: ArgS:Aminoacyl-tRNA synthetases	Function	1
	lvl2: Diaminopimelate decarboxylase	2	1
COG0019	COG0019: LysA:Lysine biosynthesis	Function	1
	lvl1: Lipid transport and metabolism	1	53
	lvl2: Undecaprenyl pyrophosphate synthase	2	1
COG0020	COG0020: UppS:	Function	1
	lvl1: Carbohydrate transport and metabolism	1	100
	lvl2: Transketolase	2	1
COG0021	COG0021: TktA:Pentose phosphate pathway	Function	1
	lvl1: Energy production and conversion	1	96
	lvl2: Pyruvate/2-oxoglutarate/acetoin dehydrogenase complex, dehydrogenase (E1) component, beta subunit	2	1
COG0022	COG0022: AcoB:Pyruvate oxidation	Function	1
	lvl2: Methionine aminopeptidase	2	1
COG0024	COG0024: Map:	Function	1
	lvl2: Phosphoribosylaminoimidazole carboxylase (NCAIR synthetase)	2	1
COG0026	COG0026: PurK:Purine biosynthesis	Function	1
	lvl2: Aspartate oxidase	2	1
COG0029	COG0029: NadB:NAD biosynthesis	Function	1
