	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
GCF_002025255.2_NZ_CP054587.1_1	GCF_002025255.2	NZ_CP054587.1	1	1	264	1	D										LysE type translocator [PF01810.21]					0
GCF_002025255.2_NZ_CP054587.1_2	GCF_002025255.2	NZ_CP054587.1	2	315	1361	1	C	K00096	glycerol-1-phosphate dehydrogenase [NAD(P)+] [EC:1.1.1.261]								Iron-containing alcohol dehydrogenase [PF13685.9]; Iron-containing alcohol dehydrogenase [PF00465.22]					0
GCF_002025255.2_NZ_CP054587.1_3	GCF_002025255.2	NZ_CP054587.1	3	1973	2380	-1	D										HIT domain [PF01230.26]					0
GCF_002025255.2_NZ_CP054587.1_4	GCF_002025255.2	NZ_CP054587.1	4	2436	3062	1	C	K08976	putative membrane protein								Protein of unknown function (DUF420) [PF04238.15]					0
GCF_002025255.2_NZ_CP054587.1_5	GCF_002025255.2	NZ_CP054587.1	5	3169	3810	1	C	K10773	endonuclease III [EC:3.2.2.- 4.2.99.18]								HhH-GPD superfamily base excision DNA repair protein [PF00730.28]; Helix-hairpin-helix motif [PF00633.26]; Iron-sulfur binding domain of endonuclease III [PF10576.12]					0
GCF_002025255.2_NZ_CP054587.1_6	GCF_002025255.2	NZ_CP054587.1	6	3873	4085	1	E															0
GCF_002025255.2_NZ_CP054587.1_7	GCF_002025255.2	NZ_CP054587.1	7	4098	4577	-1	E															0
GCF_002025255.2_NZ_CP054587.1_8	GCF_002025255.2	NZ_CP054587.1	8	4681	5490	1	E															0
GCF_002025255.2_NZ_CP054587.1_9	GCF_002025255.2	NZ_CP054587.1	9	5587	6195	1	C	K02638	plastocyanin								Copper binding proteins, plastocyanin/azurin family [PF00127.23]; Cupredoxin-like domain [PF13473.9]					0
GCF_002025255.2_NZ_CP054587.1_10	GCF_002025255.2	NZ_CP054587.1	10	6195	6584	1	E															0
GCF_002025255.2_NZ_CP054587.1_11	GCF_002025255.2	NZ_CP054587.1	11	6588	7388	1	D										Cytochrome b/b6/petB [PF00033.22]; Cytochrome b(N-terminal)/b6/petB [PF13631.9]					0
GCF_002025255.2_NZ_CP054587.1_12	GCF_002025255.2	NZ_CP054587.1	12	7393	8154	1	D										Cytochrome b(C-terminal)/b6/petD [PF00032.20]					0
GCF_002025255.2_NZ_CP054587.1_13	GCF_002025255.2	NZ_CP054587.1	13	8215	8490	1	E															0
GCF_002025255.2_NZ_CP054587.1_14	GCF_002025255.2	NZ_CP054587.1	14	8543	8812	1	E															0
GCF_002025255.2_NZ_CP054587.1_15	GCF_002025255.2	NZ_CP054587.1	15	9121	9561	-1	E															0
GCF_002025255.2_NZ_CP054587.1_16	GCF_002025255.2	NZ_CP054587.1	16	9610	10293	-1	C	K00858	NAD+ kinase [EC:2.7.1.23]								ATP-NAD kinase C-terminal domain [PF20143.2]					0
GCF_002025255.2_NZ_CP054587.1_17	GCF_002025255.2	NZ_CP054587.1	17	10780	12096	-1	D			MER0272872	M28X	MER0272872 - family M28 unassigned peptidases () [M28.UPW]#M28X#{peptidase unit: 145-404}~source YP_004809592~	True	0.832	448.0	1.574e-138	Peptidase family M28 [PF04389.20]; PA domain [PF02225.25]					0
GCF_002025255.2_NZ_CP054587.1_18	GCF_002025255.2	NZ_CP054587.1	18	12287	13066	1	C	K07730	putative transcriptional regulator								Winged helix-turn-helix DNA-binding [PF13412.9]; MarR family [PF12802.10]; MarR family [PF01047.25]; Winged helix-turn-helix [PF14947.9]					0
GCF_002025255.2_NZ_CP054587.1_19	GCF_002025255.2	NZ_CP054587.1	19	13067	13375	-1	D										Amphi-Trp domain [PF20068.2]					0
GCF_002025255.2_NZ_CP054587.1_20	GCF_002025255.2	NZ_CP054587.1	20	13391	14071	-1	D										DnaJ domain [PF00226.34]					0
GCF_002025255.2_NZ_CP054587.1_21	GCF_002025255.2	NZ_CP054587.1	21	14197	15999	1	D			MER0055806	S09A	MER0055806 - subfamily S9A unassigned peptidases (Halogeometricum borinquense) [S09.UPA]#S09A#{peptidase unit: 338-597}~source E4NRA7~	True	0.816	438.0	2.779e-132	Prolyl oligopeptidase family [PF00326.24]; Dienelactone hydrolase family [PF01738.21]; BD-FAE [PF20434.1]; Acetyl xylan esterase (AXE1) [PF05448.15]; Serine aminopeptidase, S33 [PF12146.11]; Prolyl oligopeptidase, N-terminal beta-propeller domain [PF02897.18]; BAAT / Acyl-CoA thioester hydrolase C terminal [PF08840.14]; X-Pro dipeptidyl-peptidase (S15 family) [PF02129.21]; Esterase FrsA-like [PF06500.14]; alpha/beta hydrolase fold [PF07859.16]; Esterase PHB depolymerase [PF10503.12]; Phospholipase/Carboxylesterase [PF02230.19]; Abhydrolase family [PF12715.10]; alpha/beta hydrolase fold [PF00561.23]					0
GCF_002025255.2_NZ_CP054587.1_22	GCF_002025255.2	NZ_CP054587.1	22	16124	16585	1	C	K07005	uncharacterized protein								Pyridoxamine 5'-phosphate oxidase [PF12900.10]					0
GCF_002025255.2_NZ_CP054587.1_23	GCF_002025255.2	NZ_CP054587.1	23	16655	17383	1	D										Protein of unknown function (DUF4013) [PF13197.9]					0
GCF_002025255.2_NZ_CP054587.1_24	GCF_002025255.2	NZ_CP054587.1	24	17559	18569	1	E															0
GCF_002025255.2_NZ_CP054587.1_25	GCF_002025255.2	NZ_CP054587.1	25	18682	19146	-1	D										RDD family [PF06271.15]					0
GCF_002025255.2_NZ_CP054587.1_26	GCF_002025255.2	NZ_CP054587.1	26	19506	19922	1	C	K01849	methylmalonyl-CoA mutase, C-terminal domain [EC:5.4.99.2]								B12 binding domain [PF02310.22]					0
GCF_002025255.2_NZ_CP054587.1_27	GCF_002025255.2	NZ_CP054587.1	27	19919	20989	1	C	K07588	GTPase [EC:3.6.5.-]								Methylmalonyl Co-A mutase-associated GTPase MeaB [PF03308.19]; SRP54-type protein, GTPase domain [PF00448.25]; Type IV secretion-system coupling protein DNA-binding domain [PF10412.12]					0
GCF_002025255.2_NZ_CP054587.1_28	GCF_002025255.2	NZ_CP054587.1	28	21475	22461	-1	D										NAD dependent epimerase/dehydratase family [PF01370.24]; GDP-mannose 4,6 dehydratase [PF16363.8]; 3-beta hydroxysteroid dehydrogenase/isomerase family [PF01073.22]					0
GCF_002025255.2_NZ_CP054587.1_29	GCF_002025255.2	NZ_CP054587.1	29	22516	23247	-1	D										Probable molybdopterin binding domain [PF00994.27]					0
GCF_002025255.2_NZ_CP054587.1_30	GCF_002025255.2	NZ_CP054587.1	30	23339	23656	1	C	K11741	quaternary ammonium compound-resistance protein SugE								Small Multidrug Resistance protein [PF00893.22]					0
GCF_002025255.2_NZ_CP054587.1_31	GCF_002025255.2	NZ_CP054587.1	31	23689	24711	-1	C	K13953	alcohol dehydrogenase, propanol-preferring [EC:1.1.1.1]								Alcohol dehydrogenase GroES-like domain [PF08240.15]; Zinc-binding dehydrogenase [PF00107.29]; Glucose dehydrogenase C-terminus [PF16912.8]; Zinc-binding dehydrogenase [PF13602.9]					1
GCF_002025255.2_NZ_CP054587.1_32	GCF_002025255.2	NZ_CP054587.1	32	24886	26370	-1	C	K01881	prolyl-tRNA synthetase [EC:6.1.1.15]								tRNA synthetase class II core domain (G, H, P, S and T) [PF00587.28]; Anticodon binding domain [PF03129.23]; Prolyl-tRNA synthetase, C-terminal [PF09180.14]					0
GCF_002025255.2_NZ_CP054587.1_33	GCF_002025255.2	NZ_CP054587.1	33	26420	26920	-1	C	K03574	8-oxo-dGTP diphosphatase [EC:3.6.1.55]								NUDIX domain [PF00293.31]					0
