	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000606.1_1	QGNH01000606.1	QGNH01000606.1	1	291	491	-1	E																								0	False	F
QGNH01000606.1_2	QGNH01000606.1	QGNH01000606.1	2	493	678	-1	E																								0	False	F
QGNH01000606.1_3	QGNH01000606.1	QGNH01000606.1	3	751	978	-1	E																								0	False	F
QGNH01000606.1_4	QGNH01000606.1	QGNH01000606.1	4	975	1196	-1	E																								0	False	F
QGNH01000606.1_5	QGNH01000606.1	QGNH01000606.1	5	1433	1717	1	E																								0	False	F
QGNH01000606.1_6	QGNH01000606.1	QGNH01000606.1	6	1984	3537	1	C	K06909	phage terminase large subunit	YP_009795331.1	YP_009795331.1 terminase large subunit [Pectobacterium phage DU_PP_V]	False	0.197	81.0	1.064e-14								Terminase large subunit, T4likevirus-type, N-terminal [PF03237.18]; Phage terminase large subunit [PF04466.16]					VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	F
QGNH01000606.1_7	QGNH01000606.1	QGNH01000606.1	7	3750	4490	1	E																					VOG03878	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01000606.1_8	QGNH01000606.1	QGNH01000606.1	8	4494	4715	1	E																								0	False	F
QGNH01000606.1_9	QGNH01000606.1	QGNH01000606.1	9	4721	6634	1	E																								0	False	F
QGNH01000606.1_10	QGNH01000606.1	QGNH01000606.1	10	6698	7816	1	E																								0	False	
QGNH01000606.1_11	QGNH01000606.1	QGNH01000606.1	11	7826	9145	1	E																								0	False	
QGNH01000606.1_12	QGNH01000606.1	QGNH01000606.1	12	9336	10670	1	D																Ice-binding-like [PF11999.11]					VOG02907	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01000606.1_13	QGNH01000606.1	QGNH01000606.1	13	10753	11817	1	E																								0	False	
QGNH01000606.1_14	QGNH01000606.1	QGNH01000606.1	14	12110	13264	1	E																								0	False	
QGNH01000606.1_15	QGNH01000606.1	QGNH01000606.1	15	13264	16353	1	E																								0	False	
QGNH01000606.1_16	QGNH01000606.1	QGNH01000606.1	16	16357	17658	1	E																								0	False	
QGNH01000606.1_17	QGNH01000606.1	QGNH01000606.1	17	17660	19303	1	E																								0	False	
QGNH01000606.1_18	QGNH01000606.1	QGNH01000606.1	18	19399	21228	1	E																								0	False	
QGNH01000606.1_19	QGNH01000606.1	QGNH01000606.1	19	21308	21685	1	E																								0	False	
QGNH01000606.1_20	QGNH01000606.1	QGNH01000606.1	20	21687	22628	1	E			YP_009856751.1	YP_009856751.1 minor tail protein [Streptomyces phage JXY1]	False	0.253	81.0	1.973e-15																0	False	
QGNH01000606.1_21	QGNH01000606.1	QGNH01000606.1	21	22647	24197	1	E			YP_009903836.1	YP_009903836.1 minor tail protein [Achromobacter phage Motura]	False	0.237	82.0	6.044e-15																0	False	
QGNH01000606.1_22	QGNH01000606.1	QGNH01000606.1	22	24197	24379	1	E																								0	False	
QGNH01000606.1_23	QGNH01000606.1	QGNH01000606.1	23	24382	24693	1	E																								0	False	
QGNH01000606.1_24	QGNH01000606.1	QGNH01000606.1	24	24693	25184	1	D																Bacteriophage holin family [PF05105.15]					VOG05043	REFSEQ holin; Xu	Xu	0	False	
QGNH01000606.1_25	QGNH01000606.1	QGNH01000606.1	25	25184	25630	1	C	K01185	lysozyme [EC:3.2.1.17]	YP_010078178.1	YP_010078178.1 endolysin [Ralstonia phage Raharianne]	False	0.453	119.0	4.843e-30								Phage lysozyme [PF00959.22]	GH24	GH24 lysozyme (EC 3.2.1.17)	3.2.1.17	GH24.hmm				0	False	
QGNH01000606.1_26	QGNH01000606.1	QGNH01000606.1	26	25620	26279	1	D									MER0406351	S01C	MER0406351 - subfamily S1C unassigned peptidases (Thermanaerovibrio velox) [S01.UPC]#S01C#{peptidase unit: 125-292}~source ZP_09413445~	False	70.0	5.255e-12	0.284	Trypsin-like peptidase domain [PF13365.9]; Trypsin [PF00089.29]								0	False	P
QGNH01000606.1_27	QGNH01000606.1	QGNH01000606.1	27	26321	26578	-1	E																								0	False	
QGNH01000606.1_28	QGNH01000606.1	QGNH01000606.1	28	26575	26835	-1	E																								0	False	
QGNH01000606.1_29	QGNH01000606.1	QGNH01000606.1	29	26832	27032	-1	E																								0	False	
QGNH01000606.1_30	QGNH01000606.1	QGNH01000606.1	30	27029	27769	-1	D			YP_008853917.1	YP_008853917.1 DNA polymerase exonuclease subunit [Ralstonia phage RSB3]	False	0.422	177.0	2.037e-48								RNase_H superfamily [PF13482.9]; Predicted 3'-5' exonuclease related to the exonuclease domain of PolB [PF10108.12]					VOG01302	sp|P00581|DPOL_BPT7 DNA-directed DNA polymerase; XhXr	Xr;Xh	0	False	V
QGNH01000606.1_31	QGNH01000606.1	QGNH01000606.1	31	27770	28321	-1	E																								0	False	
QGNH01000606.1_32	QGNH01000606.1	QGNH01000606.1	32	28425	28607	-1	E																								0	False	
QGNH01000606.1_33	QGNH01000606.1	QGNH01000606.1	33	28607	28903	-1	D			YP_005098183.1	YP_005098183.1 hypothetical protein BF7_00135 [Pseudomonas phage Bf7]	False	0.585	106.0	1.8470000000000003e-26								dATP/dGTP diphosphohydrolase, N-terminal [PF18909.3]					VOG06414	REFSEQ dATP / dGTP pyrophosphohydrolase; Xu	Xu	0	False	
QGNH01000606.1_34	QGNH01000606.1	QGNH01000606.1	34	28863	29288	-1	E			YP_006908877.1	YP_006908877.1 HNH endonuclease [Escherichia phage ECBP2]	False	0.409	95.0	4.295999999999999e-22																1	False	
QGNH01000606.1_35	QGNH01000606.1	QGNH01000606.1	35	29285	30067	-1	D																Primase C terminal 1 (PriCT-1) [PF08708.14]								0	False	
QGNH01000606.1_36	QGNH01000606.1	QGNH01000606.1	36	30070	32046	-1	D			YP_001467864.1	YP_001467864.1 DNA polymerase [Thermus phage P23-45]	False	0.186	125.0	7.707e-28								DNA polymerase family A [PF00476.23]					VOG00075	sp|O64235|DPOL_BPMD2 DNA polymerase; XhXr	Xr;Xh	0	False	V
QGNH01000606.1_37	QGNH01000606.1	QGNH01000606.1	37	32043	32822	-1	C	K00571	site-specific DNA-methyltransferase (adenine-specific) [EC:2.1.1.72]	YP_010681749.1	YP_010681749.1 site-specific DNA-methyltransferase [Bacillus phage vB_BsuS_PJN02]	False	0.551	251.0	8.138e-74								DNA methylase [PF01555.21]					VOG00306	sp|P14243|MTC9_CITFR Type II methyltransferase M.Cfr9I; XhXp	Xh;Xp	0	False	
QGNH01000606.1_38	QGNH01000606.1	QGNH01000606.1	38	32850	33572	-1	C	K00571	site-specific DNA-methyltransferase (adenine-specific) [EC:2.1.1.72]	YP_010685121.1	YP_010685121.1 DNA methyltransferase [Klebsiella phage VLCpiS13f]	False	0.52	228.0	4.193e-66								DNA methylase [PF01555.21]					VOG00306	sp|P14243|MTC9_CITFR Type II methyltransferase M.Cfr9I; XhXp	Xh;Xp	0	False	
QGNH01000606.1_39	QGNH01000606.1	QGNH01000606.1	39	33627	34109	-1	E																								0	False	
QGNH01000606.1_40	QGNH01000606.1	QGNH01000606.1	40	34125	35024	-1	E			YP_010079338.1	YP_010079338.1 exonuclease [Achromobacter phage vB_AxyP_19-32_Axy10]	False	0.237	100.0	1.627e-21													VOG09186	REFSEQ exonuclease; Xu	Xu	0	False	F
QGNH01000606.1_41	QGNH01000606.1	QGNH01000606.1	41	35146	35457	-1	E																								0	False	F
QGNH01000606.1_42	QGNH01000606.1	QGNH01000606.1	42	35444	35644	-1	E																								0	False	F
QGNH01000606.1_43	QGNH01000606.1	QGNH01000606.1	43	35631	35792	-1	E																								0	False	F
QGNH01000606.1_44	QGNH01000606.1	QGNH01000606.1	44	35789	36688	-1	D																Domain of unknown function (DUF6745) [PF20530.1]								0	False	F
QGNH01000606.1_45	QGNH01000606.1	QGNH01000606.1	45	36678	36887	-1	E																								0	False	F
QGNH01000606.1_46	QGNH01000606.1	QGNH01000606.1	46	37189	37428	1	E																								0	False	F
QGNH01000606.1_47	QGNH01000606.1	QGNH01000606.1	47	37425	37697	1	E																								0	False	F
QGNH01000606.1_48	QGNH01000606.1	QGNH01000606.1	48	37678	37977	1	E																								0	False	F
QGNH01000606.1_49	QGNH01000606.1	QGNH01000606.1	49	37937	38341	1	E																								0	False	F
QGNH01000606.1_50	QGNH01000606.1	QGNH01000606.1	50	38338	38649	1	E																								0	False	F
QGNH01000606.1_51	QGNH01000606.1	QGNH01000606.1	51	38649	38870	1	E																								0	False	F
QGNH01000606.1_52	QGNH01000606.1	QGNH01000606.1	52	38857	39372	1	E																								0	False	F
