	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001136.1_1	QGNH01001136.1	QGNH01001136.1	1	50	274	1	E			YP_010246756.1	YP_010246756.1 hypothetical protein L3Y25_gp138 [Gordonia phage Syleon]	False	0.551	78.0	3.595e-17																0	False	F
QGNH01001136.1_2	QGNH01001136.1	QGNH01001136.1	2	271	819	1	E																								0	False	F
QGNH01001136.1_3	QGNH01001136.1	QGNH01001136.1	3	1011	1226	1	E																								0	False	F
QGNH01001136.1_4	QGNH01001136.1	QGNH01001136.1	4	1219	1545	1	E																								0	False	F
QGNH01001136.1_5	QGNH01001136.1	QGNH01001136.1	5	1542	1760	1	E																								0	False	F
QGNH01001136.1_6	QGNH01001136.1	QGNH01001136.1	6	1757	1969	1	E																								0	False	F
QGNH01001136.1_7	QGNH01001136.1	QGNH01001136.1	7	1966	2298	1	E																								0	False	F
QGNH01001136.1_8	QGNH01001136.1	QGNH01001136.1	8	2334	2651	1	E																								0	False	F
QGNH01001136.1_9	QGNH01001136.1	QGNH01001136.1	9	2648	2854	1	E																								0	False	F
QGNH01001136.1_10	QGNH01001136.1	QGNH01001136.1	10	2851	3180	1	D																Family of unknown function (DUF6527) [PF20137.2]								0	False	F
QGNH01001136.1_11	QGNH01001136.1	QGNH01001136.1	11	3158	3574	1	D			YP_010058868.1	YP_010058868.1 histidine triad nucleotide binding protein [Gordonia phage Pupper]	False	0.433	87.0	2.071e-19								HIT domain [PF01230.26]					VOG09938	sp|P94252|YHIT_BORBU Uncharacterized HIT-like protein BB_0379; Xu	Xu	0	False	F
QGNH01001136.1_12	QGNH01001136.1	QGNH01001136.1	12	3571	3828	1	E																								0	False	F
QGNH01001136.1_13	QGNH01001136.1	QGNH01001136.1	13	3825	3953	1	E																								0	False	F
QGNH01001136.1_14	QGNH01001136.1	QGNH01001136.1	14	4072	4743	1	D			YP_010078159.1	YP_010078159.1 endonuclease VII [Ralstonia phage Raharianne]	False	0.288	98.0	8.076e-22								HNH endonuclease [PF14279.9]; HNH endonuclease [PF01844.26]; HNH endonuclease [PF13395.9]					VOG00049	sp|Q5UPT5|YL246_MIMIV Uncharacterized protein L246; Xu	Xu	2	False	F
QGNH01001136.1_15	QGNH01001136.1	QGNH01001136.1	15	4740	6416	1	D			YP_009010474.1	YP_009010474.1 portal protein [Geobacillus phage GBK2]	False	0.246	118.0	5.1630000000000005e-26								Phage portal protein [PF04860.15]					VOG00344	sp|Q6QGD5|PORTL_BPT5 Portal protein; XhXpXrXs	Xs;Xr;Xp;Xh	0	False	VF
QGNH01001136.1_16	QGNH01001136.1	QGNH01001136.1	16	6626	6811	1	E																								0	False	
QGNH01001136.1_17	QGNH01001136.1	QGNH01001136.1	17	6871	7443	1	E																								0	False	
QGNH01001136.1_18	QGNH01001136.1	QGNH01001136.1	18	7440	8735	1	E			YP_008058515.1	YP_008058515.1 exonuclease [Halorubrum tailed phage 5]	False	0.24	69.0	5.711e-11													VOG02246	sp|O31948|YONJ_BACSU SPbeta prophage-derived uncharacterized protein YonJ; Xu	Xu	0	False	
QGNH01001136.1_19	QGNH01001136.1	QGNH01001136.1	19	8834	9133	1	E																								0	False	
QGNH01001136.1_20	QGNH01001136.1	QGNH01001136.1	20	9130	9327	1	E																								0	False	
QGNH01001136.1_21	QGNH01001136.1	QGNH01001136.1	21	9324	10394	1	E			YP_009302373.1	YP_009302373.1 methyltransferase [Mycobacterium phage Xeno]	False	0.506	95.0	1.213e-19																0	False	
QGNH01001136.1_22	QGNH01001136.1	QGNH01001136.1	22	10391	10729	1	E																								0	False	
QGNH01001136.1_23	QGNH01001136.1	QGNH01001136.1	23	10726	11064	1	E																								0	False	
QGNH01001136.1_24	QGNH01001136.1	QGNH01001136.1	24	11061	11639	1	E																								0	False	
QGNH01001136.1_25	QGNH01001136.1	QGNH01001136.1	25	11694	11948	1	E																								0	False	
QGNH01001136.1_26	QGNH01001136.1	QGNH01001136.1	26	12027	12536	1	D			YP_009840325.1	YP_009840325.1 Rnase H [Streptomyces phage Karimac]	False	0.422	137.0	5.866e-36								3'-5' exoribonuclease Rv2179c-like domain [PF16473.8]					VOG00971	sp|P9WJ72|EXRBN_MYCTO 3'-5' exoribonuclease MT2234.1; Xu	Xu	0	False	
QGNH01001136.1_27	QGNH01001136.1	QGNH01001136.1	27	12590	13363	1	E																								0	False	
QGNH01001136.1_28	QGNH01001136.1	QGNH01001136.1	28	13364	13723	1	E																								0	False	
QGNH01001136.1_29	QGNH01001136.1	QGNH01001136.1	29	13800	14345	1	E																								0	False	
QGNH01001136.1_30	QGNH01001136.1	QGNH01001136.1	30	14609	14746	-1	D																HNH endonuclease [PF13392.9]								0	False	
QGNH01001136.1_31	QGNH01001136.1	QGNH01001136.1	31	14992	15225	-1	E																								0	False	
QGNH01001136.1_32	QGNH01001136.1	QGNH01001136.1	32	15235	15477	-1	E																								1	False	
QGNH01001136.1_33	QGNH01001136.1	QGNH01001136.1	33	15477	15758	-1	E																								0	False	
QGNH01001136.1_34	QGNH01001136.1	QGNH01001136.1	34	15888	16004	-1	E																								0	False	
QGNH01001136.1_35	QGNH01001136.1	QGNH01001136.1	35	16017	16349	-1	E																								0	False	
QGNH01001136.1_36	QGNH01001136.1	QGNH01001136.1	36	16349	16552	-1	E																								0	False	
QGNH01001136.1_37	QGNH01001136.1	QGNH01001136.1	37	16549	16851	-1	E																								0	False	
QGNH01001136.1_38	QGNH01001136.1	QGNH01001136.1	38	17081	17251	-1	E																								0	False	
QGNH01001136.1_39	QGNH01001136.1	QGNH01001136.1	39	17563	17832	-1	E																								0	False	
QGNH01001136.1_40	QGNH01001136.1	QGNH01001136.1	40	17829	18110	-1	E																								0	False	
QGNH01001136.1_41	QGNH01001136.1	QGNH01001136.1	41	18107	18325	-1	E																								0	False	
QGNH01001136.1_42	QGNH01001136.1	QGNH01001136.1	42	18423	18950	-1	E																								0	False	
QGNH01001136.1_43	QGNH01001136.1	QGNH01001136.1	43	18959	19132	-1	E																								0	False	
QGNH01001136.1_44	QGNH01001136.1	QGNH01001136.1	44	19348	19533	-1	E																								0	False	
QGNH01001136.1_45	QGNH01001136.1	QGNH01001136.1	45	19652	19834	-1	E																								1	False	
QGNH01001136.1_46	QGNH01001136.1	QGNH01001136.1	46	19859	20092	-1	E																								0	False	
QGNH01001136.1_47	QGNH01001136.1	QGNH01001136.1	47	20336	20512	-1	E																								0	False	
QGNH01001136.1_48	QGNH01001136.1	QGNH01001136.1	48	20582	20770	-1	E																								0	False	
QGNH01001136.1_49	QGNH01001136.1	QGNH01001136.1	49	20847	21065	-1	E																								0	False	
QGNH01001136.1_50	QGNH01001136.1	QGNH01001136.1	50	21068	21310	-1	E																								0	False	
QGNH01001136.1_51	QGNH01001136.1	QGNH01001136.1	51	21389	21646	-1	E																								0	False	
QGNH01001136.1_52	QGNH01001136.1	QGNH01001136.1	52	21725	22150	-1	E																								0	False	
QGNH01001136.1_53	QGNH01001136.1	QGNH01001136.1	53	22218	22499	1	E																								0	False	
QGNH01001136.1_54	QGNH01001136.1	QGNH01001136.1	54	22788	23144	1	E																								0	False	
QGNH01001136.1_55	QGNH01001136.1	QGNH01001136.1	55	23141	23338	1	E																								0	False	
QGNH01001136.1_56	QGNH01001136.1	QGNH01001136.1	56	23331	23741	1	E																								0	False	
QGNH01001136.1_57	QGNH01001136.1	QGNH01001136.1	57	23738	24058	1	E																								0	False	
QGNH01001136.1_58	QGNH01001136.1	QGNH01001136.1	58	24100	24462	1	E																								0	False	
QGNH01001136.1_59	QGNH01001136.1	QGNH01001136.1	59	24459	24677	1	E																								0	False	
QGNH01001136.1_60	QGNH01001136.1	QGNH01001136.1	60	24674	24883	1	E																								0	False	
QGNH01001136.1_61	QGNH01001136.1	QGNH01001136.1	61	24880	25131	1	E																								0	False	
QGNH01001136.1_62	QGNH01001136.1	QGNH01001136.1	62	25128	25739	1	E																								0	False	
QGNH01001136.1_63	QGNH01001136.1	QGNH01001136.1	63	25736	25936	1	E																								0	False	
QGNH01001136.1_64	QGNH01001136.1	QGNH01001136.1	64	25933	26160	1	E																								0	False	
QGNH01001136.1_65	QGNH01001136.1	QGNH01001136.1	65	26121	26351	1	E																								0	False	
QGNH01001136.1_66	QGNH01001136.1	QGNH01001136.1	66	26344	26565	1	E																								0	False	
QGNH01001136.1_67	QGNH01001136.1	QGNH01001136.1	67	26562	26861	1	E																								0	False	
QGNH01001136.1_68	QGNH01001136.1	QGNH01001136.1	68	26858	27097	1	E																								0	False	
QGNH01001136.1_69	QGNH01001136.1	QGNH01001136.1	69	27094	27480	1	E																								0	False	
QGNH01001136.1_70	QGNH01001136.1	QGNH01001136.1	70	27477	27698	1	E																								0	False	
QGNH01001136.1_71	QGNH01001136.1	QGNH01001136.1	71	28114	28584	1	E																								0	False	
QGNH01001136.1_72	QGNH01001136.1	QGNH01001136.1	72	28600	28968	1	E																								0	False	
QGNH01001136.1_73	QGNH01001136.1	QGNH01001136.1	73	28968	29162	1	E																								0	False	
QGNH01001136.1_74	QGNH01001136.1	QGNH01001136.1	74	29184	29768	1	E																								0	False	
QGNH01001136.1_75	QGNH01001136.1	QGNH01001136.1	75	29786	30778	1	D																	GH5; GH5_40	GH5 endo-beta-1,4-glucanase / cellulase (EC 3.2.1.4); endo-beta-1,4-xylanase (EC 3.2.1.8); beta-glucosidase (EC 3.2.1.21); beta-mannosidase (EC 3.2.1.25); beta-glucosylceramidase (EC 3.2.1.45); glucan beta-1,3-glucosidase (EC 3.2.1.58); exo-beta-1,4-glucanase / cellodextrinase (EC 3.2.1.74); glucan endo-1,6-beta-glucosidase (EC 3.2.1.75); mannan endo-beta-1,4-mannosidase (EC 3.2.1.78); cellulose beta-1,4-cellobiosidase (EC 3.2.1.91); steryl beta-glucosidase (EC 3.2.1.104); endoglycoceramidase (EC 3.2.1.123); beta-primeverosidase (EC 3.2.1.149); xyloglucan-specific endo-beta-1,4-glucanase (EC 3.2.1.151); endo-beta-1,6-galactanase (EC 3.2.1.164); beta-1,3-mannanase (EC 3.2.1.-); arabinoxylan-specific endo-beta-1,4-xylanase (EC 3.2.1.-); mannan transglycosylase (EC 2.4.1.-); lichenase / endo-beta-1,3-1,4-glucanase (EC 3.2.1.73); beta-glycosidase (EC 3.2.1.-); endo-beta-1,3-glucanase / laminarinase (EC 3.2.1.39); beta-N-acetylhexosaminidase (EC 3.2.1.52); chitosanase (EC 3.2.1.132); beta-D-galactofuranosidase (EC 3.2.1.146); beta-galactosylceramidase (EC 3.2.1.46); ; beta-rutinosidase /alpha-L-rhamnose-(1,6)-beta-D-glucosidase (EC 3.2.1.-); alpha-L-arabinofuranosidase (EC 3.2.1.55); glucomannan-specific endo-beta-1,4-glucanase (EC 3.2.1.-); hesperidin 6-O-alpha-L-rhamnosyl-beta-glucosidase (EC 3.2.1.168)	3.2.1.123,3.2.1.25,3.2.1.4,3.2.1.75; 3.2.1.78	GH5.hmm				0	False	
QGNH01001136.1_76	QGNH01001136.1	QGNH01001136.1	76	30791	30916	1	E																								0	False	
QGNH01001136.1_77	QGNH01001136.1	QGNH01001136.1	77	30916	31206	1	E																								0	False	
QGNH01001136.1_78	QGNH01001136.1	QGNH01001136.1	78	31292	31654	1	E																								0	False	
QGNH01001136.1_79	QGNH01001136.1	QGNH01001136.1	79	31867	32100	1	E																								0	False	
QGNH01001136.1_80	QGNH01001136.1	QGNH01001136.1	80	32118	32339	1	E																								0	False	
QGNH01001136.1_81	QGNH01001136.1	QGNH01001136.1	81	32336	32698	1	E																								0	False	
QGNH01001136.1_82	QGNH01001136.1	QGNH01001136.1	82	32831	32926	-1	E																								0	False	
QGNH01001136.1_83	QGNH01001136.1	QGNH01001136.1	83	32971	33558	-1	D			YP_010078159.1	YP_010078159.1 endonuclease VII [Ralstonia phage Raharianne]	False	0.271	64.0	1.581e-10								HNH endonuclease [PF14279.9]; HNH endonuclease [PF01844.26]					VOG00049	sp|Q5UPT5|YL246_MIMIV Uncharacterized protein L246; Xu	Xu	0	False	
QGNH01001136.1_84	QGNH01001136.1	QGNH01001136.1	84	33637	35424	1	D																Family of unknown function (DUF6582) [PF20223.1]								0	False	
QGNH01001136.1_85	QGNH01001136.1	QGNH01001136.1	85	35436	36839	1	D			YP_001686874.1	YP_001686874.1 major head protein [Azospirillum phage Cd]	False	0.25	102.0	4.1190000000000004e-21								Phage capsid family [PF05065.16]					VOG00134	sp|O64210|CAPSD_BPMD2 Probable major capsid protein gp17; Xs	Xs	0	False	V
QGNH01001136.1_86	QGNH01001136.1	QGNH01001136.1	86	36926	37459	1	E																								0	False	
QGNH01001136.1_87	QGNH01001136.1	QGNH01001136.1	87	37351	37641	-1	E																								0	False	
QGNH01001136.1_88	QGNH01001136.1	QGNH01001136.1	88	37644	38228	1	E																								0	False	
QGNH01001136.1_89	QGNH01001136.1	QGNH01001136.1	89	38281	38883	1	E																								0	False	
QGNH01001136.1_90	QGNH01001136.1	QGNH01001136.1	90	38883	39230	1	E																								0	False	
QGNH01001136.1_91	QGNH01001136.1	QGNH01001136.1	91	39234	43205	1	E			YP_002922525.1	YP_002922525.1 tail fiber protein [Escherichia phage JS10]	False	0.458	67.0	1.275e-09																0	False	
QGNH01001136.1_92	QGNH01001136.1	QGNH01001136.1	92	43225	44064	1	E																								0	False	
QGNH01001136.1_93	QGNH01001136.1	QGNH01001136.1	93	44134	45147	1	E																								0	False	
QGNH01001136.1_94	QGNH01001136.1	QGNH01001136.1	94	45151	45930	1	E																								0	False	
QGNH01001136.1_95	QGNH01001136.1	QGNH01001136.1	95	45930	46583	1	E																								0	False	
QGNH01001136.1_96	QGNH01001136.1	QGNH01001136.1	96	46628	47206	1	E																								0	False	
QGNH01001136.1_97	QGNH01001136.1	QGNH01001136.1	97	47213	47482	1	E																								0	False	
QGNH01001136.1_98	QGNH01001136.1	QGNH01001136.1	98	47487	49052	1	E																								0	False	
QGNH01001136.1_99	QGNH01001136.1	QGNH01001136.1	99	49145	49732	1	E																								0	False	
QGNH01001136.1_100	QGNH01001136.1	QGNH01001136.1	100	49771	49917	1	E																								0	False	
QGNH01001136.1_101	QGNH01001136.1	QGNH01001136.1	101	49955	54529	1	E																								0	False	
QGNH01001136.1_102	QGNH01001136.1	QGNH01001136.1	102	54573	55109	1	E																								0	False	
QGNH01001136.1_103	QGNH01001136.1	QGNH01001136.1	103	55109	55717	1	E																								0	False	
QGNH01001136.1_104	QGNH01001136.1	QGNH01001136.1	104	55717	56607	1	E																								0	False	
QGNH01001136.1_105	QGNH01001136.1	QGNH01001136.1	105	56623	57405	1	E																								0	False	
QGNH01001136.1_106	QGNH01001136.1	QGNH01001136.1	106	57407	58777	1	D																Cellulase (glycosyl hydrolase family 5) [PF00150.21]	GH5; GH5_40	GH5 endo-beta-1,4-glucanase / cellulase (EC 3.2.1.4); endo-beta-1,4-xylanase (EC 3.2.1.8); beta-glucosidase (EC 3.2.1.21); beta-mannosidase (EC 3.2.1.25); beta-glucosylceramidase (EC 3.2.1.45); glucan beta-1,3-glucosidase (EC 3.2.1.58); exo-beta-1,4-glucanase / cellodextrinase (EC 3.2.1.74); glucan endo-1,6-beta-glucosidase (EC 3.2.1.75); mannan endo-beta-1,4-mannosidase (EC 3.2.1.78); cellulose beta-1,4-cellobiosidase (EC 3.2.1.91); steryl beta-glucosidase (EC 3.2.1.104); endoglycoceramidase (EC 3.2.1.123); beta-primeverosidase (EC 3.2.1.149); xyloglucan-specific endo-beta-1,4-glucanase (EC 3.2.1.151); endo-beta-1,6-galactanase (EC 3.2.1.164); beta-1,3-mannanase (EC 3.2.1.-); arabinoxylan-specific endo-beta-1,4-xylanase (EC 3.2.1.-); mannan transglycosylase (EC 2.4.1.-); lichenase / endo-beta-1,3-1,4-glucanase (EC 3.2.1.73); beta-glycosidase (EC 3.2.1.-); endo-beta-1,3-glucanase / laminarinase (EC 3.2.1.39); beta-N-acetylhexosaminidase (EC 3.2.1.52); chitosanase (EC 3.2.1.132); beta-D-galactofuranosidase (EC 3.2.1.146); beta-galactosylceramidase (EC 3.2.1.46); ; beta-rutinosidase /alpha-L-rhamnose-(1,6)-beta-D-glucosidase (EC 3.2.1.-); alpha-L-arabinofuranosidase (EC 3.2.1.55); glucomannan-specific endo-beta-1,4-glucanase (EC 3.2.1.-); hesperidin 6-O-alpha-L-rhamnosyl-beta-glucosidase (EC 3.2.1.168)	3.2.1.123,3.2.1.25,3.2.1.4,3.2.1.75; 3.2.1.78	GH5.hmm				0	False	MKE
