locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
AM419438.1_1												Hypothetical
AM419438.1_2	K03279	K03279	COG1442			VOG02426	COG:COG1442	70	4.3e-15	47.5		RfaJ:
AM419438.1_3												Hypothetical
AM419438.1_4												Hypothetical
AM419438.1_5												Hypothetical
AM419438.1_6												Hypothetical
AM419438.1_7												Hypothetical
AM419438.1_8												Hypothetical
AM419438.1_9												Hypothetical
AM419438.1_10					phrog_27279	VOG26248	VOG:VOG26248	132	1.2e-84	273.1		REFSEQ hypothetical protein
AM419438.1_11												Hypothetical
AM419438.1_12												Hypothetical
AM419438.1_13												Hypothetical
AM419438.1_14												Hypothetical
AM419438.1_15												Hypothetical
AM419438.1_16												Hypothetical
AM419438.1_17												Hypothetical
AM419438.1_18												Hypothetical
AM419438.1_19												Hypothetical
AM419438.1_20												Hypothetical
AM419438.1_21												Hypothetical
AM419438.1_22		K07725	COG5340		phrog_2440	VOG01379	PHROG:phrog_2440	89	1.1e-35	114.1		transcriptional regulator
AM419438.1_23		K10947	COG1695		phrog_4278	VOG11953	VOG:VOG11953	121	6.2e-60	192.3		REFSEQ helix-turn-helix transcriptional regulator
AM419438.1_24												Hypothetical
AM419438.1_25												Hypothetical
AM419438.1_26												Hypothetical
AM419438.1_27												Hypothetical
AM419438.1_28												Hypothetical
AM419438.1_29												Hypothetical
AM419438.1_30		K04763	COG4974		phrog_1	VOG00056	COG:COG4974	418	1.6e-26	85.0		XerD:
AM419438.1_31												Hypothetical
AM419438.1_32												Hypothetical
AM419438.1_33		K10726	COG1241		phrog_10371	VOG14467	VOG:VOG14467	705	0	1024.5		sp|Q9UXG1|MCM_SACS2 Minichromosome maintenance protein MCM
AM419438.1_34												Hypothetical
AM419438.1_35												Hypothetical
AM419438.1_36												Hypothetical
AM419438.1_37												Hypothetical
AM419438.1_38					phrog_27334	VOG36398	VOG:VOG36398	191	1.8e-121	395.5		REFSEQ hypothetical protein
AM419438.1_39												Hypothetical
AM419438.1_40					phrog_284	VOG02246	VOG:VOG02246	493	1.5e-60	195.3		sp|O31948|YONJ_BACSU SPbeta prophage-derived uncharacterized protein YonJ
AM419438.1_41												Hypothetical
AM419438.1_42												Hypothetical
AM419438.1_43												Hypothetical
AM419438.1_44					phrog_1482	VOG00189	VOG:VOG00189	170	9.6e-40	128.9		REFSEQ terminase small subunit
AM419438.1_45		K06909	COG1783		phrog_5653	VOG07294	COG:COG1783	448	3.9e-33	106.3		XtmB:
AM419438.1_46			COG5518		phrog_12, phrog_3292	VOG00344	VOG:VOG00344	652	2.2e-70	229.7		sp|Q6QGD5|PORTL_BPT5 Portal protein
AM419438.1_47												Hypothetical
AM419438.1_48												Hypothetical
AM419438.1_49					phrog_1623	VOG01409	PHROG:phrog_1623	347	2e-68	222.6		virion structural protein
AM419438.1_50												Hypothetical
AM419438.1_51												Hypothetical
AM419438.1_52												Hypothetical
AM419438.1_53												Hypothetical
AM419438.1_54					phrog_18530	VOG36399	VOG:VOG36399	151	2.5e-102	331.0		REFSEQ hypothetical protein
AM419438.1_55					phrog_25153	VOG36400	VOG:VOG36400	176	3.2e-117	380.8		REFSEQ hypothetical protein
AM419438.1_56					phrog_18409	VOG36401	VOG:VOG36401	305	4.7e-200	654.7		REFSEQ minor tail protein
AM419438.1_57					phrog_19457	VOG36403	VOG:VOG36403	166	4.3e-105	340.7		REFSEQ hypothetical protein
AM419438.1_58												Hypothetical
AM419438.1_59												Hypothetical
AM419438.1_60					phrog_20675	VOG36404	VOG:VOG36404	223	2.7e-138	450.6		REFSEQ hypothetical protein
AM419438.1_61					phrog_18406	VOG36405	VOG:VOG36405	396	3.5e-248	814.8		REFSEQ hypothetical protein
AM419438.1_62												Hypothetical
AM419438.1_63												Hypothetical
AM419438.1_64												Hypothetical
AM419438.1_65												Hypothetical
