	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
GCF_022919155.1_NZ_CP095045.1_1	GCF_022919155.1	NZ_CP095045.1	1	3	548	1	C	K07052	CAAX protease family protein	MER0939794	G05	MER0939794 -  (Leucobacter sp. UCD-THU) [G05.UPW]#G05#{peptidase unit: 181-302}~source A0A061LVY7~	False	0.83	156.0	2.602e-42	Type II CAAX prenyl endopeptidase Rce1-like [PF02517.19]					0
GCF_022919155.1_NZ_CP095045.1_2	GCF_022919155.1	NZ_CP095045.1	2	541	2091	1	E															0
GCF_022919155.1_NZ_CP095045.1_3	GCF_022919155.1	NZ_CP095045.1	3	2192	2584	1	E															0
GCF_022919155.1_NZ_CP095045.1_4	GCF_022919155.1	NZ_CP095045.1	4	2581	3045	1	D										Putative Actinobacterial Holin-X, holin superfamily III [PF07332.14]					0
GCF_022919155.1_NZ_CP095045.1_5	GCF_022919155.1	NZ_CP095045.1	5	3042	3302	1	E															0
GCF_022919155.1_NZ_CP095045.1_6	GCF_022919155.1	NZ_CP095045.1	6	3478	4269	1	C	K01719	uroporphyrinogen-III synthase [EC:4.2.1.75]								Uroporphyrinogen-III synthase HemD [PF02602.18]					0
GCF_022919155.1_NZ_CP095045.1_7	GCF_022919155.1	NZ_CP095045.1	7	4274	4693	1	E															0
GCF_022919155.1_NZ_CP095045.1_8	GCF_022919155.1	NZ_CP095045.1	8	4731	5306	-1	D										Nitroreductase family [PF00881.27]; Putative TM nitroreductase [PF14512.9]					0
GCF_022919155.1_NZ_CP095045.1_9	GCF_022919155.1	NZ_CP095045.1	9	5396	6346	-1	C	K13936	malonate transporter and related proteins								Membrane transport protein [PF03547.21]					0
GCF_022919155.1_NZ_CP095045.1_10	GCF_022919155.1	NZ_CP095045.1	10	6348	8195	-1	D										Thiamine pyrophosphate enzyme, N-terminal TPP binding domain [PF02776.21]; Thiamine pyrophosphate enzyme, C-terminal TPP binding domain [PF02775.24]; Thiamine pyrophosphate enzyme, central domain [PF00205.25]					0
GCF_022919155.1_NZ_CP095045.1_11	GCF_022919155.1	NZ_CP095045.1	11	8192	8974	-1	C	K01475	isatin hydrolase [EC:3.5.2.20]								Putative cyclase [PF04199.16]					0
GCF_022919155.1_NZ_CP095045.1_12	GCF_022919155.1	NZ_CP095045.1	12	9047	9709	-1	C	K18476	TetR/AcrR family transcriptional regulator, tetracycline repressor protein								Tetracyclin repressor-like, C-terminal domain [PF02909.20]; Bacterial regulatory proteins, tetR family [PF00440.26]					0
GCF_022919155.1_NZ_CP095045.1_13	GCF_022919155.1	NZ_CP095045.1	13	9836	11467	1	D			MER0174364	M38	MER0174364 - family M38 non-peptidase homologues (Silicibacter pomeroyi) [M38.UNW]#M38#{peptidase unit: 7-133, 136-522}~source AAV95779~	False	0.285	213.0	9.57e-57	Amidohydrolase family [PF07969.14]; Amidohydrolase family [PF01979.23]					0
GCF_022919155.1_NZ_CP095045.1_14	GCF_022919155.1	NZ_CP095045.1	14	11543	12919	1	C	K18218	tetracycline resistance efflux pump								Na+/H+ antiporter family [PF03553.17]					0
GCF_022919155.1_NZ_CP095045.1_15	GCF_022919155.1	NZ_CP095045.1	15	12886	13839	-1	C	K05596	LysR family transcriptional regulator, chromosome initiation inhibitor								Bacterial regulatory helix-turn-helix protein, lysR family [PF00126.30]					0
GCF_022919155.1_NZ_CP095045.1_16	GCF_022919155.1	NZ_CP095045.1	16	13883	14527	1	C	K06895	L-lysine exporter family protein LysE/ArgO								LysE type translocator [PF01810.21]					0
GCF_022919155.1_NZ_CP095045.1_17	GCF_022919155.1	NZ_CP095045.1	17	14837	15406	1	C	K03365	cytosine/creatinine deaminase [EC:3.5.4.1 3.5.4.21]								MafB19-like deaminase [PF14437.9]; Cytidine and deoxycytidylate deaminase zinc-binding region [PF00383.26]					0
