NC_048136.1_20	4b57133cfd6f9003d14e574f271a0fa1	672	SMART	SM00482	polaultra3	453	672	4.0E-11	T	10-07-2023	IPR001098	DNA-directed DNA polymerase, family A, palm domain
NC_048136.1_20	4b57133cfd6f9003d14e574f271a0fa1	672	SUPERFAMILY	SSF56672	DNA/RNA polymerases	219	672	7.56E-101	T	10-07-2023	IPR043502	DNA/RNA polymerase superfamily
NC_048136.1_20	4b57133cfd6f9003d14e574f271a0fa1	672	Gene3D	G3DSA:3.30.70.370	-	420	499	6.0E-25	T	10-07-2023	-	-
NC_048136.1_20	4b57133cfd6f9003d14e574f271a0fa1	672	Gene3D	G3DSA:3.30.70.370	-	565	672	1.0E-27	T	10-07-2023	-	-
NC_048136.1_20	4b57133cfd6f9003d14e574f271a0fa1	672	PRINTS	PR00868	DNA-polymerase family A (pol I) signature	421	443	6.2E-5	T	10-07-2023	IPR002298	DNA polymerase A
NC_048136.1_20	4b57133cfd6f9003d14e574f271a0fa1	672	PRINTS	PR00868	DNA-polymerase family A (pol I) signature	537	562	6.2E-5	T	10-07-2023	IPR002298	DNA polymerase A
NC_048136.1_20	4b57133cfd6f9003d14e574f271a0fa1	672	PRINTS	PR00868	DNA-polymerase family A (pol I) signature	630	646	6.2E-5	T	10-07-2023	IPR002298	DNA polymerase A
NC_048136.1_20	4b57133cfd6f9003d14e574f271a0fa1	672	Pfam	PF00476	DNA polymerase family A	338	657	1.7E-32	T	10-07-2023	IPR001098	DNA-directed DNA polymerase, family A, palm domain
NC_048136.1_20	4b57133cfd6f9003d14e574f271a0fa1	672	Gene3D	G3DSA:3.30.420.10	-	10	237	1.5E-59	T	10-07-2023	IPR036397	Ribonuclease H superfamily
NC_048136.1_20	4b57133cfd6f9003d14e574f271a0fa1	672	Gene3D	G3DSA:1.20.1060.10	Taq DNA Polymerase; Chain T, domain 4	238	419	2.8E-58	T	10-07-2023	-	-
NC_048136.1_20	4b57133cfd6f9003d14e574f271a0fa1	672	PANTHER	PTHR10133	DNA POLYMERASE I	181	655	1.6E-15	T	10-07-2023	IPR002298	DNA polymerase A
