	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000573.1_1	QGNH01000573.1	QGNH01000573.1	1	1	1350	1	E			YP_007877435.1	YP_007877435.1 large subunit terminase [Vibrio phage douglas 12A4]	False	0.264	143.0	1.879e-34													VOG00068	sp|P25479|VPP_BPP2 Terminase, ATPase subunit; XhXr	Xh;Xr	0	False	VF
QGNH01000573.1_2	QGNH01000573.1	QGNH01000573.1	2	1795	3849	1	E			YP_010672519.1	YP_010672519.1 portal protein [Aeromonas phage BUCT695]	False	0.28	231.0	1.695e-61													VOG00516	sp|P03728|PORTL_BPT7 Portal protein; XpXrXs	Xs;Xr;Xp	0	False	VF
QGNH01000573.1_3	QGNH01000573.1	QGNH01000573.1	3	3859	4644	1	E																								0	False	F
QGNH01000573.1_4	QGNH01000573.1	QGNH01000573.1	4	4645	4932	1	E																								0	False	F
QGNH01000573.1_5	QGNH01000573.1	QGNH01000573.1	5	4935	5990	1	E																					VOG09340	REFSEQ head scaffolding protein; Xu	Xu	0	False	F
QGNH01000573.1_6	QGNH01000573.1	QGNH01000573.1	6	6029	6931	1	D			YP_009847100.1	YP_009847100.1 major head protein [Aeromonas phage 4_4572]	False	0.342	169.0	7.111e-45								Family of unknown function (DUF5309) [PF17236.5]					VOG02591	sp|Q6Y7S3|CAPSD_BPPGK Major capsid protein; Xs	Xs	0	False	V
QGNH01000573.1_7	QGNH01000573.1	QGNH01000573.1	7	7058	7366	1	E																								0	False	
QGNH01000573.1_8	QGNH01000573.1	QGNH01000573.1	8	7379	8038	1	E																					VOG09341	REFSEQ virion structural protein; Xu	Xu	0	False	
QGNH01000573.1_9	QGNH01000573.1	QGNH01000573.1	9	8039	8992	1	E			YP_009851104.1	YP_009851104.1 hypothetical protein HWC60_gp047 [Stenotrophomonas phage Mendera]	False	0.517	171.0	2.621e-45													VOG01526	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01000573.1_10	QGNH01000573.1	QGNH01000573.1	10	9000	9314	1	E																								0	False	
QGNH01000573.1_11	QGNH01000573.1	QGNH01000573.1	11	9318	10040	1	E																								0	False	
QGNH01000573.1_12	QGNH01000573.1	QGNH01000573.1	12	10037	10894	1	E																								0	False	
QGNH01000573.1_13	QGNH01000573.1	QGNH01000573.1	13	10894	11907	1	C	K01206	alpha-L-fucosidase [EC:3.2.1.51]														Alpha-L-fucosidase [PF01120.20]	GH29	GH29 alpha-L-fucosidase (EC 3.2.1.51); alpha-1,3/1,4-L-fucosidase (EC 3.2.1.111); alpha-1,2-L-fucosidase (EC 3.2.1.63); alpha-1,6-fucosidase (EC 3.2.1.127)	3.2.1.111,3.2.1.127,3.2.1.51,3.2.1.63,3.2.1.-	GH29.hmm				0	False	MK
QGNH01000573.1_14	QGNH01000573.1	QGNH01000573.1	14	12009	12227	1	E																								0	False	
QGNH01000573.1_15	QGNH01000573.1	QGNH01000573.1	15	12229	12708	1	C	K01185	lysozyme [EC:3.2.1.17]	YP_009276446.1	YP_009276446.1 endolysin [Pseudomonas phage phi3]	False	0.4	103.0	2.195e-24								Phage lysozyme [PF00959.22]	GH24	GH24 lysozyme (EC 3.2.1.17)	3.2.1.17	GH24.hmm				0	False	
QGNH01000573.1_16	QGNH01000573.1	QGNH01000573.1	16	12677	12994	1	E																								0	False	
QGNH01000573.1_17	QGNH01000573.1	QGNH01000573.1	17	13136	13495	1	E																								0	False	
QGNH01000573.1_18	QGNH01000573.1	QGNH01000573.1	18	13787	13936	-1	E																								0	False	
QGNH01000573.1_19	QGNH01000573.1	QGNH01000573.1	19	13933	14334	-1	E																					VOG00301	REFSEQ peptidase HslV family; Xu	Xu	0	False	
QGNH01000573.1_20	QGNH01000573.1	QGNH01000573.1	20	14361	14774	-1	E			YP_001950135.1	YP_001950135.1 hypothetical protein RSL1_ORF257 [Ralstonia phage phiRSL1]	False	0.525	111.0	8.933000000000001e-28													VOG21425	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01000573.1_21	QGNH01000573.1	QGNH01000573.1	21	14764	15195	-1	D			YP_009777647.1	YP_009777647.1 nucleotide kinase [uncultured phage_MedDCM-OCT-S42-C7]	False	0.478	75.0	5.793e-15								Protein of unknwon function (DUF3310) [PF11753.11]					VOG01047	REFSEQ nucleotide kinase; Xu	Xu	0	False	
QGNH01000573.1_22	QGNH01000573.1	QGNH01000573.1	22	15195	15635	-1	E			YP_010093366.1	YP_010093366.1 HNH endonuclease [Vibrio phage 1.238.A._10N.261.52.F10]	False	0.509	126.0	1.117e-32													VOG01554	REFSEQ HNH endonuclease; Xu	Xu	0	False	
