	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001285.1_1	QGNH01001285.1	QGNH01001285.1	1	1	666	1	C	K03465	thymidylate synthase (FAD) [EC:2.1.1.148]	YP_009507550.1	YP_009507550.1 thymidylate synthase [Heterosigma akashiwo virus 01]	False	0.46	175.0	1.985e-48								Thymidylate synthase complementing protein [PF02511.18]								0	False	F
QGNH01001285.1_2	QGNH01001285.1	QGNH01001285.1	2	736	3711	1	D			YP_009834212.1	YP_009834212.1 ribonucleotide reductase [Lentibacter phage vB_LenP_ICBM2]	True	0.378	623.0	7.019999999999998e-190	MER0113162	N10	MER0113162 - family N10 unassigned peptide lyases (Desulfitobacterium hafniense) [N10.UPW]#N10#{peptidase unit: 284-636}~source ACL18335~	False	0.323	177.0	3.635e-43	Intein splicing domain [PF14890.9]; LAGLIDADG-like domain [PF14528.9]; Ribonucleotide reductase alpha domain [PF17975.4]					VOG19973	REFSEQ ribonucleotide reductase; Xu	Xu	0	False	F
QGNH01001285.1_3	QGNH01001285.1	QGNH01001285.1	3	3723	3914	1	E																								0	False	F
QGNH01001285.1_4	QGNH01001285.1	QGNH01001285.1	4	3914	4456	1	D			YP_009595638.1	YP_009595638.1 RuvC-like Holliday junction resolvase [Pseudomonas phage pf16]	False	0.343	102.0	8.899e-24								Crossover junction endodeoxyribonuclease RuvC [PF02075.20]					VOG00053	sp|P13004|YLYS_BPPHV Uncharacterized protein near lysin gene (Fragment); Xu	Xu	0	False	F
QGNH01001285.1_5	QGNH01001285.1	QGNH01001285.1	5	4470	4757	1	D			YP_009280076.1	YP_009280076.1 hypothetical protein BI036_gp176 [Morganella phage vB_MmoM_MP1]	False	0.44	62.0	2.195e-11								WYL_2, Sm-like SH3 beta-barrel fold [PF10902.11]					VOG00563	sp|P17308|Y13B_BPT4 Uncharacterized 11.5 kDa protein in Gp31-cd intergenic region; Xu	Xu	0	False	F
QGNH01001285.1_6	QGNH01001285.1	QGNH01001285.1	6	4803	5000	1	E																								0	False	F
QGNH01001285.1_7	QGNH01001285.1	QGNH01001285.1	7	4997	5323	1	E																								0	False	F
QGNH01001285.1_8	QGNH01001285.1	QGNH01001285.1	8	5340	5861	1	C	K01493	dCMP deaminase [EC:3.5.4.12]	YP_009196309.1	YP_009196309.1 putative dCMP deaminase [Pseudomonas phage PaMx11]	False	0.369	101.0	1.295e-23								Cytidine and deoxycytidylate deaminase zinc-binding region [PF00383.26]					VOG01436	sp|O22000|DCTD_BPMD2 Deoxycytidylate deaminase; Xr	Xr	0	False	V
QGNH01001285.1_9	QGNH01001285.1	QGNH01001285.1	9	5858	6097	1	E																								0	False	
QGNH01001285.1_10	QGNH01001285.1	QGNH01001285.1	10	6084	6299	1	E																								0	False	
QGNH01001285.1_11	QGNH01001285.1	QGNH01001285.1	11	6296	6610	1	D																MazG nucleotide pyrophosphohydrolase domain [PF03819.20]								0	False	
QGNH01001285.1_12	QGNH01001285.1	QGNH01001285.1	12	6607	7146	1	E																								0	False	
QGNH01001285.1_13	QGNH01001285.1	QGNH01001285.1	13	7170	7391	1	E																								0	False	
QGNH01001285.1_14	QGNH01001285.1	QGNH01001285.1	14	7391	7588	1	E																								0	False	
QGNH01001285.1_15	QGNH01001285.1	QGNH01001285.1	15	9107	9445	1	E																								0	False	
QGNH01001285.1_16	QGNH01001285.1	QGNH01001285.1	16	9539	9733	1	E																								0	False	
QGNH01001285.1_17	QGNH01001285.1	QGNH01001285.1	17	9837	9980	1	E																								0	False	
QGNH01001285.1_18	QGNH01001285.1	QGNH01001285.1	18	11129	11467	1	E			YP_010359010.1	YP_010359010.1 HNH endonuclease [uncultured phage cr151_1]	False	0.582	107.0	9.813e-27																0	False	
QGNH01001285.1_19	QGNH01001285.1	QGNH01001285.1	19	12732	13067	1	E																								0	False	
QGNH01001285.1_20	QGNH01001285.1	QGNH01001285.1	20	13202	13792	1	D			YP_010649097.1	YP_010649097.1 HNH endonuclease [Gordonia phage Phendrix]	False	0.507	84.0	1.832e-17								HNH endonuclease [PF14279.9]; HNH endonuclease [PF01844.26]; HNH endonuclease [PF13395.9]					VOG03883	sp|O64200|VG04_BPMD2 Gene 4 protein; Xu	Xu	0	False	
QGNH01001285.1_21	QGNH01001285.1	QGNH01001285.1	21	13801	14097	1	E																								0	False	
QGNH01001285.1_22	QGNH01001285.1	QGNH01001285.1	22	14214	14609	1	D			YP_002224203.1	YP_002224203.1 RF-1 domain peptide chain release factor [Mycobacterium phage ScottMcG]	False	0.4	79.0	8.564e-17								RF-1 domain [PF00472.23]								0	False	
QGNH01001285.1_23	QGNH01001285.1	QGNH01001285.1	23	14596	14982	1	E																								0	False	
QGNH01001285.1_24	QGNH01001285.1	QGNH01001285.1	24	14972	15142	1	E																								0	False	
QGNH01001285.1_25	QGNH01001285.1	QGNH01001285.1	25	15407	15619	1	E																								0	False	
QGNH01001285.1_26	QGNH01001285.1	QGNH01001285.1	26	15727	16542	1	E																								0	False	
QGNH01001285.1_27	QGNH01001285.1	QGNH01001285.1	27	16544	16717	1	E																								0	False	
QGNH01001285.1_28	QGNH01001285.1	QGNH01001285.1	28	16738	16917	1	E																								0	False	
QGNH01001285.1_29	QGNH01001285.1	QGNH01001285.1	29	16970	17413	1	E																								0	False	
QGNH01001285.1_30	QGNH01001285.1	QGNH01001285.1	30	17527	18402	1	D			YP_010719511.1	YP_010719511.1 putative DNA ligase [Pseudomonas phage JG054]	False	0.522	291.0	2.694e-87								ATP dependent DNA ligase domain [PF01068.24]; DNA ligase OB-like domain [PF14743.9]					VOG00242	sp|P00970|DNLI_BPT4 DNA ligase; XhXr	Xh;Xr	0	False	V
QGNH01001285.1_31	QGNH01001285.1	QGNH01001285.1	31	18427	19356	1	D			YP_006987128.1	YP_006987128.1 hypothetical protein GAP32_025 [Cronobacter phage vB_CsaM_GAP32]	False	0.272	109.0	1.414e-24	MER0801996	I87	MER0801996 - family I87 unassigned peptidase inhibitors (Dyella japonica) [I87.UPW]#I87#{inhibitor unit: 22-263}~source A0A075JWC1~	False	0.678	315.0	6.842e-95	SPFH domain / Band 7 family [PF01145.28]					VOG01466	sp|Q5UP73|YR614_MIMIV Putative band 7 family protein R614; Xu	Xu	0	False	MKPB
QGNH01001285.1_32	QGNH01001285.1	QGNH01001285.1	32	19356	20204	1	C	K00948	ribose-phosphate pyrophosphokinase [EC:2.7.6.1]	YP_010105471.1	YP_010105471.1 ribose-phosphate pyrophosphokinase [Mycobacterium phage DirkDirk]	False	0.339	132.0	1.812e-32								N-terminal domain of ribose phosphate pyrophosphokinase [PF13793.9]; Phosphoribosyl synthetase-associated domain [PF14572.9]					VOG07355	sp|Q0C5A1|KPRS_HYPNA Ribose-phosphate pyrophosphokinase; XhXr	Xh;Xr	0	False	VMB
QGNH01001285.1_33	QGNH01001285.1	QGNH01001285.1	33	20206	21702	1	C	K03462	nicotinamide phosphoribosyltransferase [EC:2.4.2.12]	YP_009615045.1	YP_009615045.1 nicotinamide phosphoribosyl transferase [Rhodococcus phage Trina]	True	0.562	538.0	1.163e-168								Nicotinate phosphoribosyltransferase (NAPRTase) family [PF04095.19]; Nicotinamide phosphoribosyltransferase, N-terminal domain [PF18127.4]					VOG00801	sp|Q99KQ4|NAMPT_MOUSE Nicotinamide phosphoribosyltransferase; Xh	Xh	0	False	MKB
QGNH01001285.1_34	QGNH01001285.1	QGNH01001285.1	34	21704	21919	1	E																								0	False	
QGNH01001285.1_35	QGNH01001285.1	QGNH01001285.1	35	21927	22199	1	E																								0	False	
