	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
GCA_022793875.1_JAAWDR010000001.1_1	GCA_022793875.1	JAAWDR010000001.1	1	631	1890	-1	D										Glycosyltransferase like family 2 [PF13641.9]; Glycosyl transferase family group 2 [PF13632.9]	GT2_Glycos_transf_2; GT2_Glyco_tranf_2_3; GT2_Glyco_trans_2_3	GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289); alternating beta-1,3/4-N-acetylmannan synthase (2.4.1.-); UDP-GlcA: N-acetylglucosaminyl-proteoglycan beta-1,4-glucuronosyltransferase (EC 2.4.1.225); [inverting] UDP-Glc: glycocin S-beta-glucosyltransferase (EC 2.4.1.-); [inverting] UDP-Glc: protein O-beta-glucosyltransferase (EC 2.4.1.-)		GT2_Glyco_tranf_2_3.hmm	0
GCA_022793875.1_JAAWDR010000001.1_2	GCA_022793875.1	JAAWDR010000001.1	2	2043	2381	1	E															0
GCA_022793875.1_JAAWDR010000001.1_3	GCA_022793875.1	JAAWDR010000001.1	3	2491	4476	1	C	K01531	P-type Mg2+ transporter [EC:7.2.2.14]								E1-E2 ATPase [PF00122.23]; haloacid dehalogenase-like hydrolase [PF00702.29]; Cation transport ATPase (P-type) [PF13246.9]; Cation transporter/ATPase, N-terminus [PF00690.29]					0
GCA_022793875.1_JAAWDR010000001.1_4	GCA_022793875.1	JAAWDR010000001.1	4	4457	5101	1	D										Cation transporting ATPase, C-terminus [PF00689.24]					0
GCA_022793875.1_JAAWDR010000002.1_1	GCA_022793875.1	JAAWDR010000002.1	1	3	410	-1	E															0
GCA_022793875.1_JAAWDR010000002.1_2	GCA_022793875.1	JAAWDR010000002.1	2	601	1263	-1	D										Protein of unknown function, DUF600 [PF04634.15]					0
GCA_022793875.1_JAAWDR010000002.1_3	GCA_022793875.1	JAAWDR010000002.1	3	1272	2813	-1	C	K15633	2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]								BPG-independent PGAM N-terminus (iPGM_N) [PF06415.16]; Metalloenzyme superfamily [PF01676.21]; Sulfatase [PF00884.26]					0
GCA_022793875.1_JAAWDR010000002.1_4	GCA_022793875.1	JAAWDR010000002.1	4	2829	3581	-1	C	K01803	triosephosphate isomerase (TIM) [EC:5.3.1.1]								Triosephosphate isomerase [PF00121.21]					0
GCA_022793875.1_JAAWDR010000002.1_5	GCA_022793875.1	JAAWDR010000002.1	5	3680	4237	-1	C	K01823	isopentenyl-diphosphate Delta-isomerase [EC:5.3.3.2]								NUDIX domain [PF00293.31]					0
GCA_022793875.1_JAAWDR010000002.1_6	GCA_022793875.1	JAAWDR010000002.1	6	4319	5572	-1	C	K00927	phosphoglycerate kinase [EC:2.7.2.3]								Phosphoglycerate kinase [PF00162.22]					0
GCA_022793875.1_JAAWDR010000002.1_7	GCA_022793875.1	JAAWDR010000002.1	7	5900	6223	1	D										Helix-turn-helix domain [PF12844.10]; Helix-turn-helix [PF01381.25]; Helix-turn-helix domain [PF13560.9]					0
GCA_022793875.1_JAAWDR010000002.1_8	GCA_022793875.1	JAAWDR010000002.1	8	6215	6484	-1	E															0
GCA_022793875.1_JAAWDR010000002.1_9	GCA_022793875.1	JAAWDR010000002.1	9	6809	7825	-1	C	K00134	glyceraldehyde 3-phosphate dehydrogenase (phosphorylating) [EC:1.2.1.12]								Glyceraldehyde 3-phosphate dehydrogenase, C-terminal domain [PF02800.23]; Glyceraldehyde 3-phosphate dehydrogenase, NAD binding domain [PF00044.27]					0
GCA_022793875.1_JAAWDR010000002.1_10	GCA_022793875.1	JAAWDR010000002.1	10	7926	9851	-1	C	K01178	glucoamylase [EC:3.2.1.3]								Glycosyl hydrolases family 15 [PF00723.24]	GH15	GH15 glucoamylase (EC 3.2.1.3); glucodextranase (EC 3.2.1.70); alpha,alpha-trehalase (EC 3.2.1.28); dextran dextrinase (EC 2.4.1.2)	3.2.1.205,3.2.1.28,3.2.1.3,3.2.1.70	GH15.hmm	0
GCA_022793875.1_JAAWDR010000002.1_11	GCA_022793875.1	JAAWDR010000002.1	11	10012	11658	-1	C	K07576	metallo-beta-lactamase family protein								Metallo-beta-lactamase superfamily domain [PF16661.8]; Beta-Casp domain [PF10996.11]; Zn-dependent metallo-hydrolase RNA specificity domain [PF07521.15]; Metallo-beta-lactamase superfamily [PF00753.30]; Beta-lactamase superfamily domain [PF12706.10]					0
GCA_022793875.1_JAAWDR010000002.1_12	GCA_022793875.1	JAAWDR010000002.1	12	11789	13360	-1	E															0
GCA_022793875.1_JAAWDR010000002.1_13	GCA_022793875.1	JAAWDR010000002.1	13	13437	15887	-1	C	K03466	DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family								FtsK/SpoIIIE family [PF01580.21]; FtsK alpha domain [PF17854.4]; Ftsk gamma domain [PF09397.13]					0
GCA_022793875.1_JAAWDR010000002.1_14	GCA_022793875.1	JAAWDR010000002.1	14	16096	16599	-1	E															0
GCA_022793875.1_JAAWDR010000002.1_15	GCA_022793875.1	JAAWDR010000002.1	15	16619	17182	-1	C	K08316	16S rRNA (guanine966-N2)-methyltransferase [EC:2.1.1.171]								Conserved hypothetical protein 95 [PF03602.18]; Methyltransferase small domain [PF05175.17]; S-adenosylmethionine-dependent methyltransferase [PF10672.12]; Putative RNA methylase family UPF0020 [PF01170.21]; Met-10+ like-protein [PF02475.19]; tRNA (Uracil-5-)-methyltransferase [PF05958.14]					0
GCA_022793875.1_JAAWDR010000002.1_16	GCA_022793875.1	JAAWDR010000002.1	16	17386	17847	-1	C	K04074	cell division initiation protein								DivIVA protein [PF05103.16]					0
GCA_022793875.1_JAAWDR010000002.1_17	GCA_022793875.1	JAAWDR010000002.1	17	17901	18386	-1	C	K09772	cell division inhibitor SepF								Cell division protein SepF [PF04472.15]					0
GCA_022793875.1_JAAWDR010000002.1_18	GCA_022793875.1	JAAWDR010000002.1	18	18611	18949	-1	E															0
GCA_022793875.1_JAAWDR010000002.1_19	GCA_022793875.1	JAAWDR010000002.1	19	19224	20300	-1	D										HlyD family secretion protein [PF12700.10]					0
GCA_022793875.1_JAAWDR010000002.1_20	GCA_022793875.1	JAAWDR010000002.1	20	20509	21390	-1	C	K00791	tRNA dimethylallyltransferase [EC:2.5.1.75]								IPP transferase [PF01715.20]; Isopentenyl transferase [PF01745.19]					0
GCA_022793875.1_JAAWDR010000002.1_21	GCA_022793875.1	JAAWDR010000002.1	21	21454	21933	-1	E															0
GCA_022793875.1_JAAWDR010000002.1_22	GCA_022793875.1	JAAWDR010000002.1	22	21956	24298	-1	C	K03572	DNA mismatch repair protein MutL								DNA mismatch repair protein, C-terminal domain [PF01119.22]; MutL C terminal dimerisation domain [PF08676.14]; Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase [PF13589.9]					0
GCA_022793875.1_JAAWDR010000002.1_23	GCA_022793875.1	JAAWDR010000002.1	23	24421	25071	-1	E															0
GCA_022793875.1_JAAWDR010000002.1_24	GCA_022793875.1	JAAWDR010000002.1	24	25125	26612	-1	E															0
GCA_022793875.1_JAAWDR010000002.1_25	GCA_022793875.1	JAAWDR010000002.1	25	26627	27286	-1	C	K09163	uncharacterized protein								HD domain [PF01966.25]					0
GCA_022793875.1_JAAWDR010000002.1_26	GCA_022793875.1	JAAWDR010000002.1	26	27430	28047	1	C	K00859	dephospho-CoA kinase [EC:2.7.1.24]								Dephospho-CoA kinase [PF01121.23]; AAA domain [PF13238.9]; Phosphoribulokinase / Uridine kinase family [PF00485.21]					0
GCA_022793875.1_JAAWDR010000002.1_27	GCA_022793875.1	JAAWDR010000002.1	27	28093	28563	-1	C	K00954	pantetheine-phosphate adenylyltransferase [EC:2.7.7.3]								Cytidylyltransferase-like [PF01467.29]					0
GCA_022793875.1_JAAWDR010000002.1_28	GCA_022793875.1	JAAWDR010000002.1	28	28565	28756	-1	E															0
GCA_022793875.1_JAAWDR010000002.1_29	GCA_022793875.1	JAAWDR010000002.1	29	29091	30725	-1	C	K04077	chaperonin GroEL [EC:5.6.1.7]								TCP-1/cpn60 chaperonin family [PF00118.27]					0
GCA_022793875.1_JAAWDR010000002.1_30	GCA_022793875.1	JAAWDR010000002.1	30	31018	31326	-1	C	K04078	chaperonin GroES								Chaperonin 10 Kd subunit [PF00166.24]					0
GCA_022793875.1_JAAWDR010000002.1_31	GCA_022793875.1	JAAWDR010000002.1	31	31751	32128	1	E															0
GCA_022793875.1_JAAWDR010000002.1_32	GCA_022793875.1	JAAWDR010000002.1	32	32067	32666	1	E															0
GCA_022793875.1_JAAWDR010000002.1_33	GCA_022793875.1	JAAWDR010000002.1	33	32745	32954	-1	D										Peptidase C26 [PF07722.16]					0
GCA_022793875.1_JAAWDR010000002.1_34	GCA_022793875.1	JAAWDR010000002.1	34	33058	33513	-1	D										Peptidase C26 [PF07722.16]; Glutamine amidotransferase class-I [PF00117.31]					0
GCA_022793875.1_JAAWDR010000002.1_35	GCA_022793875.1	JAAWDR010000002.1	35	33513	34976	-1	D										Domain of unknown function (DUF1846) [PF08903.14]					0
GCA_022793875.1_JAAWDR010000002.1_36	GCA_022793875.1	JAAWDR010000002.1	36	35183	35995	-1	D										Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD [PF00160.24]					0
GCA_022793875.1_JAAWDR010000002.1_37	GCA_022793875.1	JAAWDR010000002.1	37	36241	37287	-1	C	K07067	diadenylate cyclase [EC:2.7.7.85]								DisA bacterial checkpoint controller linker region [PF10635.12]; DisA bacterial checkpoint controller nucleotide-binding [PF02457.19]					0
GCA_022793875.1_JAAWDR010000002.1_38	GCA_022793875.1	JAAWDR010000002.1	38	37437	38210	-1	C	K04485	DNA repair protein RadA/Sms	MER1039577	S16	MER1039577 - family S16 unassigned peptidases (Clostridium sp. CAG:470) [S16.UPW]#S16#{peptidase unit: 42-305}~source R7FKI3~	True	0.915	484.0	2.77e-154	Subunit ChlI of Mg-chelatase [PF13541.9]; Lon protease (S16) C-terminal proteolytic domain [PF05362.16]; KaiC [PF06745.16]					0
GCA_022793875.1_JAAWDR010000002.1_39	GCA_022793875.1	JAAWDR010000002.1	39	38384	38803	-1	C	K04485	DNA repair protein RadA/Sms	MER0281224	S16	MER0281224 - DNA repair protein RadA ({Escherichia coli}) (Glaciecola nitratireducens) [S16.A04]#S16#{peptidase unit: 1-455}~source YP_004871223~	False	0.46	121.0	9.263e-31	KaiC [PF06745.16]; DnaB-like helicase C terminal domain [PF03796.18]; AAA domain [PF13481.9]; Rubredoxin metal binding domain [PF18073.4]; Rad51 [PF08423.14]					0
GCA_022793875.1_JAAWDR010000002.1_40	GCA_022793875.1	JAAWDR010000002.1	40	38878	39657	-1	C	K07491	REP-associated tyrosine transposase								Transposase IS200 like [PF01797.19]					0
GCA_022793875.1_JAAWDR010000002.1_41	GCA_022793875.1	JAAWDR010000002.1	41	39855	40157	-1	E															0
GCA_022793875.1_JAAWDR010000002.1_42	GCA_022793875.1	JAAWDR010000002.1	42	40306	41616	-1	C	K18707	threonylcarbamoyladenosine tRNA methylthiotransferase MtaB [EC:2.8.4.5]								Uncharacterized protein family UPF0004 [PF00919.23]; Radical SAM superfamily [PF04055.24]					0
GCA_022793875.1_JAAWDR010000002.1_43	GCA_022793875.1	JAAWDR010000002.1	43	41744	42751	-1	C	K03569	rod shape-determining protein MreB and related proteins								MreB/Mbl protein [PF06723.16]; Hsp70 protein [PF00012.23]; Actin [PF00022.22]; Cell division protein FtsA [PF14450.9]; Type IV pilus assembly protein PilM; [PF11104.11]					0
GCA_022793875.1_JAAWDR010000002.1_44	GCA_022793875.1	JAAWDR010000002.1	44	42961	43422	1	C	K06925	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE								Threonylcarbamoyl adenosine biosynthesis protein TsaE [PF02367.20]					0
GCA_022793875.1_JAAWDR010000002.1_45	GCA_022793875.1	JAAWDR010000002.1	45	43449	44108	1	C	K14742	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB								tRNA N6-adenosine threonylcarbamoyltransferase [PF00814.28]					0
GCA_022793875.1_JAAWDR010000002.1_46	GCA_022793875.1	JAAWDR010000002.1	46	44131	44427	1	E															0
GCA_022793875.1_JAAWDR010000002.1_47	GCA_022793875.1	JAAWDR010000002.1	47	44372	44575	1	D										Acetyltransferase (GNAT) domain [PF13420.10]					0
GCA_022793875.1_JAAWDR010000002.1_48	GCA_022793875.1	JAAWDR010000002.1	48	44647	45450	-1	D										Putative RNA-binding domain in YlmH [PF17774.4]					0
