	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000612.1_1	QGNH01000612.1	QGNH01000612.1	1	3	1100	-1	C	K16080	high affinity Mn2+ porin																						0	False	F
QGNH01000612.1_2	QGNH01000612.1	QGNH01000612.1	2	1311	1586	1	D																Metal-sensitive transcriptional repressor [PF02583.20]								0	False	F
QGNH01000612.1_3	QGNH01000612.1	QGNH01000612.1	3	1531	1821	-1	E																								0	False	F
QGNH01000612.1_4	QGNH01000612.1	QGNH01000612.1	4	2077	3198	1	D																Phage integrase family [PF00589.25]					VOG00056	sp|P22877|INTR_SACER Integrase; XhXr	Xh;Xr	0	False	VF
QGNH01000612.1_5	QGNH01000612.1	QGNH01000612.1	5	3188	3424	-1	E																								0	False	F
QGNH01000612.1_6	QGNH01000612.1	QGNH01000612.1	6	3463	3717	-1	E																								0	False	F
QGNH01000612.1_7	QGNH01000612.1	QGNH01000612.1	7	3710	3979	-1	D																Helix-turn-helix domain [PF12728.10]								0	False	F
QGNH01000612.1_8	QGNH01000612.1	QGNH01000612.1	8	4005	4265	-1	E																								0	False	F
QGNH01000612.1_9	QGNH01000612.1	QGNH01000612.1	9	4336	5061	-1	E																								0	False	F
QGNH01000612.1_10	QGNH01000612.1	QGNH01000612.1	10	5112	6833	-1	E																								0	False	
QGNH01000612.1_11	QGNH01000612.1	QGNH01000612.1	11	6826	8280	-1	E																								0	False	
QGNH01000612.1_12	QGNH01000612.1	QGNH01000612.1	12	8446	8997	-1	E																								0	False	
QGNH01000612.1_13	QGNH01000612.1	QGNH01000612.1	13	9562	9708	1	E																								0	False	
QGNH01000612.1_14	QGNH01000612.1	QGNH01000612.1	14	9763	9969	1	E																								0	False	
QGNH01000612.1_15	QGNH01000612.1	QGNH01000612.1	15	9966	10199	1	E																								0	False	
QGNH01000612.1_16	QGNH01000612.1	QGNH01000612.1	16	10831	11121	-1	D																Rap1a immunity proteins [PF18602.4]								0	False	
QGNH01000612.1_17	QGNH01000612.1	QGNH01000612.1	17	11180	11770	1	D			NP_543087.1	NP_543087.1 terminase small subunit [Enterobacteria phage phiP27]	False	0.353	89.0	3.256e-19								Phage terminase, small subunit [PF05119.15]					VOG00738	REFSEQ terminase small subunit; Xu	Xu	0	False	
QGNH01000612.1_18	QGNH01000612.1	QGNH01000612.1	18	11801	13498	1	D			YP_010082063.1	YP_010082063.1 terminase large subunit [Ralstonia phage Dina]	False	0.379	347.0	7.174e-102								Terminase large subunit, endonuclease domain [PF20441.1]; Terminase large subunit, ATPase domain [PF03354.18]					VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	
QGNH01000612.1_19	QGNH01000612.1	QGNH01000612.1	19	13575	15329	1	D			YP_007111579.1	YP_007111579.1 portal protein [Enterobacteria phage mEp235]	False	0.317	215.0	2.836e-57								Phage portal protein [PF04860.15]					VOG00344	sp|Q6QGD5|PORTL_BPT5 Portal protein; XhXpXrXs	Xp;Xh;Xr;Xs	0	False	V
QGNH01000612.1_20	QGNH01000612.1	QGNH01000612.1	20	15391	16173	1	C	K06904	uncharacterized protein	YP_002117562.1	YP_002117562.1 head maturation protease [Rhizobium phage 16-3]	False	0.408	128.0	1.504e-31	MER0247413	S78	MER0247413 - family S78 unassigned peptidases (Granulicella tundricola) [S78.UPW]#S78#{peptidase unit: 27-166}~source YP_004217786~	False	158.0	1.5079999999999998e-41	0.58	Caudovirus prohead serine protease [PF04586.20]								0	False	P
QGNH01000612.1_21	QGNH01000612.1	QGNH01000612.1	21	16377	17537	1	D			YP_009098715.1	YP_009098715.1 major head protein [Lactobacillus phage Ld3]	False	0.206	79.0	2.611e-14								Phage capsid family [PF05065.16]					VOG00134	sp|O64210|CAPSD_BPMD2 Probable major capsid protein gp17; Xs	Xs	0	False	V
QGNH01000612.1_22	QGNH01000612.1	QGNH01000612.1	22	17610	17798	1	E																								0	False	
QGNH01000612.1_23	QGNH01000612.1	QGNH01000612.1	23	17799	18464	1	D			YP_009304036.1	YP_009304036.1 head-tail adaptor [Brucella phage BiPBO1]	False	0.327	111.0	2.0030000000000003e-26								Phage gp6-like head-tail connector protein [PF05135.16]					VOG00412	sp|Q6QGD9|HCP_BPT5 Head completion protein; XhXs	Xh;Xs	0	False	V
QGNH01000612.1_24	QGNH01000612.1	QGNH01000612.1	24	18464	18814	1	D																Phage head-tail joining protein [PF05521.14]					VOG00080	sp|O48446|HCP16_BPSPP Head completion protein gp16; XpXrXs	Xp;Xr;Xs	0	False	V
QGNH01000612.1_25	QGNH01000612.1	QGNH01000612.1	25	18814	19185	1	D																Protein of unknown function (DUF3168) [PF11367.11]								0	False	
QGNH01000612.1_26	QGNH01000612.1	QGNH01000612.1	26	19282	19755	1	E																								0	False	
QGNH01000612.1_27	QGNH01000612.1	QGNH01000612.1	27	19846	20226	1	E																								0	False	
QGNH01000612.1_28	QGNH01000612.1	QGNH01000612.1	28	20376	20591	1	E																								0	False	
QGNH01000612.1_29	QGNH01000612.1	QGNH01000612.1	29	20595	21098	1	E																					VOG00130	REFSEQ tail completion or Neck1 protein; Xu	Xu	0	False	
QGNH01000612.1_30	QGNH01000612.1	QGNH01000612.1	30	21099	23438	1	E			YP_010082075.1	YP_010082075.1 tail length tape measure protein [Ralstonia phage Dina]	False	0.218	60.0	7.03e-08																0	False	
QGNH01000612.1_31	QGNH01000612.1	QGNH01000612.1	31	23491	27072	1	D			YP_009286533.1	YP_009286533.1 tail fiber protein [Salmonella phage vB_SnwM_CGG4-1]	False	0.361	119.0	1.377e-25								Collagen triple helix repeat (20 copies) [PF01391.21]	CBM12	CBM12 Modules of approx. 40-60 residues. The majority of these modules is found among chitinases where the function is chitin-binding. Distantly related to the CBM5 family.	3.2.1.14,3.2.1.-	CBM12.hmm	VOG06421	sp|P08120|CO4A1_DROME Collagen alpha-1(IV) chain; Xh	Xh	0	False	
QGNH01000612.1_32	QGNH01000612.1	QGNH01000612.1	32	27100	27834	1	E																								0	False	
QGNH01000612.1_33	QGNH01000612.1	QGNH01000612.1	33	27962	28315	1	E																								0	False	
QGNH01000612.1_34	QGNH01000612.1	QGNH01000612.1	34	28501	29070	1	E			YP_009201598.1	YP_009201598.1 distal tail protein [Escherichia phage slur01]	False	0.279	70.0	1.01e-12													VOG02587	sp|Q6QGE8|DIT_BPT5 Distal tail protein pb9; XhXs	Xh;Xs	0	False	V
QGNH01000612.1_35	QGNH01000612.1	QGNH01000612.1	35	29071	29625	1	E			YP_009216956.1	YP_009216956.1 tail protein [Enterobacteria phage JenP2]	False	0.279	73.0	1.017e-13													VOG02378	REFSEQ tail protein; Xu	Xu	0	False	
QGNH01000612.1_36	QGNH01000612.1	QGNH01000612.1	36	29631	30074	1	E			YP_009624335.1	YP_009624335.1 hypothetical protein FDJ45_gp021 [Pantoea phage vB_PagS_Vid5]	False	0.329	77.0	1.393e-15													VOG03680	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01000612.1_37	QGNH01000612.1	QGNH01000612.1	37	30075	33101	1	E			YP_010731727.1	YP_010731727.1 putative tail fiber protein [Escherichia phage Halfdan]	False	0.183	102.0	2.5990000000000003e-20																0	False	
QGNH01000612.1_38	QGNH01000612.1	QGNH01000612.1	38	33117	33635	1	D																Glycosyl hydrolase 108 [PF05838.15]					VOG04462	REFSEQ endolysin; Xu	Xu	0	False	
QGNH01000612.1_39	QGNH01000612.1	QGNH01000612.1	39	33638	33901	1	E																								0	False	
QGNH01000612.1_40	QGNH01000612.1	QGNH01000612.1	40	34837	35094	1	E																								0	False	F
QGNH01000612.1_41	QGNH01000612.1	QGNH01000612.1	41	35152	35907	1	E																								0	False	F
QGNH01000612.1_42	QGNH01000612.1	QGNH01000612.1	42	36027	37664	1	C	K07316	adenine-specific DNA-methyltransferase [EC:2.1.1.72]	YP_010056455.1	YP_010056455.1 DNA methyltransferase [Streptomyces phage Yasdnil]	True	0.54	523.0	8.664000000000001e-163								DNA methylase [PF01555.21]					VOG00306	sp|P14243|MTC9_CITFR Type II methyltransferase M.Cfr9I; XhXp	Xp;Xh	0	False	F
QGNH01000612.1_43	QGNH01000612.1	QGNH01000612.1	43	37673	38290	-1	E																								0	False	F
QGNH01000612.1_44	QGNH01000612.1	QGNH01000612.1	44	38461	38751	1	E																								0	False	F
