locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
MN901520.1_1												Hypothetical
MN901520.1_2					phrog_9231	VOG05559	PHROG:phrog_9231	259	1.1e-115	378.1		terminase small subunit
MN901520.1_3												Hypothetical
MN901520.1_4												Hypothetical
MN901520.1_5												Hypothetical
MN901520.1_6		K21523	COG4373		phrog_9	VOG07294	COG:COG4373	564	1e-42	137.9		:
MN901520.1_7					phrog_9232	VOG00562	PHROG:phrog_9232	480	3.3e-220	724.7		portal protein
MN901520.1_8												Hypothetical
MN901520.1_9					phrog_15680	VOG14382	PHROG:phrog_15680	255	1.2e-156	512.5		head maturation protease
MN901520.1_10												Hypothetical
MN901520.1_11												Hypothetical
MN901520.1_12					phrog_3990	VOG01973	PHROG:phrog_3990	319	2.4e-93	305.6		major head protein
MN901520.1_13												Hypothetical
MN901520.1_14												Hypothetical
MN901520.1_15												Hypothetical
MN901520.1_16												Hypothetical
MN901520.1_17					phrog_12281	VOG04913	PHROG:phrog_12281	170	1.2e-86	281.4		tail tube protein
MN901520.1_18		K06907	COG3497		phrog_10244	VOG01001	PHROG:phrog_10244	431	2.1e-203	668.8		tail sheath
MN901520.1_19					phrog_12452	VOG14384	PHROG:phrog_12452	181	9.8e-94	304.5		tail tube protein
MN901520.1_20					phrog_14268	VOG04953	PHROG:phrog_14268	157	1.9e-84	274.0		tail assembly chaperone
MN901520.1_21					phrog_12163	VOG04953	PHROG:phrog_12163	80	5.3e-41	132.4		tail assembly chaperone
MN901520.1_22					phrog_14901	VOG14385	PHROG:phrog_14901	606	0	1116.8		tail length tape measure protein
MN901520.1_23					phrog_14280	VOG14386	VOG:VOG14386	178	3.4e-93	303.4		REFSEQ hypothetical protein
MN901520.1_24					phrog_12403	VOG14388	VOG:VOG14388	481	3.3e-245	806.7		REFSEQ hypothetical protein
MN901520.1_25												Hypothetical
MN901520.1_26												Hypothetical
MN901520.1_27												Hypothetical
MN901520.1_28			COG3299		phrog_6	VOG00735	VOG:VOG00735	412	6e-109	357.9		REFSEQ baseplate wedge subunit
MN901520.1_29					phrog_1160	VOG00207	PHROG:phrog_1160	217	2.9e-64	209.6		baseplate protein
MN901520.1_30					phrog_15260	VOG14390	VOG:VOG14390	566	6.1e-236	776.2		REFSEQ hypothetical protein
MN901520.1_31												Hypothetical
MN901520.1_32												Hypothetical
MN901520.1_33												Hypothetical
MN901520.1_34					phrog_7084	VOG14391	VOG:VOG14391	295	6.5e-148	483.9		REFSEQ hypothetical protein
MN901520.1_35	K00525	K00525	COG0209		phrog_84	VOG00122	FOAM:K00525	806	6.2e-208	685.1	1.17.4.1	E1.17.4.1A, nrdA, nrdE; ribonucleoside-diphosphate reductase alpha chain
MN901520.1_36		K07317	COG1002		phrog_31645	VOG00788	COG:COG1002	1089	1.2e-92	296.6		YeeA:
MN901520.1_37												Hypothetical
MN901520.1_38		K04763	COG4974		phrog_1	VOG00056	COG:COG4974	398	2.2e-32	103.4		XerD:
MN901520.1_39												Hypothetical
MN901520.1_40		K14415	COG1690		phrog_1075	VOG00184	PHROG:phrog_1075	455	5.6e-130	427.0		tRNA splicing ligase
MN901520.1_41												Hypothetical
MN901520.1_42												Hypothetical
MN901520.1_43												Hypothetical
MN901520.1_44												Hypothetical
MN901520.1_45												Hypothetical
MN901520.1_46	K01494	K01494	COG0717		phrog_1663	VOG00082	COG:COG0717	183	5.7e-58	189.8		Dcd:Thymidylate biosynthesis
MN901520.1_47	K03465	K03465	COG1351		phrog_85	VOG03899	VOG:VOG03899	235	8.7e-68	222.6		sp|Q05259|THYX_BPML5 Probable flavin-dependent thymidylate synthase
MN901520.1_48												Hypothetical
MN901520.1_49	K02319	K02319	COG0417		phrog_262	VOG00345	PHROG:phrog_262	855	1.3e-179	591.6		DNA polymerase
MN901520.1_50												Hypothetical
MN901520.1_51												Hypothetical
MN901520.1_52												Hypothetical
MN901520.1_53					phrog_34115	VOG23926	VOG:VOG23926	58	1.4e-45	146.0		REFSEQ hypothetical protein
MN901520.1_54					phrog_19107	VOG23928	VOG:VOG23928	43	9.4e-32	101.0		REFSEQ minor head protein
MN901520.1_55												Hypothetical
MN901520.1_56												Hypothetical
MN901520.1_57												Hypothetical
MN901520.1_58												Hypothetical
MN901520.1_59		K07465	COG2887		phrog_69	VOG04544, VOG04544	VOG:VOG04544	339	1.9e-95	233.9		REFSEQ exonuclease
MN901520.1_60												Hypothetical
MN901520.1_61												Hypothetical
MN901520.1_62												Hypothetical
MN901520.1_63					phrog_474	VOG06502	PHROG:phrog_474	95	1.2e-27	89.4		phosphofructokinase
MN901520.1_64												Hypothetical
MN901520.1_65												Hypothetical
MN901520.1_66												Hypothetical
MN901520.1_67					phrog_284	VOG02246	PHROG:phrog_284	394	2.3e-81	266.5		exonuclease
MN901520.1_68												Hypothetical
MN901520.1_69												Hypothetical
MN901520.1_70					phrog_13442	VOG14400	VOG:VOG14400	84	1.9e-51	165.1		REFSEQ hypothetical protein
