	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000651.1_1	QGNH01000651.1	QGNH01000651.1	1	2	253	1	E																								0	False	F
QGNH01000651.1_2	QGNH01000651.1	QGNH01000651.1	2	250	498	1	D																ClpX C4-type zinc finger [PF06689.16]								0	False	F
QGNH01000651.1_3	QGNH01000651.1	QGNH01000651.1	3	630	1031	1	E																								0	False	F
QGNH01000651.1_4	QGNH01000651.1	QGNH01000651.1	4	1028	1297	1	E																								0	False	F
QGNH01000651.1_5	QGNH01000651.1	QGNH01000651.1	5	1294	1494	1	E																								0	False	F
QGNH01000651.1_6	QGNH01000651.1	QGNH01000651.1	6	1568	1897	1	E																								0	False	F
QGNH01000651.1_7	QGNH01000651.1	QGNH01000651.1	7	1846	2103	1	E																								0	False	F
QGNH01000651.1_8	QGNH01000651.1	QGNH01000651.1	8	2100	2312	1	E																								0	False	F
QGNH01000651.1_9	QGNH01000651.1	QGNH01000651.1	9	2312	2632	1	E																								0	False	F
QGNH01000651.1_10	QGNH01000651.1	QGNH01000651.1	10	2933	3694	1	E			YP_010002356.1	YP_010002356.1 replication initiation protein [Gordonia phage EMoore]	False	0.464	89.0	2.092e-18													VOG03999	REFSEQ replication initiation protein; Xu	Xu	0	False	F
QGNH01000651.1_11	QGNH01000651.1	QGNH01000651.1	11	3691	4182	1	E																								0	False	F
QGNH01000651.1_12	QGNH01000651.1	QGNH01000651.1	12	4179	4316	1	E																								0	False	F
QGNH01000651.1_13	QGNH01000651.1	QGNH01000651.1	13	4318	5157	1	D			YP_004957293.1	YP_004957293.1 phosphoadenosine phosphosulfate reductase [Planktothrix phage PaV-LD]	False	0.372	175.0	1.7400000000000002e-47								Phosphoadenosine phosphosulfate reductase family [PF01507.22]					VOG01424	sp|P03766|Y290_LAMBD Uncharacterized nin region protein ORF290; Xu	Xu	0	False	F
QGNH01000651.1_14	QGNH01000651.1	QGNH01000651.1	14	5337	5540	1	E																								0	False	
QGNH01000651.1_15	QGNH01000651.1	QGNH01000651.1	15	5537	5941	1	D			YP_001686850.1	YP_001686850.1 Holliday junction resolvase [Azospirillum phage Cd]	False	0.383	83.0	4.128e-18								Protein of unknown function (DUF1064) [PF06356.14]								0	False	
QGNH01000651.1_16	QGNH01000651.1	QGNH01000651.1	16	6773	7045	1	E			YP_009146207.1	YP_009146207.1 hypothetical protein SUFP_033 [Sulfitobacter phage NYA-2014a]	False	0.489	72.0	8.778e-15													VOG18003	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01000651.1_17	QGNH01000651.1	QGNH01000651.1	17	7062	8447	1	D																Phage terminase large subunit [PF04466.16]					VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	
QGNH01000651.1_18	QGNH01000651.1	QGNH01000651.1	18	8492	8638	1	E																								0	False	
QGNH01000651.1_19	QGNH01000651.1	QGNH01000651.1	19	8638	9024	1	E																								0	False	
QGNH01000651.1_20	QGNH01000651.1	QGNH01000651.1	20	9015	9245	1	E																								0	False	
QGNH01000651.1_21	QGNH01000651.1	QGNH01000651.1	21	9242	11623	1	D			YP_007518354.1	YP_007518354.1 portal protein [Vibrio phage VvAW1]	False	0.285	255.0	1.103e-68								Phage P22-like portal protein [PF16510.8]					VOG02069	sp|Q9T1S9|PORTL_BPAPS Portal protein; XhXpXrXs	Xs;Xr;Xp;Xh	0	False	V
QGNH01000651.1_22	QGNH01000651.1	QGNH01000651.1	22	11625	11879	1	D																Protein of unknwon function (DUF3008) [PF11450.11]								0	False	
QGNH01000651.1_23	QGNH01000651.1	QGNH01000651.1	23	11908	12153	1	E			YP_010056887.1	YP_010056887.1 hypothetical protein KHO57_gp146 [Mycobacterium phage Phabba]	False	0.486	62.0	1.197e-11																0	False	
QGNH01000651.1_24	QGNH01000651.1	QGNH01000651.1	24	12159	13139	1	E																								0	False	
QGNH01000651.1_25	QGNH01000651.1	QGNH01000651.1	25	13146	14393	1	D			YP_009222587.1	YP_009222587.1 major head protein [Rhodoferax phage P26218]	False	0.293	179.0	7.074999999999999e-47								P22 coat protein - gene protein 5 [PF11651.11]					VOG00529	sp|P19727|CAPSB_BPT7 Minor capsid protein; XrXs	Xs;Xr	0	False	V
QGNH01000651.1_26	QGNH01000651.1	QGNH01000651.1	26	14472	15062	1	E																								0	False	
QGNH01000651.1_27	QGNH01000651.1	QGNH01000651.1	27	15126	15758	1	E																								0	False	
QGNH01000651.1_28	QGNH01000651.1	QGNH01000651.1	28	15916	16908	1	D																	GT105	GT105 Dol-P-beta-D-Man: protein alpha-D-mannosyltransferase (EC 2.4.1.109);	2.4.1.109	GT105.hmm				0	False	
QGNH01000651.1_29	QGNH01000651.1	QGNH01000651.1	29	16883	17494	1	E																								0	False	
QGNH01000651.1_30	QGNH01000651.1	QGNH01000651.1	30	17495	18226	1	E			YP_001552279.1	YP_001552279.1 hypothetical protein BA3_0010 [Thalassomonas phage BA3]	False	0.222	67.0	2.798e-11													VOG12454	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01000651.1_31	QGNH01000651.1	QGNH01000651.1	31	18231	18593	1	E																								0	False	
QGNH01000651.1_32	QGNH01000651.1	QGNH01000651.1	32	18595	20091	1	E																								0	False	
QGNH01000651.1_33	QGNH01000651.1	QGNH01000651.1	33	20093	21541	1	D			YP_009222582.1	YP_009222582.1 head closure Hc3 [Rhodoferax phage P26218]	False	0.369	297.0	3.2e-86								Phage stabilisation protein [PF11134.11]					VOG10156	sp|P26749|VG10_BPP22 Packaged DNA stabilization protein gp10; Xh	Xh	0	False	
QGNH01000651.1_34	QGNH01000651.1	QGNH01000651.1	34	21541	21798	1	E			YP_009275026.1	YP_009275026.1 hypothetical protein BH776_gp08 [Pseudomonas phage YMC11/06/C171_PPU_BP]	False	0.701	76.0	2.139e-16																0	False	
QGNH01000651.1_35	QGNH01000651.1	QGNH01000651.1	35	21783	22268	1	E																								0	False	
QGNH01000651.1_36	QGNH01000651.1	QGNH01000651.1	36	22265	22876	1	E																								0	False	
QGNH01000651.1_37	QGNH01000651.1	QGNH01000651.1	37	22876	25017	1	E																								0	False	
QGNH01000651.1_38	QGNH01000651.1	QGNH01000651.1	38	25019	26542	1	E																								0	False	
QGNH01000651.1_39	QGNH01000651.1	QGNH01000651.1	39	26542	27840	1	E																								0	False	
QGNH01000651.1_40	QGNH01000651.1	QGNH01000651.1	40	27837	27962	1	E																								0	False	
QGNH01000651.1_41	QGNH01000651.1	QGNH01000651.1	41	28005	28685	1	E			YP_009222576.1	YP_009222576.1 hypothetical protein AXJ08_gp26 [Rhodoferax phage P26218]	False	0.408	91.0	2.27e-19																0	False	
QGNH01000651.1_42	QGNH01000651.1	QGNH01000651.1	42	28689	29597	1	E																								0	False	
QGNH01000651.1_43	QGNH01000651.1	QGNH01000651.1	43	29686	29823	1	E																								0	False	
QGNH01000651.1_44	QGNH01000651.1	QGNH01000651.1	44	29825	30571	1	C	K17733	peptidoglycan LD-endopeptidase CwlK [EC:3.4.-.-]							MER0469786	M15C	MER0469786 - subfamily M15C unassigned peptidases (Fusobacterium mortiferum) [M15.UPC]#M15C#{peptidase unit: 2-134}~source ZP_08687136~	False	68.0	3.108e-11	0.394									0	False	PF
QGNH01000651.1_45	QGNH01000651.1	QGNH01000651.1	45	30678	30965	1	E																								0	False	F
QGNH01000651.1_46	QGNH01000651.1	QGNH01000651.1	46	30962	31879	1	E																								0	False	F
QGNH01000651.1_47	QGNH01000651.1	QGNH01000651.1	47	31917	32180	1	E																								0	False	F
QGNH01000651.1_48	QGNH01000651.1	QGNH01000651.1	48	32177	32347	1	E																								0	False	F
QGNH01000651.1_49	QGNH01000651.1	QGNH01000651.1	49	32360	33121	1	E																								0	False	F
QGNH01000651.1_50	QGNH01000651.1	QGNH01000651.1	50	33123	33314	1	E																								0	False	F
QGNH01000651.1_51	QGNH01000651.1	QGNH01000651.1	51	33413	33778	-1	E																								0	False	F
QGNH01000651.1_52	QGNH01000651.1	QGNH01000651.1	52	33864	34172	1	E																								0	False	F
QGNH01000651.1_53	QGNH01000651.1	QGNH01000651.1	53	34175	34462	-1	E																								0	False	F
QGNH01000651.1_54	QGNH01000651.1	QGNH01000651.1	54	34759	34926	1	E																								0	False	F
QGNH01000651.1_55	QGNH01000651.1	QGNH01000651.1	55	34919	35401	1	E																								0	False	F
