	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
GCA_014649575.1_BMTH01000001.1_1	GCA_014649575.1	BMTH01000001.1	1	1	114	-1	E															0
GCA_014649575.1_BMTH01000001.1_2	GCA_014649575.1	BMTH01000001.1	2	165	1742	-1	D										Carboxyl transferase domain [PF01039.25]					0
GCA_014649575.1_BMTH01000001.1_3	GCA_014649575.1	BMTH01000001.1	3	2069	2830	1	C	K12242	pyochelin biosynthesis protein PchC	MER0214891	S33	MER0214891 - family S33 unassigned peptidases (Streptomyces coelicolor) [S33.UPW]#S33#{peptidase unit: 48-227}~source NP_630385~	False	0.563	201.0	2.454e-56	Thioesterase domain [PF00975.23]; Serine aminopeptidase, S33 [PF12146.11]; Alpha/beta hydrolase family [PF12697.10]; Alpha/beta hydrolase domain [PF20408.1]					0
GCA_014649575.1_BMTH01000001.1_4	GCA_014649575.1	BMTH01000001.1	4	2951	3718	1	D			MER0130829	S33	MER0130829 - family S33 non-peptidase homologues (Stackebrandtia nassauensis) [S33.UNW]#S33#{peptidase unit: 15-240}~source GEBA2500565168~	False	0.663	297.0	1.814e-89	alpha/beta hydrolase fold [PF00561.23]; Serine aminopeptidase, S33 [PF12146.11]; Alpha/beta hydrolase family [PF12697.10]					0
GCA_014649575.1_BMTH01000001.1_5	GCA_014649575.1	BMTH01000001.1	5	3723	4499	1	D										MerR HTH family regulatory protein [PF13411.9]; MerR family regulatory protein [PF00376.26]					0
GCA_014649575.1_BMTH01000001.1_6	GCA_014649575.1	BMTH01000001.1	6	4640	7915	-1	D										AMP-binding enzyme [PF00501.31]; Condensation domain [PF00668.23]; AMP-binding enzyme C-terminal domain [PF13193.9]; Phosphopantetheine attachment site [PF00550.28]					0
GCA_014649575.1_BMTH01000001.1_7	GCA_014649575.1	BMTH01000001.1	7	8062	11199	-1	D										Acyl transferase domain [PF00698.24]; Beta-ketoacyl synthase, N-terminal domain [PF00109.29]; Beta-ketoacyl synthase, C-terminal domain [PF02801.25]; Ketoacyl-synthetase C-terminal extension [PF16197.8]; Thiolase, N-terminal domain [PF00108.26]; Starter unit:ACP transacylase in aflatoxin biosynthesis [PF16073.8]					0
GCA_014649575.1_BMTH01000001.1_8	GCA_014649575.1	BMTH01000001.1	8	11205	17810	-1	D										Acyl transferase domain [PF00698.24]; Beta-ketoacyl synthase, N-terminal domain [PF00109.29]; KR domain [PF08659.13]; Polyketide synthase dehydratase [PF14765.9]; Beta-ketoacyl synthase, C-terminal domain [PF02801.25]; Ketoacyl-synthetase C-terminal extension [PF16197.8]; Alcohol dehydrogenase GroES-like domain [PF08240.15]; Enoyl-(Acyl carrier protein) reductase [PF13561.9]; Zinc-binding dehydrogenase [PF00107.29]; Phosphopantetheine attachment site [PF00550.28]; Thiolase, N-terminal domain [PF00108.26]					0
GCA_014649575.1_BMTH01000001.1_9	GCA_014649575.1	BMTH01000001.1	9	17820	23375	-1	D										Acyl transferase domain [PF00698.24]; Beta-ketoacyl synthase, N-terminal domain [PF00109.29]; KR domain [PF08659.13]; Beta-ketoacyl synthase, C-terminal domain [PF02801.25]; Polyketide synthase dehydratase [PF14765.9]; Ketoacyl-synthetase C-terminal extension [PF16197.8]; short chain dehydrogenase [PF00106.28]; Starter unit:ACP transacylase in aflatoxin biosynthesis [PF16073.8]; Phosphopantetheine attachment site [PF00550.28]; Thiolase, N-terminal domain [PF00108.26]; NAD dependent epimerase/dehydratase family [PF01370.24]					0
GCA_014649575.1_BMTH01000001.1_10	GCA_014649575.1	BMTH01000001.1	10	23446	26586	-1	D										Acyl transferase domain [PF00698.24]; Beta-ketoacyl synthase, N-terminal domain [PF00109.29]; Beta-ketoacyl synthase, C-terminal domain [PF02801.25]; Ketoacyl-synthetase C-terminal extension [PF16197.8]; Phosphopantetheine attachment site [PF00550.28]					0
