	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001306.1_1	QGNH01001306.1	QGNH01001306.1	1	2	205	1	E																								0	False	F
QGNH01001306.1_2	QGNH01001306.1	QGNH01001306.1	2	268	3558	-1	E																								0	False	F
QGNH01001306.1_3	QGNH01001306.1	QGNH01001306.1	3	3560	4222	-1	E																								0	False	F
QGNH01001306.1_4	QGNH01001306.1	QGNH01001306.1	4	4219	5037	-1	E																								0	False	F
QGNH01001306.1_5	QGNH01001306.1	QGNH01001306.1	5	5030	8746	-1	E																								0	False	
QGNH01001306.1_6	QGNH01001306.1	QGNH01001306.1	6	8780	9160	-1	E																								0	False	
QGNH01001306.1_7	QGNH01001306.1	QGNH01001306.1	7	9164	9952	-1	E																								0	False	
QGNH01001306.1_8	QGNH01001306.1	QGNH01001306.1	8	10030	11043	-1	E																								0	False	
QGNH01001306.1_9	QGNH01001306.1	QGNH01001306.1	9	11059	11526	-1	E																								0	False	
QGNH01001306.1_10	QGNH01001306.1	QGNH01001306.1	10	11523	12062	-1	E																								0	False	
QGNH01001306.1_11	QGNH01001306.1	QGNH01001306.1	11	12069	12800	-1	E																								0	False	
QGNH01001306.1_12	QGNH01001306.1	QGNH01001306.1	12	12915	13304	-1	E																								0	False	
QGNH01001306.1_13	QGNH01001306.1	QGNH01001306.1	13	13389	15845	-1	D									MER0253184	S14	MER0253184 - family S14 unassigned peptidases (Cupriavidus necator) [S14.UPW]#S14#{peptidase unit: 217-678}~source YP_004685026~	False	75.0	3.818e-12	0.217									0	False	P
QGNH01001306.1_14	QGNH01001306.1	QGNH01001306.1	14	15859	16326	-1	E																								0	False	
QGNH01001306.1_15	QGNH01001306.1	QGNH01001306.1	15	16338	17240	-1	E			YP_006560243.1	YP_006560243.1 head morphogenesis [Marinomonas phage P12026]	False	0.209	60.0	1.593e-08													VOG00318	sp|P45918|YQBB_BACSU Uncharacterized protein YqbB; Xu	Xu	0	False	
QGNH01001306.1_16	QGNH01001306.1	QGNH01001306.1	16	17240	18976	-1	E																					VOG00109	sp|Q05220|PORTL_BPML5 Portal protein; XpXrXs	Xs;Xp;Xr	0	False	V
QGNH01001306.1_17	QGNH01001306.1	QGNH01001306.1	17	18967	20586	-1	D			YP_009797323.1	YP_009797323.1 terminase large subunit [Faecalibacterium phage FP_Mushu]	False	0.279	183.0	4.238e-47								Terminase RNaseH-like domain [PF17289.5]					VOG00331	sp|P10310|TERL_BPT3 Terminase, large subunit; XhXr	Xr;Xh	0	False	V
QGNH01001306.1_18	QGNH01001306.1	QGNH01001306.1	18	20540	21286	-1	E																								0	False	
QGNH01001306.1_19	QGNH01001306.1	QGNH01001306.1	19	21499	21819	-1	E																								0	False	
QGNH01001306.1_20	QGNH01001306.1	QGNH01001306.1	20	21816	22367	-1	E																								0	False	
QGNH01001306.1_21	QGNH01001306.1	QGNH01001306.1	21	22364	22717	-1	E																								0	False	
