PFQB01000098.1_19	d14fc95a38248d59cebf87c4bef54fdc	305	PANTHER	PTHR47755	CELL DIVISION PROTEIN FTSX	5	305	1.1E-29	T	10-07-2023	IPR004513	Cell division protein FtsX
PFQB01000040.1_8	d0b1b46e825763cb142b4c413aa9a07a	68	Pfam	PF13561	Enoyl-(Acyl carrier protein) reductase	4	65	7.3E-13	T	10-07-2023	-	-
PFQB01000040.1_8	d0b1b46e825763cb142b4c413aa9a07a	68	PANTHER	PTHR43477	DIHYDROANTICAPSIN 7-DEHYDROGENASE	4	66	3.5E-9	T	10-07-2023	-	-
PFQB01000040.1_8	d0b1b46e825763cb142b4c413aa9a07a	68	SUPERFAMILY	SSF51735	NAD(P)-binding Rossmann-fold domains	3	65	7.81E-15	T	10-07-2023	IPR036291	NAD(P)-binding domain superfamily
PFQB01000040.1_8	d0b1b46e825763cb142b4c413aa9a07a	68	Gene3D	G3DSA:3.40.50.720	-	1	67	1.4E-13	T	10-07-2023	-	-
PFQB01000082.1_2	6b15f6bcdbfa6617c14c28a78719cf77	401	CDD	cd01998	tRNA_Me_trans	8	358	3.60698E-145	T	10-07-2023	IPR004506	tRNA-specific 2-thiouridylase
PFQB01000082.1_2	6b15f6bcdbfa6617c14c28a78719cf77	401	SUPERFAMILY	SSF52402	Adenine nucleotide alpha hydrolases-like	5	252	1.1E-53	T	10-07-2023	-	-
PFQB01000082.1_2	6b15f6bcdbfa6617c14c28a78719cf77	401	Pfam	PF20259	tRNA methyl transferase PRC-barrel domain	216	279	2.3E-23	T	10-07-2023	IPR046884	tRNA-specific 2-thiouridylase MnmA-like, central domain
PFQB01000082.1_2	6b15f6bcdbfa6617c14c28a78719cf77	401	Hamap	MF_00144	tRNA-specific 2-thiouridylase MnmA [mnmA].	7	401	35.589493	T	10-07-2023	IPR004506	tRNA-specific 2-thiouridylase
PFQB01000082.1_2	6b15f6bcdbfa6617c14c28a78719cf77	401	TIGRFAM	TIGR00420	trmU: tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase	7	358	1.7E-111	T	10-07-2023	IPR004506	tRNA-specific 2-thiouridylase
PFQB01000082.1_2	6b15f6bcdbfa6617c14c28a78719cf77	401	FunFam	G3DSA:3.40.50.620:FF:000115	tRNA-specific 2-thiouridylase MnmA	4	220	5.3E-75	T	10-07-2023	-	-
PFQB01000082.1_2	6b15f6bcdbfa6617c14c28a78719cf77	401	Gene3D	G3DSA:3.40.50.620	HUPs	1	220	3.5E-85	T	10-07-2023	IPR014729	Rossmann-like alpha/beta/alpha sandwich fold
PFQB01000082.1_2	6b15f6bcdbfa6617c14c28a78719cf77	401	Gene3D	G3DSA:2.30.30.280	-	221	286	4.6E-22	T	10-07-2023	IPR023382	tRNA-specific 2-thiouridylase MnmA-like, central domain superfamily
PFQB01000082.1_2	6b15f6bcdbfa6617c14c28a78719cf77	401	FunFam	G3DSA:2.30.30.280:FF:000001	tRNA-specific 2-thiouridylase MnmA	221	285	2.9E-21	T	10-07-2023	-	-
PFQB01000082.1_2	6b15f6bcdbfa6617c14c28a78719cf77	401	Pfam	PF03054	tRNA methyl transferase HUP domain	7	210	1.2E-73	T	10-07-2023	-	-
PFQB01000082.1_2	6b15f6bcdbfa6617c14c28a78719cf77	401	PANTHER	PTHR11933	TRNA  5-METHYLAMINOMETHYL-2-THIOURIDYLATE -METHYLTRANSFERASE	5	361	2.9E-104	T	10-07-2023	-	-
PFQB01000080.1_8	a5c4169a85d4d8e96e95980f0ad4aa69	206	SUPERFAMILY	SSF47781	RuvA domain 2-like	78	145	6.95E-18	T	10-07-2023	IPR010994	RuvA domain 2-like
PFQB01000080.1_8	a5c4169a85d4d8e96e95980f0ad4aa69	206	Hamap	MF_00031	Holliday junction ATP-dependent DNA helicase RuvA [ruvA].	1	203	22.038956	T	10-07-2023	IPR000085	Bacterial DNA recombination protein RuvA
PFQB01000080.1_8	a5c4169a85d4d8e96e95980f0ad4aa69	206	Gene3D	G3DSA:1.10.150.20	-	76	143	7.8E-21	T	10-07-2023	-	-
PFQB01000080.1_8	a5c4169a85d4d8e96e95980f0ad4aa69	206	Gene3D	G3DSA:2.40.50.140	-	1	73	7.6E-6	T	10-07-2023	IPR012340	Nucleic acid-binding, OB-fold
PFQB01000080.1_8	a5c4169a85d4d8e96e95980f0ad4aa69	206	CDD	cd14332	UBA_RuvA_C	158	203	0.00117012	T	10-07-2023	IPR011114	Holliday junction DNA helicase RuvA, C-terminal
PFQB01000080.1_8	a5c4169a85d4d8e96e95980f0ad4aa69	206	SMART	SM00278	HhH1_4	118	137	110.0	T	10-07-2023	IPR003583	Helix-hairpin-helix DNA-binding motif, class 1
PFQB01000080.1_8	a5c4169a85d4d8e96e95980f0ad4aa69	206	SMART	SM00278	HhH1_4	83	102	0.55	T	10-07-2023	IPR003583	Helix-hairpin-helix DNA-binding motif, class 1
PFQB01000080.1_8	a5c4169a85d4d8e96e95980f0ad4aa69	206	Pfam	PF14520	Helix-hairpin-helix domain	82	138	4.2E-15	T	10-07-2023	-	-
PFQB01000091.1_9	4ed871cc45b75ad36b0a1b3fb51db3c9	372	SUPERFAMILY	SSF51713	tRNA-guanine transglycosylase	4	369	4.32E-72	T	10-07-2023	IPR036511	Queuine tRNA-ribosyltransferase-like
PFQB01000091.1_9	4ed871cc45b75ad36b0a1b3fb51db3c9	372	Gene3D	G3DSA:3.20.20.105	-	2	372	1.7E-79	T	10-07-2023	IPR036511	Queuine tRNA-ribosyltransferase-like
PFQB01000091.1_9	4ed871cc45b75ad36b0a1b3fb51db3c9	372	TIGRFAM	TIGR00449	tgt_general: tRNA-guanine family transglycosylase	5	370	2.9E-62	T	10-07-2023	IPR002616	tRNA-guanine(15) transglycosylase-like
PFQB01000091.1_9	4ed871cc45b75ad36b0a1b3fb51db3c9	372	Pfam	PF01702	Queuine tRNA-ribosyltransferase	4	370	7.7E-68	T	10-07-2023	IPR002616	tRNA-guanine(15) transglycosylase-like
PFQB01000091.1_9	4ed871cc45b75ad36b0a1b3fb51db3c9	372	PANTHER	PTHR46499	QUEUINE TRNA-RIBOSYLTRANSFERASE	67	370	8.2E-62	T	10-07-2023	-	-
PFQB01000120.1_8	730e9e3cb1b7e679087bfca83b8933ec	337	Gene3D	G3DSA:3.90.79.10	Nucleoside Triphosphate Pyrophosphohydrolase	25	162	6.6E-17	T	10-07-2023	-	-
PFQB01000120.1_8	730e9e3cb1b7e679087bfca83b8933ec	337	PANTHER	PTHR43736	ADP-RIBOSE PYROPHOSPHATASE	19	149	3.1E-26	T	10-07-2023	-	-
PFQB01000120.1_8	730e9e3cb1b7e679087bfca83b8933ec	337	SUPERFAMILY	SSF55811	Nudix	165	300	5.01E-28	T	10-07-2023	IPR015797	NUDIX hydrolase-like domain superfamily
PFQB01000120.1_8	730e9e3cb1b7e679087bfca83b8933ec	337	Pfam	PF00293	NUDIX domain	26	142	2.7E-8	T	10-07-2023	IPR000086	NUDIX hydrolase domain
PFQB01000120.1_8	730e9e3cb1b7e679087bfca83b8933ec	337	Pfam	PF00293	NUDIX domain	192	312	5.3E-16	T	10-07-2023	IPR000086	NUDIX hydrolase domain
PFQB01000120.1_8	730e9e3cb1b7e679087bfca83b8933ec	337	Gene3D	G3DSA:3.90.79.10	Nucleoside Triphosphate Pyrophosphohydrolase	163	317	5.0E-35	T	10-07-2023	-	-
PFQB01000120.1_8	730e9e3cb1b7e679087bfca83b8933ec	337	SUPERFAMILY	SSF55811	Nudix	23	141	5.55E-13	T	10-07-2023	IPR015797	NUDIX hydrolase-like domain superfamily
PFQB01000120.1_8	730e9e3cb1b7e679087bfca83b8933ec	337	ProSiteProfiles	PS51462	Nudix hydrolase domain profile.	191	318	13.858183	T	10-07-2023	IPR000086	NUDIX hydrolase domain
PFQB01000120.1_8	730e9e3cb1b7e679087bfca83b8933ec	337	ProSiteProfiles	PS51462	Nudix hydrolase domain profile.	22	152	8.761443	T	10-07-2023	IPR000086	NUDIX hydrolase domain
PFQB01000064.1_2_3	e53cc38c91af00fe6ab5f5ed832aa047	281	PANTHER	PTHR48099	C-1-TETRAHYDROFOLATE SYNTHASE, CYTOPLASMIC-RELATED	1	271	8.7E-43	T	10-07-2023	-	-
PFQB01000064.1_2_3	e53cc38c91af00fe6ab5f5ed832aa047	281	Gene3D	G3DSA:3.40.50.720	-	6	253	1.5E-57	T	10-07-2023	-	-
PFQB01000064.1_2_3	e53cc38c91af00fe6ab5f5ed832aa047	281	Pfam	PF02882	Tetrahydrofolate dehydrogenase/cyclohydrolase, NAD(P)-binding domain	119	273	6.8E-30	T	10-07-2023	IPR020631	Tetrahydrofolate dehydrogenase/cyclohydrolase, NAD(P)-binding domain
PFQB01000064.1_2_3	e53cc38c91af00fe6ab5f5ed832aa047	281	Pfam	PF00763	Tetrahydrofolate dehydrogenase/cyclohydrolase, catalytic domain	6	118	3.6E-20	T	10-07-2023	IPR020630	Tetrahydrofolate dehydrogenase/cyclohydrolase, catalytic domain
PFQB01000064.1_2_3	e53cc38c91af00fe6ab5f5ed832aa047	281	SUPERFAMILY	SSF51735	NAD(P)-binding Rossmann-fold domains	144	271	6.23E-16	T	10-07-2023	IPR036291	NAD(P)-binding domain superfamily
PFQB01000064.1_2_3	e53cc38c91af00fe6ab5f5ed832aa047	281	Gene3D	G3DSA:3.40.50.10860	Leucine Dehydrogenase, chain A, domain 1	8	271	1.5E-57	T	10-07-2023	-	-
PFQB01000064.1_2_3	e53cc38c91af00fe6ab5f5ed832aa047	281	SUPERFAMILY	SSF53223	Aminoacid dehydrogenase-like, N-terminal domain	1	119	1.25E-19	T	10-07-2023	IPR046346	Aminoacid dehydrogenase-like, N-terminal domain superfamily
PFQB01000064.1_2_3	e53cc38c91af00fe6ab5f5ed832aa047	281	PRINTS	PR00085	Tetrahydrofolate dehydrogenase/cyclohydrolase family signature	233	249	3.1E-34	T	10-07-2023	IPR000672	Tetrahydrofolate dehydrogenase/cyclohydrolase
PFQB01000064.1_2_3	e53cc38c91af00fe6ab5f5ed832aa047	281	PRINTS	PR00085	Tetrahydrofolate dehydrogenase/cyclohydrolase family signature	107	128	3.1E-34	T	10-07-2023	IPR000672	Tetrahydrofolate dehydrogenase/cyclohydrolase
