NZ_LHQS01000004.1_orf61135	3d79f8b4e923b29d464b1b3e3c7e9b53	715	Pfam	PF00202	Aminotransferase class-III	317	659	2.5E-44	T	24-06-2023	IPR005814	Aminotransferase class-III
NZ_LHQS01000004.1_orf61135	3d79f8b4e923b29d464b1b3e3c7e9b53	715	CDD	cd02518	GT2_SpsF	44	273	5.02609E-116	T	24-06-2023	-	-
NZ_LHQS01000004.1_orf61135	3d79f8b4e923b29d464b1b3e3c7e9b53	715	Gene3D	G3DSA:3.90.550.10	Spore Coat Polysaccharide Biosynthesis Protein SpsA; Chain A	41	247	6.6E-41	T	24-06-2023	IPR029044	Nucleotide-diphospho-sugar transferases
NZ_LHQS01000004.1_orf61135	3d79f8b4e923b29d464b1b3e3c7e9b53	715	PANTHER	PTHR43713	GLUTAMATE-1-SEMIALDEHYDE 2,1-AMINOMUTASE	280	680	6.4E-75	T	24-06-2023	-	-
NZ_LHQS01000004.1_orf61135	3d79f8b4e923b29d464b1b3e3c7e9b53	715	SUPERFAMILY	SSF53383	PLP-dependent transferases	309	683	9.07E-84	T	24-06-2023	IPR015424	Pyridoxal phosphate-dependent transferase
NZ_LHQS01000004.1_orf61135	3d79f8b4e923b29d464b1b3e3c7e9b53	715	Gene3D	G3DSA:3.40.640.10	-	353	594	1.8E-98	T	24-06-2023	IPR015421	Pyridoxal phosphate-dependent transferase, major domain
NZ_LHQS01000004.1_orf61135	3d79f8b4e923b29d464b1b3e3c7e9b53	715	SUPERFAMILY	SSF53448	Nucleotide-diphospho-sugar transferases	41	243	1.44E-35	T	24-06-2023	IPR029044	Nucleotide-diphospho-sugar transferases
NZ_LHQS01000004.1_orf61135	3d79f8b4e923b29d464b1b3e3c7e9b53	715	Gene3D	G3DSA:3.90.1150.10	Aspartate Aminotransferase, domain 1	287	681	1.8E-98	T	24-06-2023	IPR015422	Pyridoxal phosphate-dependent transferase, small domain
NZ_LHQS01000004.1_orf61135	3d79f8b4e923b29d464b1b3e3c7e9b53	715	Pfam	PF02348	Cytidylyltransferase	44	221	2.8E-30	T	24-06-2023	IPR003329	Acylneuraminate cytidylyltransferase
NZ_LHQS01000001.1_orf17953	9b7902744b7956d366939dc3b478318b	1947	Gene3D	G3DSA:3.30.450.20	PAS domain	780	904	7.9E-27	T	24-06-2023	-	-
NZ_LHQS01000001.1_orf17953	9b7902744b7956d366939dc3b478318b	1947	ProSiteProfiles	PS50109	Histidine kinase domain profile.	1732	1937	26.300535	T	24-06-2023	IPR005467	Histidine kinase domain
NZ_LHQS01000001.1_orf17953	9b7902744b7956d366939dc3b478318b	1947	PANTHER	PTHR44757	DIGUANYLATE CYCLASE DGCP	782	901	1.3E-122	T	24-06-2023	-	-
NZ_LHQS01000001.1_orf17953	9b7902744b7956d366939dc3b478318b	1947	SMART	SM00086	pac_2	971	1013	2.2E-7	T	24-06-2023	IPR001610	PAC motif
