	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
GCF_022549495.1_NZ_JAKZGD010000001.1_1	GCF_022549495.1	NZ_JAKZGD010000001.1	1	152	592	1	E															0
GCF_022549495.1_NZ_JAKZGD010000001.1_2	GCF_022549495.1	NZ_JAKZGD010000001.1	2	620	931	1	D										Ankyrin repeats (3 copies) [PF12796.10]; Ankyrin repeats (many copies) [PF13637.9]; Ankyrin repeats (many copies) [PF13857.9]					0
GCF_022549495.1_NZ_JAKZGD010000001.1_3	GCF_022549495.1	NZ_JAKZGD010000001.1	3	1018	1218	-1	E															0
GCF_022549495.1_NZ_JAKZGD010000001.1_4	GCF_022549495.1	NZ_JAKZGD010000001.1	4	1225	1920	-1	E															0
GCF_022549495.1_NZ_JAKZGD010000001.1_5	GCF_022549495.1	NZ_JAKZGD010000001.1	5	2053	3501	1	D										Aldehyde dehydrogenase family [PF00171.25]					0
GCF_022549495.1_NZ_JAKZGD010000001.1_6	GCF_022549495.1	NZ_JAKZGD010000001.1	6	3501	4070	1	C	K09974	uncharacterized protein								Domain of unknown function (DUF1287) [PF06940.14]					0
GCF_022549495.1_NZ_JAKZGD010000001.1_7	GCF_022549495.1	NZ_JAKZGD010000001.1	7	4439	5917	1	C	K03308	neurotransmitter:Na+ symporter, NSS family								Sodium:neurotransmitter symporter family [PF00209.21]					0
GCF_022549495.1_NZ_JAKZGD010000001.1_8	GCF_022549495.1	NZ_JAKZGD010000001.1	8	5928	6071	1	D										Putative methionine and alanine importer, small subunit [PF16951.8]					0
GCF_022549495.1_NZ_JAKZGD010000001.1_9	GCF_022549495.1	NZ_JAKZGD010000001.1	9	6113	7402	-1	C	K03500	16S rRNA (cytosine967-C5)-methyltransferase [EC:2.1.1.176]								16S rRNA methyltransferase RsmB/F [PF01189.20]; N-terminal domain of 16S rRNA methyltransferase RsmF [PF17125.8]; NusB family [PF01029.21]					0
GCF_022549495.1_NZ_JAKZGD010000001.1_10	GCF_022549495.1	NZ_JAKZGD010000001.1	10	7399	8361	-1	C	K00604	methionyl-tRNA formyltransferase [EC:2.1.2.9]								Formyl transferase [PF00551.22]; Formyl transferase, C-terminal domain [PF02911.21]					0
