	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001352.1_1	QGNH01001352.1	QGNH01001352.1	1	1	324	-1	E																								0	False	F
QGNH01001352.1_2	QGNH01001352.1	QGNH01001352.1	2	296	730	-1	D			YP_003359141.1	YP_003359141.1 HNH endonuclease [Clavibacter phage CMP1]	False	0.452	114.0	1.315e-28								HNH endonuclease [PF13392.9]; Zinc-binding loop region of homing endonuclease [PF05551.14]					VOG00678	REFSEQ HNH endonuclease; Xu	Xu	0	False	F
QGNH01001352.1_3	QGNH01001352.1	QGNH01001352.1	3	732	1094	-1	E																								0	False	F
QGNH01001352.1_4	QGNH01001352.1	QGNH01001352.1	4	1091	1243	-1	E																								0	False	F
QGNH01001352.1_5	QGNH01001352.1	QGNH01001352.1	5	1224	1436	-1	E																								0	False	F
QGNH01001352.1_6	QGNH01001352.1	QGNH01001352.1	6	1433	1591	-1	E																								0	False	F
QGNH01001352.1_7	QGNH01001352.1	QGNH01001352.1	7	1701	1970	-1	E																								0	False	F
QGNH01001352.1_8	QGNH01001352.1	QGNH01001352.1	8	1967	2128	-1	E																								0	False	F
QGNH01001352.1_9	QGNH01001352.1	QGNH01001352.1	9	2537	2719	-1	E																								0	False	F
QGNH01001352.1_10	QGNH01001352.1	QGNH01001352.1	10	2840	3025	-1	E																								0	False	F
QGNH01001352.1_11	QGNH01001352.1	QGNH01001352.1	11	3473	3898	1	D																Mor transcription activator family [PF08765.14]; HNH endonuclease [PF01844.26]								0	False	F
QGNH01001352.1_12	QGNH01001352.1	QGNH01001352.1	12	3911	4351	1	E																								0	False	F
QGNH01001352.1_13	QGNH01001352.1	QGNH01001352.1	13	4645	4875	1	E																								0	False	F
QGNH01001352.1_14	QGNH01001352.1	QGNH01001352.1	14	4934	6238	1	C	K06909	phage terminase large subunit	YP_007517700.1	YP_007517700.1 phage terminase large subunit [Pelagibacter phage HTVC010P]	False	0.278	151.0	2.583e-37								Terminase large subunit, T4likevirus-type, N-terminal [PF03237.18]					VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	F
QGNH01001352.1_15	QGNH01001352.1	QGNH01001352.1	15	6257	6571	1	E																								0	False	
QGNH01001352.1_16	QGNH01001352.1	QGNH01001352.1	16	6568	6768	1	E																								0	False	
QGNH01001352.1_17	QGNH01001352.1	QGNH01001352.1	17	6761	8584	1	E			YP_003986689.1	YP_003986689.1 uncharacterized glycosyltransferase [Acanthamoeba polyphaga mimivirus]	False	0.297	71.0	2.064e-11																0	False	
QGNH01001352.1_18	QGNH01001352.1	QGNH01001352.1	18	8581	8835	1	E																								0	False	
QGNH01001352.1_19	QGNH01001352.1	QGNH01001352.1	19	8832	9311	1	E			YP_009000961.1	YP_009000961.1 glycosyltransferase [Pithovirus sibericum]	False	0.402	95.0	8.549e-22																0	False	
QGNH01001352.1_20	QGNH01001352.1	QGNH01001352.1	20	9372	9632	1	E																								0	False	
QGNH01001352.1_21	QGNH01001352.1	QGNH01001352.1	21	9649	10257	1	E																								0	False	
QGNH01001352.1_22	QGNH01001352.1	QGNH01001352.1	22	10254	10805	1	E																								0	False	
