	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
GCA_002689915.1_NZIJ01000001.1_1	GCA_002689915.1	NZIJ01000001.1	1	286	555	1	E															0
GCA_002689915.1_NZIJ01000001.1_2	GCA_002689915.1	NZIJ01000001.1	2	558	2381	1	D										ABC transporter [PF00005.30]; ABC transporter transmembrane region [PF00664.26]; RecF/RecN/SMC N terminal domain [PF02463.22]					0
GCA_002689915.1_NZIJ01000001.1_3	GCA_002689915.1	NZIJ01000001.1	3	2378	3388	1	C	K00912	tetraacyldisaccharide 4'-kinase [EC:2.7.1.130]								Tetraacyldisaccharide-1-P 4'-kinase [PF02606.17]					0
GCA_002689915.1_NZIJ01000001.1_4	GCA_002689915.1	NZIJ01000001.1	4	3400	4143	1	C	K00979	3-deoxy-manno-octulosonate cytidylyltransferase (CMP-KDO synthetase) [EC:2.7.7.38]								Cytidylyltransferase [PF02348.22]; MobA-like NTP transferase domain [PF12804.10]					0
GCA_002689915.1_NZIJ01000001.1_5	GCA_002689915.1	NZIJ01000001.1	5	4140	5162	1	C	K00075	UDP-N-acetylmuramate dehydrogenase [EC:1.3.1.98]								UDP-N-acetylenolpyruvoylglucosamine reductase, C-terminal domain [PF02873.19]; FAD binding domain [PF01565.26]					0
GCA_002689915.1_NZIJ01000001.1_6	GCA_002689915.1	NZIJ01000001.1	6	5165	6997	1	C	K03703	excinuclease ABC subunit C								UvrC RNAse H endonuclease domain [PF08459.14]; Helix-hairpin-helix motif [PF12826.10]; GIY-YIG catalytic domain [PF01541.27]					0
GCA_002689915.1_NZIJ01000001.1_7	GCA_002689915.1	NZIJ01000001.1	7	7012	7581	1	C	K00995	CDP-diacylglycerol---glycerol-3-phosphate 3-phosphatidyltransferase [EC:2.7.8.5]								CDP-alcohol phosphatidyltransferase [PF01066.24]					0
GCA_002689915.1_NZIJ01000001.1_8	GCA_002689915.1	NZIJ01000001.1	8	7821	8072	1	D										LysE type translocator [PF01810.21]					0
GCA_002689915.1_NZIJ01000002.1_1	GCA_002689915.1	NZIJ01000002.1	1	127	747	1	D										Smr domain [PF01713.24]					0
GCA_002689915.1_NZIJ01000002.1_2	GCA_002689915.1	NZIJ01000002.1	2	744	2186	-1	C	K02434	aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit B [EC:6.3.5.6 6.3.5.7]								GatB/GatE catalytic domain [PF02934.18]; GatB domain [PF02637.21]					0
GCA_002689915.1_NZIJ01000002.1_3	GCA_002689915.1	NZIJ01000002.1	3	2186	3652	-1	C	K02433	aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A [EC:6.3.5.6 6.3.5.7]								Amidase [PF01425.24]					0
GCA_002689915.1_NZIJ01000002.1_4	GCA_002689915.1	NZIJ01000002.1	4	3652	3936	-1	C	K02435	aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit C [EC:6.3.5.6 6.3.5.7]								Glu-tRNAGln amidotransferase C subunit [PF02686.18]					0
GCA_002689915.1_NZIJ01000002.1_5	GCA_002689915.1	NZIJ01000002.1	5	4082	5182	1	C	K03569	rod shape-determining protein MreB and related proteins								MreB/Mbl protein [PF06723.16]; Hsp70 protein [PF00012.23]; Actin [PF00022.22]; Cell division protein FtsA [PF14450.9]; Type IV pilus assembly protein PilM; [PF11104.11]					0
GCA_002689915.1_NZIJ01000002.1_6	GCA_002689915.1	NZIJ01000002.1	6	5319	6044	1	C	K03570	rod shape-determining protein MreC								rod shape-determining protein MreC [PF04085.17]					0
GCA_002689915.1_NZIJ01000002.1_7	GCA_002689915.1	NZIJ01000002.1	7	6060	6545	1	C	K03571	rod shape-determining protein MreD													0
GCA_002689915.1_NZIJ01000002.1_8	GCA_002689915.1	NZIJ01000002.1	8	6593	7120	1	C	K06287	nucleoside triphosphate pyrophosphatase [EC:3.6.1.-]								Maf-like protein [PF02545.17]					0
GCA_002689915.1_NZIJ01000002.1_9	GCA_002689915.1	NZIJ01000002.1	9	7113	8168	1	E															0
GCA_002689915.1_NZIJ01000003.1_1	GCA_002689915.1	NZIJ01000003.1	1	1	1020	-1	D										Aldehyde dehydrogenase family [PF00171.25]					0
GCA_002689915.1_NZIJ01000003.1_2	GCA_002689915.1	NZIJ01000003.1	2	1071	2075	-1	D										N-terminal domain of oxidoreductase [PF16884.8]; Zinc-binding dehydrogenase [PF00107.29]; Zinc-binding dehydrogenase [PF13602.9]					0
GCA_002689915.1_NZIJ01000003.1_3	GCA_002689915.1	NZIJ01000003.1	3	2330	3514	1	C	K00252	glutaryl-CoA dehydrogenase [EC:1.3.8.6]								Acyl-CoA dehydrogenase, middle domain [PF02770.22]; Acyl-CoA dehydrogenase, C-terminal domain [PF00441.27]; Acyl-CoA dehydrogenase, N-terminal domain [PF02771.19]					0
GCA_002689915.1_NZIJ01000003.1_4	GCA_002689915.1	NZIJ01000003.1	4	3542	4177	1	E															0
