NC_047995_117	3d9f3066a29a08bc41882450c8b1c0ef	162	Pfam	PF06319	DNA repair protein MmcB-like	18	140	6.9E-18	T	10-07-2023	IPR009394	DNA repair protein MmcB-like
NC_047995_269	d0fda36a0b169fead08d5034ae1f2da9	177	Gene3D	G3DSA:3.20.170.30	-	95	177	2.0E-26	T	10-07-2023	IPR042081	RNA 2'-phosphotransferase, C-terminal domain
NC_047995_269	d0fda36a0b169fead08d5034ae1f2da9	177	Pfam	PF01885	RNA 2'-phosphotransferase, Tpt1 / KptA family	8	167	1.3E-37	T	10-07-2023	IPR002745	Phosphotransferase KptA/Tpt1
NC_047995_269	d0fda36a0b169fead08d5034ae1f2da9	177	PANTHER	PTHR12684	PUTATIVE PHOSPHOTRANSFERASE	4	174	3.2E-34	T	10-07-2023	IPR002745	Phosphotransferase KptA/Tpt1
NC_047995_269	d0fda36a0b169fead08d5034ae1f2da9	177	SUPERFAMILY	SSF56399	ADP-ribosylation	8	175	4.46E-48	T	10-07-2023	-	-
NC_047995_269	d0fda36a0b169fead08d5034ae1f2da9	177	Hamap	MF_00299	Probable RNA 2'-phosphotransferase [kptA].	1	174	29.158127	T	10-07-2023	IPR022928	RNA 2'-phosphotransferase KptA, putative
NC_047995_269	d0fda36a0b169fead08d5034ae1f2da9	177	Gene3D	G3DSA:1.10.10.970	-	2	73	1.8E-18	T	10-07-2023	IPR042080	RNA 2'-phosphotransferase, N-terminal domain
NC_047995_51	1c36337a8f32e5fbd64e424f7a9e2f1c	150	MobiDBLite	mobidb-lite	consensus disorder prediction	76	96	-	T	10-07-2023	-	-
NC_047995_51	1c36337a8f32e5fbd64e424f7a9e2f1c	150	MobiDBLite	mobidb-lite	consensus disorder prediction	112	150	-	T	10-07-2023	-	-
NC_047995_51	1c36337a8f32e5fbd64e424f7a9e2f1c	150	MobiDBLite	mobidb-lite	consensus disorder prediction	47	96	-	T	10-07-2023	-	-
NC_047995_11	556402dc1c41f593cd6985b3979f3948	342	SUPERFAMILY	SSF47807	5' to 3' exonuclease, C-terminal subdomain	223	340	6.43E-18	T	10-07-2023	IPR036279	5'-3' exonuclease, C-terminal domain superfamily
NC_047995_11	556402dc1c41f593cd6985b3979f3948	342	Pfam	PF01367	5'-3' exonuclease, C-terminal SAM fold	223	316	2.3E-18	T	10-07-2023	IPR020045	DNA polymerase I-like, H3TH domain
NC_047995_11	556402dc1c41f593cd6985b3979f3948	342	PANTHER	PTHR42646	FLAP ENDONUCLEASE XNI	29	308	4.7E-31	T	10-07-2023	IPR038969	Flap endonuclease
NC_047995_11	556402dc1c41f593cd6985b3979f3948	342	Pfam	PF02739	5'-3' exonuclease, N-terminal resolvase-like domain	30	203	1.1E-24	T	10-07-2023	IPR020046	5'-3' exonuclease, alpha-helical arch, N-terminal
NC_047995_11	556402dc1c41f593cd6985b3979f3948	342	Gene3D	G3DSA:3.40.50.1010	-	18	223	9.3E-27	T	10-07-2023	-	-
NC_047995_11	556402dc1c41f593cd6985b3979f3948	342	SMART	SM00475	53exo3	25	320	3.9E-20	T	10-07-2023	IPR002421	5'-3' exonuclease
NC_047995_11	556402dc1c41f593cd6985b3979f3948	342	SUPERFAMILY	SSF88723	PIN domain-like	28	205	9.32E-23	T	10-07-2023	IPR029060	PIN-like domain superfamily
