	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
NC_049833.1_NC_049833.1_1	NC_049833.1	NC_049833.1	1	1	525	1	D										DNA-packaging protein gp3 [PF16677.8]					0
NC_049833.1_NC_049833.1_2	NC_049833.1	NC_049833.1	2	535	2139	1	D										Terminase RNaseH-like domain [PF17289.5]					0
NC_049833.1_NC_049833.1_3	NC_049833.1	NC_049833.1	3	2186	3505	1	C	K09961	uncharacterized protein								Protein of unknown function (DUF1073) [PF06381.14]					0
NC_049833.1_NC_049833.1_4	NC_049833.1	NC_049833.1	4	3495	4265	1	D										Phage Mu protein F like protein [PF04233.17]					0
NC_049833.1_NC_049833.1_5	NC_049833.1	NC_049833.1	5	4262	5392	1	C	K09960	uncharacterized protein								Uncharacterized protein conserved in bacteria (DUF2213) [PF09979.12]					0
NC_049833.1_NC_049833.1_6	NC_049833.1	NC_049833.1	6	5444	5956	1	E															0
NC_049833.1_NC_049833.1_7	NC_049833.1	NC_049833.1	7	6067	7008	1	D										Uncharacterized protein conserved in bacteria (DUF2184) [PF09950.12]					0
NC_049833.1_NC_049833.1_8	NC_049833.1	NC_049833.1	8	7100	7408	1	E															0
NC_049833.1_NC_049833.1_9	NC_049833.1	NC_049833.1	9	7460	7876	1	D										Protein of unknown function (DUF4054) [PF13262.9]					0
NC_049833.1_NC_049833.1_10	NC_049833.1	NC_049833.1	10	7882	8259	1	E															0
NC_049833.1_NC_049833.1_11	NC_049833.1	NC_049833.1	11	8252	8689	1	E															0
NC_049833.1_NC_049833.1_12	NC_049833.1	NC_049833.1	12	8679	9113	1	D										Bacteriophage related domain of unknown function [PF13554.9]					0
NC_049833.1_NC_049833.1_13	NC_049833.1	NC_049833.1	13	9100	9798	1	D										Phage tail tube protein, TTP [PF08813.14]					0
NC_049833.1_NC_049833.1_14	NC_049833.1	NC_049833.1	14	9851	10504	1	D										Phage tail tube protein, TTP [PF08813.14]					0
NC_049833.1_NC_049833.1_15	NC_049833.1	NC_049833.1	15	10581	10907	1	D										Phage tail assembly chaperone [PF08748.14]					0
NC_049833.1_NC_049833.1_16	NC_049833.1	NC_049833.1	16	11257	14349	1	D										Prophage tail length tape measure protein [PF06791.16]; Lambda phage tail tape-measure protein (Tape_meas_lam_C) [PF09718.13]					0
NC_049833.1_NC_049833.1_17	NC_049833.1	NC_049833.1	17	14352	14696	1	D										Phage minor tail protein [PF05939.16]					0
NC_049833.1_NC_049833.1_18	NC_049833.1	NC_049833.1	18	14766	15518	1	D										Phage minor tail protein L [PF05100.15]					0
NC_049833.1_NC_049833.1_19	NC_049833.1	NC_049833.1	19	15520	16257	1	D			MER0425095	C40	MER0425095 - family C40 unassigned peptidases () [C40.UPW]#C40#{peptidase unit: 111-240}~source YP_004414864~	False	0.743	198.0	1.611e-55	NlpC/P60 family [PF00877.22]; Prokaryotic homologs of the JAB domain [PF14464.9]					0
NC_049833.1_NC_049833.1_20	NC_049833.1	NC_049833.1	20	16232	16834	1	D										Bacteriophage lambda tail assembly protein I [PF06805.15]					0
NC_049833.1_NC_049833.1_21	NC_049833.1	NC_049833.1	21	16922	20347	1	D										Domain of unknown function (DUF1983) [PF09327.14]; Putative phage tail protein [PF13550.9]					0
NC_049833.1_NC_049833.1_22	NC_049833.1	NC_049833.1	22	20393	20701	1	E															0
NC_049833.1_NC_049833.1_23	NC_049833.1	NC_049833.1	23	20707	21366	1	E															0
NC_049833.1_NC_049833.1_24	NC_049833.1	NC_049833.1	24	21394	24072	-1	D			MER0492295	S74	MER0492295 - family S74 unassigned peptidases (Escherichia coli) [S74.UPW]#S74#{peptidase unit: 673-754}~source WP_001578448~	False	0.495	76.0	1.89e-12						0
NC_049833.1_NC_049833.1_25	NC_049833.1	NC_049833.1	25	24165	24626	-1	E															0
NC_049833.1_NC_049833.1_26	NC_049833.1	NC_049833.1	26	24663	25319	-1	D										ERF superfamily [PF04404.15]					0
NC_049833.1_NC_049833.1_27	NC_049833.1	NC_049833.1	27	25379	26425	-1	D										PDDEXK-like domain of unknown function (DUF3799) [PF12684.10]					0
NC_049833.1_NC_049833.1_28	NC_049833.1	NC_049833.1	28	26919	27881	-1	D										Zinc-binding domain of primase-helicase [PF08273.15]					0
NC_049833.1_NC_049833.1_29	NC_049833.1	NC_049833.1	29	27957	28358	-1	E															0
NC_049833.1_NC_049833.1_30	NC_049833.1	NC_049833.1	30	28449	30485	1	D										Helicase conserved C-terminal domain [PF00271.34]					0
NC_049833.1_NC_049833.1_31	NC_049833.1	NC_049833.1	31	30482	30889	1	D										VRR-NUC domain [PF08774.14]					0
NC_049833.1_NC_049833.1_32	NC_049833.1	NC_049833.1	32	30962	31066	1	E															0
NC_049833.1_NC_049833.1_33	NC_049833.1	NC_049833.1	33	31067	31795	1	D										DNA N-6-adenine-methyltransferase (Dam) [PF05869.14]					0
NC_049833.1_NC_049833.1_34	NC_049833.1	NC_049833.1	34	31799	32035	1	E															0
NC_049833.1_NC_049833.1_35	NC_049833.1	NC_049833.1	35	32100	32336	1	E															0
NC_049833.1_NC_049833.1_36	NC_049833.1	NC_049833.1	36	32333	32584	1	E															0
NC_049833.1_NC_049833.1_37	NC_049833.1	NC_049833.1	37	32680	33810	1	E															0
NC_049833.1_NC_049833.1_38	NC_049833.1	NC_049833.1	38	33848	34336	1	E															0
NC_049833.1_NC_049833.1_39	NC_049833.1	NC_049833.1	39	34333	34914	1	E															0
NC_049833.1_NC_049833.1_40	NC_049833.1	NC_049833.1	40	35040	35255	1	E															0
NC_049833.1_NC_049833.1_41	NC_049833.1	NC_049833.1	41	35257	35739	1	C	K01185	lysozyme [EC:3.2.1.17]								Phage lysozyme [PF00959.22]	GH24	GH24 lysozyme (EC 3.2.1.17)	3.2.1.17	GH24.hmm	0
NC_049833.1_NC_049833.1_42	NC_049833.1	NC_049833.1	42	35736	36161	1	E															0
NC_049833.1_NC_049833.1_43	NC_049833.1	NC_049833.1	43	36231	36692	-1	E															0
NC_049833.1_NC_049833.1_44	NC_049833.1	NC_049833.1	44	36696	38264	-1	D										Protein of unknown function (DUF3987) [PF13148.9]					0
NC_049833.1_NC_049833.1_45	NC_049833.1	NC_049833.1	45	38390	38827	-1	E															0
NC_049833.1_NC_049833.1_46	NC_049833.1	NC_049833.1	46	38829	39011	-1	E															0
NC_049833.1_NC_049833.1_47	NC_049833.1	NC_049833.1	47	39008	39211	-1	E															0
NC_049833.1_NC_049833.1_48	NC_049833.1	NC_049833.1	48	39284	39976	-1	E															0
NC_049833.1_NC_049833.1_49	NC_049833.1	NC_049833.1	49	39973	40206	-1	E															0
NC_049833.1_NC_049833.1_50	NC_049833.1	NC_049833.1	50	40279	40656	-1	E															0
NC_049833.1_NC_049833.1_51	NC_049833.1	NC_049833.1	51	40656	40895	-1	E															0
NC_049833.1_NC_049833.1_52	NC_049833.1	NC_049833.1	52	40892	41086	-1	E															0
NC_049833.1_NC_049833.1_53	NC_049833.1	NC_049833.1	53	41159	41422	-1	E															0
NC_049833.1_NC_049833.1_54	NC_049833.1	NC_049833.1	54	42171	42758	1	E															0
NC_049833.1_NC_049833.1_55	NC_049833.1	NC_049833.1	55	42748	42969	1	E															0
NC_049833.1_NC_049833.1_56	NC_049833.1	NC_049833.1	56	42966	43271	1	E															0
NC_049833.1_NC_049833.1_57	NC_049833.1	NC_049833.1	57	43344	43496	1	E															0
NC_049833.1_NC_049833.1_58	NC_049833.1	NC_049833.1	58	43486	43707	1	E															0
NC_049833.1_NC_049833.1_59	NC_049833.1	NC_049833.1	59	43767	44261	1	E															0
NC_049833.1_NC_049833.1_60	NC_049833.1	NC_049833.1	60	44330	44542	1	E															0
NC_049833.1_NC_049833.1_61	NC_049833.1	NC_049833.1	61	44555	44719	1	E															0
NC_049833.1_NC_049833.1_62	NC_049833.1	NC_049833.1	62	44732	44986	1	E															0
NC_049833.1_NC_049833.1_63	NC_049833.1	NC_049833.1	63	44983	45201	1	E															0
NC_049833.1_NC_049833.1_64	NC_049833.1	NC_049833.1	64	45198	45395	1	E															0
NC_049833.1_NC_049833.1_65	NC_049833.1	NC_049833.1	65	45385	45594	1	E															0
NC_049833.1_NC_049833.1_66	NC_049833.1	NC_049833.1	66	45665	45877	1	E															0
NC_049833.1_NC_049833.1_67	NC_049833.1	NC_049833.1	67	45877	46191	1	E															0
NC_049833.1_NC_049833.1_68	NC_049833.1	NC_049833.1	68	46260	46628	1	E															0
NC_049833.1_NC_049833.1_69	NC_049833.1	NC_049833.1	69	46640	46885	1	E															0
NC_049833.1_NC_049833.1_70	NC_049833.1	NC_049833.1	70	46882	47061	1	E															0
NC_049833.1_NC_049833.1_71	NC_049833.1	NC_049833.1	71	47142	47351	1	E															0
NC_049833.1_NC_049833.1_72	NC_049833.1	NC_049833.1	72	47351	47785	1	E															0
NC_049833.1_NC_049833.1_73	NC_049833.1	NC_049833.1	73	47855	48607	1	E															0
NC_049833.1_NC_049833.1_74	NC_049833.1	NC_049833.1	74	48684	48956	1	E															0
NC_049833.1_NC_049833.1_75	NC_049833.1	NC_049833.1	75	48953	49528	1	D										dATP/dGTP pyrophosphohydrolase [PF04447.15]					0
NC_049833.1_NC_049833.1_76	NC_049833.1	NC_049833.1	76	49598	49822	1	E															0
NC_049833.1_NC_049833.1_77	NC_049833.1	NC_049833.1	77	49823	50056	1	E															0
NC_049833.1_NC_049833.1_78	NC_049833.1	NC_049833.1	78	50260	50376	1	E															0
NC_049833.1_NC_049833.1_79	NC_049833.1	NC_049833.1	79	50373	50636	1	E															0
