	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000694.1_1	QGNH01000694.1	QGNH01000694.1	1	1	1899	1	D																AIPR protein [PF10592.12]								0	False	F
QGNH01000694.1_2	QGNH01000694.1	QGNH01000694.1	2	1915	3930	-1	C	K07445	putative DNA methylase																						0	False	F
QGNH01000694.1_3	QGNH01000694.1	QGNH01000694.1	3	3905	4816	-1	D																Protein NO VEIN, C-terminal [PF13020.9]								0	False	F
QGNH01000694.1_4	QGNH01000694.1	QGNH01000694.1	4	4800	5381	-1	E			YP_003856826.1	YP_003856826.1 putative helicase [Clostridium phage phiCTP1]	False	0.277	63.0	3.767e-10																0	False	F
QGNH01000694.1_5	QGNH01000694.1	QGNH01000694.1	5	5400	5822	1	E																								0	False	
QGNH01000694.1_6	QGNH01000694.1	QGNH01000694.1	6	5927	6175	1	E																								0	False	
QGNH01000694.1_7	QGNH01000694.1	QGNH01000694.1	7	6433	8808	-1	D									MER0977024	S08A	MER0977024 - subfamily S8A non-peptidase homologues (Thermosinus carboxydivorans) [S08.UNA]#S08A#{peptidase unit: 277-641}~source A1HQI0~	False	274.0	9.213e-75	0.423	Subtilase family [PF00082.25]								0	False	P
QGNH01000694.1_8	QGNH01000694.1	QGNH01000694.1	8	8814	9842	-1	D			YP_009838654.1	YP_009838654.1 AAA family ATPase [Paenibacillus phage Yyerffej]	False	0.335	151.0	3.82e-38								ATPase family associated with various cellular activities (AAA) [PF00004.32]; AAA domain (Cdc48 subfamily) [PF07724.17]; AAA domain (dynein-related subfamily) [PF07728.17]; Holliday junction DNA helicase RuvB P-loop domain [PF05496.15]					VOG00701	sp|P18708|NSF_CRIGR Vesicle-fusing ATPase; Xh	Xh	0	False	
QGNH01000694.1_9	QGNH01000694.1	QGNH01000694.1	9	9979	10194	-1	E																								0	False	
QGNH01000694.1_10	QGNH01000694.1	QGNH01000694.1	10	10203	11411	-1	C	K14059	integrase	YP_010742605.1	YP_010742605.1 putative site-specific integrase [Bacillus phage vB_BanS_Athena]	False	0.269	115.0	9.313e-26								Phage integrase family [PF00589.25]					VOG00056	sp|P22877|INTR_SACER Integrase; XhXr	Xr;Xh	0	False	V
QGNH01000694.1_11	QGNH01000694.1	QGNH01000694.1	11	11411	11647	-1	D																Helix-turn-helix domain [PF12728.10]								0	False	
QGNH01000694.1_12	QGNH01000694.1	QGNH01000694.1	12	11670	13367	-1	D			YP_009600201.1	YP_009600201.1 DNA helicase [Dinoroseobacter phage vB_DshS-R5C]	False	0.189	98.0	7.530000000000001e-20								UvrD/REP helicase N-terminal domain [PF00580.24]; AAA domain [PF13245.9]; UvrD-like helicase C-terminal domain [PF13361.9]; UvrD-like helicase C-terminal domain [PF13538.9]								0	False	
QGNH01000694.1_13	QGNH01000694.1	QGNH01000694.1	13	13354	15183	-1	D			YP_009951641.1	YP_009951641.1 DNA polymerase/primase [Mycobacterium phage Ximenita]	False	0.255	81.0	1.975e-14								RepB DNA-primase from phage plasmid [PF16793.8]								0	False	
QGNH01000694.1_14	QGNH01000694.1	QGNH01000694.1	14	15180	15800	-1	C	K06952	5'-nucleotidase [EC:3.1.3.89]	YP_008766896.1	YP_008766896.1 deoxyribonucleoside 5' monophosphate phosphatase [Shigella phage SfIV]	False	0.426	132.0	7.796e-34								5'-deoxynucleotidase YfbR-like [PF12917.10]					VOG02646	sp|P76514|YFDR_ECOLI Uncharacterized protein YfdR; Xu	Xu	0	False	
QGNH01000694.1_15	QGNH01000694.1	QGNH01000694.1	15	15745	16233	-1	E																								0	False	
QGNH01000694.1_16	QGNH01000694.1	QGNH01000694.1	16	16233	17207	-1	E			YP_009217915.1	YP_009217915.1 radical SAM domain protein (endogenous virus) [Clostridium phage phiCT453B]	False	0.281	120.0	5.486e-28																0	False	
QGNH01000694.1_17	QGNH01000694.1	QGNH01000694.1	17	17204	17503	-1	E																								0	False	
QGNH01000694.1_18	QGNH01000694.1	QGNH01000694.1	18	17544	17765	-1	E																								0	False	
QGNH01000694.1_19	QGNH01000694.1	QGNH01000694.1	19	17762	18166	-1	E																					VOG00231	sp|Q9T1Q4|VP44_BPAPS Putative nuclease p44; Xu	Xu	0	False	
QGNH01000694.1_20	QGNH01000694.1	QGNH01000694.1	20	18178	18867	-1	D																Sigma-70, region 4 [PF04545.19]; Sigma-70, region 4 [PF08281.15]								0	False	
QGNH01000694.1_21	QGNH01000694.1	QGNH01000694.1	21	18952	19839	-1	E			YP_008059937.1	YP_008059937.1 hypothetical protein M184_gp36 [Mycobacterium phage WIVsmall]	False	0.295	116.0	4.188e-27													VOG03880	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01000694.1_22	QGNH01000694.1	QGNH01000694.1	22	19802	20683	-1	D			YP_009021749.1	YP_009021749.1 putative streptomycin biosynthesis operon regulatory protein [Vibrio phage CHOED]	False	0.342	65.0	3.412e-10								ParB/Sulfiredoxin domain [PF02195.21]								0	False	
QGNH01000694.1_23	QGNH01000694.1	QGNH01000694.1	23	20812	21525	-1	E			YP_006546314.1	YP_006546314.1 hypothetical protein Tsac_2873 [Thermoanaerobacterium phage THSA-485A]	False	0.312	87.0	4.802e-18													VOG04801	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01000694.1_24	QGNH01000694.1	QGNH01000694.1	24	21534	22004	-1	E																								0	False	
QGNH01000694.1_25	QGNH01000694.1	QGNH01000694.1	25	22040	23722	-1	D			YP_006546319.1	YP_006546319.1 DNA helicase [Thermoanaerobacterium phage THSA-485A]	False	0.321	265.0	2.571e-74								SNF2-related domain [PF00176.26]; Type III restriction enzyme, res subunit [PF04851.18]					VOG00107	sp|P20703|UVSW_BPT4 ATP-dependent DNA helicase uvsW; Xh	Xh	0	False	
QGNH01000694.1_26	QGNH01000694.1	QGNH01000694.1	26	23719	23928	-1	E																								0	False	
QGNH01000694.1_27	QGNH01000694.1	QGNH01000694.1	27	24330	24695	-1	E																								0	False	F
QGNH01000694.1_28	QGNH01000694.1	QGNH01000694.1	28	24696	24875	-1	E																								0	False	F
QGNH01000694.1_29	QGNH01000694.1	QGNH01000694.1	29	24880	25224	-1	E																								0	False	F
QGNH01000694.1_30	QGNH01000694.1	QGNH01000694.1	30	25418	26299	-1	E																								0	False	F
QGNH01000694.1_31	QGNH01000694.1	QGNH01000694.1	31	26309	27106	-1	E																								0	False	F
QGNH01000694.1_32	QGNH01000694.1	QGNH01000694.1	32	27125	27880	-1	E																								0	False	F
QGNH01000694.1_33	QGNH01000694.1	QGNH01000694.1	33	27870	28358	-1	C	K02395	peptidoglycan hydrolase FlgJ														Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase [PF01832.23]	GH73	GH73 lysozyme (EC 3.2.1.17); mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase (EC 3.2.1.96); peptidoglycan hydrolase with endo-beta-N-acetylglucosaminidase specificity (EC 3.2.1.-)	3.2.1.17,3.2.1.96,3.2.1.-	GH73.hmm				0	False	MKF
QGNH01000694.1_34	QGNH01000694.1	QGNH01000694.1	34	28382	29071	-1	E																								0	False	F
QGNH01000694.1_35	QGNH01000694.1	QGNH01000694.1	35	29068	29583	-1	E																								0	False	F
