	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
GCF_001767255.1_NZ_CP017639.1_1	GCF_001767255.1	NZ_CP017639.1	1	130	438	-1	E															0
GCF_001767255.1_NZ_CP017639.1_2	GCF_001767255.1	NZ_CP017639.1	2	445	1419	-1	C	K14347	solute carrier family 10 (sodium/bile acid cotransporter), member 7								SBF-like CPA transporter family (DUF4137) [PF13593.9]; Sodium Bile acid symporter family [PF01758.19]					0
GCF_001767255.1_NZ_CP017639.1_3	GCF_001767255.1	NZ_CP017639.1	3	1473	1820	-1	D										Rieske [2Fe-2S] domain [PF00355.29]					0
GCF_001767255.1_NZ_CP017639.1_4	GCF_001767255.1	NZ_CP017639.1	4	1835	2692	-1	C	K01695	tryptophan synthase alpha chain [EC:4.2.1.20]								Tryptophan synthase alpha chain [PF00290.23]					0
GCF_001767255.1_NZ_CP017639.1_5	GCF_001767255.1	NZ_CP017639.1	5	2694	3944	-1	C	K01696	tryptophan synthase beta chain [EC:4.2.1.20]								Pyridoxal-phosphate dependent enzyme [PF00291.28]					0
GCF_001767255.1_NZ_CP017639.1_6	GCF_001767255.1	NZ_CP017639.1	6	3937	5358	-1	C	K13498	indole-3-glycerol phosphate synthase / phosphoribosylanthranilate isomerase [EC:4.1.1.48 5.3.1.24]								Indole-3-glycerol phosphate synthase [PF00218.24]; N-(5'phosphoribosyl)anthranilate (PRA) isomerase [PF00697.25]					0
GCF_001767255.1_NZ_CP017639.1_7	GCF_001767255.1	NZ_CP017639.1	7	5351	6379	-1	C	K00766	anthranilate phosphoribosyltransferase [EC:2.4.2.18]								Glycosyl transferase family, a/b domain [PF00591.24]; Glycosyl transferase family, helical bundle domain [PF02885.20]					0
GCF_001767255.1_NZ_CP017639.1_8	GCF_001767255.1	NZ_CP017639.1	8	6382	6963	-1	D			MER0443313	C26	MER0443313 - family C26 unassigned peptidases (Corynebacterium striatum) [C26.UPW]#C26#{peptidase unit: 1-200}~source ZP_03936270~	False	0.621	244.0	1.855e-72	Glutamine amidotransferase class-I [PF00117.31]; Peptidase C26 [PF07722.16]					0
GCF_001767255.1_NZ_CP017639.1_9	GCF_001767255.1	NZ_CP017639.1	9	6960	8459	-1	C	K01657	anthranilate synthase component I [EC:4.1.3.27]								chorismate binding enzyme [PF00425.21]; Anthranilate synthase component I, N terminal region [PF04715.16]					0
GCF_001767255.1_NZ_CP017639.1_10	GCF_001767255.1	NZ_CP017639.1	10	8709	9233	-1	D										SdpI/YfhL protein family [PF13630.9]					0
GCF_001767255.1_NZ_CP017639.1_11	GCF_001767255.1	NZ_CP017639.1	11	9257	10471	1	D										Sodium:dicarboxylate symporter family [PF00375.21]					0
GCF_001767255.1_NZ_CP017639.1_12	GCF_001767255.1	NZ_CP017639.1	12	10461	11099	-1	C	K25089	membrane protein													0
GCF_001767255.1_NZ_CP017639.1_13	GCF_001767255.1	NZ_CP017639.1	13	11139	12017	-1	C	K25088	maltose transport system permease protein								Binding-protein-dependent transport system inner membrane component [PF00528.25]					0
GCF_001767255.1_NZ_CP017639.1_14	GCF_001767255.1	NZ_CP017639.1	14	12021	12866	-1	C	K25087	maltose transport system permease protein								Binding-protein-dependent transport system inner membrane component [PF00528.25]					0
GCF_001767255.1_NZ_CP017639.1_15	GCF_001767255.1	NZ_CP017639.1	15	12949	14004	-1	C	K25086	maltose transport system substrate-binding protein								Bacterial extracellular solute-binding protein [PF13416.9]; Bacterial extracellular solute-binding protein [PF01547.28]					0
GCF_001767255.1_NZ_CP017639.1_16	GCF_001767255.1	NZ_CP017639.1	16	14402	15631	-1	D										Domain of unknown function (DUF4032) [PF13224.9]; Lipopolysaccharide kinase (Kdo/WaaP) family [PF06293.17]					0
GCF_001767255.1_NZ_CP017639.1_17	GCF_001767255.1	NZ_CP017639.1	17	15641	16765	-1	C	K10112	multiple sugar transport system ATP-binding protein [EC:7.5.2.-]								ABC transporter [PF00005.30]; TOBE domain [PF08402.13]					0
GCF_001767255.1_NZ_CP017639.1_18	GCF_001767255.1	NZ_CP017639.1	18	17163	18257	-1	C	K02016	iron complex transport system substrate-binding protein								Periplasmic binding protein [PF01497.21]					0
GCF_001767255.1_NZ_CP017639.1_19	GCF_001767255.1	NZ_CP017639.1	19	18508	18756	1	E															0
GCF_001767255.1_NZ_CP017639.1_20	GCF_001767255.1	NZ_CP017639.1	20	19105	19536	-1	D										Protein of unknown function, DUF488 [PF04343.16]					0
GCF_001767255.1_NZ_CP017639.1_21	GCF_001767255.1	NZ_CP017639.1	21	19533	20672	-1	C	K00027	malate dehydrogenase (oxaloacetate-decarboxylating) [EC:1.1.1.38]								Malic enzyme, NAD binding domain [PF03949.18]; Malic enzyme, N-terminal domain [PF00390.22]					0
GCF_001767255.1_NZ_CP017639.1_22	GCF_001767255.1	NZ_CP017639.1	22	20837	21820	1	E															0
GCF_001767255.1_NZ_CP017639.1_23	GCF_001767255.1	NZ_CP017639.1	23	21906	22385	1	D										Protein of unknown function (DUF2871) [PF11070.11]					0
GCF_001767255.1_NZ_CP017639.1_24	GCF_001767255.1	NZ_CP017639.1	24	22388	24010	1	D										Major Facilitator Superfamily [PF07690.19]; Fungal trichothecene efflux pump (TRI12) [PF06609.16]; Sugar (and other) transporter [PF00083.27]					0
GCF_001767255.1_NZ_CP017639.1_25	GCF_001767255.1	NZ_CP017639.1	25	24163	25167	-1	D										Protein of unknown function (DUF559) [PF04480.15]					0
GCF_001767255.1_NZ_CP017639.1_26	GCF_001767255.1	NZ_CP017639.1	26	25447	25803	-1	D										CRISPR-associated protein (Cas_Cas2CT1978) [PF09707.13]					0
GCF_001767255.1_NZ_CP017639.1_27	GCF_001767255.1	NZ_CP017639.1	27	25800	26690	-1	C	K15342	CRISP-associated protein Cas1								CRISPR associated protein Cas1 [PF01867.19]					0
GCF_001767255.1_NZ_CP017639.1_28	GCF_001767255.1	NZ_CP017639.1	28	26740	27453	-1	C	K19126	CRISPR system Cascade subunit CasE								CRISPR associated protein [PF08798.14]					0
GCF_001767255.1_NZ_CP017639.1_29	GCF_001767255.1	NZ_CP017639.1	29	27450	28172	-1	C	K19125	CRISPR system Cascade subunit CasD								CRISPR-associated protein (Cas_Cas5) [PF09704.13]					0
GCF_001767255.1_NZ_CP017639.1_30	GCF_001767255.1	NZ_CP017639.1	30	28169	29299	-1	C	K19124	CRISPR system Cascade subunit CasC								CT1975-like protein [PF09344.13]					0
GCF_001767255.1_NZ_CP017639.1_31	GCF_001767255.1	NZ_CP017639.1	31	29324	29953	-1	C	K19046	CRISPR system Cascade subunit CasB								CRISPR-associated protein Cse2 (CRISPR_cse2) [PF09485.13]					0
GCF_001767255.1_NZ_CP017639.1_32	GCF_001767255.1	NZ_CP017639.1	32	29946	31649	-1	C	K19123	CRISPR system Cascade subunit CasA								CRISPR-associated protein Cse1 (CRISPR_cse1) [PF09481.13]					0
GCF_001767255.1_NZ_CP017639.1_33	GCF_001767255.1	NZ_CP017639.1	33	31708	34494	-1	C	K07012	CRISPR-associated endonuclease/helicase Cas3 [EC:3.1.-.- 5.6.2.4]								Cas3 C-terminal domain [PF18395.4]; HD domain [PF18019.4]					0
