	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001303.1_1	QGNH01001303.1	QGNH01001303.1	1	13	156	-1	E																								0	False	F
QGNH01001303.1_2	QGNH01001303.1	QGNH01001303.1	2	153	302	-1	E																								0	False	F
QGNH01001303.1_3	QGNH01001303.1	QGNH01001303.1	3	442	831	-1	E																								0	False	F
QGNH01001303.1_4	QGNH01001303.1	QGNH01001303.1	4	1429	2007	-1	E																								0	False	F
QGNH01001303.1_5	QGNH01001303.1	QGNH01001303.1	5	2438	2845	1	E																								0	False	F
QGNH01001303.1_6	QGNH01001303.1	QGNH01001303.1	6	2832	2975	1	E																								0	False	F
QGNH01001303.1_7	QGNH01001303.1	QGNH01001303.1	7	2972	3181	1	E																								0	False	F
QGNH01001303.1_8	QGNH01001303.1	QGNH01001303.1	8	3178	3903	1	D																Methyltransferase domain [PF13578.9]								0	False	F
QGNH01001303.1_9	QGNH01001303.1	QGNH01001303.1	9	3903	4598	1	E																								0	False	F
QGNH01001303.1_10	QGNH01001303.1	QGNH01001303.1	10	4765	5163	1	E																								0	False	F
QGNH01001303.1_11	QGNH01001303.1	QGNH01001303.1	11	5244	5528	1	E																								0	False	
QGNH01001303.1_12	QGNH01001303.1	QGNH01001303.1	12	5525	5968	1	E																								0	False	
QGNH01001303.1_13	QGNH01001303.1	QGNH01001303.1	13	6019	6348	1	E																								0	False	
QGNH01001303.1_14	QGNH01001303.1	QGNH01001303.1	14	6394	6636	1	E																								0	False	
QGNH01001303.1_15	QGNH01001303.1	QGNH01001303.1	15	6641	6823	1	E																								0	False	
QGNH01001303.1_16	QGNH01001303.1	QGNH01001303.1	16	6820	6966	1	D																Ribbon-helix-helix domain [PF12651.10]								0	False	
QGNH01001303.1_17	QGNH01001303.1	QGNH01001303.1	17	6938	7990	1	D																	GT102	GT102 dTDP-beta-L-Rhap : O-antigen-polysaccharide alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289)		GT102.hmm				0	False	
QGNH01001303.1_18	QGNH01001303.1	QGNH01001303.1	18	7950	8603	1	D			YP_007673303.1	YP_007673303.1 glycosyl transferase [Tetraselmis viridis virus S20]	False	0.293	89.0	6.06e-19								Glycosyltransferase GT-D fold [PF08759.14]	GT101	GT101 beta-glucosyltransferase (EC 2.4.1.-)		GT101.hmm	VOG30831	sp|A0A0H2URB1|GLYD_STRPN Glycosyltransferase GlyD; Xh	Xh	0	False	
QGNH01001303.1_19	QGNH01001303.1	QGNH01001303.1	19	8606	10018	-1	D			YP_024923.1	YP_024923.1 TerL [Burkholderia phage BcepC6B]	False	0.325	224.0	2.077e-61								Phage terminase large subunit [PF04466.16]					VOG00230	sp|O31952|YONF_BACSU SPbeta prophage-derived uncharacterized protein YonF; Xu	Xu	0	False	
QGNH01001303.1_20	QGNH01001303.1	QGNH01001303.1	20	10011	10508	-1	E																								0	False	
QGNH01001303.1_21	QGNH01001303.1	QGNH01001303.1	21	10523	13387	1	E			YP_008320313.1	YP_008320313.1 head-tail adaptor [Puniceispirillum phage HMO-2011]	False	0.237	130.0	5.319999999999998e-29													VOG00516	sp|P03728|PORTL_BPT7 Portal protein; XpXrXs	Xr;Xs;Xp	0	False	V
QGNH01001303.1_22	QGNH01001303.1	QGNH01001303.1	22	13389	13814	1	E																								0	False	
QGNH01001303.1_23	QGNH01001303.1	QGNH01001303.1	23	13811	14065	1	E																								0	False	
QGNH01001303.1_24	QGNH01001303.1	QGNH01001303.1	24	14079	14432	1	E																								0	False	
QGNH01001303.1_25	QGNH01001303.1	QGNH01001303.1	25	14685	15848	1	E																								0	False	
QGNH01001303.1_26	QGNH01001303.1	QGNH01001303.1	26	15878	16855	1	D			YP_007010926.1	YP_007010926.1 major head protein [Deep-sea thermophilic phage D6E]	False	0.302	134.0	6.998e-33								P22 coat protein - gene protein 5 [PF11651.11]					VOG00529	sp|P19727|CAPSB_BPT7 Minor capsid protein; XrXs	Xr;Xs	0	False	V
QGNH01001303.1_27	QGNH01001303.1	QGNH01001303.1	27	16919	17344	1	D																Family of unknown function (DUF6682) [PF20387.1]								0	False	
QGNH01001303.1_28	QGNH01001303.1	QGNH01001303.1	28	17341	18051	1	E																					VOG04793	REFSEQ virion structural protein; Xu	Xu	0	False	
QGNH01001303.1_29	QGNH01001303.1	QGNH01001303.1	29	18051	18464	1	E			YP_009035931.1	YP_009035931.1 hypothetical protein GJ25_gp036 [Mycobacterium phage Hawkeye]	False	0.352	69.0	5.169e-13																0	False	
QGNH01001303.1_30	QGNH01001303.1	QGNH01001303.1	30	18467	20827	1	D			YP_007674373.1	YP_007674373.1 hypothetical protein SWZG_00008 [Synechococcus phage S-SKS1]	False	0.215	63.0	1.028e-08								Concanavalin A-like lectin/glucanases superfamily [PF13385.9]								0	False	MK
QGNH01001303.1_31	QGNH01001303.1	QGNH01001303.1	31	20842	21903	1	E			YP_010115331.1	YP_010115331.1 tail fiber protein [Sinorhizobium phage PBC5]	False	0.294	64.0	1.409e-09																0	False	
QGNH01001303.1_32	QGNH01001303.1	QGNH01001303.1	32	21906	23831	1	E			YP_010078806.1	YP_010078806.1 internal virion protein [Ralstonia phage GP4]	False	0.245	203.0	6.588999999999999e-53													VOG04218	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01001303.1_33	QGNH01001303.1	QGNH01001303.1	33	23831	25114	1	E																								0	False	
QGNH01001303.1_34	QGNH01001303.1	QGNH01001303.1	34	25114	26355	1	E																								0	False	
QGNH01001303.1_35	QGNH01001303.1	QGNH01001303.1	35	26519	26983	1	E			YP_009883837.1	YP_009883837.1 lysozyme murein hydrolase [Serratia phage Muldoon]	False	0.273	63.0	1.331e-10																0	False	
QGNH01001303.1_36	QGNH01001303.1	QGNH01001303.1	36	26993	27217	1	E																								0	False	
QGNH01001303.1_37	QGNH01001303.1	QGNH01001303.1	37	27219	27686	1	E																								0	False	
QGNH01001303.1_38	QGNH01001303.1	QGNH01001303.1	38	27686	27907	1	E																								0	False	
QGNH01001303.1_39	QGNH01001303.1	QGNH01001303.1	39	27908	28411	1	E																								0	False	
QGNH01001303.1_40	QGNH01001303.1	QGNH01001303.1	40	28408	28890	1	D																Acetyltransferase (GNAT) family [PF00583.28]								0	False	
QGNH01001303.1_41	QGNH01001303.1	QGNH01001303.1	41	28890	30653	1	E																								0	False	
QGNH01001303.1_42	QGNH01001303.1	QGNH01001303.1	42	30634	33168	1	E																								0	False	
QGNH01001303.1_43	QGNH01001303.1	QGNH01001303.1	43	33172	40548	1	E			YP_010665171.1	YP_010665171.1 DarB-like antirestriction [Ochrobactrum phage POI1126]	False	0.175	184.0	7.972999999999999e-45																0	False	F
QGNH01001303.1_44	QGNH01001303.1	QGNH01001303.1	44	40558	40713	1	E																								0	False	F
QGNH01001303.1_45	QGNH01001303.1	QGNH01001303.1	45	40714	41253	1	D									MER0808834	I87	MER0808834 - family I87 unassigned peptidase inhibitors (Desulfosporosinus acidiphilus) [I87.UPW]#I87#{inhibitor unit: 47-238}~source I4D831~	False	61.0	2.291e-09	0.279	SPFH domain / Band 7 family [PF01145.28]								0	False	MKPF
QGNH01001303.1_46	QGNH01001303.1	QGNH01001303.1	46	41260	42402	1	E			YP_010748038.1	YP_010748038.1 UDP-N-acetylmuramoylalanyl-D-glutamate--2,6- diaminopimelate ligase [Salmonella phage CTH7]	False	0.534	318.0	5.233e-95													VOG02246	sp|O31948|YONJ_BACSU SPbeta prophage-derived uncharacterized protein YonJ; Xu	Xu	0	False	F
QGNH01001303.1_47	QGNH01001303.1	QGNH01001303.1	47	42422	43066	1	C	K06952	5'-nucleotidase [EC:3.1.3.89]	YP_006989788.1	YP_006989788.1 deoxyribonucleoside 5' monophosphate phosphatase [Caulobacter phage CcrSwift]	False	0.361	108.0	3.577e-25													VOG02646	sp|P76514|YFDR_ECOLI Uncharacterized protein YfdR; Xu	Xu	0	False	F
QGNH01001303.1_48	QGNH01001303.1	QGNH01001303.1	48	43053	43202	1	E																								0	False	F
QGNH01001303.1_49	QGNH01001303.1	QGNH01001303.1	49	43555	43812	1	E			YP_007010547.1	YP_007010547.1 hypothetical protein F490_gp35 [Salinivibrio phage CW02]	False	0.588	70.0	2.498e-14													VOG02095	REFSEQ hypothetical protein; Xu	Xu	0	False	F
