locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
MHJH01000001.1_1_1		K03975	COG0586		phrog_33251		COG:COG0586	197	8.3e-28	92.5		DedA:
MHJH01000001.1_1_2	K00703	K00703	COG0297	GT5, GT5	phrog_2170		COG:COG0297	513	4.3e-215	712.3		GlgA:
MHJH01000001.1_1_3	K07405	K07405	COG1449	GH57			COG:COG1449	468	7.2e-47	155.0		:
MHJH01000001.1_1_4		K06131	COG1502		phrog_17878	VOG02802	KEGG:K06131	349	2.3e-79	262.6	2.7.8.-	clsA_B; cardiolipin synthase A/B
MHJH01000001.1_1_5			COG0391				COG:COG0391	319	1.7e-109	361.0		CofD:
MHJH01000001.1_1_6		K08984	COG3647				COG:COG3647	204	9.8e-09	29.1		YjdF:
MHJH01000001.1_1_7		K03553	COG0468		phrog_97	VOG04360	KEGG:K03553	334	7.7e-169	558.5		recA; recombination protein RecA
MHJH01000001.1_1_8		K15539	COG1426				COG:COG1426	213	1.2e-14	49.4		RodZ:
MHJH01000001.1_1_9		K03466	COG1674		phrog_1358, phrog_3551	VOG04831	COG:COG1674	602	5.1e-194	641.4		FtsK:
MHJH01000001.1_2_1												Hypothetical
MHJH01000001.1_3_1		K15778	COG1109		phrog_20109		KEGG:K15778	130	2.1e-29	97.3	5.4.2.8 5.4.2.2	pmm-pgm; phosphomannomutase / phosphoglucomutase
MHJH01000001.1_3_2		K15778	COG1109		phrog_20109		COG:COG1109	154	1.2e-37	124.5		ManB:
MHJH01000002.1_1_1		K09760	COG1322				COG:COG1322	150	4.2e-22	70.7		RmuC:
MHJH01000002.1_1_2												Hypothetical
MHJH01000002.1_1_3												Hypothetical
MHJH01000002.1_1_4		K09807	COG2968		phrog_36144		COG:COG2968	257	9.4e-66	216.8		YggE:
MHJH01000002.1_1_5	K01803	K01803	COG0149				COG:COG0149	262	1.5e-90	298.3		TpiA:Glycolysis
MHJH01000002.1_1_6		K07461	COG2827			VOG00754	COG:COG2827	85	2.8e-28	93.8		YhbQ:
MHJH01000002.1_2_1		K12574	COG0595		phrog_392	VOG01663	COG:COG0595	570	1.2e-197	653.0		RnjA:
MHJH01000002.1_2_2		K01867	COG0180		phrog_37857	VOG03131	COG:COG0180	191	4.2e-96	317.5		TrpS:Aminoacyl-tRNA synthetases
MHJH01000003.1_1_1		K07576	COG1782		phrog_36352		KEGG:K07576	86	1.6e-19	64.9		K07576; metallo-beta-lactamase family protein
MHJH01000003.1_1_2			COG1611			VOG02258	COG:COG1611	198	4.4e-28	92.4		PpnN:
MHJH01000003.1_1_3												Hypothetical
MHJH01000003.1_1_4		K07507	COG1285				COG:COG1285	159	5.7e-57	188.0		SapB:
MHJH01000003.1_1_5		K03834	COG0814				COG:COG0814	362	7.2e-17	55.5		SdaC:
MHJH01000003.1_1_6			COG1499				COG:COG1499	177	2.1e-11	29.5		NMD3:
MHJH01000003.1_1_7		K16567	COG3307				COG:COG3307	324	1.6e-23	77.6		RfaL:
MHJH01000003.1_2_1		K02847	COG3307				COG:COG3307	142	1.4e-17	58.1		RfaL:
MHJH01000003.1_2_2		K21929	COG1573		phrog_4335	VOG01016	COG:COG1573	190	1.4e-61	203.3		Udg4:
MHJH01000003.1_2_3												Hypothetical
MHJH01000003.1_2_4												Hypothetical
MHJH01000003.1_3_1		K03696	COG0542		phrog_4871	VOG02106	COG:COG0542	755	2.1e-189	626.4		ClpA:
MHJH01000003.1_3_2	K08161	K08161	COG2271		phrog_2034		FOAM:K08161	211	8.6e-19	62.2		mdtG; MFS transporter, DHA1 family, multidrug resistance protein
MHJH01000003.1_3_3		K02347	COG1796			VOG02266	COG:COG1796	581	5.9e-242	799.4		PolX:
MHJH01000003.1_3_4		K03975	COG0586		phrog_33251		COG:COG0586	224	1.2e-53	177.5		DedA:
MHJH01000003.1_3_5	K01518	K01518	COG1051		phrog_1198	VOG00129	FOAM:K01518	149	6.9e-43	142.4	3.6.1.17	NUDT2; bis(5'-nucleosidyl)-tetraphosphatase
MHJH01000003.1_3_6												Hypothetical
MHJH01000003.1_4_1												Hypothetical
MHJH01000003.1_4_2		K02887	COG0292		phrog_19526		COG:COG0292	115	3.8e-44	145.6		RplT:Ribosome 50S subunit
MHJH01000003.1_4_3			COG0291				COG:COG0291	60	1.3e-07	26.8		RpmI:Ribosome 50S subunit
MHJH01000003.1_4_4		K02520	COG0290		phrog_9787	VOG11642	COG:COG0290	153	1.5e-45	150.7		InfC:Translation factors
MHJH01000003.1_4_5		K03664	COG0691		phrog_6791	VOG15158	KEGG:K03664	148	1.9e-60	199.1		smpB; SsrA-binding protein
MHJH01000003.1_4_6												Hypothetical
MHJH01000003.1_4_7		K02616	COG3327				COG:COG3327	191	7.1e-15	49.6		PaaX:
MHJH01000003.1_4_8												Hypothetical
