locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
NZ_JACBYC010000063.1_1_204_-			COG0289				COG:COG0289	58	9.6e-08	28.1		DapB; Lysine biosynthesis
NZ_JACBYC010000063.1_204_683_-	K01714	K01714	COG0329				COG:COG0329	160	2.5e-42	141.3		DapA; Lysine biosynthesis
NZ_JACBYC010000157.1_3_365_-	K12132	K12132	COG2815		phrog_2361	VOG00098	COG:COG2815	121	1.7e-43	145.8		PASTA; 
NZ_JACBYC010000157.1_374_643_-		K20074	COG0631			VOG01488	COG:COG0631	90	1.7e-21	72.8		PTC1; 
NZ_JACBYC010000141.1_3_632_+		K01401	COG3227				KEGG:K01401	211	7.9e-86	285.3	3.4.24.29	aur; aureolysin
NZ_JACBYC010000023.1_3_230_+												Hypothetical
NZ_JACBYC010000098.1_2_628_+												Hypothetical
NZ_JACBYC010000172.1_1_624_+		K14195	COG3583				KEGG:K14195	209	9.4e-80	265.6		sasG; surface protein G
NZ_JACBYC010000129.1_2_622_-		K01870	COG0060		phrog_12710	VOG02932	COG:COG0060	208	2e-80	267.3		IleS; Aminoacyl-tRNA synthetases
NZ_JACBYC010000096.1_3_617_+		K22409	COG1388, COG1705	CBM50, CBM50, CBM50	phrog_2742, phrog_4602	VOG01034, VOG01034	KEGG:K22409	206	1.4e-88	293.4	3.5.1.28	sle1; N-acetylmuramoyl-L-alanine amidase
NZ_JACBYC010000147.1_440_616_-		K03437	COG0566				KEGG:K03437	59	1.8e-21	73.1		spoU; RNA methyltransferase, TrmH family
NZ_JACBYC010000255.1_2_610_-		K02847	COG5305				COG:COG5305	204	1.2e-11	40.2		; 
NZ_JACBYC010000185.1_209_2572_+												Hypothetical
NZ_JACBYC010000185.1_2659_4056_-		K09014	COG0719		phrog_12033		KEGG:K09014	459	1.9e-238	789.3		sufB; Fe-S cluster assembly protein SufB
NZ_JACBYC010000185.1_4049_4489_-		K04488	COG0822		phrog_8429	VOG17129	KEGG:K04488	138	3.8e-47	157.3		iscU, nifU; nitrogen fixation protein NifU and related proteins
