locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
JAMXHR010000001.1_1												Hypothetical
JAMXHR010000001.1_2												Hypothetical
JAMXHR010000001.1_3		K16238	COG0833				KEGG:K16238	150	1.2e-40	137.4		eat, eutP; ethanolamine permease
JAMXHR010000001.1_4		K16238	COG0833				KEGG:K16238	313	4.9e-77	257.6		eat, eutP; ethanolamine permease
JAMXHR010000001.1_5												Hypothetical
JAMXHR010000001.1_6												Hypothetical
JAMXHR010000001.1_7		K04801	COG0470		phrog_168	VOG00282	KEGG:K04801	342	6.2e-93	309.3		rfcS; replication factor C small subunit
JAMXHR010000001.1_8		K03072	COG0342				COG:COG0342	567	1e-83	279.7		SecD:
JAMXHR010000001.1_9		K03074	COG0341				COG:COG0341	302	1.6e-53	179.5		SecF:
JAMXHR010000001.1_10	K01493	K01493	COG2131		phrog_174	VOG04494	COG:COG2131	160	4.1e-83	278.1		ComEB:
JAMXHR010000001.1_11		K04030	COG1917				COG:COG1917	108	8.3e-17	59.3		QdoI:
JAMXHR010000001.1_12	K12234	K12234	COG1478				COG:COG1478	255	1.6e-99	331.3		CofE:
JAMXHR010000001.1_13												Hypothetical
JAMXHR010000001.1_14		K13283	COG0053		phrog_7308		COG:COG0053	165	8.6e-39	131.5		FieF:
JAMXHR010000001.1_15		K13283	COG0053		phrog_7308		COG:COG0053	188	3.7e-58	195.2		FieF:
JAMXHR010000001.1_16		K13993	COG0071		phrog_432	VOG07707	COG:COG0071	154	5.7e-46	155.0		IbpA:
JAMXHR010000001.1_17	K15635	K15635	COG3635				COG:COG3635	399	3.9e-167	554.0		ApgM:Glycolysis
JAMXHR010000001.1_18	K12524	K12524	COG0527		phrog_11129		COG:COG0527	438	2.4e-153	510.0		MetL1:Lysine biosynthesis
JAMXHR010000001.1_19												Hypothetical
JAMXHR010000001.1_20	K01933	K01933	COG0150		phrog_1207	VOG09964	COG:COG0150	261	7.8e-106	352.7		PurM:Purine biosynthesis
JAMXHR010000001.1_21			COG4033				COG:COG4033	130	3.8e-42	140.8		:
JAMXHR010000001.1_22			COG4081				COG:COG4081	93	1.5e-33	114.0		:
JAMXHR010000001.1_23			COG4081				COG:COG4081	68	1.4e-24	84.8		:
JAMXHR010000001.1_24			COG4033				COG:COG4033	101	5.3e-34	114.7		:
JAMXHR010000001.1_25												Hypothetical
JAMXHR010000001.1_26												Hypothetical
JAMXHR010000001.1_27		K01872	COG0013		phrog_28604		COG:COG0013	187	7.2e-41	138.0		AlaS:Aminoacyl-tRNA synthetases
JAMXHR010000001.1_28		K01872	COG0013		phrog_28604		COG:COG0013	152	1e-43	147.4		AlaS:Aminoacyl-tRNA synthetases
JAMXHR010000001.1_29		K01872	COG0013		phrog_28604, phrog_28604	VOG21387	COG:COG0013	566	8.8e-144	474.3		AlaS:Aminoacyl-tRNA synthetases
JAMXHR010000001.1_30		K07574	COG1534				COG:COG1534	87	1e-30	105.3		YhbY:
JAMXHR010000001.1_31			COG4742				COG:COG4742	264	1.2e-82	275.7		:
JAMXHR010000001.1_32		K04759	COG0370				COG:COG0370	732	2.3e-179	590.0		FeoB:
JAMXHR010000001.1_33												Hypothetical
JAMXHR010000001.1_34		K04758	COG1918				COG:COG1918	84	4.2e-18	63.4		FeoA:
JAMXHR010000001.1_35			COG4279		phrog_29996		COG:COG4279	221	1.6e-88	295.5		:
JAMXHR010000001.1_36		K15192	COG0553		phrog_29996	VOG00107	COG:COG0553	695	2.9e-221	735.1		HepA:
JAMXHR010000001.1_37												Hypothetical
JAMXHR010000001.1_38		K19360, K10407	COG4995	GT41	phrog_5208, phrog_5208	VOG02852	KEGG:K19360	742	5.1e-87	196.5		NPHP3; nephrocystin-3
JAMXHR010000001.1_39												Hypothetical
JAMXHR010000001.1_40		K03638	COG0521				COG:COG0521	88	9.6e-15	52.8		MoaB:Molybdopterin biosynthesis
JAMXHR010000001.1_41			COG4012				COG:COG4012	196	1.3e-59	199.6		AF0413:
JAMXHR010000001.1_42			COG4012				COG:COG4012	179	2.9e-54	182.1		AF0413:
JAMXHR010000001.1_43		K02866	COG0197				KEGG:K02866	174	2e-47	160.1		RP-L10e, RPL10; large subunit ribosomal protein L10e
JAMXHR010000001.1_44		K03238	COG1601, COG3269		phrog_11787	VOG01836	COG:COG1601	203	2.3e-57	190.4		GCD7:Translation factors
JAMXHR010000001.1_45		K22227	COG0535				COG:COG0535	384	1e-58	197.7		SkfB:
JAMXHR010000001.1_46		K01867	COG0180			VOG03131, VOG03131	COG:COG0180	492	1.3e-83	279.2		TrpS:Aminoacyl-tRNA synthetases
JAMXHR010000001.1_47												Hypothetical
JAMXHR010000001.1_48		K01889	COG0016		phrog_19793, phrog_19793	VOG21380	COG:COG0016	251	9.7e-96	319.8		PheS:Aminoacyl-tRNA synthetases
JAMXHR010000001.1_49												Hypothetical
JAMXHR010000001.1_50	K08151	K08151	COG0477		phrog_2034		FOAM:K08151	449	6.2e-94	313.4		tetA; MFS transporter, DHA1 family, tetracycline resistance protein
JAMXHR010000001.1_51												Hypothetical
JAMXHR010000001.1_52												Hypothetical
JAMXHR010000001.1_53												Hypothetical
JAMXHR010000001.1_54												Hypothetical
JAMXHR010000001.1_55			COG3328				COG:COG3328	429	2.5e-07	26.4		IS285:
JAMXHR010000001.1_56												Hypothetical
JAMXHR010000001.1_57		K10955				VOG31488	KEGG:K10955	496	1.2e-12	43.0		MUC2; mucin-2
JAMXHR010000001.1_58												Hypothetical
JAMXHR010000001.1_59		K04479	COG0389		phrog_1268	VOG12460	KEGG:K04479	203	1e-69	233.2	2.7.7.7	dbh; DNA polymerase IV (archaeal DinB-like DNA polymerase)
JAMXHR010000001.1_60		K04479	COG0389		phrog_1268	VOG12460	KEGG:K04479	178	4e-43	145.8	2.7.7.7	dbh; DNA polymerase IV (archaeal DinB-like DNA polymerase)
JAMXHR010000001.1_61	K00441	K00441	COG5270				COG:COG5270	124	6.7e-24	82.3		PUA:
JAMXHR010000001.1_62	K00390	K00390	COG5270		phrog_424	VOG01425	COG:COG5270	162	2.6e-79	265.4		PUA:
JAMXHR010000001.1_63	K00390	K07398, K00390	COG5270		phrog_424	VOG01425	COG:COG5270	317	1.9e-112	374.6		PUA:
JAMXHR010000001.1_64												Hypothetical
JAMXHR010000001.1_65		K07464	COG1468				COG:COG1468	273	7.8e-28	95.3		Cas4:CRISPR-Cas system
JAMXHR010000001.1_66		K07731	COG1709		phrog_8	VOG00002	COG:COG1709	60	1.3e-30	104.9		:
JAMXHR010000001.1_67		K07731	COG1709				COG:COG1709	125	1.3e-48	164.0		:
JAMXHR010000001.1_68		K22838	COG3425				COG:COG3425	350	1.1e-159	531.5		PksG:Isoprenoid biosynthesis
JAMXHR010000001.1_69	K07550	K07550	COG0183				COG:COG0183	391	3.7e-109	363.9		PaaJ:Fatty acid biosynthesis
JAMXHR010000001.1_70		K07068	COG1545				COG:COG1545	133	1.3e-48	164.0		:
JAMXHR010000001.1_71	K05873	K05873	COG1437				COG:COG1437	178	5e-67	223.8		CyaB:
JAMXHR010000001.1_72												Hypothetical
JAMXHR010000001.1_73												Hypothetical
JAMXHR010000001.1_74		K21903	COG0640		phrog_20880		KEGG:K21903	126	1.8e-45	153.5		cadC, smtB; ArsR family transcriptional regulator, lead/cadmium/zinc/bismuth-responsive transcriptional repressor
JAMXHR010000001.1_75		K01534, K17686	COG0474		phrog_12316	VOG20955	KEGG:K01534	665	2.5e-205	651.4	7.2.2.12 7.2.2.21	zntA; Zn2+/Cd2+-exporting ATPase
JAMXHR010000001.1_76		K01534	COG0474		phrog_12316	VOG20955	KEGG:K01534	113	7.1e-51	171.3	7.2.2.12 7.2.2.21	zntA; Zn2+/Cd2+-exporting ATPase
JAMXHR010000001.1_77		K08364					KEGG:K08364	67	7e-17	60.2		merP; periplasmic mercuric ion binding protein
JAMXHR010000001.1_78		K01874	COG0143		phrog_8598, phrog_8598	VOG02932, VOG02932	COG:COG0143	712	9.8e-260	861.7		MetG:Aminoacyl-tRNA synthetases
JAMXHR010000001.1_79												Hypothetical
JAMXHR010000001.1_80		K04773	COG0616		phrog_53	VOG07465	KEGG:K04773	302	6.3e-92	307.1	3.4.21.-	sppA; protease IV
JAMXHR010000001.1_81		K12035	COG4257				KEGG:K12035	2125	2.9e-111	371.3	2.3.2.27	TRIM71; tripartite motif-containing protein 71
JAMXHR010000001.1_82	K01178	K01178	COG3387	GH15			COG:COG3387	535	8.3e-95	316.5		SGA1:
JAMXHR010000001.1_83			COG3387				COG:COG3387	121	5.5e-13	46.1		SGA1:
JAMXHR010000001.1_84		K07013	COG1719				COG:COG1719	269	2e-39	133.7		:
JAMXHR010000001.1_85	K07405	K07405	COG1449	GH57			FOAM:K07405	399	2.6e-179	595.7	3.2.1.1	E3.2.1.1A; alpha-amylase
JAMXHR010000001.1_86	K07405	K07405	COG1449	GH57			FOAM:K07405	372	5.6e-83	277.4	3.2.1.1	E3.2.1.1A; alpha-amylase
JAMXHR010000001.1_87		K07487	COG3666		phrog_8928	VOG26515	COG:COG3666	176	3.6e-49	166.0		:
JAMXHR010000001.1_88		K07487	COG3666		phrog_8928	VOG26515	KEGG:K07487	80	1.5e-19	68.2		K07487; transposase
JAMXHR010000001.1_89	K03183	K03183	COG0500		phrog_22502	VOG00106	FOAM:K03183	202	2.8e-28	96.9	2.1.1.163 2.1.1.201	ubiE; demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase
JAMXHR010000001.1_90												Hypothetical
JAMXHR010000001.1_91		K03413	COG4753		phrog_5982	VOG00352	COG:COG4753	140	1.5e-39	133.9		YesN:
JAMXHR010000001.1_92	K02007	K02007	COG0310				COG:COG0310	178	2.8e-62	208.6		CbiM:
JAMXHR010000001.1_93	K02007	K02007	COG0310				COG:COG0310	53	1.4e-07	28.8		CbiM:
JAMXHR010000001.1_94		K02009					KEGG:K02009	102	4.8e-10	37.7		cbiN; cobalt/nickel transport protein
JAMXHR010000001.1_95	K10773	K10773	COG0177				COG:COG0177	181	2.5e-82	274.2		Nth:
JAMXHR010000001.1_96												Hypothetical
JAMXHR010000001.1_97	K00383	K00383	COG1249		phrog_6397	VOG16777	COG:COG1249	291	6.5e-90	300.7		Lpd:Glycine cleavagePyruvate oxidation
JAMXHR010000001.1_98												Hypothetical
JAMXHR010000001.1_99												Hypothetical
