locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
LBYQ01000001.1_1		K06400	COG1961		phrog_95	VOG00303	PHROG:phrog_95	248	1e-24	81.0		integrase
LBYQ01000001.1_2		K04772	COG0265		phrog_11383	VOG02002	COG:COG0265	343	4.4e-93	307.1		DegQ:
LBYQ01000001.1_3												Hypothetical
LBYQ01000001.1_4		K01869	COG0495, COG0495		phrog_12710, phrog_12710	VOG02932, VOG02932	KEGG:K01869	767	1.8e-286	943.4	6.1.1.4	LARS, leuS; leucyl-tRNA synthetase
LBYQ01000001.1_5		K02662	COG4972				COG:COG4972	498	7.4e-45	147.4		PilM:
LBYQ01000001.1_6												Hypothetical
LBYQ01000001.1_7												Hypothetical
LBYQ01000001.1_8		K02671	COG4967				COG:COG4967	215	1.8e-10	34.7		PilV:
LBYQ01000001.1_9		K08084	COG4970				COG:COG4970	153	4.4e-17	56.6		FimT:
LBYQ01000001.1_10		K02653	COG1459				COG:COG1459	404	2e-112	369.9		PulF:
LBYQ01000001.1_11		K02652	COG2804		phrog_19065		COG:COG2804	559	3.7e-208	687.6		PulE:
LBYQ01000001.1_12	K00525	K00525	COG0209		phrog_84, phrog_487	VOG00122	COG:COG0209	865	4.4e-238	785.9		NrdA:Pyrimidine salvage
LBYQ01000001.1_13		K03531	COG0206			VOG02516	COG:COG0206	384	1.2e-145	479.8		FtsZ:
LBYQ01000001.1_14		K14981	COG3437		phrog_731	VOG00352	KEGG:K14981	135	1.1e-26	87.6		chvI; two-component system, OmpR family, response regulator ChvI
LBYQ01000001.1_15	K07652	K07652	COG5002		phrog_857	VOG00352	FOAM:K07652	525	3.9e-77	254.3	2.7.13.3	vicK; two-component system, OmpR family, sensor histidine kinase VicK
LBYQ01000001.1_16		K19620	COG0500				KEGG:K19620	293	2.1e-35	116.1		phcB; extracellular factor (EF) 3-hydroxypalmitic acid methyl ester biosynthesis protein
LBYQ01000001.1_17												Hypothetical
LBYQ01000001.1_18		K03789	COG1670		phrog_1249	VOG00123	COG:COG1670	161	8e-26	85.2		RimL:
LBYQ01000001.1_19		K22226	COG0535		phrog_1802	VOG00127	COG:COG0535	385	1.6e-55	183.0		SkfB:
LBYQ01000001.1_20		K14163	COG0442, COG0442		phrog_35619, phrog_35619	VOG02983	KEGG:K14163	481	1.2e-162	536.8	6.1.1.17 6.1.1.15	EPRS; bifunctional glutamyl/prolyl-tRNA synthetase
LBYQ01000001.1_21					phrog_2155	VOG00300	PHROG:phrog_2155	699	7.8e-19	62.2		virion structural protein
LBYQ01000001.1_22												Hypothetical
LBYQ01000001.1_23		K00655	COG0204				COG:COG0204	209	5.7e-43	141.3		PlsC:Phospholipid biosynthesis
LBYQ01000001.1_24		K03590	COG0849				COG:COG0849	422	2.9e-126	416.6		FtsA:
LBYQ01000001.1_25		K07042	COG0319				COG:COG0319	153	5.4e-31	102.3		YbeY:16S rRNA modification
LBYQ01000001.1_26		K09117	COG1610		phrog_1460	VOG00720	COG:COG1610	152	5e-49	160.4		YqeY:
LBYQ01000001.1_27			COG0828		phrog_21469		COG:COG0828	71	5.3e-11	36.1		RpsU:Ribosome 30S subunit
LBYQ01000001.1_28		K02503	COG0537		phrog_19494	VOG09938	KEGG:K02503	122	6.6e-37	121.4		HINT1, hinT, hit; histidine triad (HIT) family protein
LBYQ01000001.1_29		K01892	COG0124			VOG02983	COG:COG0124	444	8.3e-130	427.3		HisS:Aminoacyl-tRNA synthetases
LBYQ01000001.1_30		K03100	COG0681		phrog_15562		COG:COG0681	197	2.3e-62	205.0		LepB:
LBYQ01000001.1_31		K01056	COG0193		phrog_30156, phrog_30156		COG:COG0193	169	6.9e-48	151.4		Pth:Translation factors
LBYQ01000001.1_32												Hypothetical
LBYQ01000001.1_33	K00940	K00940	COG0105			VOG09787, VOG09787	COG:COG0105	187	5.5e-58	190.6		Ndk:Pyrimidine biosynthesis
LBYQ01000001.1_34		K09759	COG0017		phrog_19509, phrog_19509	VOG03103	KEGG:K09759	451	1.3e-177	585.6	6.1.1.23	aspC, aspS; nondiscriminating aspartyl-tRNA synthetase
LBYQ01000001.1_35		K02238	COG2333		phrog_7043	VOG04183	COG:COG2333	284	1.1e-73	242.6		ComEC:
LBYQ01000001.1_36	K04564	K04564	COG0605			VOG32117	COG:COG0605	195	1.3e-54	180.0		SodA:
LBYQ01000001.1_37												Hypothetical
LBYQ01000001.1_38												Hypothetical
LBYQ01000001.1_39												Hypothetical
LBYQ01000001.1_40												Hypothetical
LBYQ01000001.1_41												Hypothetical
LBYQ01000001.1_42		K01462	COG0242		phrog_2890	VOG13488	COG:COG0242	173	1.2e-52	172.7		Def:
LBYQ01000001.1_43		K00604	COG0223		phrog_9240	VOG03147	COG:COG0223	279	8.7e-95	312.3		Fmt:
LBYQ01000001.1_44		K02456	COG2165		phrog_13280	VOG00821	COG:COG2165	148	1.1e-23	78.3		PulG:
LBYQ01000001.1_45												Hypothetical
LBYQ01000001.1_46												Hypothetical
LBYQ01000001.1_47		K02671	COG5276				COG:COG5276	460	2.6e-41	134.7		:
LBYQ01000001.1_48		K08085	COG4970				COG:COG4970	156	2.6e-18	60.6		FimT:
LBYQ01000001.1_49		K02653	COG1459				COG:COG1459	365	4.7e-107	352.1		PulF:
