	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
GCA_014297435.1_JACOQA010000001.1_1	GCA_014297435.1	JACOQA010000001.1	1	1	273	-1	E															0
GCA_014297435.1_JACOQA010000001.1_2	GCA_014297435.1	JACOQA010000001.1	2	273	752	-1	E															0
GCA_014297435.1_JACOQA010000001.1_3	GCA_014297435.1	JACOQA010000001.1	3	1016	1933	1	C	K03124	transcription initiation factor TFIIB								Transcription factor TFIIB repeat [PF00382.22]; TFIIB zinc-binding [PF08271.15]					0
GCA_014297435.1_JACOQA010000001.1_4	GCA_014297435.1	JACOQA010000001.1	4	1930	2772	-1	E															0
GCA_014297435.1_JACOQA010000001.1_5	GCA_014297435.1	JACOQA010000001.1	5	2817	4721	-1	D										NFACT N-terminal and middle domains [PF05833.14]; NFACT protein RNA binding domain [PF05670.16]					0
GCA_014297435.1_JACOQA010000001.1_6	GCA_014297435.1	JACOQA010000001.1	6	4761	5294	-1	C	K06024	segregation and condensation protein B								Segregation and condensation complex subunit ScpB [PF04079.19]					0
GCA_014297435.1_JACOQA010000001.1_7	GCA_014297435.1	JACOQA010000001.1	7	5327	6061	-1	C	K05896	segregation and condensation protein A								Segregation and condensation protein ScpA [PF02616.17]					0
GCA_014297435.1_JACOQA010000001.1_8	GCA_014297435.1	JACOQA010000001.1	8	6134	8731	-1	C	K03529	chromosome segregation protein								RecF/RecN/SMC N terminal domain [PF02463.22]; SMC proteins Flexible Hinge Domain [PF06470.16]; Eukaryotic membrane protein family [PF05346.14]; AAA domain, putative AbiEii toxin, Type IV TA system [PF13304.9]; AAA domain [PF13476.9]					0
GCA_014297435.1_JACOQA010000001.1_9	GCA_014297435.1	JACOQA010000001.1	9	8834	10000	-1	D										ell wall binding domain 2 (CWB2) [PF04122.15]					0
GCA_014297435.1_JACOQA010000001.1_10	GCA_014297435.1	JACOQA010000001.1	10	10120	10977	1	E															0
GCA_014297435.1_JACOQA010000001.1_11	GCA_014297435.1	JACOQA010000001.1	11	11001	11516	1	D										dUTPase [PF00692.22]					0
GCA_014297435.1_JACOQA010000001.1_12	GCA_014297435.1	JACOQA010000001.1	12	11550	12584	1	E															0
GCA_014297435.1_JACOQA010000001.1_13	GCA_014297435.1	JACOQA010000001.1	13	12688	14163	-1	C	K03327	multidrug resistance protein, MATE family								MatE [PF01554.21]					0
GCA_014297435.1_JACOQA010000001.1_14	GCA_014297435.1	JACOQA010000001.1	14	14255	14605	1	E															0
GCA_014297435.1_JACOQA010000001.1_15	GCA_014297435.1	JACOQA010000001.1	15	14614	14706	-1	E															0
