locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
NZ_CP095045.1_1		K07052	COG1266				COG:COG1266	182	4.9e-29	99.1		YdiL:
NZ_CP095045.1_2		K00231	COG1232				KEGG:K00231	517	1.5e-15	54.6	1.3.3.4 1.3.3.15	PPOX, hemY; protoporphyrinogen/coproporphyrinogen III oxidase
NZ_CP095045.1_3												Hypothetical
NZ_CP095045.1_4			COG5393				COG:COG5393	155	2.9e-10	37.4		YqjE:
NZ_CP095045.1_5												Hypothetical
NZ_CP095045.1_6		K13542	COG1587				COG:COG1587	264	4e-44	148.2		HemD:Heme biosynthesis
NZ_CP095045.1_7												Hypothetical
NZ_CP095045.1_8		K24130	COG0778				COG:COG0778	192	3.3e-42	142.4		NfnB:Pyrimidine degradation
NZ_CP095045.1_9		K13936	COG0679				KEGG:K13936	317	1.1e-81	272.4		mdcF; malonate transporter and related proteins
NZ_CP095045.1_10	K01652	K01652	COG0028		phrog_11199	VOG18554	COG:COG0028	616	7.1e-129	428.1		IlvB:Isoleucine, leucine, valine biosynthesis
NZ_CP095045.1_11		K01475	COG1878		phrog_31720		KEGG:K01475	261	8.7e-84	277.9	3.5.2.20	E3.5.2.20; isatin hydrolase
NZ_CP095045.1_12		K18476					KEGG:K18476	221	1.1e-35	121.2		tetR; TetR/AcrR family transcriptional regulator, tetracycline repressor protein
NZ_CP095045.1_13		K07047, K07047	COG1574				COG:COG1574	544	3.9e-134	445.7		YtcJ:
NZ_CP095045.1_14		K18218	COG1757, COG1757, COG1757				KEGG:K18218	459	4.8e-124	412.2		tet35; tetracycline resistance efflux pump
NZ_CP095045.1_15		K05596	COG2005		phrog_3736		KEGG:K05596	318	1.6e-121	403.3		iciA; LysR family transcriptional regulator, chromosome initiation inhibitor
NZ_CP095045.1_16		K06895	COG1279		phrog_16154		KEGG:K06895	205	4.1e-89	296.3		lysE, argO; L-lysine exporter family protein LysE/ArgO
NZ_CP095045.1_17	K03365	K03365	COG0590		phrog_174	VOG04494	FOAM:K03365	190	5.7e-74	246.0	3.5.4.1 3.5.4.21	FCY1; cytosine/creatinine deaminase
NZ_CP095045.1_18		K10974	COG1457				KEGG:K10974	438	7.1e-128	423.9		codB; cytosine permease
NZ_CP095045.1_19	K01620	K01620	COG2008		phrog_20062		COG:COG2008	350	1.9e-112	373.5		GLY1:
NZ_CP095045.1_20		K07052	COG1266				COG:COG1266	325	3e-21	73.5		YdiL:
NZ_CP095045.1_21	K01990	K01990	COG1131		phrog_293	VOG17303	COG:COG1131	328	1.7e-99	331.6		CcmA:
NZ_CP095045.1_22		K25143	COG0842				COG:COG0842	292	4.7e-57	191.7		YadH:
NZ_CP095045.1_23	K07778	K07778	COG4585				COG:COG4585	446	1.6e-62	209.4		ComP:
NZ_CP095045.1_24		K11618	COG4566		phrog_731	VOG00352	KEGG:K11618	214	2.3e-71	237.8		liaR; two-component system, NarL family, response regulator LiaR
