	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000130.1_1	QGNH01000130.1	QGNH01000130.1	1	3	215	-1	E																								0	False	F
QGNH01000130.1_2	QGNH01000130.1	QGNH01000130.1	2	212	826	-1	E																								0	False	F
QGNH01000130.1_3	QGNH01000130.1	QGNH01000130.1	3	831	1163	-1	E																								0	False	F
QGNH01000130.1_4	QGNH01000130.1	QGNH01000130.1	4	1174	2136	-1	D			YP_007354306.1	YP_007354306.1 peptidase [Acanthamoeba polyphaga moumouvirus]	False	0.306	100.0	2.492e-21	MER0428718	C01B	MER0428718 - subfamily C1B unassigned peptidases (Patulibacter sp. I11) [C01.UPB]#C01B#{peptidase unit: 36-306}~source ZP_09470002~	False	0.363	138.0	9.731e-34	Papain family cysteine protease [PF00112.26]					VOG07541	sp|Q91CL9|CATV_NPVAP Viral cathepsin; Xh	Xh	0	False	PF
QGNH01000130.1_5	QGNH01000130.1	QGNH01000130.1	5	2133	3002	-1	E																								0	False	F
QGNH01000130.1_6	QGNH01000130.1	QGNH01000130.1	6	3162	12668	-1	D																Prophage endopeptidase tail [PF06605.14]								0	False	F
QGNH01000130.1_7	QGNH01000130.1	QGNH01000130.1	7	12668	13153	-1	E																								0	False	
QGNH01000130.1_8	QGNH01000130.1	QGNH01000130.1	8	13175	13597	-1	E																								0	False	
QGNH01000130.1_9	QGNH01000130.1	QGNH01000130.1	9	13624	13755	-1	E																								0	False	
QGNH01000130.1_10	QGNH01000130.1	QGNH01000130.1	10	13764	14573	-1	D																Phage tail protein [PF05709.14]								0	False	
QGNH01000130.1_11	QGNH01000130.1	QGNH01000130.1	11	14579	16930	-1	E			NP_510993.1	NP_510993.1 tail length tape measure protein [Listeria phage PSA]	False	0.184	96.0	8.164e-19																0	False	
