	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000492.1_1	QGNH01000492.1	QGNH01000492.1	1	1	72	1	E																								0	False	F
QGNH01000492.1_2	QGNH01000492.1	QGNH01000492.1	2	182	916	1	D																Domain of unknown function (DUF4338) [PF14236.9]								0	False	F
QGNH01000492.1_3	QGNH01000492.1	QGNH01000492.1	3	913	1782	1	D			YP_003987312.1	YP_003987312.1 uncharacterized dTDP-4-dehydrorhamnose reductase domain protein [Acanthamoeba polyphaga mimivirus]	False	0.248	89.0	3.363e-18								RmlD substrate binding domain [PF04321.20]					VOG00055	sp|Q9SYM5|RHM1_ARATH Trifunctional UDP-glucose 4,6-dehydratase/UDP-4-keto-6-deoxy-D-glucose 3,5-epimerase/UDP-4-keto-L-rhamnose-reductase RHM1; Xh	Xh	0	False	MKF
QGNH01000492.1_4	QGNH01000492.1	QGNH01000492.1	4	1783	2073	-1	E																								0	False	F
QGNH01000492.1_5	QGNH01000492.1	QGNH01000492.1	5	2073	2438	-1	E																								0	False	F
QGNH01000492.1_6	QGNH01000492.1	QGNH01000492.1	6	2435	3691	-1	D			YP_010114514.1	YP_010114514.1 glycosyltransferase [Flavobacterium phage vB_FspM_immuto_2-6A]	False	0.473	338.0	3.612e-101								Glycosyl transferase family 2 [PF00535.29]	GT2_Glycos_transf_2	GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289); alternating beta-1,3/4-N-acetylmannan synthase (2.4.1.-); UDP-GlcA: N-acetylglucosaminyl-proteoglycan beta-1,4-glucuronosyltransferase (EC 2.4.1.225); [inverting] UDP-Glc: glycocin S-beta-glucosyltransferase (EC 2.4.1.-); [inverting] UDP-Glc: protein O-beta-glucosyltransferase (EC 2.4.1.-)		GT2_Glycos_transf_2.hmm				0	False	MF
QGNH01000492.1_7	QGNH01000492.1	QGNH01000492.1	7	3693	4397	-1	E																								0	False	F
QGNH01000492.1_8	QGNH01000492.1	QGNH01000492.1	8	4471	4674	-1	E																								0	False	F
QGNH01000492.1_9	QGNH01000492.1	QGNH01000492.1	9	4661	5578	-1	E																								0	False	F
QGNH01000492.1_10	QGNH01000492.1	QGNH01000492.1	10	5575	6246	-1	E			YP_003969904.1	YP_003969904.1 hypothetical protein crov272 [Cafeteria roenbergensis virus BV-PW1]	False	0.266	86.0	8.384e-18													VOG00464	REFSEQ hypothetical protein; Xu	Xu	0	False	
