	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000495.1_1	QGNH01000495.1	QGNH01000495.1	1	1	2184	-1	D																Protein of unknown function (DUF3376) [PF11856.11]								0	False	F
QGNH01000495.1_2	QGNH01000495.1	QGNH01000495.1	2	2752	3069	1	E																								0	False	F
QGNH01000495.1_3	QGNH01000495.1	QGNH01000495.1	3	3047	3316	1	E																								0	False	F
QGNH01000495.1_4	QGNH01000495.1	QGNH01000495.1	4	3402	3860	1	E																								0	False	F
QGNH01000495.1_5	QGNH01000495.1	QGNH01000495.1	5	4455	5111	1	E																								0	False	F
QGNH01000495.1_6	QGNH01000495.1	QGNH01000495.1	6	5365	6006	1	E																								0	False	
QGNH01000495.1_7	QGNH01000495.1	QGNH01000495.1	7	6233	6475	1	E																								0	False	
QGNH01000495.1_8	QGNH01000495.1	QGNH01000495.1	8	6472	7053	1	E																								0	False	
QGNH01000495.1_9	QGNH01000495.1	QGNH01000495.1	9	7050	7268	1	E																								0	False	
QGNH01000495.1_10	QGNH01000495.1	QGNH01000495.1	10	7300	7509	1	E																								0	False	
QGNH01000495.1_11	QGNH01000495.1	QGNH01000495.1	11	7561	7812	1	E																								0	False	
QGNH01000495.1_12	QGNH01000495.1	QGNH01000495.1	12	7882	8094	-1	E																								0	False	
QGNH01000495.1_13	QGNH01000495.1	QGNH01000495.1	13	8341	8715	1	E																								0	False	
QGNH01000495.1_14	QGNH01000495.1	QGNH01000495.1	14	8732	8938	1	E																								0	False	
QGNH01000495.1_15	QGNH01000495.1	QGNH01000495.1	15	9247	11769	1	E			YP_009212888.1	YP_009212888.1 tail fiber protein [Ralstonia phage RSL2]	False	0.574	80.0	5.907e-14																0	False	
QGNH01000495.1_16	QGNH01000495.1	QGNH01000495.1	16	11986	13236	1	D			YP_002117563.1	YP_002117563.1 major head protein [Rhizobium phage 16-3]	False	0.369	259.0	5.793e-74								Phage capsid family [PF05065.16]					VOG00134	sp|O64210|CAPSD_BPMD2 Probable major capsid protein gp17; Xs	Xs	0	False	V
QGNH01000495.1_17	QGNH01000495.1	QGNH01000495.1	17	13407	14144	-1	E																								0	False	
QGNH01000495.1_18	QGNH01000495.1	QGNH01000495.1	18	14273	14923	-1	D																SOS response associated peptidase (SRAP) [PF02586.17]					VOG12468	sp|O31916|YOQW_BACSU Abasic site processing protein YoqW; Xh	Xh	0	False	
QGNH01000495.1_19	QGNH01000495.1	QGNH01000495.1	19	15073	15702	1	D			YP_009904628.1	YP_009904628.1 hypothetical protein H1O17_gp250 [Burkholderia phage BcepSauron]	False	0.411	75.0	4.261e-14								DNA repair protein MmcB-like [PF06319.15]								0	False	
QGNH01000495.1_20	QGNH01000495.1	QGNH01000495.1	20	15726	16178	1	E																								0	False	
QGNH01000495.1_21	QGNH01000495.1	QGNH01000495.1	21	16201	16434	1	E																								0	False	
QGNH01000495.1_22	QGNH01000495.1	QGNH01000495.1	22	16574	17392	1	E																								0	False	
QGNH01000495.1_23	QGNH01000495.1	QGNH01000495.1	23	17745	18191	-1	E																					VOG02428	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01000495.1_24	QGNH01000495.1	QGNH01000495.1	24	18490	18795	1	E																								0	False	
QGNH01000495.1_25	QGNH01000495.1	QGNH01000495.1	25	18807	19034	1	E																								0	False	
QGNH01000495.1_26	QGNH01000495.1	QGNH01000495.1	26	19194	19451	1	E																								0	False	
QGNH01000495.1_27	QGNH01000495.1	QGNH01000495.1	27	19417	20523	1	D			YP_001686913.1	YP_001686913.1 integrase [Azospirillum phage Cd]	False	0.334	145.0	5.4620000000000006e-36								Phage integrase family [PF00589.25]					VOG00056	sp|P22877|INTR_SACER Integrase; XhXr	Xr;Xh	0	False	V
QGNH01000495.1_28	QGNH01000495.1	QGNH01000495.1	28	20910	21164	1	E																								0	False	
