Target Name	KO ID	EC value	E-Value (sequence)	Score (domain)
strain_GIC31_complete_genome_745	K00001,K00002	1.1.1.1	5.4e-26	88.8
strain_GIC31_complete_genome_2156	K00001,K00002	1.1.1.1	8.3e-51	169.8
strain_GIC31_complete_genome_1587	K00001,K00002	1.1.1.1	2.1e-43	145.7
strain_GIC31_complete_genome_2881	K00001,K00002	1.1.1.1	3.5e-33	112.2
strain_GIC31_complete_genome_1458	K00001,K00002	1.1.1.1	4.1e-30	102.2
strain_GIC31_complete_genome_2151	K00001,K00121	1.1.1.1	4.7e-62	59.9
strain_GIC31_complete_genome_2000	K00001,K00121	1.1.1.1	5.2e-14	33.7
strain_GIC31_complete_genome_311	K00001,K00121	1.1.1.1	1.1e-10	32.7
strain_GIC31_complete_genome_1265	K00001,K00121	1.1.1.1	1e-23	32.2
strain_GIC31_complete_genome_2151	K00001,K00121	1.1.1.1	4.7e-62	114.2
strain_GIC31_complete_genome_1265	K00001,K00344	1.1.1.1	3.2e-31	67.3
strain_GIC31_complete_genome_1265	K00001,K00344	1.1.1.1	3.6e-20	51.1
strain_GIC31_complete_genome_2151	K00001,K00344	1.1.1.1	8.8e-13	45.0
strain_GIC31_complete_genome_1265	K00001,K00344	1.1.1.1	3.2e-31	41.1
strain_GIC31_complete_genome_2000	K00001,K00344	1.1.1.1	1.3e-08	30.3
strain_GIC31_complete_genome_1820	K00001,K01629	1.1.1.1	1.3e-27	94.2
strain_GIC31_complete_genome_1422	K00001,K01629	1.1.1.1	1.4e-27	93.6
strain_GIC31_complete_genome_160	K00001,K01629	1.1.1.1	6.2e-27	91.5
strain_GIC31_complete_genome_500	K00001,K01629	1.1.1.1	1.2e-25	87.3
strain_GIC31_complete_genome_2873	K00001,K01629	1.1.1.1	9.6e-32	107.3
strain_GIC31_complete_genome_1579	K00001,K04072	1.1.1.1	9.7e-133	439.3
strain_GIC31_complete_genome_2826	K00001,K04072	1.1.1.1	1.1e-12	38.5
strain_GIC31_complete_genome_1579	K00001,K04072	1.1.1.1	2.8e-91	301.4
strain_GIC31_complete_genome_1220	K00001,K04072	1.1.1.1	2.4e-47	159.0
strain_GIC31_complete_genome_949	K00001,K04072	1.1.1.1	1.9e-42	142.5
strain_GIC31_complete_genome_1265	K00001,K13953,K00100,K00540	1.1.1.1
	1.3e-20	49.1
strain_GIC31_complete_genome_2151	K00001,K13953,K00100,K00540	1.1.1.1
	8.3e-14	48.4
strain_GIC31_complete_genome_2000	K00001,K13953,K00100,K00540	1.1.1.1
	6.9e-21	38.1
strain_GIC31_complete_genome_2000	K00001,K13953,K00100,K00540	1.1.1.1
	6.9e-21	33.5
strain_GIC31_complete_genome_311	K00001,K13953,K00100,K00540	1.1.1.1
	4.3e-14	26.3
strain_GIC31_complete_genome_1265	K00001,K13953,K00344	1.1.1.1	6.5e-22	51.4
strain_GIC31_complete_genome_311	K00001,K13953,K00344	1.1.1.1	2.5e-20	48.5
strain_GIC31_complete_genome_2000	K00001,K13953,K00344	1.1.1.1	2.5e-19	39.4
strain_GIC31_complete_genome_2000	K00001,K13953,K00344	1.1.1.1	2.5e-19	28.0
strain_GIC31_complete_genome_1265	K00001,K13953,K00344	1.1.1.1	6.5e-22	26.6
strain_GIC31_complete_genome_1265	K00001,K13953,K01568	1.1.1.1	6.5e-22	45.0
strain_GIC31_complete_genome_2000	K00001,K13953,K01568	1.1.1.1	2e-13	37.1
strain_GIC31_complete_genome_2151	K00001,K13953,K01568	1.1.1.1	2.5e-10	36.7
strain_GIC31_complete_genome_1265	K00001,K13953,K01568	1.1.1.1	6.5e-22	33.9
strain_GIC31_complete_genome_311	K00001,K13953,K01568	1.1.1.1	9.6e-10	31.9
strain_GIC31_complete_genome_1265	K00001,K13953	1.1.1.1
	1.9e-32	65.0
strain_GIC31_complete_genome_2151	K00001,K13953	1.1.1.1
	4.8e-14	45.0
strain_GIC31_complete_genome_2151	K00001,K13953	1.1.1.1
	9.6e-11	38.3
strain_GIC31_complete_genome_2000	K00001,K13953	1.1.1.1
	2.2e-14	34.5
strain_GIC31_complete_genome_1265	K00001,K13953	1.1.1.1
	2.2e-22	28.6
strain_GIC31_complete_genome_2826	K00001,K13954	1.1.1.1
	8.7e-17	48.4
strain_GIC31_complete_genome_1579	K00001,K13954	1.1.1.1
	6.3e-101	332.3
strain_GIC31_complete_genome_1579	K00001,K13954	1.1.1.1
	2e-90	298.5
