NC_048179_orf678	4bdb308db1781d442c038687d1b23963	485	Pfam	PF04466	Phage terminase large subunit	22	196	6.1E-7	T	24-06-2023	IPR035412	Phage terminase large subunit, N-terminal
NC_048179_orf678	4bdb308db1781d442c038687d1b23963	485	Gene3D	G3DSA:3.30.420.280	-	250	478	4.4E-22	T	24-06-2023	-	-
NC_048179_orf678	4bdb308db1781d442c038687d1b23963	485	Gene3D	G3DSA:3.40.50.300	-	15	246	4.0E-24	T	24-06-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
NC_048179_orf1111	a76541c54653013c93bf44ffd803dc87	673	Gene3D	G3DSA:3.30.420.10	-	49	264	1.7E-30	T	24-06-2023	IPR036397	Ribonuclease H superfamily
NC_048179_orf1111	a76541c54653013c93bf44ffd803dc87	673	Pfam	PF01612	3'-5' exonuclease	73	241	6.0E-8	T	24-06-2023	IPR002562	3'-5' exonuclease domain
NC_048179_orf1111	a76541c54653013c93bf44ffd803dc87	673	SMART	SM00482	polaultra3	410	636	1.3E-16	T	24-06-2023	IPR001098	DNA-directed DNA polymerase, family A, palm domain
NC_048179_orf1111	a76541c54653013c93bf44ffd803dc87	673	Pfam	PF00476	DNA polymerase family A	278	671	2.9E-68	T	24-06-2023	IPR001098	DNA-directed DNA polymerase, family A, palm domain
NC_048179_orf1111	a76541c54653013c93bf44ffd803dc87	673	PRINTS	PR00868	DNA-polymerase family A (pol I) signature	619	632	2.0E-29	T	24-06-2023	IPR002298	DNA polymerase A
NC_048179_orf1111	a76541c54653013c93bf44ffd803dc87	673	PRINTS	PR00868	DNA-polymerase family A (pol I) signature	424	447	2.0E-29	T	24-06-2023	IPR002298	DNA polymerase A
NC_048179_orf1111	a76541c54653013c93bf44ffd803dc87	673	PRINTS	PR00868	DNA-polymerase family A (pol I) signature	590	606	2.0E-29	T	24-06-2023	IPR002298	DNA polymerase A
NC_048179_orf1111	a76541c54653013c93bf44ffd803dc87	673	PRINTS	PR00868	DNA-polymerase family A (pol I) signature	378	400	2.0E-29	T	24-06-2023	IPR002298	DNA polymerase A
NC_048179_orf1111	a76541c54653013c93bf44ffd803dc87	673	PRINTS	PR00868	DNA-polymerase family A (pol I) signature	480	505	2.0E-29	T	24-06-2023	IPR002298	DNA polymerase A
NC_048179_orf1111	a76541c54653013c93bf44ffd803dc87	673	PRINTS	PR00868	DNA-polymerase family A (pol I) signature	539	550	2.0E-29	T	24-06-2023	IPR002298	DNA polymerase A
NC_048179_orf1111	a76541c54653013c93bf44ffd803dc87	673	Gene3D	G3DSA:1.20.1060.10	Taq DNA Polymerase; Chain T, domain 4	266	375	7.5E-15	T	24-06-2023	-	-
