	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
GCF_000147875.1_NC_014507.1_1	GCF_000147875.1	NC_014507.1	1	148	288	1	E															0
GCF_000147875.1_NC_014507.1_2	GCF_000147875.1	NC_014507.1	2	462	1775	1	C	K10725	archaeal cell division control protein 6								CDC6, C terminal winged helix domain [PF09079.14]; AAA domain [PF13401.9]					0
GCF_000147875.1_NC_014507.1_3	GCF_000147875.1	NC_014507.1	3	1828	2343	1	D										Lrp/AsnC ligand binding domain [PF01037.24]; Winged helix-turn-helix DNA-binding [PF13412.9]					0
GCF_000147875.1_NC_014507.1_4	GCF_000147875.1	NC_014507.1	4	2350	3513	1	C	K10907	aminotransferase [EC:2.6.1.-]								Aminotransferase class I and II [PF00155.24]; Orn/Lys/Arg decarboxylase, major domain [PF01276.23]; Beta-eliminating lyase [PF01212.24]					0
GCF_000147875.1_NC_014507.1_5	GCF_000147875.1	NC_014507.1	5	3934	6636	-1	C	K09118	uncharacterized protein								Uncharacterised protein family (UPF0182) [PF03699.16]					0
GCF_000147875.1_NC_014507.1_6	GCF_000147875.1	NC_014507.1	6	6726	7520	-1	D										PHP-associated [PF13263.9]					0
GCF_000147875.1_NC_014507.1_7	GCF_000147875.1	NC_014507.1	7	7637	8605	-1	D										PAS domain [PF13426.10]; PAS fold [PF00989.28]; PAS fold [PF08448.13]					0
GCF_000147875.1_NC_014507.1_8	GCF_000147875.1	NC_014507.1	8	8867	9868	1	C	K01939	adenylosuccinate synthase [EC:6.3.4.4]								Adenylosuccinate synthetase [PF00709.24]					0
GCF_000147875.1_NC_014507.1_9	GCF_000147875.1	NC_014507.1	9	9880	10071	1	C	K09791	uncharacterized protein													0
GCF_000147875.1_NC_014507.1_10	GCF_000147875.1	NC_014507.1	10	10095	10619	1	E															0
GCF_000147875.1_NC_014507.1_11	GCF_000147875.1	NC_014507.1	11	10598	11527	1	C	K02227	adenosylcobinamide-phosphate synthase [EC:6.3.1.10]								CobD/Cbib protein [PF03186.16]					0
GCF_000147875.1_NC_014507.1_12	GCF_000147875.1	NC_014507.1	12	11562	12380	-1	C	K24447	archaeosortase A [EC:3.4.22.-]	MER0537674	C106	MER0537674 - family C106 non-peptidase homologues (Methanosphaerula palustris) [C106.UNW]#C106#{peptidase unit: 24-267}~source WP_012618709~	False	0.546	250.0	6.584e-73	Transmembrane exosortase (Exosortase_EpsH) [PF09721.13]					0
GCF_000147875.1_NC_014507.1_13	GCF_000147875.1	NC_014507.1	13	12542	13711	1	C	K00936	two-component system, sensor histidine kinase PdtaS [EC:2.7.13.3]								Histidine kinase [PF07568.15]; Histidine kinase-like ATPase domain [PF13581.9]; Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase [PF02518.29]					0
GCF_000147875.1_NC_014507.1_14	GCF_000147875.1	NC_014507.1	14	13720	14121	1	D										Response regulator receiver domain [PF00072.27]					0
GCF_000147875.1_NC_014507.1_15	GCF_000147875.1	NC_014507.1	15	14793	15410	-1	D										LysE type translocator [PF01810.21]					0
GCF_000147875.1_NC_014507.1_16	GCF_000147875.1	NC_014507.1	16	15476	16228	-1	C	K02013	iron complex transport system ATP-binding protein [EC:7.2.2.-]								ABC transporter [PF00005.30]					0
GCF_000147875.1_NC_014507.1_17	GCF_000147875.1	NC_014507.1	17	16225	17304	-1	C	K02015	iron complex transport system permease protein								FecCD transport family [PF01032.21]					0
GCF_000147875.1_NC_014507.1_18	GCF_000147875.1	NC_014507.1	18	17319	18410	-1	C	K02016	iron complex transport system substrate-binding protein								Periplasmic binding protein [PF01497.21]					0
GCF_000147875.1_NC_014507.1_19	GCF_000147875.1	NC_014507.1	19	18837	19928	-1	C	K02016	iron complex transport system substrate-binding protein								Periplasmic binding protein [PF01497.21]					0
GCF_000147875.1_NC_014507.1_20	GCF_000147875.1	NC_014507.1	20	20237	21079	-1	D										Methyltransferase domain [PF13847.9]; Methyltransferase domain [PF13489.9]; Ribosomal RNA adenine dimethylase [PF00398.23]; Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PCMT) [PF01135.22]; Methyltransferase domain [PF08242.15]					0
GCF_000147875.1_NC_014507.1_21	GCF_000147875.1	NC_014507.1	21	21384	23192	1	D										Protein of unknown function (DUF3344) [PF11824.11]; CARDB [PF07705.14]					0
GCF_000147875.1_NC_014507.1_22	GCF_000147875.1	NC_014507.1	22	23179	24162	1	D										Protein of unknown function (DUF3344) [PF11824.11]					0
GCF_000147875.1_NC_014507.1_23	GCF_000147875.1	NC_014507.1	23	24170	24832	1	C	K02003	putative ABC transport system ATP-binding protein								ABC transporter [PF00005.30]; RecF/RecN/SMC N terminal domain [PF02463.22]					0
GCF_000147875.1_NC_014507.1_24	GCF_000147875.1	NC_014507.1	24	24835	26046	1	C	K02004	putative ABC transport system permease protein								MacB-like periplasmic core domain [PF12704.10]; FtsX-like permease family [PF02687.24]					0
GCF_000147875.1_NC_014507.1_25	GCF_000147875.1	NC_014507.1	25	26043	30743	1	D										Protein of unknown function (DUF3344) [PF11824.11]; PEGA domain [PF08308.14]					0
GCF_000147875.1_NC_014507.1_26	GCF_000147875.1	NC_014507.1	26	30720	30851	-1	E															0
GCF_000147875.1_NC_014507.1_27	GCF_000147875.1	NC_014507.1	27	30932	31189	1	E															0
GCF_000147875.1_NC_014507.1_28	GCF_000147875.1	NC_014507.1	28	31226	32536	1	D										Protein of unknown function (DUF3344) [PF11824.11]; CARDB [PF07705.14]					0
GCF_000147875.1_NC_014507.1_29	GCF_000147875.1	NC_014507.1	29	33082	41019	1	D			MER0068633	C40	MER0068633 - family C40 non-peptidase homologues (Methanosarcina barkeri) [C40.UNW]#C40#{peptidase unit: 171-861}~source YP_306945~	False	0.44	257.0	1.896e-66	Protein of unknown function (DUF3344) [PF11824.11]; PKD domain [PF18911.3]; PKD domain [PF00801.23]; FG-GAP-like repeat [PF13517.9]; CARDB [PF07705.14]					0
GCF_000147875.1_NC_014507.1_30	GCF_000147875.1	NC_014507.1	30	41116	42852	1	E															0
GCF_000147875.1_NC_014507.1_31	GCF_000147875.1	NC_014507.1	31	42868	43314	-1	C	K22900	tRNA (adenine37-N6)-methyltransferase [EC:2.1.1.-]								tRNA-methyltransferase O [PF01980.19]					0
GCF_000147875.1_NC_014507.1_32	GCF_000147875.1	NC_014507.1	32	43328	43942	-1	C	K11261	formylmethanofuran dehydrogenase subunit E [EC:1.2.7.12]								FmdE, Molybdenum formylmethanofuran dehydrogenase operon [PF02663.17]					0
GCF_000147875.1_NC_014507.1_33	GCF_000147875.1	NC_014507.1	33	43997	44620	-1	D										Tetracyclin repressor-like, C-terminal domain [PF16295.8]; Bacterial regulatory proteins, tetR family [PF00440.26]					0
GCF_000147875.1_NC_014507.1_34	GCF_000147875.1	NC_014507.1	34	44622	45842	-1	C	K07079	uncharacterized protein								Aldo/keto reductase family [PF00248.24]; 4Fe-4S dicluster domain [PF13187.9]; 4Fe-4S dicluster domain [PF13183.9]					0
GCF_000147875.1_NC_014507.1_35	GCF_000147875.1	NC_014507.1	35	46158	48302	1	D										Membrane-associated sensor domain [PF17159.7]; Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase [PF02518.29]; PAS fold [PF08448.13]; PAS domain [PF13426.10]; PAS fold [PF00989.28]					0
GCF_000147875.1_NC_014507.1_36	GCF_000147875.1	NC_014507.1	36	48343	48909	1	D										ubiE/COQ5 methyltransferase family [PF01209.21]; Methyltransferase domain [PF08241.15]; Methyltransferase domain [PF13649.9]; Methyltransferase domain [PF13847.9]; Methyltransferase domain [PF13489.9]; Methyltransferase domain [PF08242.15]; Protein of unknown function (DUF1698) [PF08003.14]; Methyltransferase small domain [PF05175.17]; Methionine biosynthesis protein MetW [PF07021.15]; Nodulation protein S (NodS) [PF05401.14]					0
GCF_000147875.1_NC_014507.1_37	GCF_000147875.1	NC_014507.1	37	49054	49293	-1	E															0
GCF_000147875.1_NC_014507.1_38	GCF_000147875.1	NC_014507.1	38	49350	49853	-1	E															0
GCF_000147875.1_NC_014507.1_39	GCF_000147875.1	NC_014507.1	39	50019	51212	-1	D										PEGA domain [PF08308.14]					0
GCF_000147875.1_NC_014507.1_40	GCF_000147875.1	NC_014507.1	40	51214	51825	1	E															0
GCF_000147875.1_NC_014507.1_41	GCF_000147875.1	NC_014507.1	41	51994	52215	1	E															0
