	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
NC_008293.1_NC_008293.1_1	NC_008293.1	NC_008293.1	1	1	741	1	D										Polyhedrin [PF00738.21]					0
NC_008293.1_NC_008293.1_2	NC_008293.1	NC_008293.1	2	738	2138	-1	E															0
NC_008293.1_NC_008293.1_3	NC_008293.1	NC_008293.1	3	2235	3029	1	D										Protein kinase domain [PF00069.28]; Protein tyrosine and serine/threonine kinase [PF07714.20]; Kinase-like [PF14531.9]; Fungal protein kinase [PF17667.4]; Lipopolysaccharide kinase (Kdo/WaaP) family [PF06293.17]					0
NC_008293.1_NC_008293.1_4	NC_008293.1	NC_008293.1	4	3253	5613	-1	E															0
NC_008293.1_NC_008293.1_5	NC_008293.1	NC_008293.1	5	6705	7784	1	E															0
NC_008293.1_NC_008293.1_6	NC_008293.1	NC_008293.1	6	8197	9261	1	D										Baculoviral E56 protein, specific to ODV envelope [PF04639.15]					0
NC_008293.1_NC_008293.1_7	NC_008293.1	NC_008293.1	7	9460	11565	-1	D										Trans-activating transcriptional regulator [PF03430.16]					0
NC_008293.1_NC_008293.1_8	NC_008293.1	NC_008293.1	8	11700	12326	1	D										Nucleopolyhedrovirus protein of unknown function (DUF884) [PF05959.14]					0
NC_008293.1_NC_008293.1_9	NC_008293.1	NC_008293.1	9	12347	12625	-1	D										Chitin binding Peritrophin-A domain [PF01607.27]					0
NC_008293.1_NC_008293.1_10	NC_008293.1	NC_008293.1	10	12709	13554	-1	D										Baculovirus occlusion-derived virus envelope protein EC27 [PF05314.14]					0
NC_008293.1_NC_008293.1_11	NC_008293.1	NC_008293.1	11	13912	15408	-1	D										Baculovirus Y142 protein [PF04913.15]					0
NC_008293.1_NC_008293.1_12	NC_008293.1	NC_008293.1	12	15478	16323	-1	D										Baculovirus immediate-early protein (IE-0) [PF05290.14]					0
NC_008293.1_NC_008293.1_13	NC_008293.1	NC_008293.1	13	16982	17956	1	D										Baculoviridae ME53 [PF06061.14]					0
NC_008293.1_NC_008293.1_14	NC_008293.1	NC_008293.1	14	18102	18503	-1	E															0
NC_008293.1_NC_008293.1_15	NC_008293.1	NC_008293.1	15	18543	20522	1	D										Baculoviridae P74 N-terminal [PF08404.13]; Baculoviridae p74 conserved region [PF04583.15]					0
NC_008293.1_NC_008293.1_16	NC_008293.1	NC_008293.1	16	20646	21056	-1	E															0
NC_008293.1_NC_008293.1_17	NC_008293.1	NC_008293.1	17	21191	21889	1	D										ssDNA binding protein [PF04786.15]					0
NC_008293.1_NC_008293.1_18	NC_008293.1	NC_008293.1	18	21904	22485	1	E															0
NC_008293.1_NC_008293.1_19	NC_008293.1	NC_008293.1	19	22558	22800	-1	D										Nucleopolyhedrovirus protein of unknown function (DUF919) [PF06034.14]					0
NC_008293.1_NC_008293.1_20	NC_008293.1	NC_008293.1	20	23014	23829	1	D										Nucleopolyhedrovirus p26 protein [PF04766.15]					0
NC_008293.1_NC_008293.1_21	NC_008293.1	NC_008293.1	21	23925	24236	1	D										Nucleopolyhedrovirus P10 protein [PF05531.15]					0
NC_008293.1_NC_008293.1_22	NC_008293.1	NC_008293.1	22	24315	24866	-1	D										Protein of unknown function (DUF1247) [PF06851.14]					0
NC_008293.1_NC_008293.1_23	NC_008293.1	NC_008293.1	23	24999	25250	1	D										Ubiquitin family [PF00240.26]; Protein of Unknown function (DUF2604) [PF10790.12]; Ubiquitin-2 like Rad60 SUMO-like [PF13881.9]; Ubiquitin-2 like Rad60 SUMO-like [PF11976.11]; Ubiquitin-like domain [PF14560.9]					0
NC_008293.1_NC_008293.1_24	NC_008293.1	NC_008293.1	24	25254	25355	-1	E															0
NC_008293.1_NC_008293.1_25	NC_008293.1	NC_008293.1	25	25443	25586	-1	E															0
NC_008293.1_NC_008293.1_26	NC_008293.1	NC_008293.1	26	25625	26470	-1	D										Baculovirus 33KDa late protein (PP31) [PF05311.14]					0
NC_008293.1_NC_008293.1_27	NC_008293.1	NC_008293.1	27	26741	27460	-1	E															0
NC_008293.1_NC_008293.1_28	NC_008293.1	NC_008293.1	28	27544	27741	-1	E															0
NC_008293.1_NC_008293.1_29	NC_008293.1	NC_008293.1	29	27838	28794	1	D										ssDNA binding protein [PF04786.15]					0
NC_008293.1_NC_008293.1_30	NC_008293.1	NC_008293.1	30	28809	28949	-1	E															0
NC_008293.1_NC_008293.1_31	NC_008293.1	NC_008293.1	31	28984	29406	-1	D										Baculovirus U-box/Ring-like domain [PF05883.14]					0
NC_008293.1_NC_008293.1_32	NC_008293.1	NC_008293.1	32	29451	30056	1	D										Protein of unknown function (DUF2616) [PF11077.11]					1
NC_008293.1_NC_008293.1_33	NC_008293.1	NC_008293.1	33	30053	30427	-1	E															0
NC_008293.1_NC_008293.1_34	NC_008293.1	NC_008293.1	34	30476	31498	-1	E															0
NC_008293.1_NC_008293.1_35	NC_008293.1	NC_008293.1	35	31617	34256	1	C	K26135	Baculoviridae probable DNA-directed RNA polymerase catalytic subunit [EC:2.7.7.6]								Late expression factor 8 (LEF-8) [PF04941.15]					0
NC_008293.1_NC_008293.1_36	NC_008293.1	NC_008293.1	36	34725	35384	-1	D										Nucleopolyhedrovirus LEF-12 protein [PF06256.14]					0
NC_008293.1_NC_008293.1_37	NC_008293.1	NC_008293.1	37	38486	38785	1	D										Inhibitor of Apoptosis domain [PF00653.24]					0
NC_008293.1_NC_008293.1_38	NC_008293.1	NC_008293.1	38	38982	40169	1	C	K26137	Baculoviridae DNA-directed RNA polymerase subunit p47								Baculovirus P47 protein [PF05112.15]					0
NC_008293.1_NC_008293.1_39	NC_008293.1	NC_008293.1	39	40275	40700	1	E															0
NC_008293.1_NC_008293.1_40	NC_008293.1	NC_008293.1	40	40840	42006	-1	E															0
NC_008293.1_NC_008293.1_41	NC_008293.1	NC_008293.1	41	42003	42275	-1	E															0
NC_008293.1_NC_008293.1_42	NC_008293.1	NC_008293.1	42	42455	43531	1	D										Baculovirus VP1054 protein [PF05789.14]					0
NC_008293.1_NC_008293.1_43	NC_008293.1	NC_008293.1	43	43625	43765	1	E															0
NC_008293.1_NC_008293.1_44	NC_008293.1	NC_008293.1	44	43804	44037	1	D										Family of unknown function (DUF5470) [PF17564.5]					0
NC_008293.1_NC_008293.1_45	NC_008293.1	NC_008293.1	45	44556	45077	1	D										Nucleopolyhedrovirus protein of unknown function (DUF918) [PF06033.14]					0
NC_008293.1_NC_008293.1_46	NC_008293.1	NC_008293.1	46	45055	45636	-1	D										ChaB [PF06150.15]					0
NC_008293.1_NC_008293.1_47	NC_008293.1	NC_008293.1	47	45726	45989	-1	C	K06197	cation transport regulator								ChaB [PF06150.15]					0
NC_008293.1_NC_008293.1_48	NC_008293.1	NC_008293.1	48	46078	46179	1	E															0
NC_008293.1_NC_008293.1_49	NC_008293.1	NC_008293.1	49	46468	47094	-1	D										Baculovirus FP protein [PF03258.17]					0
NC_008293.1_NC_008293.1_50	NC_008293.1	NC_008293.1	50	47253	48737	1	C	K26136	Baculoviridae DNA-directed RNA polymerase subunit LEF-9								Late expression factor 9 (LEF-9) [PF05094.15]					0
NC_008293.1_NC_008293.1_51	NC_008293.1	NC_008293.1	51	48851	50152	-1	E															0
NC_008293.1_NC_008293.1_52	NC_008293.1	NC_008293.1	52	50401	50688	-1	E															0
NC_008293.1_NC_008293.1_53	NC_008293.1	NC_008293.1	53	50922	51500	-1	E															0
NC_008293.1_NC_008293.1_54	NC_008293.1	NC_008293.1	54	51497	52615	-1	D										DNA photolyase [PF00875.21]					0
NC_008293.1_NC_008293.1_55	NC_008293.1	NC_008293.1	55	52815	52973	-1	D										Conotoxin O-superfamily [PF08087.14]					0
NC_008293.1_NC_008293.1_56	NC_008293.1	NC_008293.1	56	53016	53573	-1	E															0
