	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
GCA_002841275.1_PHET01000001.1_1	GCA_002841275.1	PHET01000001.1	1	1	189	1	E															0
GCA_002841275.1_PHET01000001.1_2	GCA_002841275.1	PHET01000001.1	2	735	1268	1	C	K02825	pyrimidine operon attenuation protein / uracil phosphoribosyltransferase [EC:2.4.2.9]								Phosphoribosyl transferase domain [PF00156.30]; Uracil phosphoribosyltransferase [PF14681.9]					0
GCA_002841275.1_PHET01000001.1_3	GCA_002841275.1	PHET01000001.1	3	1269	2204	1	C	K00609	aspartate carbamoyltransferase catalytic subunit [EC:2.1.3.2]								Aspartate/ornithine carbamoyltransferase, carbamoyl-P binding domain [PF02729.24]; Aspartate/ornithine carbamoyltransferase, Asp/Orn binding domain [PF00185.27]					0
GCA_002841275.1_PHET01000001.1_4	GCA_002841275.1	PHET01000001.1	4	2188	3480	1	C	K01465	dihydroorotase [EC:3.5.2.3]	MER0127605	M38	MER0127605 - family M38 non-peptidase homologues (Eggerthella lenta) [M38.UNW]#M38#{peptidase unit: 1-372}~source GEBA2500558226~	True	0.639	469.0	9.197e-146	Dihydro-orotase-like [PF12890.10]; Amidohydrolase family [PF01979.23]					0
GCA_002841275.1_PHET01000001.1_5	GCA_002841275.1	PHET01000001.1	5	3481	4743	1	C	K01956	carbamoyl-phosphate synthase small subunit [EC:6.3.5.5]	MER0439828	C26	MER0439828 - family C26 unassigned peptidases (Desulfuromonas acetoxidans) [C26.UPW]#C26#{peptidase unit: 5-365}~source ZP_01311894~	True	0.555	421.0	2.608e-129	Carbamoyl-phosphate synthase small chain, CPSase domain [PF00988.25]; Glutamine amidotransferase class-I [PF00117.31]					0
GCA_002841275.1_PHET01000001.1_6	GCA_002841275.1	PHET01000001.1	6	4764	5600	1	D										Universal stress protein family [PF00582.29]					0
GCA_002841275.1_PHET01000001.1_7	GCA_002841275.1	PHET01000001.1	7	5637	8876	1	C	K01955	carbamoyl-phosphate synthase large subunit [EC:6.3.5.5]								Carbamoyl-phosphate synthase L chain, ATP binding domain [PF02786.20]; Carbamoyl-phosphate synthetase large chain, oligomerisation domain [PF02787.22]; MGS-like domain [PF02142.25]; ATP-grasp domain [PF02655.17]; ATP-grasp domain [PF02222.25]; D-ala D-ala ligase C-terminus [PF07478.16]; ATP-grasp domain [PF13535.9]; ATP-grasp in the biosynthetic pathway with Ter operon [PF15632.9]; RimK-like ATP-grasp domain [PF08443.14]					0
GCA_002841275.1_PHET01000001.1_8	GCA_002841275.1	PHET01000001.1	8	8873	9685	1	C	K02823	dihydroorotate dehydrogenase electron transfer subunit								Iron-sulfur cluster binding domain of dihydroorotate dehydrogenase B [PF10418.12]					0
GCA_002841275.1_PHET01000001.1_9	GCA_002841275.1	PHET01000001.1	9	9791	10717	1	C	K17828	dihydroorotate dehydrogenase (NAD+) catalytic subunit [EC:1.3.1.14]								Dihydroorotate dehydrogenase [PF01180.24]; Dihydrouridine synthase (Dus) [PF01207.20]; NADH:flavin oxidoreductase / NADH oxidase family [PF00724.23]					0
GCA_002841275.1_PHET01000001.1_10	GCA_002841275.1	PHET01000001.1	10	10714	11445	1	C	K01591	orotidine-5'-phosphate decarboxylase [EC:4.1.1.23]								Orotidine 5'-phosphate decarboxylase / HUMPS family [PF00215.27]					0
