	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000652.1_1	QGNH01000652.1	QGNH01000652.1	1	1	186	1	D																Helix-turn-helix domain [PF12728.10]								0	False	F
QGNH01000652.1_2	QGNH01000652.1	QGNH01000652.1	2	242	589	1	E																								0	False	F
QGNH01000652.1_3	QGNH01000652.1	QGNH01000652.1	3	586	921	1	E																								0	False	F
QGNH01000652.1_4	QGNH01000652.1	QGNH01000652.1	4	911	1276	1	E																								0	False	F
QGNH01000652.1_5	QGNH01000652.1	QGNH01000652.1	5	1273	2169	1	D			YP_010246209.1	YP_010246209.1 DNA polymerase/primase [Gordonia phage Rabbitrun]	False	0.288	83.0	4.754e-16								Bifunctional DNA primase/polymerase, N-terminal [PF09250.14]								1	False	F
QGNH01000652.1_6	QGNH01000652.1	QGNH01000652.1	6	2166	4307	1	D																Domain of unknown function (DUF927) [PF06048.14]								0	False	F
QGNH01000652.1_7	QGNH01000652.1	QGNH01000652.1	7	4793	5023	-1	E																								0	False	F
QGNH01000652.1_8	QGNH01000652.1	QGNH01000652.1	8	5130	5405	-1	E																								0	False	
QGNH01000652.1_9	QGNH01000652.1	QGNH01000652.1	9	5534	5848	-1	E																								0	False	
QGNH01000652.1_10	QGNH01000652.1	QGNH01000652.1	10	6221	6598	-1	E																								0	False	
QGNH01000652.1_11	QGNH01000652.1	QGNH01000652.1	11	6786	6983	1	E																								0	False	
QGNH01000652.1_12	QGNH01000652.1	QGNH01000652.1	12	6991	7326	1	E																								0	False	
QGNH01000652.1_13	QGNH01000652.1	QGNH01000652.1	13	7356	7787	1	E																								0	False	
QGNH01000652.1_14	QGNH01000652.1	QGNH01000652.1	14	8393	9154	-1	D			YP_009880139.1	YP_009880139.1 DUF3800 domain-containing protein [Ralstonia phage RsoM1USA]	False	0.227	67.0	3.326e-11								Protein of unknown function (DUF3800) [PF12686.10]								0	False	
QGNH01000652.1_15	QGNH01000652.1	QGNH01000652.1	15	9363	9842	1	E																								0	False	
QGNH01000652.1_16	QGNH01000652.1	QGNH01000652.1	16	9839	10207	1	E																								0	False	
QGNH01000652.1_17	QGNH01000652.1	QGNH01000652.1	17	10213	10371	1	E																								0	False	
QGNH01000652.1_18	QGNH01000652.1	QGNH01000652.1	18	10629	10745	-1	E																								0	False	
QGNH01000652.1_19	QGNH01000652.1	QGNH01000652.1	19	10735	11550	-1	E																								0	False	
QGNH01000652.1_20	QGNH01000652.1	QGNH01000652.1	20	11716	12090	-1	E																								0	False	
QGNH01000652.1_21	QGNH01000652.1	QGNH01000652.1	21	12093	12506	-1	E																								0	False	
QGNH01000652.1_22	QGNH01000652.1	QGNH01000652.1	22	12722	13279	-1	E																								0	False	
QGNH01000652.1_23	QGNH01000652.1	QGNH01000652.1	23	13280	13741	-1	E																								0	False	
QGNH01000652.1_24	QGNH01000652.1	QGNH01000652.1	24	13904	14197	1	E																								0	False	
QGNH01000652.1_25	QGNH01000652.1	QGNH01000652.1	25	14151	15614	1	D			YP_009620439.1	YP_009620439.1 terminase [Gordonia phage Gustav]	False	0.267	181.0	8.814999999999999e-47								Terminase large subunit, ATPase domain [PF03354.18]; Terminase large subunit, endonuclease domain [PF20441.1]					VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	
QGNH01000652.1_26	QGNH01000652.1	QGNH01000652.1	26	15907	16185	-1	E																								1	False	
QGNH01000652.1_27	QGNH01000652.1	QGNH01000652.1	27	16189	16689	-1	E																								0	False	
QGNH01000652.1_28	QGNH01000652.1	QGNH01000652.1	28	16692	17000	-1	E																								0	False	
QGNH01000652.1_29	QGNH01000652.1	QGNH01000652.1	29	17029	17481	-1	E																								0	False	
QGNH01000652.1_30	QGNH01000652.1	QGNH01000652.1	30	17478	17714	-1	E																								0	False	
QGNH01000652.1_31	QGNH01000652.1	QGNH01000652.1	31	17711	17908	-1	E																								0	False	
QGNH01000652.1_32	QGNH01000652.1	QGNH01000652.1	32	17905	18102	-1	E																								0	False	
QGNH01000652.1_33	QGNH01000652.1	QGNH01000652.1	33	18099	18320	-1	E																								0	False	
QGNH01000652.1_34	QGNH01000652.1	QGNH01000652.1	34	18313	18534	-1	E																								0	False	
QGNH01000652.1_35	QGNH01000652.1	QGNH01000652.1	35	18651	18947	-1	E																								0	False	
QGNH01000652.1_36	QGNH01000652.1	QGNH01000652.1	36	19007	19705	-1	E																								0	False	
QGNH01000652.1_37	QGNH01000652.1	QGNH01000652.1	37	19702	20034	-1	C	K10947	PadR family transcriptional regulator, regulatory protein PadR														Transcriptional regulator PadR-like family [PF03551.17]								0	False	
QGNH01000652.1_38	QGNH01000652.1	QGNH01000652.1	38	20112	20387	-1	E																								0	False	
QGNH01000652.1_39	QGNH01000652.1	QGNH01000652.1	39	20388	21197	-1	D																Ricin-type beta-trefoil lectin domain [PF00652.25]; Ricin-type beta-trefoil lectin domain-like [PF14200.9]	CBM13	CBM13 Modules of approx. 150 residues which always appear as a threefold internal repeat. The only apparent exception to this, xylanase II of Actinomadura sp. FC7 (GenBank U08894), is in fact not completely sequenced. These modules were first identified in several plant lectins such as ricin or agglutinin of Ricinus communis which bind galactose residues. The three-dimensional structure of a plant lectin has been determined and displays a pseudo-threefold symmetry in accord with the observed sequence threefold repeat. These modules have since been found in a number of other proteins of various functions including glycoside hydrolases and glycosyltransferases. While in the plant lectins this module binds mannose, binding to xylan has been demonstrated in the Streptomyces lividans xylanase A and arabinofuranosidase B. Binding to GalNAc has been shown for the corresponding module of GalNAc transferase 4. For the other proteins, the binding specificity of these modules has not been established. The pseudo three-fold symmetry of the CBM13 module has now been confirmed in the 3-D structure of the intact, two-domain, xylanase of Streptomyces olivaceoviridis.	2.4.1.41,3.2.1.22,3.2.1.39,3.2.1.49,3.2.1.55,3.2.1.58,3.2.1.6,3.2.1.73	CBM13.hmm				0	False	
QGNH01000652.1_40	QGNH01000652.1	QGNH01000652.1	40	21368	22171	-1	D																Protein of unknown function (DUF2510) [PF10708.12]								0	False	
QGNH01000652.1_41	QGNH01000652.1	QGNH01000652.1	41	22423	23379	-1	D									MER0221056	S33	MER0221056 - family S33 non-peptidase homologues (Nitrospira defluvii) [S33.UNW]#S33#{peptidase unit: 78-350}~source YP_003796439~	False	132.0	4.975e-32	0.311	alpha/beta hydrolase fold [PF00561.23]; Serine aminopeptidase, S33 [PF12146.11]; Alpha/beta hydrolase family [PF12697.10]								0	False	P
QGNH01000652.1_42	QGNH01000652.1	QGNH01000652.1	42	23390	24166	-1	E																								0	False	
QGNH01000652.1_43	QGNH01000652.1	QGNH01000652.1	43	24282	24497	-1	E																								0	False	
