	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001274.1_1	QGNH01001274.1	QGNH01001274.1	1	1	342	1	E																								0	False	F
QGNH01001274.1_2	QGNH01001274.1	QGNH01001274.1	2	339	587	1	E																								0	False	F
QGNH01001274.1_3	QGNH01001274.1	QGNH01001274.1	3	890	991	1	E																								0	False	F
QGNH01001274.1_4	QGNH01001274.1	QGNH01001274.1	4	1197	1382	1	E																								0	False	F
QGNH01001274.1_5	QGNH01001274.1	QGNH01001274.1	5	1527	1775	1	E																								0	False	F
QGNH01001274.1_6	QGNH01001274.1	QGNH01001274.1	6	1789	2226	1	E			YP_009809067.1	YP_009809067.1 hypothetical protein HOT99_gp180 [Caulobacter phage CcrBL10]	False	0.454	109.0	8.234e-27													VOG13655	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01001274.1_7	QGNH01001274.1	QGNH01001274.1	7	2223	2516	1	E																								0	False	F
QGNH01001274.1_8	QGNH01001274.1	QGNH01001274.1	8	2506	2784	1	E																								0	False	F
QGNH01001274.1_9	QGNH01001274.1	QGNH01001274.1	9	2787	2975	1	E																								0	False	F
QGNH01001274.1_10	QGNH01001274.1	QGNH01001274.1	10	3179	3517	1	E																								0	False	F
QGNH01001274.1_11	QGNH01001274.1	QGNH01001274.1	11	3517	3726	1	E																								0	False	F
QGNH01001274.1_12	QGNH01001274.1	QGNH01001274.1	12	3723	4055	1	E																								0	False	F
QGNH01001274.1_13	QGNH01001274.1	QGNH01001274.1	13	4259	4624	1	E			YP_009189638.1	YP_009189638.1 hypothetical protein AU106_gp253 [Sinorhizobium phage phiM9]	False	0.48	91.0	6.127e-21													VOG08097	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01001274.1_14	QGNH01001274.1	QGNH01001274.1	14	4621	5385	1	D			YP_009221588.1	YP_009221588.1 phosphoadenosine phosphosulfate reductase [Verrucomicrobia phage P8625]	False	0.441	198.0	9.061e-56								Phosphoadenosine phosphosulfate reductase family [PF01507.22]					VOG01424	sp|P03766|Y290_LAMBD Uncharacterized nin region protein ORF290; Xu	Xu	0	False	F
QGNH01001274.1_15	QGNH01001274.1	QGNH01001274.1	15	5385	5588	1	E																								0	False	
QGNH01001274.1_16	QGNH01001274.1	QGNH01001274.1	16	5597	5884	1	E																								0	False	
QGNH01001274.1_17	QGNH01001274.1	QGNH01001274.1	17	5896	6345	1	E																					VOG10743	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01001274.1_18	QGNH01001274.1	QGNH01001274.1	18	6362	6676	1	E																								0	False	
QGNH01001274.1_19	QGNH01001274.1	QGNH01001274.1	19	7084	7266	1	E																								0	False	
QGNH01001274.1_20	QGNH01001274.1	QGNH01001274.1	20	7275	7598	1	E																								0	False	
QGNH01001274.1_21	QGNH01001274.1	QGNH01001274.1	21	7607	7960	1	E																								0	False	
QGNH01001274.1_22	QGNH01001274.1	QGNH01001274.1	22	7985	11239	1	D			YP_009842552.1	YP_009842552.1 terminase [Streptomyces phage Gilson]	False	0.224	155.0	1.848e-36	MER0194244	N10	MER0194244 - family N10 unassigned peptide lyases (Oscillochloris trichoides) [N10.UPW]#N10#{peptidase unit: 102-322}~source EFO81233~	False	0.377	111.0	7.159e-23	Intein splicing domain [PF14890.9]; Pretoxin HINT domain [PF07591.14]					VOG01311	REFSEQ terminase; Xu	Xu	0	False	
QGNH01001274.1_23	QGNH01001274.1	QGNH01001274.1	23	11306	11635	1	E																								0	False	
QGNH01001274.1_24	QGNH01001274.1	QGNH01001274.1	24	11662	12072	1	E																								0	False	
QGNH01001274.1_25	QGNH01001274.1	QGNH01001274.1	25	12183	12437	1	E																								0	False	
QGNH01001274.1_26	QGNH01001274.1	QGNH01001274.1	26	12452	12709	1	E																								0	False	
QGNH01001274.1_27	QGNH01001274.1	QGNH01001274.1	27	12706	13374	1	C	K07273	lysozyme	YP_699978.1	YP_699978.1 endolysin [Clostridium phage phiSM101]	False	0.305	96.0	2.7e-21								Glycosyl hydrolases family 25 [PF01183.23]	GH25	GH25 lysozyme (EC 3.2.1.17)	3.2.1.17	GH25.hmm				0	False	
