	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
SAMN04316165_MGIO01000001.1_1	SAMN04316165	MGIO01000001.1	1	3	443	-1	C	K03569	rod shape-determining protein MreB and related proteins								MreB/Mbl protein [PF06723.16]; Hsp70 protein [PF00012.23]					0
SAMN04316165_MGIO01000001.1_2	SAMN04316165	MGIO01000001.1	2	495	1772	-1	C	K01881	prolyl-tRNA synthetase [EC:6.1.1.15]								tRNA synthetase class II core domain (G, H, P, S and T) [PF00587.28]; Anticodon binding domain [PF03129.23]					0
SAMN04316165_MGIO01000001.1_3	SAMN04316165	MGIO01000001.1	3	1778	2041	-1	C	K06218	mRNA interferase RelE/StbE								ParE toxin of type II toxin-antitoxin system, parDE [PF05016.18]					0
SAMN04316165_MGIO01000001.1_4	SAMN04316165	MGIO01000001.1	4	2043	2222	-1	E															0
SAMN04316165_MGIO01000001.1_5	SAMN04316165	MGIO01000001.1	5	2513	4738	-1	C	K11749	regulator of sigma E protease [EC:3.4.24.-]	MER0891112	M50B	MER0891112 - subfamily M50B unassigned peptidases () [M50.UPB]#M50B#{peptidase unit: 10-381}~source K2GCE3~	False	0.375	220.0	2.342e-57	Peptidase family M50 [PF02163.25]; PDZ domain [PF13180.9]; PDZ domain [PF17820.4]					0
SAMN04316165_MGIO01000001.1_6	SAMN04316165	MGIO01000001.1	6	4943	5485	-1	C	K02838	ribosome recycling factor								Ribosome recycling factor [PF01765.22]					0
SAMN04316165_MGIO01000001.1_7	SAMN04316165	MGIO01000001.1	7	5500	6582	-1	D										Sortilin, neurotensin receptor 3, [PF15902.8]; Photosynthesis system II assembly factor YCF48 [PF14870.9]					0
SAMN04316165_MGIO01000001.1_8	SAMN04316165	MGIO01000001.1	8	6598	7218	-1	D										DNA polymerase III, delta subunit [PF13177.9]					0
SAMN04316165_MGIO01000001.1_9	SAMN04316165	MGIO01000001.1	9	7221	8228	-1	C	K03569	rod shape-determining protein MreB and related proteins								MreB/Mbl protein [PF06723.16]; Hsp70 protein [PF00012.23]; Cell division protein FtsA [PF14450.9]					0
SAMN04316165_MGIO01000001.1_10	SAMN04316165	MGIO01000001.1	10	8379	9644	-1	C	K00790	UDP-N-acetylglucosamine 1-carboxyvinyltransferase [EC:2.5.1.7]								EPSP synthase (3-phosphoshikimate 1-carboxyvinyltransferase) [PF00275.23]					0
SAMN04316165_MGIO01000001.1_11	SAMN04316165	MGIO01000001.1	11	9715	10245	1	E															0
SAMN04316165_MGIO01000002.1_1	SAMN04316165	MGIO01000002.1	1	2	1384	1	D										tRNA synthetases class I (I, L, M and V) [PF00133.25]; tRNA synthetases class I (M) [PF09334.14]; Anticodon-binding domain of tRNA ligase [PF08264.16]; Anticodon binding domain of methionyl tRNA ligase [PF19303.2]					0
SAMN04316165_MGIO01000002.1_2	SAMN04316165	MGIO01000002.1	2	1480	2121	1	C	K24131	protease PrsW [EC:3.4.-.-]	MER0941569	M82	MER0941569 - family M82 unassigned peptidases () [M82.UPW]#M82#{peptidase unit: 31-239}~source D9PF61~	False	0.331	80.0	1.192e-15	PrsW family intramembrane metalloprotease [PF13367.9]					0
SAMN04316165_MGIO01000002.1_3	SAMN04316165	MGIO01000002.1	3	2230	2811	1	C	K13993	HSP20 family protein								Hsp20/alpha crystallin family [PF00011.24]					0
SAMN04316165_MGIO01000002.1_4	SAMN04316165	MGIO01000002.1	4	3163	3789	-1	D										Haloacid dehalogenase-like hydrolase [PF13419.9]					0
SAMN04316165_MGIO01000002.1_5	SAMN04316165	MGIO01000002.1	5	3786	4493	-1	D										Choline/ethanolamine kinase [PF01633.23]; Phosphotransferase enzyme family [PF01636.26]					0
SAMN04316165_MGIO01000002.1_6	SAMN04316165	MGIO01000002.1	6	5197	5550	-1	C	K02834	ribosome-binding factor A								Ribosome-binding factor A [PF02033.21]					0
SAMN04316165_MGIO01000002.1_7	SAMN04316165	MGIO01000002.1	7	5551	6171	-1	D										Translation-initiation factor 2 [PF11987.11]					0
SAMN04316165_MGIO01000003.1_1	SAMN04316165	MGIO01000003.1	1	128	520	-1	D										Elongation factor Tu GTP binding domain [PF00009.30]					0
SAMN04316165_MGIO01000003.1_2	SAMN04316165	MGIO01000003.1	2	650	1231	1	C	K03975	membrane-associated protein								SNARE associated Golgi protein [PF09335.14]					0
SAMN04316165_MGIO01000003.1_3	SAMN04316165	MGIO01000003.1	3	1636	2253	1	D										Serine aminopeptidase, S33 [PF12146.11]; alpha/beta hydrolase fold [PF00561.23]					0
