	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
GCF_000217995.1_NC_015676.1_1	GCF_000217995.1	NC_015676.1	1	260	1495	1	C	K10725	archaeal cell division control protein 6								CDC6, C terminal winged helix domain [PF09079.14]; AAA domain [PF13401.9]; Bacterial TniB protein [PF05621.14]					0
GCF_000217995.1_NC_015676.1_2	GCF_000217995.1	NC_015676.1	2	1515	2069	-1	C	K13280	signal peptidase I [EC:3.4.21.89]	MER0267571	S26B	MER0267571 - archaean signal peptidase (Euryarchaeota) (Methanosalsum zhilinae) [S26.017]#S26B#{peptidase unit: 46-181}~source YP_004615102~	False	1.0	295.0	2.654e-90						0
GCF_000217995.1_NC_015676.1_3	GCF_000217995.1	NC_015676.1	3	2220	3761	1	C	K02323	DNA polymerase II small subunit [EC:2.7.7.7]								DNA polymerase alpha/epsilon subunit B [PF04042.19]; Calcineurin-like phosphoesterase superfamily domain [PF12850.10]					0
GCF_000217995.1_NC_015676.1_4	GCF_000217995.1	NC_015676.1	4	3808	4743	1	C	K15449	tRNA wybutosine-synthesizing protein 1 [EC:4.1.3.44]								Wyosine base formation [PF08608.15]; Radical SAM superfamily [PF04055.24]; 4Fe-4S single cluster domain [PF13353.9]; 4Fe-4S single cluster domain [PF13394.9]					0
GCF_000217995.1_NC_015676.1_5	GCF_000217995.1	NC_015676.1	5	4946	6205	1	C	K03265	peptide chain release factor subunit 1								eRF1 domain 3 [PF03465.18]; eRF1 domain 2 [PF03464.18]; eRF1 domain 1 [PF03463.18]					0
GCF_000217995.1_NC_015676.1_6	GCF_000217995.1	NC_015676.1	6	6229	7932	1	C	K01887	arginyl-tRNA synthetase [EC:6.1.1.19]								tRNA synthetases class I (R) [PF00750.22]; DALR anticodon binding domain [PF05746.18]; Arginyl tRNA synthetase N terminal domain [PF03485.19]; tRNA synthetases class I (M) [PF09334.14]					0
GCF_000217995.1_NC_015676.1_7	GCF_000217995.1	NC_015676.1	7	7972	8478	-1	E															0
GCF_000217995.1_NC_015676.1_8	GCF_000217995.1	NC_015676.1	8	8694	10019	-1	C	K11529	glycerate 2-kinase [EC:2.7.1.165]								Domain of unknown function (DUF4147) [PF13660.9]; MOFRL family [PF05161.16]					0
GCF_000217995.1_NC_015676.1_9	GCF_000217995.1	NC_015676.1	9	10035	11231	-1	C	K21349	glucosylglycerate synthase [EC:2.4.1.268]								Glycosyl transferase family 2 [PF00535.29]	GT81	GT81 NDP-Glc: glucosyl-3-phosphoglycerate synthase (EC 2.4.1.266); NDP-Man: mannosyl-3-phosphoglycerate synthase (EC 2.4.1.217);	2.4.1.217,2.4.1.266,2.4.1.270,2.4.1.-	GT81.hmm	0
GCF_000217995.1_NC_015676.1_10	GCF_000217995.1	NC_015676.1	10	11381	12439	-1	D										CobW/HypB/UreG, nucleotide-binding domain [PF02492.22]					0
