	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000593.1_1	QGNH01000593.1	QGNH01000593.1	1	41	181	-1	E																								0	False	F
QGNH01000593.1_2	QGNH01000593.1	QGNH01000593.1	2	178	768	-1	D									MER0155097	M23B	MER0155097 - subfamily M23B unassigned peptidases (Macrococcus caseolyticus) [M23.UPB]#M23B#{peptidase unit: 156-279}~source BAH17682~	False	0.355	68.0	7.638e-12	Peptidase family M23 [PF01551.25]								0	False	PF
QGNH01000593.1_3	QGNH01000593.1	QGNH01000593.1	3	765	2024	-1	D			YP_007237926.1	YP_007237926.1 glycosyltransferase [Tetrasphaera phage TJE1]	False	0.367	253.0	6.783e-72								Glycosyl transferases group 1 [PF00534.23]; Glycosyl transferases group 1 [PF13692.9]	GT4	GT4 sucrose synthase (EC 2.4.1.13); sucrose-phosphate synthase (EC 2.4.1.14); alpha-glucosyltransferase (EC 2.4.1.52); lipopolysaccharide N-acetylglucosaminyltransferase (EC 2.4.1.56); phosphatidylinositol alpha-mannosyltransferase (EC 2.4.1.57); GDP-Man: Man1GlcNAc2-PP-dolichol alpha-1,3-mannosyltransferase (EC 2.4.1.132); GDP-Man: Man3GlcNAc2-PP-dolichol/Man4GlcNAc2-PP-dolichol alpha-1,2-mannosyltransferase (EC 2.4.1.131); digalactosyldiacylglycerol synthase (EC 2.4.1.141); 1,2-diacylglycerol 3-glucosyltransferase (EC 2.4.1.157); diglucosyl diacylglycerol synthase (EC 2.4.1.208); trehalose phosphorylase (EC 2.4.1.231); NDP-Glc: alpha-glucose alpha-glucosyltransferase / alpha,alpha-trehalose synthase (EC 2.4.1.245); GDP-Man: Man2GlcNAc2-PP-dolichol alpha-1,6-mannosyltransferase (EC 2.4.1.257); UDP-GlcNAc: 2-deoxystreptamine alpha-N-acetylglucosaminyltransferase (EC 2.4.1.283); UDP-GlcNAc: ribostamycin alpha-N-acetylglucosaminyltransferase (EC 2.4.1.285); UDP-Gal alpha-galactosyltransferase (EC 2.4.1.-); UDP-Xyl alpha-xylosyltransferase (EC 2.4.2.-); UDP-GlcA alpha-glucuronyltransferase (EC 2.4.1.-); UDP-Glc alpha-glucosyltransferase (EC 2.4.1.-); UDP-GalNAc: GalNAc-PP-Und alpha-1,3-N-acetylgalactosaminyltransferase (EC 2.4.1.306); UDP-GalNAc: N,N'-diacetylbacillosaminyl-PP-Und alpha-1,3-N-acetylgalactosaminyltransferase (EC 2.4.1.290); ADP-dependent alpha-maltose-1-phosphate synthase (2.4.1.342); [retaining] UDP-GlcNAc: polypeptide alpha-N-acetylglucosaminyltransferase (EC 2.4.1.-); UDP-GlcNAc: alpha-N-acetylglucosaminyltransferase (EC 2.4.1.-)	2.4.1.131,2.4.1.13,2.4.1.14,2.4.1.157,2.4.1.198,2.4.1.208,2.4.1.21,2.4.1.231,2.4.1.241,2.4.1.245,2.4.1.252,2.4.1.257,2.4.1.270,2.4.1.283,2.4.1.285,2.4.1.290,2.4.1.342,2.4.1.57,2.4.1.-,2.4.2.-,2.4.1.132	GT4.hmm	VOG00164	sp|Q8QL20|Y356_SIRV1 Uncharacterized protein 356; Xu	Xu	0	False	MKF
QGNH01000593.1_4	QGNH01000593.1	QGNH01000593.1	4	2003	3058	-1	E																								0	False	F
QGNH01000593.1_5	QGNH01000593.1	QGNH01000593.1	5	3060	3743	-1	E																								0	False	F
QGNH01000593.1_6	QGNH01000593.1	QGNH01000593.1	6	3736	4623	-1	E																								0	False	F
QGNH01000593.1_7	QGNH01000593.1	QGNH01000593.1	7	4616	4984	-1	E																								0	False	F
QGNH01000593.1_8	QGNH01000593.1	QGNH01000593.1	8	5015	5389	-1	C	K01160	crossover junction endodeoxyribonuclease RusA [EC:3.1.21.10]														Endodeoxyribonuclease RusA [PF05866.14]								0	False	
QGNH01000593.1_9	QGNH01000593.1	QGNH01000593.1	9	5510	5821	-1	E																								0	False	
QGNH01000593.1_10	QGNH01000593.1	QGNH01000593.1	10	5791	6105	-1	E																								0	False	
QGNH01000593.1_11	QGNH01000593.1	QGNH01000593.1	11	6251	6748	-1	E																								0	False	
