	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000510.1_1	QGNH01000510.1	QGNH01000510.1	1	1	465	1	E																								0	False	TF
QGNH01000510.1_2	QGNH01000510.1	QGNH01000510.1	2	502	2271	1	E																								0	False	TF
QGNH01000510.1_3	QGNH01000510.1	QGNH01000510.1	3	2272	2667	1	E																								0	False	TF
QGNH01000510.1_4	QGNH01000510.1	QGNH01000510.1	4	2772	3965	-1	C	K07496	putative transposase	YP_851149.1	YP_851149.1 transposase [Microcystis virus Ma-LMM01]	False	0.431	277.0	1.782e-80								Probable transposase [PF01385.22]; Putative transposase DNA-binding domain [PF07282.14]; Helix-turn-helix domain [PF12323.11]					VOG00072	sp|P54992|YSNA_STRPR Putative RNA-guided DNA endonuclease; Xr	Xr	0	True	VTF
QGNH01000510.1_5	QGNH01000510.1	QGNH01000510.1	5	4006	4146	-1	E																								0	False	TF
QGNH01000510.1_6	QGNH01000510.1	QGNH01000510.1	6	4250	5233	1	E			YP_007517939.1	YP_007517939.1 head-tail adaptor Ad2 [Pelagibacter phage HTVC008M]	False	0.318	162.0	4.433e-42													VOG00449	sp|P11110|NECK1_BPT4 Neck protein gp13; Xs	Xs	0	False	VTF
QGNH01000510.1_7	QGNH01000510.1	QGNH01000510.1	7	5238	6077	1	D			YP_004323244.1	YP_004323244.1 head closure Hc2 [Prochlorococcus phage P-RSM4]	False	0.39	182.0	1.179e-49								Virus neck protein [PF11649.11]					VOG07292	sp|P11111|NECK2_BPT4 Neck protein gp14; Xs	Xs	0	False	VT
QGNH01000510.1_8	QGNH01000510.1	QGNH01000510.1	8	6077	6979	1	D			YP_007517941.1	YP_007517941.1 tail sheath stabilizer [Pelagibacter phage HTVC008M]	False	0.334	158.0	2.279e-41								T4-like virus Myoviridae tail sheath stabiliser [PF16724.8]					VOG04621	sp|P11112|COMPL_BPT4 Tail completion protein gp15; XhXs	Xs;Xh	0	False	VT
QGNH01000510.1_9	QGNH01000510.1	QGNH01000510.1	9	6981	7592	1	D																Terminase DNA packaging enzyme [PF11053.11]					VOG07293	sp|P17311|TERS_BPT4 Terminase, small subunit; Xr	Xr	0	False	VT
QGNH01000510.1_10	QGNH01000510.1	QGNH01000510.1	10	7594	9234	1	E			YP_010669298.1	YP_010669298.1 terminase large subunit [Synechococcus phage S-H9-2]	True	0.535	518.0	5.299e-161													VOG00068	sp|P25479|VPP_BPP2 Terminase, ATPase subunit; XhXr	Xr;Xh	0	False	VT
QGNH01000510.1_11	QGNH01000510.1	QGNH01000510.1	11	9321	11423	1	C	K06907	uncharacterized protein	YP_007517947.1	YP_007517947.1 tail sheath [Pelagibacter phage HTVC008M]	True	0.37	426.0	3.839e-127								Phage tail sheath protein subtilisin-like domain [PF04984.17]; Phage tail sheath C-terminal domain [PF17482.5]					VOG00168	sp|P13332|TSP_BPT4 Tail sheath protein; XpXrXs	Xr;Xs;Xp	0	False	VT
QGNH01000510.1_12	QGNH01000510.1	QGNH01000510.1	12	11443	12015	1	D			YP_010656664.1	YP_010656664.1 tail tube [Synechococcus phage S-SZBM1]	False	0.354	113.0	2.727e-27								T4-like virus tail tube protein gp19 [PF06841.15]					VOG00050	sp|P13333|TUBE_BPT4 Tail tube protein gp19; XhXpXrXs	Xs;Xr;Xh;Xp	0	False	VT
QGNH01000510.1_13	QGNH01000510.1	QGNH01000510.1	13	12151	13941	1	D			YP_007675137.1	YP_007675137.1 portal protein [Cyanophage P-RSM6]	True	0.454	410.0	5.249e-123								Bacteriophage T4-like portal protein (Gp20) [PF07230.14]					VOG00778	sp|E1XTG6|PORTL_BPSAV Portal protein; XhXpXrXs	Xs;Xr;Xh;Xp	0	False	VT
QGNH01000510.1_14	QGNH01000510.1	QGNH01000510.1	14	13960	14121	1	E																								0	False	T
QGNH01000510.1_15	QGNH01000510.1	QGNH01000510.1	15	14121	14813	1	E																								0	False	T
QGNH01000510.1_16	QGNH01000510.1	QGNH01000510.1	16	15018	15185	1	E																								0	False	T
QGNH01000510.1_17	QGNH01000510.1	QGNH01000510.1	17	15189	16484	1	E																								1	False	T
