	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
GCF_003351865.1_NZ_CP022242.1_1	GCF_003351865.1	NZ_CP022242.1	1	87	545	-1	D										Phosphatidylglycerophosphatase A [PF04608.16]					0
GCF_003351865.1_NZ_CP022242.1_2	GCF_003351865.1	NZ_CP022242.1	2	749	886	-1	E															0
GCF_003351865.1_NZ_CP022242.1_3	GCF_003351865.1	NZ_CP022242.1	3	979	2898	-1	C	K03330	glutamyl-tRNA(Gln) amidotransferase subunit E [EC:6.3.5.7]								GatB/GatE catalytic domain [PF02934.18]; GatB domain [PF02637.21]; GAD domain [PF02938.17]					0
GCF_003351865.1_NZ_CP022242.1_4	GCF_003351865.1	NZ_CP022242.1	4	2981	3277	-1	C	K03892	ArsR family transcriptional regulator, arsenate/arsenite/antimonite-responsive transcriptional repressor								Helix-turn-helix domain [PF12840.10]; Bacterial regulatory protein, arsR family [PF01022.23]; Winged helix-turn-helix DNA-binding [PF13412.9]					0
GCF_003351865.1_NZ_CP022242.1_5	GCF_003351865.1	NZ_CP022242.1	5	3493	4170	-1	C	K03753	molybdopterin-guanine dinucleotide biosynthesis adapter protein								Molybdopterin guanine dinucleotide synthesis protein B [PF03205.17]					0
GCF_003351865.1_NZ_CP022242.1_6	GCF_003351865.1	NZ_CP022242.1	6	4324	5538	-1	C	K00789	S-adenosylmethionine synthetase [EC:2.5.1.6]								S-adenosylmethionine synthetase (AdoMet synthetase) [PF01941.22]					0
GCF_003351865.1_NZ_CP022242.1_7	GCF_003351865.1	NZ_CP022242.1	7	5709	6497	1	C	K22699	sulfide-dependent adenosine diphosphate thiazole synthase [EC:2.4.2.59]								FAD dependent oxidoreductase [PF12831.10]; FAD binding domain [PF01494.22]; FAD binding domain [PF00890.27]; NAD(P)-binding Rossmann-like domain [PF13450.9]; HI0933-like protein [PF03486.17]; Pyridine nucleotide-disulphide oxidoreductase [PF07992.17]; FAD dependent oxidoreductase [PF01266.27]; Flavin-binding monooxygenase-like [PF00743.22]; Lycopene cyclase protein [PF05834.15]; GMC oxidoreductase [PF00732.22]					0
GCF_003351865.1_NZ_CP022242.1_8	GCF_003351865.1	NZ_CP022242.1	8	6576	7073	1	C	K03789	[ribosomal protein S18]-alanine N-acetyltransferase [EC:2.3.1.266]								Acetyltransferase (GNAT) family [PF00583.28]; Acetyltransferase (GNAT) domain [PF13508.10]; Acetyltransferase (GNAT) domain [PF13673.10]; Acetyltransferase (GNAT) domain [PF13302.10]; Acetyltransferase (GNAT) domain [PF13420.10]; FR47-like protein [PF08445.13]					0
GCF_003351865.1_NZ_CP022242.1_9	GCF_003351865.1	NZ_CP022242.1	9	7076	8419	1	D										Radical SAM superfamily [PF04055.24]; B12 binding domain [PF02310.22]					0
GCF_003351865.1_NZ_CP022242.1_10	GCF_003351865.1	NZ_CP022242.1	10	8868	9875	1	D										Mechanosensitive ion channel [PF00924.21]					0
