locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
HQ332141.1_1					phrog_18530	VOG36399	VOG:VOG36399	125	1.3e-84	273.5		REFSEQ hypothetical protein
HQ332141.1_2												Hypothetical
HQ332141.1_3												Hypothetical
HQ332141.1_4			COG4653		phrog_1623	VOG01409	PHROG:phrog_1623	322	1.2e-87	285.7		virion structural protein
HQ332141.1_5												Hypothetical
HQ332141.1_6												Hypothetical
HQ332141.1_7			COG5518		phrog_12, phrog_3292	VOG25223	VOG:VOG25223	628	1e-87	286.0		REFSEQ portal protein
HQ332141.1_8			COG4373		phrog_5902	VOG07294	VOG:VOG07294	504	2.3e-29	94.3		sp|Q05219|VG13_BPML5 Gene 13 protein
HQ332141.1_9			COG1717		phrog_4102	VOG00189	VOG:VOG00189	184	2.1e-31	101.5		REFSEQ terminase small subunit
HQ332141.1_10					phrog_18714	VOG14650	VOG:VOG14650	106	6.8e-50	159.2		REFSEQ hypothetical protein
HQ332141.1_11												Hypothetical
HQ332141.1_12					phrog_284	VOG02246	VOG:VOG02246	494	2.5e-60	192.9		sp|O31948|YONJ_BACSU SPbeta prophage-derived uncharacterized protein YonJ
HQ332141.1_13												Hypothetical
HQ332141.1_14					phrog_21385	VOG25497	VOG:VOG25497	95	1.6e-59	190.2		REFSEQ hypothetical protein
HQ332141.1_15												Hypothetical
HQ332141.1_16												Hypothetical
HQ332141.1_17												Hypothetical
HQ332141.1_18												Hypothetical
HQ332141.1_19												Hypothetical
HQ332141.1_20												Hypothetical
HQ332141.1_21		K03698	COG1418		phrog_5889	VOG02545	VOG:VOG02545	206	3.3e-64	208.1		REFSEQ HD domain-containing protein
HQ332141.1_22												Hypothetical
HQ332141.1_23			COG4983		phrog_3022, phrog_1139	VOG00911, VOG04378	COG:COG4983	1125	3.8e-50	163.1		:
HQ332141.1_24												Hypothetical
HQ332141.1_25												Hypothetical
HQ332141.1_26												Hypothetical
HQ332141.1_27												Hypothetical
HQ332141.1_28												Hypothetical
HQ332141.1_29												Hypothetical
HQ332141.1_30					phrog_27145	VOG35572	VOG:VOG35572	135	4e-82	265.0		REFSEQ hypothetical protein
HQ332141.1_31												Hypothetical
HQ332141.1_32												Hypothetical
HQ332141.1_33												Hypothetical
HQ332141.1_34												Hypothetical
HQ332141.1_35		K04802	COG0592		phrog_947	VOG00220	KEGG:K04802	249	1.1e-48	157.8		PCNA; proliferating cell nuclear antigen
HQ332141.1_36												Hypothetical
HQ332141.1_37												Hypothetical
HQ332141.1_38												Hypothetical
HQ332141.1_39												Hypothetical
HQ332141.1_40					phrog_31945	VOG36397	VOG:VOG36397	72	7.1e-45	143.0		REFSEQ hypothetical protein
HQ332141.1_41												Hypothetical
HQ332141.1_42												Hypothetical
HQ332141.1_43					phrog_2440		PHROG:phrog_2440	81	3.1e-11	35.0		transcriptional regulator
HQ332141.1_44												Hypothetical
HQ332141.1_45												Hypothetical
HQ332141.1_46		K04763	COG4974		phrog_216	VOG00056	VOG:VOG00056	253	2.6e-28	90.9		sp|P22877|INTR_SACER Integrase
HQ332141.1_47					phrog_1627	VOG26247	VOG:VOG26247	566	0	1125.2		REFSEQ hypothetical protein
HQ332141.1_48												Hypothetical
HQ332141.1_49												Hypothetical
HQ332141.1_50												Hypothetical
HQ332141.1_51												Hypothetical
HQ332141.1_52												Hypothetical
HQ332141.1_53					phrog_18406	VOG36405	VOG:VOG36405	396	1.1e-248	816.3		REFSEQ hypothetical protein
HQ332141.1_54					phrog_20675	VOG36404	VOG:VOG36404	225	4e-140	456.5		REFSEQ hypothetical protein
HQ332141.1_55												Hypothetical
HQ332141.1_56												Hypothetical
HQ332141.1_57					phrog_19457	VOG36403	VOG:VOG36403	166	2.4e-106	344.7		REFSEQ hypothetical protein
HQ332141.1_58					phrog_18409	VOG36401	VOG:VOG36401	305	1.4e-199	653.1		REFSEQ minor tail protein
HQ332141.1_59					phrog_25153	VOG36400	VOG:VOG36400	176	4e-118	383.6		REFSEQ hypothetical protein
HQ332141.1_60					phrog_18530	VOG36399	VOG:VOG36399	151	1.1e-102	332.1		REFSEQ hypothetical protein
HQ332141.1_61												Hypothetical
