	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001128.1_1	QGNH01001128.1	QGNH01001128.1	1	14	403	-1	E																								0	False	F
QGNH01001128.1_2	QGNH01001128.1	QGNH01001128.1	2	412	699	-1	E																								0	False	F
QGNH01001128.1_3	QGNH01001128.1	QGNH01001128.1	3	696	947	-1	E																								0	False	F
QGNH01001128.1_4	QGNH01001128.1	QGNH01001128.1	4	947	1291	-1	E																								0	False	F
QGNH01001128.1_5	QGNH01001128.1	QGNH01001128.1	5	1275	2444	-1	D																DnaB-like helicase C terminal domain [PF03796.18]					VOG04360	sp|P04530|HELIC_BPT4 DnaB-like replicative helicase; XhXr	Xr;Xh	0	False	VF
QGNH01001128.1_6	QGNH01001128.1	QGNH01001128.1	6	2437	2943	-1	E																								0	False	F
QGNH01001128.1_7	QGNH01001128.1	QGNH01001128.1	7	2933	3877	-1	E																								0	False	F
QGNH01001128.1_8	QGNH01001128.1	QGNH01001128.1	8	4057	5151	-1	E																								0	False	F
QGNH01001128.1_9	QGNH01001128.1	QGNH01001128.1	9	5141	5371	-1	E																								0	False	
QGNH01001128.1_10	QGNH01001128.1	QGNH01001128.1	10	5380	5823	-1	E																								0	False	
QGNH01001128.1_11	QGNH01001128.1	QGNH01001128.1	11	5820	6359	-1	E																								0	False	
QGNH01001128.1_12	QGNH01001128.1	QGNH01001128.1	12	6369	7415	-1	E																								0	False	
QGNH01001128.1_13	QGNH01001128.1	QGNH01001128.1	13	7467	8303	-1	E			YP_009612372.1	YP_009612372.1 hypothetical protein FDI40_gp707 [Agrobacterium phage Atu_ph07]	False	0.338	113.0	4.2350000000000006e-26													VOG04599	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01001128.1_14	QGNH01001128.1	QGNH01001128.1	14	8312	9085	-1	E																								0	False	
QGNH01001128.1_15	QGNH01001128.1	QGNH01001128.1	15	9150	9980	-1	D			YP_009849965.1	YP_009849965.1 protease [Bacillus phage vB_BmeM-Goe8]	False	0.277	87.0	1.579e-17	MER0976541	S08A	MER0976541 - subfamily S8A unassigned peptidases (Bdellovibrio bacteriovorus) [S08.UPA]#S08A#{peptidase unit: 28-282}~source W5WY18~	False	142.0	6.536e-36	0.376	Subtilase family [PF00082.25]					VOG14942	sp|P29139|ISP_PAEPO Intracellular serine protease; Xh	Xh	0	False	P
QGNH01001128.1_16	QGNH01001128.1	QGNH01001128.1	16	10012	13599	-1	D			YP_010059552.1	YP_010059552.1 DNA polymerase [Gordonia phage Stormageddon]	False	0.221	255.0	5.091e-67								Bacterial DNA polymerase III alpha NTPase domain [PF07733.15]; Bacterial DNA polymerase III alpha subunit finger domain [PF17657.4]; Helix-hairpin-helix motif [PF14579.9]; PHP domain [PF02811.22]					VOG07446	sp|O67125|DPO3A_AQUAE DNA polymerase III subunit alpha; XhXr	Xr;Xh	0	False	V
QGNH01001128.1_17	QGNH01001128.1	QGNH01001128.1	17	13589	13915	-1	E																								0	False	
QGNH01001128.1_18	QGNH01001128.1	QGNH01001128.1	18	14069	14305	-1	E																								0	False	
QGNH01001128.1_19	QGNH01001128.1	QGNH01001128.1	19	14302	14940	-1	D																Exonuclease [PF00929.27]					VOG00088	sp|P04536|EXOD_BPT4 Exodeoxyribonuclease; Xu	Xu	0	False	
QGNH01001128.1_20	QGNH01001128.1	QGNH01001128.1	20	14937	15512	-1	D																RNase H [PF00075.27]								0	False	
QGNH01001128.1_21	QGNH01001128.1	QGNH01001128.1	21	15771	16007	-1	E																								0	False	
QGNH01001128.1_22	QGNH01001128.1	QGNH01001128.1	22	15979	16383	-1	E																								0	False	
QGNH01001128.1_23	QGNH01001128.1	QGNH01001128.1	23	16390	18042	-1	E			YP_010108909.1	YP_010108909.1 DNA transfer protein [Flavobacterium phage vB_FspP_elemoF_6-3D]	False	0.278	177.0	4.589e-45													VOG01525	sp|O64245|VG54_BPMD2 Gene 54 protein; Xu	Xu	0	False	
QGNH01001128.1_24	QGNH01001128.1	QGNH01001128.1	24	18060	18770	-1	E																								0	False	
QGNH01001128.1_25	QGNH01001128.1	QGNH01001128.1	25	18783	19271	-1	E																								0	False	
QGNH01001128.1_26	QGNH01001128.1	QGNH01001128.1	26	19279	20268	-1	E																								0	False	
QGNH01001128.1_27	QGNH01001128.1	QGNH01001128.1	27	20265	20885	-1	C	K01159	crossover junction endodeoxyribonuclease RuvC [EC:3.1.21.10]														Crossover junction endodeoxyribonuclease RuvC [PF02075.20]								0	False	
QGNH01001128.1_28	QGNH01001128.1	QGNH01001128.1	28	20875	21165	-1	E																								0	False	
QGNH01001128.1_29	QGNH01001128.1	QGNH01001128.1	29	21167	21511	-1	E																								0	False	
QGNH01001128.1_30	QGNH01001128.1	QGNH01001128.1	30	21508	23565	-1	D			YP_008770932.1	YP_008770932.1 recombination/repair endonuclease subunit [Salmonella phage Maynard]	False	0.153	73.0	6.281e-12								RecF/RecN/SMC N terminal domain [PF02463.22]					VOG00264	sp|P04522|EXO2_BPT4 Exonuclease subunit 2; XhXp	Xh;Xp	0	False	
QGNH01001128.1_31	QGNH01001128.1	QGNH01001128.1	31	23815	24708	-1	D																Trypsin-like peptidase domain [PF13365.9]								0	False	
QGNH01001128.1_32	QGNH01001128.1	QGNH01001128.1	32	24730	25389	-1	E																								0	False	
QGNH01001128.1_33	QGNH01001128.1	QGNH01001128.1	33	25386	25772	-1	E																								0	False	
QGNH01001128.1_34	QGNH01001128.1	QGNH01001128.1	34	25756	26757	-1	E			YP_009329397.1	YP_009329397.1 DNA repair exonuclease [Cedratvirus A11]	False	0.242	91.0	1.644e-18																0	False	
QGNH01001128.1_35	QGNH01001128.1	QGNH01001128.1	35	26754	26996	-1	E																								0	False	
QGNH01001128.1_36	QGNH01001128.1	QGNH01001128.1	36	26993	27442	-1	E																								0	False	
QGNH01001128.1_37	QGNH01001128.1	QGNH01001128.1	37	27439	28521	-1	E																								0	False	
