	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
GCF_004354555.1_NZ_PUFH01000001.1_1	GCF_004354555.1	NZ_PUFH01000001.1	1	335	1744	-1	C	K01883	cysteinyl-tRNA synthetase [EC:6.1.1.16]								tRNA synthetases class I (C) catalytic domain [PF01406.22]; DALR domain [PF09190.14]; tRNA synthetases class I (M) [PF09334.14]; tRNA synthetases class I (K) [PF01921.21]					0
GCF_004354555.1_NZ_PUFH01000001.1_2	GCF_004354555.1	NZ_PUFH01000001.1	2	1883	3100	-1	C	K00927	phosphoglycerate kinase [EC:2.7.2.3]								Phosphoglycerate kinase [PF00162.22]					0
GCF_004354555.1_NZ_PUFH01000001.1_3	GCF_004354555.1	NZ_PUFH01000001.1	3	3181	4014	-1	E															0
GCF_004354555.1_NZ_PUFH01000001.1_4	GCF_004354555.1	NZ_PUFH01000001.1	4	4011	5447	-1	C	K00712	poly(glycerol-phosphate) alpha-glucosyltransferase [EC:2.4.1.52]								Glycosyl transferases group 1 [PF00534.23]; Glycosyl transferases group 1 [PF13692.9]	GT4	GT4 sucrose synthase (EC 2.4.1.13); sucrose-phosphate synthase (EC 2.4.1.14); alpha-glucosyltransferase (EC 2.4.1.52); lipopolysaccharide N-acetylglucosaminyltransferase (EC 2.4.1.56); phosphatidylinositol alpha-mannosyltransferase (EC 2.4.1.57); GDP-Man: Man1GlcNAc2-PP-dolichol alpha-1,3-mannosyltransferase (EC 2.4.1.132); GDP-Man: Man3GlcNAc2-PP-dolichol/Man4GlcNAc2-PP-dolichol alpha-1,2-mannosyltransferase (EC 2.4.1.131); digalactosyldiacylglycerol synthase (EC 2.4.1.141); 1,2-diacylglycerol 3-glucosyltransferase (EC 2.4.1.157); diglucosyl diacylglycerol synthase (EC 2.4.1.208); trehalose phosphorylase (EC 2.4.1.231); NDP-Glc: alpha-glucose alpha-glucosyltransferase / alpha,alpha-trehalose synthase (EC 2.4.1.245); GDP-Man: Man2GlcNAc2-PP-dolichol alpha-1,6-mannosyltransferase (EC 2.4.1.257); UDP-GlcNAc: 2-deoxystreptamine alpha-N-acetylglucosaminyltransferase (EC 2.4.1.283); UDP-GlcNAc: ribostamycin alpha-N-acetylglucosaminyltransferase (EC 2.4.1.285); UDP-Gal alpha-galactosyltransferase (EC 2.4.1.-); UDP-Xyl alpha-xylosyltransferase (EC 2.4.2.-); UDP-GlcA alpha-glucuronyltransferase (EC 2.4.1.-); UDP-Glc alpha-glucosyltransferase (EC 2.4.1.-); UDP-GalNAc: GalNAc-PP-Und alpha-1,3-N-acetylgalactosaminyltransferase (EC 2.4.1.306); UDP-GalNAc: N,N'-diacetylbacillosaminyl-PP-Und alpha-1,3-N-acetylgalactosaminyltransferase (EC 2.4.1.290); ADP-dependent alpha-maltose-1-phosphate synthase (2.4.1.342); [retaining] UDP-GlcNAc: polypeptide alpha-N-acetylglucosaminyltransferase (EC 2.4.1.-); UDP-GlcNAc: alpha-N-acetylglucosaminyltransferase (EC 2.4.1.-)	2.4.1.131,2.4.1.13,2.4.1.14,2.4.1.157,2.4.1.198,2.4.1.208,2.4.1.21,2.4.1.231,2.4.1.241,2.4.1.245,2.4.1.252,2.4.1.257,2.4.1.270,2.4.1.283,2.4.1.285,2.4.1.290,2.4.1.342,2.4.1.57,2.4.1.-,2.4.2.-,2.4.1.132	GT4.hmm	0
GCF_004354555.1_NZ_PUFH01000001.1_5	GCF_004354555.1	NZ_PUFH01000001.1	5	5581	6261	-1	D										Domain of unknown function (DUF4811) [PF16069.8]					0
GCF_004354555.1_NZ_PUFH01000001.1_6	GCF_004354555.1	NZ_PUFH01000001.1	6	6263	7765	-1	C	K18926	MFS transporter, DHA2 family, lincomycin resistance protein								Major Facilitator Superfamily [PF07690.19]; Fungal trichothecene efflux pump (TRI12) [PF06609.16]					0
GCF_004354555.1_NZ_PUFH01000001.1_7	GCF_004354555.1	NZ_PUFH01000001.1	7	7878	8558	-1	C	K00867	type I pantothenate kinase [EC:2.7.1.33]								Phosphoribulokinase / Uridine kinase family [PF00485.21]					0
GCF_004354555.1_NZ_PUFH01000001.1_8	GCF_004354555.1	NZ_PUFH01000001.1	8	8555	10921	-1	D										UvrD-like helicase C-terminal domain [PF13538.9]; AAA domain [PF13245.9]; Viral (Superfamily 1) RNA helicase [PF01443.21]; UvrD/REP helicase N-terminal domain [PF00580.24]					0
GCF_004354555.1_NZ_PUFH01000001.1_9	GCF_004354555.1	NZ_PUFH01000001.1	9	11267	12502	-1	D										NADH:flavin oxidoreductase / NADH oxidase family [PF00724.23]					0
GCF_004354555.1_NZ_PUFH01000001.1_10	GCF_004354555.1	NZ_PUFH01000001.1	10	12537	13451	-1	E															0
GCF_004354555.1_NZ_PUFH01000001.1_11	GCF_004354555.1	NZ_PUFH01000001.1	11	13597	14196	-1	E															0
GCF_004354555.1_NZ_PUFH01000001.1_12	GCF_004354555.1	NZ_PUFH01000001.1	12	14347	15852	-1	C	K01119	2',3'-cyclic-nucleotide 2'-phosphodiesterase / 3'-nucleotidase [EC:3.1.4.16 3.1.3.6]								5'-nucleotidase, C-terminal domain [PF02872.21]; Bacterial capsule synthesis protein PGA_cap [PF09587.13]					0
GCF_004354555.1_NZ_PUFH01000001.1_13	GCF_004354555.1	NZ_PUFH01000001.1	13	15899	16708	-1	C	K02042	phosphonate transport system permease protein													0
