NZ_MTKN01000090.1_orf234188	738d2a1a087e685aae1864e4b2d1044f	533	Pfam	PF00326	Prolyl oligopeptidase family	356	523	6.0E-25	T	24-06-2023	IPR001375	Peptidase S9, prolyl oligopeptidase, catalytic domain
NZ_MTKN01000090.1_orf234188	738d2a1a087e685aae1864e4b2d1044f	533	SUPERFAMILY	SSF53474	alpha/beta-Hydrolases	279	523	3.45E-40	T	24-06-2023	IPR029058	Alpha/Beta hydrolase fold
NZ_MTKN01000090.1_orf234188	738d2a1a087e685aae1864e4b2d1044f	533	Gene3D	G3DSA:3.40.50.1820	alpha/beta hydrolase	274	525	2.0E-42	T	24-06-2023	IPR029058	Alpha/Beta hydrolase fold
NZ_MTKN01000090.1_orf234188	738d2a1a087e685aae1864e4b2d1044f	533	PANTHER	PTHR42776	SERINE PEPTIDASE S9 FAMILY MEMBER	362	522	5.0E-17	T	24-06-2023	-	-
NZ_MTKN01000072.1_orf215924	f995313dc3d1402a37e2a2a99ae47cf1	1156	SUPERFAMILY	SSF49464	Carboxypeptidase regulatory domain-like	171	249	3.79E-16	T	24-06-2023	IPR008969	Carboxypeptidase-like, regulatory domain superfamily
NZ_MTKN01000072.1_orf215924	f995313dc3d1402a37e2a2a99ae47cf1	1156	TIGRFAM	TIGR04057	SusC_RagA_signa: TonB-dependent outer membrane receptor, SusC/RagA subfamily, signature region	364	394	1.8E-18	T	24-06-2023	IPR023997	TonB-dependent outer membrane protein SusC/RagA, conserved site
NZ_MTKN01000072.1_orf215924	f995313dc3d1402a37e2a2a99ae47cf1	1156	Pfam	PF07715	TonB-dependent Receptor Plug Domain	261	388	3.1E-21	T	24-06-2023	IPR012910	TonB-dependent receptor, plug domain
NZ_MTKN01000072.1_orf215924	f995313dc3d1402a37e2a2a99ae47cf1	1156	Gene3D	G3DSA:2.60.40.1120	-	171	241	9.7E-8	T	24-06-2023	-	-
NZ_MTKN01000072.1_orf215924	f995313dc3d1402a37e2a2a99ae47cf1	1156	Gene3D	G3DSA:2.170.130.10	-	242	393	1.8E-30	T	24-06-2023	IPR037066	TonB-dependent receptor, plug domain superfamily
NZ_MTKN01000072.1_orf215924	f995313dc3d1402a37e2a2a99ae47cf1	1156	PANTHER	PTHR47322	SUSC HOMOLOG-RELATED	169	1156	7.1E-208	T	24-06-2023	-	-
NZ_MTKN01000072.1_orf215924	f995313dc3d1402a37e2a2a99ae47cf1	1156	SUPERFAMILY	SSF56935	Porins	249	1156	5.13E-82	T	24-06-2023	-	-
NZ_MTKN01000072.1_orf215924	f995313dc3d1402a37e2a2a99ae47cf1	1156	Pfam	PF00593	TonB dependent receptor	551	1154	1.3E-26	T	24-06-2023	IPR000531	TonB-dependent receptor-like, beta-barrel
NZ_MTKN01000072.1_orf215924	f995313dc3d1402a37e2a2a99ae47cf1	1156	Pfam	PF13715	CarboxypepD_reg-like domain	172	252	1.5E-15	T	24-06-2023	-	-
NZ_MTKN01000072.1_orf215924	f995313dc3d1402a37e2a2a99ae47cf1	1156	TIGRFAM	TIGR04056	OMP_RagA_SusC: TonB-linked outer membrane protein, SusC/RagA family	172	1156	2.5E-205	T	24-06-2023	IPR023996	TonB-dependent outer membrane protein, SusC/RagA
NZ_MTKN01000072.1_orf215924	f995313dc3d1402a37e2a2a99ae47cf1	1156	Gene3D	G3DSA:2.40.170.20	-	449	1156	1.1E-33	T	24-06-2023	IPR036942	TonB-dependent receptor-like, beta-barrel domain superfamily
NZ_MTKN01000346.1_orf135564	5170f9a1fac97794d61d5a11a4ce99ea	119	Pfam	PF02690	Na+/Pi-cotransporter	1	67	7.3E-12	T	24-06-2023	IPR003841	Sodium-dependent phosphate transport protein
NZ_MTKN01000346.1_orf135564	5170f9a1fac97794d61d5a11a4ce99ea	119	PANTHER	PTHR10010	SOLUTE CARRIER FAMILY 34  SODIUM PHOSPHATE , MEMBER 2-RELATED	1	118	3.6E-26	T	24-06-2023	IPR003841	Sodium-dependent phosphate transport protein
NZ_MTKN01000279.1_orf107692	5dfe367b8e1825d383382a770123071c	162	PANTHER	PTHR41251	NON-HOMOLOGOUS END JOINING PROTEIN KU	1	162	1.0E-52	T	24-06-2023	IPR009187	Non-homologous end joining protein Ku, prokaryotic type
NZ_MTKN01000279.1_orf107692	5dfe367b8e1825d383382a770123071c	162	SUPERFAMILY	SSF100939	SPOC domain-like	1	162	6.28E-33	T	24-06-2023	IPR016194	SPOC-like, C-terminal domain superfamily
NZ_MTKN01000279.1_orf107692	5dfe367b8e1825d383382a770123071c	162	Pfam	PF02735	Ku70/Ku80 beta-barrel domain	3	161	2.7E-30	T	24-06-2023	IPR006164	Ku70/Ku80 beta-barrel domain
NZ_MTKN01000279.1_orf107692	5dfe367b8e1825d383382a770123071c	162	Gene3D	G3DSA:2.40.290.10	-	1	162	6.0E-18	T	24-06-2023	IPR016194	SPOC-like, C-terminal domain superfamily
NZ_MTKN01000279.1_orf107692	5dfe367b8e1825d383382a770123071c	162	SMART	SM00559	ku_4	44	162	2.4E-14	T	24-06-2023	IPR006164	Ku70/Ku80 beta-barrel domain
NZ_MTKN01000178.1_orf59049	f587ada698f4a619416b07106cbe8bb8	394	Coils	Coil	Coil	370	390	-	T	24-06-2023	-	-
NZ_MTKN01000178.1_orf59049	f587ada698f4a619416b07106cbe8bb8	394	Pfam	PF02371	Transposase IS116/IS110/IS902 family	241	326	2.2E-26	T	24-06-2023	IPR003346	Transposase, IS116/IS110/IS902
NZ_MTKN01000178.1_orf59049	f587ada698f4a619416b07106cbe8bb8	394	PANTHER	PTHR33055	TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS1111A	1	362	8.2E-49	T	24-06-2023	-	-
NZ_MTKN01000178.1_orf59049	f587ada698f4a619416b07106cbe8bb8	394	Pfam	PF01548	Transposase	1	143	5.7E-25	T	24-06-2023	IPR002525	Transposase, IS111A/IS1328/IS1533, N-terminal
NZ_MTKN01000009.1_orf237635	a7a125c8a58b425e3df653cd3dda88bc	905	Pfam	PF01345	Domain of unknown function DUF11	695	813	1.8E-21	T	24-06-2023	IPR001434	Large cysteine-rich periplasmic protein OmcB-like, DUF11 domain
NZ_MTKN01000009.1_orf237635	a7a125c8a58b425e3df653cd3dda88bc	905	Pfam	PF13573	SprB repeat	544	574	1.1E-6	T	24-06-2023	IPR025667	SprB repeat
NZ_MTKN01000009.1_orf237635	a7a125c8a58b425e3df653cd3dda88bc	905	TIGRFAM	TIGR04131	Bac_Flav_CTERM: gliding motility-associated C-terminal domain	823	902	3.7E-12	T	24-06-2023	IPR026341	Gliding motility-associated, C-terminal domain
NZ_MTKN01000009.1_orf237635	a7a125c8a58b425e3df653cd3dda88bc	905	Pfam	PF13585	CHU_C Type IX secretion signal domain	822	902	4.0E-25	T	24-06-2023	-	-
