	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
GCA_000402355.1_AQRS01000001.1_1	GCA_000402355.1	AQRS01000001.1	1	3	176	-1	D										Dual specificity phosphatase, catalytic domain [PF00782.23]; Cyclin-dependent kinase inhibitor 3 (CDKN3) [PF05706.15]					0
GCA_000402355.1_AQRS01000001.1_2	GCA_000402355.1	AQRS01000001.1	2	330	1742	-1	C	K00520	mercuric reductase [EC:1.16.1.1]								Pyridine nucleotide-disulphide oxidoreductase [PF07992.17]; Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain [PF02852.25]; Pyridine nucleotide-disulphide oxidoreductase [PF00070.30]					0
GCA_000402355.1_AQRS01000001.1_3	GCA_000402355.1	AQRS01000001.1	3	1729	2073	-1	D										Bacterial regulatory protein, arsR family [PF01022.23]; Helix-turn-helix domain [PF12840.10]					0
GCA_000402355.1_AQRS01000001.1_4	GCA_000402355.1	AQRS01000001.1	4	2577	2846	-1	E															0
GCA_000402355.1_AQRS01000001.1_5	GCA_000402355.1	AQRS01000001.1	5	2918	4726	1	C	K12063	conjugal transfer ATP-binding protein TraC								TraG P-loop domain [PF19044.3]; AAA-like domain [PF12846.10]; Helicase HerA, central domain [PF01935.20]; Type IV secretion-system coupling protein DNA-binding domain [PF10412.12]					0
GCA_000402355.1_AQRS01000001.1_6	GCA_000402355.1	AQRS01000001.1	6	4719	5210	1	C	K01823	isopentenyl-diphosphate Delta-isomerase [EC:5.3.3.2]								NUDIX domain [PF00293.31]					0
GCA_000402355.1_AQRS01000001.1_7	GCA_000402355.1	AQRS01000001.1	7	5200	5607	-1	E															0
GCA_000402355.1_AQRS01000002.1_1	GCA_000402355.1	AQRS01000002.1	1	96	1265	1	D										Major Facilitator Superfamily [PF07690.19]; Transmembrane secretion effector [PF05977.16]; Sugar (and other) transporter [PF00083.27]; MFS_1 like family [PF12832.10]; Fungal trichothecene efflux pump (TRI12) [PF06609.16]					0
GCA_000402355.1_AQRS01000002.1_2	GCA_000402355.1	AQRS01000002.1	2	1349	1606	1	E															0
GCA_000402355.1_AQRS01000002.1_3	GCA_000402355.1	AQRS01000002.1	3	1848	2630	1	C	K09807	uncharacterized protein								Protein of unknown function (DUF541) [PF04402.17]					0
GCA_000402355.1_AQRS01000002.1_4	GCA_000402355.1	AQRS01000002.1	4	2688	3176	-1	E															0
GCA_000402355.1_AQRS01000002.1_5	GCA_000402355.1	AQRS01000002.1	5	3277	5484	1	E															0
GCA_000402355.1_AQRS01000003.1_1	GCA_000402355.1	AQRS01000003.1	1	3	1355	1	C	K07462	single-stranded-DNA-specific exonuclease [EC:3.1.-.-]													0
GCA_000402355.1_AQRS01000003.1_2	GCA_000402355.1	AQRS01000003.1	2	1412	1969	1	E															0
GCA_000402355.1_AQRS01000003.1_3	GCA_000402355.1	AQRS01000003.1	3	1975	3339	1	E															0
GCA_000402355.1_AQRS01000003.1_4	GCA_000402355.1	AQRS01000003.1	4	3381	6020	-1	C	K01006	pyruvate, orthophosphate dikinase [EC:2.7.9.1]								PEP-utilising enzyme, PEP-binding domain [PF02896.21]; Pyruvate phosphate dikinase, AMP/ATP-binding domain [PF01326.22]; PEP-utilising enzyme, mobile domain [PF00391.26]					0
GCA_000402355.1_AQRS01000004.1_1	GCA_000402355.1	AQRS01000004.1	1	3	164	-1	C	K15383	MtN3 and saliva related transmembrane protein								PQ loop repeat [PF04193.17]					0
GCA_000402355.1_AQRS01000004.1_2	GCA_000402355.1	AQRS01000004.1	2	250	780	1	E															0
GCA_000402355.1_AQRS01000004.1_3	GCA_000402355.1	AQRS01000004.1	3	849	2309	1	C	K00088	IMP dehydrogenase [EC:1.1.1.205]								IMP dehydrogenase / GMP reductase domain [PF00478.28]; FMN-dependent dehydrogenase [PF01070.21]; Nitronate monooxygenase [PF03060.18]					0
GCA_000402355.1_AQRS01000004.1_4	GCA_000402355.1	AQRS01000004.1	4	2379	2663	1	E															0
GCA_000402355.1_AQRS01000004.1_5	GCA_000402355.1	AQRS01000004.1	5	2729	4360	1	C	K03465	thymidylate synthase (FAD) [EC:2.1.1.148]								Thymidylate synthase complementing protein [PF02511.18]					0
GCA_000402355.1_AQRS01000004.1_6	GCA_000402355.1	AQRS01000004.1	6	4509	4619	1	E															0
GCA_000402355.1_AQRS01000004.1_7	GCA_000402355.1	AQRS01000004.1	7	4616	5413	-1	C	K22736	vacuolar iron transporter family protein								VIT family [PF01988.22]					0
GCA_000402355.1_AQRS01000004.1_8	GCA_000402355.1	AQRS01000004.1	8	5522	5683	1	E															0
GCA_000402355.1_AQRS01000004.1_9	GCA_000402355.1	AQRS01000004.1	9	5767	8376	1	D										E1-E2 ATPase [PF00122.23]; Cation transporting ATPase, C-terminus [PF00689.24]; haloacid dehalogenase-like hydrolase [PF00702.29]; Cation transport ATPase (P-type) [PF13246.9]; Cation transporter/ATPase, N-terminus [PF00690.29]; haloacid dehalogenase-like hydrolase [PF08282.15]					0
GCA_000402355.1_AQRS01000005.1_1	GCA_000402355.1	AQRS01000005.1	1	3	380	-1	C	K07491	REP-associated tyrosine transposase								Transposase IS200 like [PF01797.19]					0
GCA_000402355.1_AQRS01000005.1_2	GCA_000402355.1	AQRS01000005.1	2	644	1378	-1	E															0
GCA_000402355.1_AQRS01000005.1_3	GCA_000402355.1	AQRS01000005.1	3	1601	2905	1	D										Transposase IS66 family [PF03050.17]					0
GCA_000402355.1_AQRS01000005.1_4	GCA_000402355.1	AQRS01000005.1	4	2902	3243	-1	E															0
GCA_000402355.1_AQRS01000005.1_5	GCA_000402355.1	AQRS01000005.1	5	3240	3656	-1	E															0
GCA_000402355.1_AQRS01000005.1_6	GCA_000402355.1	AQRS01000005.1	6	3658	5682	-1	E															0
GCA_000402355.1_AQRS01000005.1_7	GCA_000402355.1	AQRS01000005.1	7	5806	6765	-1	D										Radical SAM superfamily [PF04055.24]					0
GCA_000402355.1_AQRS01000005.1_8	GCA_000402355.1	AQRS01000005.1	8	6762	7187	-1	D										Uncharacterised protein family UPF0047 [PF01894.20]					0
GCA_000402355.1_AQRS01000005.1_9	GCA_000402355.1	AQRS01000005.1	9	7218	8132	-1	D										DeoC/LacD family aldolase [PF01791.12]					0
GCA_000402355.1_AQRS01000005.1_10	GCA_000402355.1	AQRS01000005.1	10	8248	8565	-1	E															0
GCA_000402355.1_AQRS01000006.1_1	GCA_000402355.1	AQRS01000006.1	1	2	2131	1	C	K23270	phosphoribosylformylglycinamidine synthase subunit PurSL [EC:6.3.5.3]								AIR synthase related protein, C-terminal domain [PF02769.25]					0
GCA_000402355.1_AQRS01000006.1_2	GCA_000402355.1	AQRS01000006.1	2	2107	2832	1	E															0
GCA_000402355.1_AQRS01000006.1_3	GCA_000402355.1	AQRS01000006.1	3	2934	3155	1	E															0
GCA_000402355.1_AQRS01000006.1_4	GCA_000402355.1	AQRS01000006.1	4	3148	3513	1	E															0
GCA_000402355.1_AQRS01000006.1_5	GCA_000402355.1	AQRS01000006.1	5	3510	3656	1	E															0
GCA_000402355.1_AQRS01000006.1_6	GCA_000402355.1	AQRS01000006.1	6	3713	4459	1	C	K23265	phosphoribosylformylglycinamidine synthase subunit PurQ / glutaminase [EC:6.3.5.3 3.5.1.2]	MER0169320	C26	MER0169320 - family C26 unassigned peptidases (Thermoplasma volcanium) [C26.UPW]#C26#{peptidase unit: 3-246}~source NP_110787~	False	0.407	169.0	1.136e-45	CobB/CobQ-like glutamine amidotransferase domain [PF13507.9]; Glutamine amidotransferase class-I [PF00117.31]					0
GCA_000402355.1_AQRS01000006.1_7	GCA_000402355.1	AQRS01000006.1	7	4480	5931	-1	E															0
GCA_000402355.1_AQRS01000006.1_8	GCA_000402355.1	AQRS01000006.1	8	6106	7434	1	C	K00590	site-specific DNA-methyltransferase (cytosine-N4-specific) [EC:2.1.1.113]								DNA methylase [PF01555.21]					0
GCA_000402355.1_AQRS01000006.1_9	GCA_000402355.1	AQRS01000006.1	9	7439	7651	1	E															0
GCA_000402355.1_AQRS01000006.1_10	GCA_000402355.1	AQRS01000006.1	10	7656	8075	1	E															0
GCA_000402355.1_AQRS01000006.1_11	GCA_000402355.1	AQRS01000006.1	11	8077	8799	-1	D										MvaI/BcnI restriction endonuclease family [PF15515.9]					0
GCA_000402355.1_AQRS01000006.1_12	GCA_000402355.1	AQRS01000006.1	12	8944	9249	-1	C	K07491	REP-associated tyrosine transposase								Transposase IS200 like [PF01797.19]					0
GCA_000402355.1_AQRS01000007.1_1	GCA_000402355.1	AQRS01000007.1	1	441	1022	1	E															0
GCA_000402355.1_AQRS01000007.1_2	GCA_000402355.1	AQRS01000007.1	2	1643	2029	1	E															0
GCA_000402355.1_AQRS01000007.1_3	GCA_000402355.1	AQRS01000007.1	3	2034	2663	-1	E															0
GCA_000402355.1_AQRS01000007.1_4	GCA_000402355.1	AQRS01000007.1	4	2660	2965	-1	E															0
GCA_000402355.1_AQRS01000007.1_5	GCA_000402355.1	AQRS01000007.1	5	4120	4338	1	E															0
GCA_000402355.1_AQRS01000007.1_6	GCA_000402355.1	AQRS01000007.1	6	4550	5692	-1	C	K13038	phosphopantothenoylcysteine decarboxylase / phosphopantothenate---cysteine ligase [EC:4.1.1.36 6.3.2.5]								Flavoprotein [PF02441.22]; DNA / pantothenate metabolism flavoprotein [PF04127.18]					0
GCA_000402355.1_AQRS01000007.1_7	GCA_000402355.1	AQRS01000007.1	7	5726	6226	-1	E															0
GCA_000402355.1_AQRS01000007.1_8	GCA_000402355.1	AQRS01000007.1	8	6278	7405	1	D										NFACT N-terminal and middle domains [PF05833.14]					0
GCA_000402355.1_AQRS01000007.1_9	GCA_000402355.1	AQRS01000007.1	9	7408	7662	-1	E															0
GCA_000402355.1_AQRS01000007.1_10	GCA_000402355.1	AQRS01000007.1	10	7836	8969	1	C	K15449	tRNA wybutosine-synthesizing protein 1 [EC:4.1.3.44]								Wyosine base formation [PF08608.15]; Radical SAM superfamily [PF04055.24]					0
GCA_000402355.1_AQRS01000007.1_11	GCA_000402355.1	AQRS01000007.1	11	9015	9275	1	E															0
GCA_000402355.1_AQRS01000008.1_1	GCA_000402355.1	AQRS01000008.1	1	65	241	1	E															0
GCA_000402355.1_AQRS01000008.1_2	GCA_000402355.1	AQRS01000008.1	2	248	520	1	C	K06218	mRNA interferase RelE/StbE													0
GCA_000402355.1_AQRS01000008.1_3	GCA_000402355.1	AQRS01000008.1	3	564	2132	1	C	K00764	amidophosphoribosyltransferase [EC:2.4.2.14]	MER0223378	C44	MER0223378 - family C44 unassigned peptidases (Ignisphaera aggregans) [C44.UPW]#C44#{peptidase unit: 2-441}~source YP_003858994~	False	0.327	244.0	3.5309999999999995e-67	Glutamine amidotransferase domain [PF13522.9]; Glutamine amidotransferase domain [PF13537.9]; Phosphoribosyl transferase domain [PF00156.30]; Glutamine amidotransferases class-II [PF13230.9]					0
GCA_000402355.1_AQRS01000008.1_4	GCA_000402355.1	AQRS01000008.1	4	2164	3432	1	C	K01945	phosphoribosylamine---glycine ligase [EC:6.3.4.13]								Phosphoribosylglycinamide synthetase, ATP-grasp (A) domain [PF01071.22]; Phosphoribosylglycinamide synthetase, N domain [PF02844.18]; Phosphoribosylglycinamide synthetase, C domain [PF02843.19]; ATP-grasp domain [PF02655.17]					0
GCA_000402355.1_AQRS01000008.1_5	GCA_000402355.1	AQRS01000008.1	5	3504	4865	1	E															0
GCA_000402355.1_AQRS01000008.1_6	GCA_000402355.1	AQRS01000008.1	6	4931	5464	1	C	K01934	5-formyltetrahydrofolate cyclo-ligase [EC:6.3.3.2]								5-formyltetrahydrofolate cyclo-ligase family [PF01812.23]					0
GCA_000402355.1_AQRS01000008.1_7	GCA_000402355.1	AQRS01000008.1	7	5490	7022	-1	C	K00602	phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10]								AICARFT/IMPCHase bienzyme [PF01808.21]; MGS-like domain [PF02142.25]; Phosphoribosylglycinamide synthetase, N domain [PF02844.18]					0
GCA_000402355.1_AQRS01000008.1_8	GCA_000402355.1	AQRS01000008.1	8	7019	7624	-1	C	K11175	phosphoribosylglycinamide formyltransferase 1 [EC:2.1.2.2]								Formyl transferase [PF00551.22]					0
GCA_000402355.1_AQRS01000008.1_9	GCA_000402355.1	AQRS01000008.1	9	7617	8471	-1	C	K01491	methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase [EC:1.5.1.5 3.5.4.9]								Tetrahydrofolate dehydrogenase/cyclohydrolase, NAD(P)-binding domain [PF02882.22]; Tetrahydrofolate dehydrogenase/cyclohydrolase, catalytic domain [PF00763.26]					0
GCA_000402355.1_AQRS01000008.1_10	GCA_000402355.1	AQRS01000008.1	10	8478	9494	-1	C	K00600	glycine hydroxymethyltransferase [EC:2.1.2.1]								Serine hydroxymethyltransferase [PF00464.22]					0
GCA_000402355.1_AQRS01000009.1_1	GCA_000402355.1	AQRS01000009.1	1	2	304	-1	D										Heavy-metal-associated domain [PF00403.29]					0
GCA_000402355.1_AQRS01000009.1_2	GCA_000402355.1	AQRS01000009.1	2	301	528	-1	D										Heavy-metal-associated domain [PF00403.29]					0
GCA_000402355.1_AQRS01000009.1_3	GCA_000402355.1	AQRS01000009.1	3	488	949	-1	E															0
GCA_000402355.1_AQRS01000009.1_4	GCA_000402355.1	AQRS01000009.1	4	946	1440	-1	D										Cupredoxin-like domain [PF13473.9]					0
GCA_000402355.1_AQRS01000009.1_5	GCA_000402355.1	AQRS01000009.1	5	1498	1977	1	E															0
GCA_000402355.1_AQRS01000009.1_6	GCA_000402355.1	AQRS01000009.1	6	1986	2330	-1	E															0
GCA_000402355.1_AQRS01000009.1_7	GCA_000402355.1	AQRS01000009.1	7	2343	2492	-1	E															0
GCA_000402355.1_AQRS01000009.1_8	GCA_000402355.1	AQRS01000009.1	8	2507	2635	-1	E															0
GCA_000402355.1_AQRS01000009.1_9	GCA_000402355.1	AQRS01000009.1	9	2626	2835	-1	E															0
GCA_000402355.1_AQRS01000009.1_10	GCA_000402355.1	AQRS01000009.1	10	2920	4104	-1	D										Rhodanese-like domain [PF00581.23]					0
GCA_000402355.1_AQRS01000009.1_11	GCA_000402355.1	AQRS01000009.1	11	4109	4558	-1	E															0
GCA_000402355.1_AQRS01000009.1_12	GCA_000402355.1	AQRS01000009.1	12	4599	4838	-1	E															0
GCA_000402355.1_AQRS01000009.1_13	GCA_000402355.1	AQRS01000009.1	13	4839	5405	-1	E															0
GCA_000402355.1_AQRS01000009.1_14	GCA_000402355.1	AQRS01000009.1	14	5570	6019	-1	E															0
GCA_000402355.1_AQRS01000009.1_15	GCA_000402355.1	AQRS01000009.1	15	6033	6812	-1	D										Thioredoxin [PF13462.9]; DSBA-like thioredoxin domain [PF01323.23]; Thioredoxin-like domain [PF13098.9]					0
GCA_000402355.1_AQRS01000009.1_16	GCA_000402355.1	AQRS01000009.1	16	6901	7197	-1	E															0
GCA_000402355.1_AQRS01000009.1_17	GCA_000402355.1	AQRS01000009.1	17	7271	7555	1	E															0
GCA_000402355.1_AQRS01000009.1_18	GCA_000402355.1	AQRS01000009.1	18	7569	7841	1	D										Bacterial regulatory protein, arsR family [PF01022.23]					0
GCA_000402355.1_AQRS01000009.1_19	GCA_000402355.1	AQRS01000009.1	19	7904	8251	1	D										Bacterial regulatory protein, arsR family [PF01022.23]; Helix-turn-helix domain [PF12840.10]					0
GCA_000402355.1_AQRS01000009.1_20	GCA_000402355.1	AQRS01000009.1	20	8235	9590	1	C	K00520	mercuric reductase [EC:1.16.1.1]								Pyridine nucleotide-disulphide oxidoreductase [PF07992.17]; Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain [PF02852.25]; Pyridine nucleotide-disulphide oxidoreductase [PF00070.30]					0
GCA_000402355.1_AQRS01000010.1_1	GCA_000402355.1	AQRS01000010.1	1	134	1711	1	D										ADAMTS cysteine-rich domain 2 [PF17771.4]					0
GCA_000402355.1_AQRS01000010.1_2	GCA_000402355.1	AQRS01000010.1	2	1721	3481	1	E															0
