	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
GCA_014764105.1_JACXUF010000001.1_1	GCA_014764105.1	JACXUF010000001.1	1	165	365	-1	E															0
GCA_014764105.1_JACXUF010000001.1_2	GCA_014764105.1	JACXUF010000001.1	2	427	1752	1	C	K03628	transcription termination factor Rho								ATP synthase alpha/beta family, nucleotide-binding domain [PF00006.28]; Rho termination factor, RNA-binding domain [PF07497.15]; Rho termination factor, N-terminal domain [PF07498.15]					0
GCA_014764105.1_JACXUF010000001.1_3	GCA_014764105.1	JACXUF010000001.1	3	1805	2593	1	C	K01776	glutamate racemase [EC:5.1.1.3]								Asp/Glu/Hydantoin racemase [PF01177.25]					0
GCA_014764105.1_JACXUF010000001.1_4	GCA_014764105.1	JACXUF010000001.1	4	2611	4245	1	C	K02343	DNA polymerase III subunit gamma/tau [EC:2.7.7.7]								DNA polymerase III, delta subunit [PF13177.9]; Holliday junction DNA helicase RuvB P-loop domain [PF05496.15]; ATPase family associated with various cellular activities (AAA) [PF00004.32]					0
GCA_014764105.1_JACXUF010000001.1_5	GCA_014764105.1	JACXUF010000001.1	5	4423	5109	-1	C	K07457	endonuclease III related protein								HhH-GPD superfamily base excision DNA repair protein [PF00730.28]					0
GCA_014764105.1_JACXUF010000001.1_6	GCA_014764105.1	JACXUF010000001.1	6	5066	5875	-1	C	K09769	2',3'-cyclic-nucleotide 2'-phosphodiesterase [EC:3.1.4.16]								YmdB-like protein [PF13277.9]					0
GCA_014764105.1_JACXUF010000001.1_7	GCA_014764105.1	JACXUF010000001.1	7	5945	7114	-1	C	K03212	23S rRNA (uracil747-C5)-methyltransferase [EC:2.1.1.189]								tRNA (Uracil-5-)-methyltransferase [PF05958.14]; Methyltransferase small domain [PF05175.17]; Methyltransferase domain [PF13847.9]; Putative methyltransferase [PF02390.20]; Putative RNA methylase family UPF0020 [PF01170.21]; N-6 DNA Methylase [PF02384.19]; RNA cap guanine-N2 methyltransferase [PF09445.13]; S-adenosylmethionine-dependent methyltransferase [PF10672.12]					0
GCA_014764105.1_JACXUF010000001.1_8	GCA_014764105.1	JACXUF010000001.1	8	7111	10095	-1	C	K03723	transcription-repair coupling factor (superfamily II helicase) [EC:5.6.2.4]								UvrB interaction domain [PF17757.4]; TRCF domain [PF03461.18]; CarD-like/TRCF domain [PF02559.19]; Helicase conserved C-terminal domain [PF00271.34]; DEAD/DEAH box helicase [PF00270.32]					0
GCA_014764105.1_JACXUF010000001.1_9	GCA_014764105.1	JACXUF010000001.1	9	10073	11236	-1	D										Mur ligase middle domain [PF08245.15]					0
GCA_014764105.1_JACXUF010000001.1_10	GCA_014764105.1	JACXUF010000001.1	10	11233	12768	-1	D										Diguanylate cyclase, GGDEF domain [PF00990.24]; Cation efflux system protein CusB domain 1 [PF00529.23]					0
