CAJNCI010000004.1_136	1102f09cb48047eb97968d0e41311bf8	41	Pfam	PF03047	COMC family	1	29	1.3E-12	T	10-07-2023	IPR004288	Competence protein, ComC
CAJNCI010000001.1_179	ffa65735d881e54a75f975fb4a33f051	104	Pfam	PF00829	Ribosomal prokaryotic L21 protein	4	102	1.2E-35	T	10-07-2023	IPR028909	Ribosomal protein L21-like
CAJNCI010000001.1_179	ffa65735d881e54a75f975fb4a33f051	104	SUPERFAMILY	SSF141091	L21p-like	4	103	1.16E-35	T	10-07-2023	IPR036164	L21-like superfamily
CAJNCI010000001.1_179	ffa65735d881e54a75f975fb4a33f051	104	PANTHER	PTHR21349	50S RIBOSOMAL PROTEIN L21	4	103	2.8E-31	T	10-07-2023	-	-
CAJNCI010000001.1_179	ffa65735d881e54a75f975fb4a33f051	104	TIGRFAM	TIGR00061	L21: ribosomal protein bL21	4	102	6.7E-35	T	10-07-2023	IPR001787	Ribosomal protein L21
CAJNCI010000001.1_179	ffa65735d881e54a75f975fb4a33f051	104	ProSitePatterns	PS01169	Ribosomal protein L21 signature.	73	95	-	T	10-07-2023	IPR018258	Ribosomal protein L21, conserved site
CAJNCI010000001.1_179	ffa65735d881e54a75f975fb4a33f051	104	Hamap	MF_01363	50S ribosomal protein L21 [rplU].	3	104	25.048601	T	10-07-2023	IPR001787	Ribosomal protein L21
CAJNCI010000013.1_18	a081bbcaf372418ec41ad7fce64d5590	240	PANTHER	PTHR47683	PSEUDOURIDINE SYNTHASE FAMILY PROTEIN-RELATED	1	237	2.1E-66	T	10-07-2023	-	-
CAJNCI010000013.1_18	a081bbcaf372418ec41ad7fce64d5590	240	Gene3D	G3DSA:3.10.290.10	-	1	58	1.3E-19	T	10-07-2023	IPR036986	RNA-binding S4 domain superfamily
CAJNCI010000013.1_18	a081bbcaf372418ec41ad7fce64d5590	240	CDD	cd00165	S4	1	66	5.71352E-10	T	10-07-2023	-	-
CAJNCI010000013.1_18	a081bbcaf372418ec41ad7fce64d5590	240	Pfam	PF01479	S4 domain	1	42	3.1E-8	T	10-07-2023	IPR002942	RNA-binding S4 domain
CAJNCI010000013.1_18	a081bbcaf372418ec41ad7fce64d5590	240	SMART	SM00363	s4_6	1	59	2.7E-7	T	10-07-2023	IPR002942	RNA-binding S4 domain
CAJNCI010000013.1_18	a081bbcaf372418ec41ad7fce64d5590	240	ProSiteProfiles	PS50889	S4 RNA-binding domain profile.	1	65	14.067608	T	10-07-2023	-	-
CAJNCI010000013.1_18	a081bbcaf372418ec41ad7fce64d5590	240	Gene3D	G3DSA:3.30.70.580	-	62	231	1.0E-55	T	10-07-2023	IPR020094	Pseudouridine synthase TruA/RsuA/RluB/E/F, N-terminal
CAJNCI010000013.1_18	a081bbcaf372418ec41ad7fce64d5590	240	CDD	cd02553	PseudoU_synth_RsuA	61	232	3.32571E-91	T	10-07-2023	-	-
CAJNCI010000013.1_18	a081bbcaf372418ec41ad7fce64d5590	240	Pfam	PF00849	RNA pseudouridylate synthase	62	196	1.9E-20	T	10-07-2023	IPR006145	Pseudouridine synthase, RsuA/RluA-like
CAJNCI010000013.1_18	a081bbcaf372418ec41ad7fce64d5590	240	SUPERFAMILY	SSF55120	Pseudouridine synthase	61	232	1.76E-44	T	10-07-2023	IPR020103	Pseudouridine synthase, catalytic domain superfamily
CAJNCI010000013.1_18	a081bbcaf372418ec41ad7fce64d5590	240	ProSitePatterns	PS01149	Rsu family of pseudouridine synthase signature.	100	114	-	T	10-07-2023	IPR018496	Pseudouridine synthase, RsuA/RluB/E/F, conserved site
CAJNCI010000013.1_18	a081bbcaf372418ec41ad7fce64d5590	240	TIGRFAM	TIGR00093	TIGR00093: pseudouridine synthase	66	229	1.1E-52	T	10-07-2023	IPR000748	Pseudouridine synthase, RsuA/RluB/E/F
CAJNCI010000013.1_18	a081bbcaf372418ec41ad7fce64d5590	240	FunFam	G3DSA:3.10.290.10:FF:000003	Pseudouridine synthase	1	58	4.7E-18	T	10-07-2023	-	-
CAJNCI010000013.1_18	a081bbcaf372418ec41ad7fce64d5590	240	SUPERFAMILY	SSF55174	Alpha-L RNA-binding motif	1	86	7.21E-15	T	10-07-2023	-	-
CAJNCI010000013.1_18	a081bbcaf372418ec41ad7fce64d5590	240	Gene3D	G3DSA:3.30.70.1560	-	129	214	1.0E-55	T	10-07-2023	IPR042092	Pseudouridine synthase, RsuA/RluB/E/F, catalytic domain
CAJNCI010000013.1_18	a081bbcaf372418ec41ad7fce64d5590	240	FunFam	G3DSA:3.30.70.1560:FF:000001	Pseudouridine synthase	129	214	6.3E-28	T	10-07-2023	-	-
CAJNCI010000005.1_4	9d62eb0237baac346cf9be102480876c	164	Coils	Coil	Coil	96	116	-	T	10-07-2023	-	-
CAJNCI010000005.1_4	9d62eb0237baac346cf9be102480876c	164	Coils	Coil	Coil	74	94	-	T	10-07-2023	-	-
CAJNCI010000005.1_4	9d62eb0237baac346cf9be102480876c	164	PANTHER	PTHR33445	ATP SYNTHASE SUBUNIT B', CHLOROPLASTIC	13	161	3.5E-27	T	10-07-2023	-	-
CAJNCI010000005.1_4	9d62eb0237baac346cf9be102480876c	164	Gene3D	G3DSA:6.10.250.1580	-	36	87	1.4E-5	T	10-07-2023	-	-
CAJNCI010000005.1_4	9d62eb0237baac346cf9be102480876c	164	Hamap	MF_01398	ATP synthase subunit b [atpF].	6	143	12.816684	T	10-07-2023	IPR002146	ATP synthase, F0 complex, subunit b/b', bacterial/chloroplast
CAJNCI010000005.1_4	9d62eb0237baac346cf9be102480876c	164	Pfam	PF00430	ATP synthase B/B' CF(0)	18	141	5.5E-27	T	10-07-2023	IPR002146	ATP synthase, F0 complex, subunit b/b', bacterial/chloroplast
CAJNCI010000005.1_4	9d62eb0237baac346cf9be102480876c	164	Coils	Coil	Coil	42	69	-	T	10-07-2023	-	-
CAJNCI010000005.1_4	9d62eb0237baac346cf9be102480876c	164	SUPERFAMILY	SSF81573	F1F0 ATP synthase subunit B, membrane domain	68	126	3.92E-6	T	10-07-2023	IPR028987	F-type ATP synthase subunit B-like, membrane domain superfamily
CAJNCI010000005.1_4	9d62eb0237baac346cf9be102480876c	164	CDD	cd06503	ATP-synt_Fo_b	11	141	7.58365E-33	T	10-07-2023	-	-
CAJNCI010000005.1_4	9d62eb0237baac346cf9be102480876c	164	TIGRFAM	TIGR01144	ATP_synt_b: ATP synthase F0, B subunit	16	161	2.6E-40	T	10-07-2023	IPR005864	ATP synthase, F0 complex, subunit b, bacterial
CAJNCI010000019.1_9	742fcd09c9c655e9948b94e34d41bded	229	ProSiteProfiles	PS50110	Response regulatory domain profile.	4	118	24.281908	T	10-07-2023	IPR001789	Signal transduction response regulator, receiver domain
CAJNCI010000019.1_9	742fcd09c9c655e9948b94e34d41bded	229	CDD	cd00383	trans_reg_C	140	225	5.72384E-34	T	10-07-2023	IPR001867	OmpR/PhoB-type DNA-binding domain
CAJNCI010000019.1_9	742fcd09c9c655e9948b94e34d41bded	229	PANTHER	PTHR48111	REGULATOR OF RPOS	4	225	6.4E-29	T	10-07-2023	IPR039420	Transcriptional regulatory protein WalR-like
CAJNCI010000019.1_9	742fcd09c9c655e9948b94e34d41bded	229	FunFam	G3DSA:1.10.10.10:FF:000445	Response regulator transcription factor	124	229	4.9E-72	T	10-07-2023	-	-
