CP070629.1_309_5	89c992cb04e9fa6f5b4d3c1204af5a87	519	Pfam	PF16949	Putative ATP-binding cassette	239	471	2.0E-7	T	10-07-2023	IPR031599	Putative ATP-binding cassette
CP070629.1_269_3	2d9b8b8e2d9dd2a7c6e10bcba6304a90	1636	CDD	cd00146	PKD	1102	1189	3.73199E-4	T	10-07-2023	-	-
CP070629.1_269_3	2d9b8b8e2d9dd2a7c6e10bcba6304a90	1636	ProSitePatterns	PS00138	Serine proteases, subtilase family, serine active site.	511	521	-	T	10-07-2023	IPR023828	Peptidase S8, subtilisin, Ser-active site
CP070629.1_269_3	2d9b8b8e2d9dd2a7c6e10bcba6304a90	1636	Gene3D	G3DSA:3.40.50.200	Peptidase S8/S53 domain	251	575	7.9E-87	T	10-07-2023	IPR036852	Peptidase S8/S53 domain superfamily
CP070629.1_269_3	2d9b8b8e2d9dd2a7c6e10bcba6304a90	1636	Coils	Coil	Coil	1632	1636	-	T	10-07-2023	-	-
CP070629.1_269_3	2d9b8b8e2d9dd2a7c6e10bcba6304a90	1636	MobiDBLite	mobidb-lite	consensus disorder prediction	1558	1636	-	T	10-07-2023	-	-
CP070629.1_269_3	2d9b8b8e2d9dd2a7c6e10bcba6304a90	1636	ProSiteProfiles	PS51892	Serine proteases, subtilase domain profile.	245	575	21.622549	T	10-07-2023	-	-
CP070629.1_269_3	2d9b8b8e2d9dd2a7c6e10bcba6304a90	1636	CDD	cd04842	Peptidases_S8_Kp43_protease	265	552	4.9532E-88	T	10-07-2023	IPR034058	TagA/B/C/D, peptidase domain
CP070629.1_269_3	2d9b8b8e2d9dd2a7c6e10bcba6304a90	1636	ProSitePatterns	PS00137	Serine proteases, subtilase family, histidine active site.	316	326	-	T	10-07-2023	IPR022398	Peptidase S8, subtilisin, His-active site
CP070629.1_269_3	2d9b8b8e2d9dd2a7c6e10bcba6304a90	1636	PANTHER	PTHR43399	SUBTILISIN-RELATED	256	702	5.9E-69	T	10-07-2023	-	-
CP070629.1_269_3	2d9b8b8e2d9dd2a7c6e10bcba6304a90	1636	SUPERFAMILY	SSF49785	Galactose-binding domain-like	585	703	7.91E-22	T	10-07-2023	IPR008979	Galactose-binding-like domain superfamily
CP070629.1_269_3	2d9b8b8e2d9dd2a7c6e10bcba6304a90	1636	CDD	cd00146	PKD	1195	1281	3.65579E-8	T	10-07-2023	-	-
CP070629.1_269_3	2d9b8b8e2d9dd2a7c6e10bcba6304a90	1636	MobiDBLite	mobidb-lite	consensus disorder prediction	1591	1617	-	T	10-07-2023	-	-
CP070629.1_269_3	2d9b8b8e2d9dd2a7c6e10bcba6304a90	1636	PRINTS	PR00723	Subtilisin serine protease family (S8) signature	270	289	7.1E-11	T	10-07-2023	IPR015500	Peptidase S8, subtilisin-related
CP070629.1_269_3	2d9b8b8e2d9dd2a7c6e10bcba6304a90	1636	PRINTS	PR00723	Subtilisin serine protease family (S8) signature	312	325	7.1E-11	T	10-07-2023	IPR015500	Peptidase S8, subtilisin-related
CP070629.1_269_3	2d9b8b8e2d9dd2a7c6e10bcba6304a90	1636	PRINTS	PR00723	Subtilisin serine protease family (S8) signature	510	526	7.1E-11	T	10-07-2023	IPR015500	Peptidase S8, subtilisin-related
CP070629.1_269_3	2d9b8b8e2d9dd2a7c6e10bcba6304a90	1636	ProSiteProfiles	PS50093	Polycystic kidney disease (PKD) domain profile.	1194	1281	9.5585	T	10-07-2023	IPR000601	PKD domain
CP070629.1_269_3	2d9b8b8e2d9dd2a7c6e10bcba6304a90	1636	Pfam	PF13205	Bacterial Ig-like domain	1391	1495	4.7E-14	T	10-07-2023	IPR032812	SbsA, Ig-like domain
CP070629.1_269_3	2d9b8b8e2d9dd2a7c6e10bcba6304a90	1636	Pfam	PF13205	Bacterial Ig-like domain	1284	1389	5.1E-16	T	10-07-2023	IPR032812	SbsA, Ig-like domain
CP070629.1_269_3	2d9b8b8e2d9dd2a7c6e10bcba6304a90	1636	ProSiteProfiles	PS50853	Fibronectin type-III domain profile.	713	811	11.282393	T	10-07-2023	IPR003961	Fibronectin type III
CP070629.1_269_3	2d9b8b8e2d9dd2a7c6e10bcba6304a90	1636	Pfam	PF18911	PKD domain	1194	1280	2.6E-10	T	10-07-2023	-	-
CP070629.1_269_3	2d9b8b8e2d9dd2a7c6e10bcba6304a90	1636	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	916	993	9.4E-8	T	10-07-2023	IPR013783	Immunoglobulin-like fold
CP070629.1_269_3	2d9b8b8e2d9dd2a7c6e10bcba6304a90	1636	Gene3D	G3DSA:2.60.40.1220	-	1295	1388	5.9E-9	T	10-07-2023	IPR014755	Copper resistance protein CopC/internalin, immunoglobulin-like
CP070629.1_269_3	2d9b8b8e2d9dd2a7c6e10bcba6304a90	1636	SUPERFAMILY	SSF49299	PKD domain	1210	1284	2.22E-7	T	10-07-2023	IPR035986	PKD domain superfamily
CP070629.1_269_3	2d9b8b8e2d9dd2a7c6e10bcba6304a90	1636	Pfam	PF00082	Subtilase family	270	567	4.3E-48	T	10-07-2023	IPR000209	Peptidase S8/S53 domain
CP070629.1_269_3	2d9b8b8e2d9dd2a7c6e10bcba6304a90	1636	SMART	SM00089	PKD_9	1203	1284	0.11	T	10-07-2023	IPR022409	PKD/Chitinase domain
CP070629.1_269_3	2d9b8b8e2d9dd2a7c6e10bcba6304a90	1636	SMART	SM00089	PKD_9	1103	1192	3.8	T	10-07-2023	IPR022409	PKD/Chitinase domain
CP070629.1_269_3	2d9b8b8e2d9dd2a7c6e10bcba6304a90	1636	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	1099	1190	1.0E-7	T	10-07-2023	IPR013783	Immunoglobulin-like fold
CP070629.1_269_3	2d9b8b8e2d9dd2a7c6e10bcba6304a90	1636	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	1191	1281	1.9E-10	T	10-07-2023	IPR013783	Immunoglobulin-like fold
CP070629.1_269_3	2d9b8b8e2d9dd2a7c6e10bcba6304a90	1636	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	1001	1096	3.8E-7	T	10-07-2023	IPR013783	Immunoglobulin-like fold
CP070629.1_269_3	2d9b8b8e2d9dd2a7c6e10bcba6304a90	1636	Gene3D	G3DSA:2.60.120.380	-	583	703	7.6E-31	T	10-07-2023	-	-
CP070629.1_269_3	2d9b8b8e2d9dd2a7c6e10bcba6304a90	1636	SUPERFAMILY	SSF52743	Subtilisin-like	255	574	9.03E-64	T	10-07-2023	IPR036852	Peptidase S8/S53 domain superfamily
CP070629.1_269_3	2d9b8b8e2d9dd2a7c6e10bcba6304a90	1636	SUPERFAMILY	SSF49299	PKD domain	1065	1192	4.12E-6	T	10-07-2023	IPR035986	PKD domain superfamily
CP070629.1_269_3	2d9b8b8e2d9dd2a7c6e10bcba6304a90	1636	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	712	802	1.0E-9	T	10-07-2023	IPR013783	Immunoglobulin-like fold
CP070629.1_78_1	51bbcbc3b3605ddd01ac241ce8fa0c72	117	SUPERFAMILY	SSF49344	CBD9-like	9	73	1.53E-13	T	10-07-2023	-	-
CP070629.1_78_1	51bbcbc3b3605ddd01ac241ce8fa0c72	117	Gene3D	G3DSA:2.60.40.1190	-	7	95	2.2E-13	T	10-07-2023	-	-
