KO Id	Name	Count
K00003	hom; homoserine dehydrogenase	3
K00004	BDH, butB; (R,R)-butanediol dehydrogenase / meso-butanediol dehydrogenase / diacetyl reductase	1
K00005	gldA; glycerol dehydrogenase	2
K00010	iolG; myo-inositol 2-dehydrogenase / D-chiro-inositol 1-dehydrogenase	2
K00012	UGDH, ugd; UDPglucose 6-dehydrogenase	4
K00013	hisD; histidinol dehydrogenase	1
K00014	aroE; shikimate dehydrogenase	1
K00018	hprA; glycerate dehydrogenase	3
K00019	E1.1.1.30, bdh; 3-hydroxybutyrate dehydrogenase	2
K00020	HIBADH, mmsB; 3-hydroxyisobutyrate dehydrogenase	1
K00023	phbB; acetoacetyl-CoA reductase	2
K00027	ME2, sfcA, maeA; malate dehydrogenase (oxaloacetate-decarboxylating)	2
K00031	IDH1, IDH2, icd; isocitrate dehydrogenase	5
K00032	E1.1.1.43; phosphogluconate 2-dehydrogenase	2
K00034	gdh; glucose 1-dehydrogenase	1
K00036	G6PD, zwf; glucose-6-phosphate 1-dehydrogenase	5
K00042	garR, glxR; 2-hydroxy-3-oxopropionate reductase	1
K00045	E1.1.1.67, mtlK; mannitol 2-dehydrogenase	1
K00046	idnO; gluconate 5-dehydrogenase	1
K00052	leuB, IMDH; 3-isopropylmalate dehydrogenase	2
K00053	ilvC; ketol-acid reductoisomerase	2
K00057	gpsA; glycerol-3-phosphate dehydrogenase (NAD(P)+)	1
K00058	serA, PHGDH; D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase	4
K00059	fabG, OAR1; 3-oxoacyl-[acyl-carrier protein] reductase	4
K00064	E1.1.1.122; D-threo-aldose 1-dehydrogenase	2
K00066	algD; GDP-mannose 6-dehydrogenase	3
K00067	rfbD, rmlD; dTDP-4-dehydrorhamnose reductase	3
K00074	paaH, hbd, fadB, mmgB; 3-hydroxybutyryl-CoA dehydrogenase	3
K00075	murB; UDP-N-acetylmuramate dehydrogenase	3
K00077	panE, apbA; 2-dehydropantoate 2-reductase	1
K00078	DHDH; dihydrodiol dehydrogenase / D-xylose 1-dehydrogenase (NADP)	2
K00086	dhaT; 1,3-propanediol dehydrogenase	2
K00088	IMPDH, guaB; IMP dehydrogenase	3
K00091	E1.1.1.219; dihydroflavonol-4-reductase	1
K00097	pdxA; 4-hydroxythreonine-4-phosphate dehydrogenase	1
K00099	dxr; 1-deoxy-D-xylulose-5-phosphate reductoisomerase	1
K00104	glcD; glycolate oxidase	1
K00113	glpC; glycerol-3-phosphate dehydrogenase subunit C	1
K00116	mqo; malate dehydrogenase (quinone)	2
K00121	frmA, ADH5, adhC; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase	10
K00131	gapN; glyceraldehyde-3-phosphate dehydrogenase (NADP+)	2
K00133	asd; aspartate-semialdehyde dehydrogenase	4
K00134	GAPDH, gapA; glyceraldehyde 3-phosphate dehydrogenase	9
K00135	gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase	5
K00138	aldB; aldehyde dehydrogenase	2
K00140	mmsA, iolA, ALDH6A1; malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase	4
K00145	argC; N-acetyl-gamma-glutamyl-phosphate reductase	1
K00147	proA; glutamate-5-semialdehyde dehydrogenase	2
K00148	fdhA; glutathione-independent formaldehyde dehydrogenase	2
K00156	poxB; pyruvate dehydrogenase (quinone)	1
K00161	PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit	7
K00162	PDHB, pdhB; pyruvate dehydrogenase E1 component beta subunit	7
K00163	aceE; pyruvate dehydrogenase E1 component	3
K00164	OGDH, sucA; 2-oxoglutarate dehydrogenase E1 component	1
K00166	BCKDHA, bkdA1; 2-oxoisovalerate dehydrogenase E1 component alpha subunit	2
K00167	BCKDHB, bkdA2; 2-oxoisovalerate dehydrogenase E1 component beta subunit	2
K00196	cooF; anaerobic carbon-monoxide dehydrogenase iron sulfur subunit	3
K00198	cooS, acsA; anaerobic carbon-monoxide dehydrogenase catalytic subunit	3
K00208	fabI; enoyl-[acyl-carrier protein] reductase I	4
K00215	dapB; 4-hydroxy-tetrahydrodipicolinate reductase	2
K00216	entA; 2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase	1
K00226	pyrD; dihydroorotate dehydrogenase (fumarate)	1
K00228	CPOX, hemF; coproporphyrinogen III oxidase	1
K00230	hemG; menaquinone-dependent protoporphyrinogen oxidase	1
K00234	SDHA, SDH1; succinate dehydrogenase (ubiquinone) flavoprotein subunit	11
K00235	SDHB, SDH2; succinate dehydrogenase (ubiquinone) iron-sulfur subunit	11
K00241	sdhC, frdC; succinate dehydrogenase / fumarate reductase, cytochrome b subunit	4
K00242	sdhD, frdD; succinate dehydrogenase / fumarate reductase, membrane anchor subunit	4
K00243	K00243; uncharacterized protein	1
K00248	ACADS, bcd; butyryl-CoA dehydrogenase	5
K00252	GCDH, gcdH; glutaryl-CoA dehydrogenase	4
K00253	IVD, ivd; isovaleryl-CoA dehydrogenase	1
K00254	DHODH, pyrD; dihydroorotate dehydrogenase	1
K00259	ald; alanine dehydrogenase	2
K00263	E1.4.1.9; leucine dehydrogenase	2
K00265	gltB; glutamate synthase (NADPH) large chain	3
K00266	gltD; glutamate synthase (NADPH) small chain	2
K00274	MAO, aofH; monoamine oxidase	14
K00275	pdxH, PNPO; pyridoxamine 5'-phosphate oxidase	1
K00278	nadB; L-aspartate oxidase	2
K00281	GLDC, gcvP; glycine dehydrogenase	2
K00285	dadA; D-amino-acid dehydrogenase	1
K00286	proC; pyrroline-5-carboxylate reductase	1
K00287	DHFR, folA; dihydrofolate reductase	3
K00297	metF, MTHFR; methylenetetrahydrofolate reductase (NADH)	2
K00299	ssuE; FMN reductase	2
K00311	ETFDH; electron-transferring-flavoprotein dehydrogenase	1
K00313	fixC; electron transfer flavoprotein-quinone oxidoreductase	1
K00320	mer; 5,10-methylenetetrahydromethanopterin reductase	1
K00322	sthA, udhA; NAD(P) transhydrogenase	1
K00324	pntA; H+-translocating NAD(P) transhydrogenase subunit alpha	1
K00325	pntB; H+-translocating NAD(P) transhydrogenase subunit beta	1
K00330	nuoA; NADH-quinone oxidoreductase subunit A	1
K00331	nuoB; NADH-quinone oxidoreductase subunit B	1
K00334	nuoE; NADH-quinone oxidoreductase subunit E	1
K00335	nuoF; NADH-quinone oxidoreductase subunit F	1
K00336	nuoG; NADH-quinone oxidoreductase subunit G	1
K00337	nuoH; NADH-quinone oxidoreductase subunit H	1
