KO Id	Name	Count
COG0001	COG0001: HemL:Heme biosynthesis	1
COG0002	COG0002: ArgC:Arginine biosynthesis	1
COG0004	COG0004: AmtB:	1
COG0005	COG0005: XapA:Purine salvage	1
COG0006	COG0006: PepP:	1
COG0007	COG0007: CysG:Cobalamine/B12 biosynthesis	1
COG0008	COG0008: GlnS:Heme biosynthesis	1
COG0009	COG0009: TsaC:tRNA modification	1
COG0012	COG0012: GTP1:	1
COG0013	COG0013: AlaS:Aminoacyl-tRNA synthetases	1
COG0014	COG0014: ProA:Proline biosynthesis	1
COG0015	COG0015: PurB:Purine biosynthesis	1
COG0016	COG0016: PheS:Aminoacyl-tRNA synthetases	1
COG0018	COG0018: ArgS:Aminoacyl-tRNA synthetases	1
COG0019	COG0019: LysA:Lysine biosynthesis	1
COG0020	COG0020: UppS:	1
COG0021	COG0021: TktA:Pentose phosphate pathway	1
COG0022	COG0022: AcoB:Pyruvate oxidation	1
COG0023	COG0023: SUI1:Translation factors	1
COG0024	COG0024: Map:	1
COG0025	COG0025: NhaP:	1
COG0026	COG0026: PurK:Purine biosynthesis	1
COG0027	COG0027: PurT:Purine biosynthesis	1
COG0028	COG0028: IlvB:Isoleucine, leucine, valine biosynthesis	2
COG0029	COG0029: NadB:NAD biosynthesis	1
COG0030	COG0030: RsmA:16S rRNA modification	1
COG0031	COG0031: CysK:Cysteine biosynthesis	1
COG0034	COG0034: PurF:Purine biosynthesis	1
COG0035	COG0035: Upp:Pyrimidine salvage	1
COG0036	COG0036: Rpe:Pentose phosphate pathway	1
COG0037	COG0037: TilS:tRNA modification	1
COG0040	COG0040: HisG:Histidine biosynthesis	1
COG0041	COG0041: PurE:Purine biosynthesis	1
COG0042	COG0042: DusA:tRNA modification	1
COG0043	COG0043: UbiD:Ubiquinone biosynthesis	1
COG0044	COG0044: AllB:Pyrimidine biosynthesis	1
COG0045	COG0045: SucC:TCA cycle	1
COG0047	COG0047: PurL2:Purine biosynthesis	1
COG0048	COG0048: RpsL:Ribosome 30S subunit	1
COG0049	COG0049: RpsG:Ribosome 30S subunit	1
COG0050	COG0050: TufA:Translation factors	1
COG0051	COG0051: RpsJ:Ribosome 30S subunit	1
COG0052	COG0052: RpsB:Ribosome 30S subunit	1
COG0053	COG0053: FieF:	1
COG0054	COG0054: RibE:Riboflavin/FAD biosynthesis	1
COG0055	COG0055: AtpD:FoF1-type ATP synthase	1
COG0056	COG0056: AtpA:FoF1-type ATP synthase	1
COG0057	COG0057: GapA:Glycolysis	1
COG0058	COG0058: GlgP:	1
COG0059	COG0059: IlvC:Isoleucine, leucine, valine biosynthesis	2
COG0060	COG0060: IleS:Aminoacyl-tRNA synthetases	1
COG0061	COG0061: NadK:	1
COG0063	COG0063: Nnr2:	1
COG0064	COG0064: GatB:Aminoacyl-tRNA synthetases	1
COG0065	COG0065: LeuC:Isoleucine, leucine, valine biosynthesis	1
COG0066	COG0066: LeuD:Isoleucine, leucine, valine biosynthesis	1
COG0068	COG0068: HypF:	1
COG0069	COG0069: GltB2:Glutamine biosynthesis	1
COG0070	COG0070: GltB3:Glutamine biosynthesis	1
COG0071	COG0071: IbpA:	1
COG0072	COG0072: PheT:Aminoacyl-tRNA synthetases	1
COG0074	COG0074: SucD:TCA cycle	1
COG0077	COG0077: PheA2:Aromatic amino acid biosynthesis	1
COG0078	COG0078: ArgF:Arginine biosynthesis	1
COG0079	COG0079: HisC:Cobalamine/B12 biosynthesis	1
COG0080	COG0080: RplK:Ribosome 50S subunit	1
COG0081	COG0081: RplA:Ribosome 50S subunit	1
COG0082	COG0082: AroC:Aromatic amino acid biosynthesis	1
COG0084	COG0084: TatD:	1
COG0085	COG0085: RpoB:RNA polymerase	1
COG0086	COG0086: RpoC:RNA polymerase	1
COG0087	COG0087: RplC:Ribosome 50S subunit	1
COG0088	COG0088: RplD:Ribosome 50S subunit	1
COG0089	COG0089: RplW:Ribosome 50S subunit	1
COG0090	COG0090: RplB:Ribosome 50S subunit	1
COG0091	COG0091: RplV:Ribosome 50S subunit	1
COG0092	COG0092: RpsC:Ribosome 30S subunit	1
