locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
LCJW01000001.1_113_766_-	K10563	K10563	COG0266		phrog_21295	VOG02966	COG:COG0266	217	4.2e-71	235.2		Nei; 
LCJW01000001.1_847_1404_-	K08161	K08161	COG2211		phrog_2034		FOAM:K08161	179	4.4e-17	57.0		mdtG; MFS transporter, DHA1 family, multidrug resistance protein
LCJW01000001.1_1394_2506_-		K00754	COG0297	GT4	phrog_4356	VOG17757	KEGG:K00754	361	7.3e-40	132.8	2.4.1.-	bshA; L-malate glycosyltransferase
LCJW01000001.1_2503_3444_-		K23786	COG0258		phrog_107	VOG07202	COG:COG0258	274	1.5e-83	276.6		ExoIX; 
LCJW01000001.1_3441_5321_-		K03798	COG0465		phrog_30773	VOG33235	KEGG:K03798	626	3.2e-234	775.4	3.4.24.-	ftsH, hflB; cell division protease FtsH
LCJW01000001.1_5332_5667_-		K06878	COG0143		phrog_8598		COG:COG0143	111	1e-30	101.8		MetG; Aminoacyl-tRNA synthetases
LCJW01000001.1_5669_6736_-		K01867	COG0180		phrog_37857	VOG03131	COG:COG0180	355	1.9e-136	451.1		TrpS; Aminoacyl-tRNA synthetases
LCJW01000001.1_6780_7454_-												Hypothetical
LCJW01000001.1_7591_7971_-		K13052	COG2919				KEGG:K13052	126	3.4e-13	45.4		divIC, divA; cell division protein DivIC
LCJW01000001.1_8028_8903_+		K04763	COG4974		phrog_1	VOG00056	COG:COG4974	291	1.8e-69	230.2		XerD; 
LCJW01000001.1_9237_9371_-												Hypothetical
LCJW01000001.1_9379_11700_-												Hypothetical
LCJW01000001.1_11697_12062_-												Hypothetical
LCJW01000001.1_12222_14369_-	K00527, K00527	K00527, K00527	COG1328		phrog_367, phrog_367, phrog_487	VOG19973, VOG00122	FOAM:K00527	715	4.4e-112	235.3	1.17.4.2	rtpR; ribonucleoside-triphosphate reductase (thioredoxin)
LCJW01000001.1_14392_14865_-		K07738	COG1327		phrog_36879		KEGG:K07738	157	3.3e-59	195.8		nrdR; transcriptional repressor NrdR
LCJW01000001.1_14917_15066_+												Hypothetical
LCJW01000001.1_15138_15398_-												Hypothetical
LCJW01000001.1_15435_17624_+	K05366, K05367	K05366, K05367	COG0744	GT51	phrog_33002		COG:COG0744	731	1.2e-176	580.6		MrcB; 
LCJW01000002.1_3_581_-		K22844	COG1216				COG:COG1216	109	6.7e-17	56.2		WcaE; 
LCJW01000002.1_578_1414_-			COG1807				COG:COG1807	278	1.3e-09	32.5		ArnT; 
LCJW01000002.1_1464_1961_-	K14340	K14340	COG1807	GT83			COG:COG1807	149	1.3e-17	58.9		ArnT; 
LCJW01000002.1_1976_3556_-												Hypothetical
LCJW01000002.1_3553_6252_-			COG5617				COG:COG5617	888	8.7e-26	85.3		PTPS; 
LCJW01000002.1_6230_6826_-	K03183	K03183	COG4627		phrog_22502	VOG00106	COG:COG4627	198	4e-11	37.2		; 
LCJW01000002.1_7044_8252_-		K00754		GT4	phrog_2170	VOG00164	KEGG:K00754	402	3.9e-42	140.4	2.4.1.-	bshA; L-malate glycosyltransferase
LCJW01000002.1_8254_8994_-		K15256	COG4976		phrog_4752	VOG00106	COG:COG4976	215	5.2e-21	70.9		; 
LCJW01000002.1_8991_9893_-												Hypothetical
LCJW01000002.1_9898_10575_-		K18534	COG2230		phrog_4752	VOG00106	COG:COG2230	197	4.8e-20	67.5		Cfa; 
LCJW01000002.1_10562_11347_-		K21402	COG2520		phrog_8156	VOG00316	VOG:VOG00316	244	1.5e-24	82.5		REFSEQ methyltransferase
LCJW01000002.1_11347_12399_-		K11936	COG1216	GT81	phrog_841	VOG30833	COG:COG1216	350	9.5e-25	81.7		WcaE; 
LCJW01000002.1_12463_13647_+		K13010	COG0399		phrog_3139	VOG01698	COG:COG0399	394	1.8e-146	483.9		WecE; 
LCJW01000003.1_3_335_-		K03531	COG0206				COG:COG0206	111	1.3e-49	164.7		FtsZ; 
LCJW01000003.1_340_1614_-		K03590	COG0849		phrog_22570		COG:COG0849	424	7.7e-148	489.4		FtsA; 
LCJW01000003.1_1616_2197_-												Hypothetical
LCJW01000003.1_2259_3329_-	K02563	K02563	COG0707	GT28			FOAM:K02563	356	1.4e-71	237.2	2.4.1.227	murG; UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
LCJW01000003.1_3472_4446_-		K03588	COG0772				COG:COG0772	272	8.2e-72	237.7		FtsW; 
LCJW01000003.1_4293_5318_-	K01000	K01000	COG0472				FOAM:K01000	341	8e-73	241.0	2.7.8.13	mraY; phospho-N-acetylmuramoyl-pentapeptide-transferase
LCJW01000003.1_5320_5691_-	K00887	K00887	COG0818		phrog_17823		COG:COG0818	123	4.2e-43	143.0		DgkA; 
LCJW01000003.1_5718_6095_-	K03587	K03587	COG0768				FOAM:K03587	125	3.1e-37	123.7	3.4.16.4	ftsI; cell division protein FtsI (penicillin-binding protein 3)
LCJW01000003.1_6104_7261_-	K03587	K03587	COG0768				COG:COG0768	385	5.5e-92	304.5		FtsI; 
LCJW01000003.1_7539_8381_-	K03438	K03438	COG0275				COG:COG0275	280	1.8e-77	255.2		RmsH; 16S rRNA modification
LCJW01000003.1_8474_8905_-		K03925	COG2001				COG:COG2001	143	7.4e-53	174.8		MraZ; 
LCJW01000003.1_9612_10472_-												Hypothetical
LCJW01000003.1_10553_10747_-												Hypothetical
LCJW01000003.1_10903_12756_-												Hypothetical
LCJW01000003.1_12768_13418_-		K16566	COG2148				COG:COG2148	216	7.2e-78	258.0		WcaJ; 
LCJW01000003.1_13448_14548_-		K00754	COG0297	GT4	phrog_2170	VOG17757	KEGG:K00754	357	4.7e-39	130.1	2.4.1.-	bshA; L-malate glycosyltransferase
LCJW01000003.1_14545_15684_-		K00754		GT4	phrog_2170	VOG00164	KEGG:K00754	356	1.1e-49	165.1	2.4.1.-	bshA; L-malate glycosyltransferase
LCJW01000003.1_15681_16607_-		K16870	COG1216	GT27			COG:COG1216	269	3.6e-55	182.4		WcaE; 
LCJW01000003.1_16594_17802_-		K21001		GT4			KEGG:K21001	402	3.4e-82	272.5		pslH; polysaccharide biosynthesis protein PslH
LCJW01000003.1_17803_19224_-	K14340	K14340	COG1807	GT83			COG:COG1807	423	1.2e-37	125.0		ArnT; 
LCJW01000003.1_19217_20569_-		K02847	COG3307				COG:COG3307	427	1.2e-34	114.5		RfaL; 
LCJW01000003.1_20520_21428_-		K16870	COG1216	GT27	phrog_841	VOG02670	COG:COG1216	302	2e-70	232.7		WcaE; 
LCJW01000004.1_1_729_+		K04096	COG0758		phrog_4299	VOG00196	COG:COG0758	242	1.3e-85	283.8		Smf; 
LCJW01000004.1_810_1469_-	K15634	K15634	COG0406		phrog_12933	VOG01819	COG:COG0406	219	1.3e-27	92.5		PhoE; 
LCJW01000004.1_1633_3192_+		K07391	COG0606			VOG02489	KEGG:K07391	519	4e-217	718.7		comM; magnesium chelatase family protein
LCJW01000004.1_3315_3740_+												Hypothetical
LCJW01000004.1_3748_3900_+												Hypothetical
LCJW01000004.1_3921_4781_+												Hypothetical
LCJW01000004.1_4833_5480_+			COG1432				COG:COG1432	215	8.5e-26	86.5		LabA; 
LCJW01000004.1_5590_6045_+												Hypothetical
LCJW01000004.1_6342_6791_+												Hypothetical
LCJW01000004.1_6898_7260_+		K07460	COG0792				COG:COG0792	120	1.5e-43	144.0		YraN; 
LCJW01000004.1_7316_7801_+	K00940	K00940	COG0105			VOG09787	COG:COG0105	161	5.5e-67	221.6		Ndk; Pyrimidine biosynthesis
LCJW01000004.1_7869_8210_+												Hypothetical
LCJW01000004.1_8416_9144_-												Hypothetical
LCJW01000004.1_9271_10299_+		K07482	COG2826		phrog_4646	VOG00376	COG:COG2826	342	2.5e-96	318.8		Tra8; 
LCJW01000004.1_10551_10679_-												Hypothetical
LCJW01000005.1_3_650_+		K02469	COG0188			VOG01293	KEGG:K02469	215	8.9e-63	208.2	5.6.2.2	gyrA; DNA gyrase subunit A
LCJW01000005.1_651_1229_-	K03649	K03649	COG3663				COG:COG3663	192	8.1e-42	139.6		Mug; 
LCJW01000005.1_1249_2949_+	K01937	K01937	COG0504		phrog_28378	VOG30458	COG:COG0504	566	3.1e-222	734.5		PyrG; Pyrimidine biosynthesis
LCJW01000005.1_3646_4593_-		K04763	COG4974		phrog_1	VOG00056	COG:COG4974	315	2.5e-85	282.4		XerD; 
LCJW01000005.1_4678_5160_+												Hypothetical
LCJW01000005.1_5190_5573_+												Hypothetical
LCJW01000005.1_6632_7459_-												Hypothetical
LCJW01000005.1_7462_7989_-		K18189	COG0217		phrog_34724		COG:COG0217	175	3e-65	199.4		TACO1; 
LCJW01000005.1_8064_8768_+		K19870	COG5714				KEGG:K19870	234	9.4e-11	36.3		SPAG1; sperm-associated antigen 1
LCJW01000005.1_8771_9655_-												Hypothetical
LCJW01000005.1_9639_9782_-												Hypothetical
LCJW01000006.1_1_1137_+		K06194, K12943	COG0739	CBM50, CBM50	phrog_7767	VOG00137, VOG01034	COG:COG0739	378	3.2e-59	196.1		NlpD; 
