locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
JALFOF010000009.1_1												Hypothetical
JALFOF010000009.1_2												Hypothetical
JALFOF010000009.1_3		K03308	COG0733				COG:COG0733	450	1.8e-161	535.0		YocR:
JALFOF010000009.1_4		K20950	COG5652				COG:COG5652	140	9.4e-23	77.4		VanZ:
JALFOF010000009.1_5		K13684	COG4641	GT4, GT5	phrog_2170		KEGG:K13684	406	9e-59	195.2	2.4.-.-	wcaC; putative colanic acid biosynthesis glycosyltransferase
JALFOF010000009.1_6												Hypothetical
JALFOF010000009.1_7												Hypothetical
JALFOF010000009.1_8		K16703	COG4641	GT4	phrog_26352		KEGG:K16703	351	4.1e-21	71.7	2.4.-.-	wcaL, amsK; colanic acid/amylovoran biosynthesis glycosyltransferase
JALFOF010000009.1_9		K00754		GT4, GT5	phrog_2170		KEGG:K00754	363	8.3e-35	117.3	2.4.1.-	bshA; L-malate glycosyltransferase
JALFOF010000009.1_10		K19427	COG1216	GT21	phrog_22088	VOG02670	KEGG:K19427	327	6.5e-31	104.2	2.4.-.-	epsJ; glycosyltransferase EpsJ
JALFOF010000009.1_11		K16694	COG2244				KEGG:K16694	498	2.8e-106	350.4		tuaB; teichuronic acid exporter
JALFOF010000009.1_12		K07271	COG3475			VOG02807	COG:COG3475	290	2.6e-77	257.4		LicD:
JALFOF010000009.1_13	K08678	K08678	COG1088		phrog_540	VOG00055	FOAM:K08678	341	1.4e-66	221.6	4.1.1.35	UXS1, uxs; UDP-glucuronate decarboxylase
JALFOF010000009.1_14		K21030	COG1211		phrog_3980	VOG04373	COG:COG1211	241	7.2e-72	239.1		IspD:Isoprenoid biosynthesis
JALFOF010000009.1_15	K00925	K00925	COG0282				COG:COG0282	398	1.4e-192	637.5		AckA:
JALFOF010000009.1_16	K13788	K13788	COG0280				FOAM:K13788	338	5.2e-131	435.0	2.3.1.8	pta; phosphate acetyltransferase
JALFOF010000009.1_17		K18672	COG1624				COG:COG1624	256	1.5e-101	337.1		DisA:
JALFOF010000009.1_18		K00796	COG0294		phrog_27335	VOG15749	KEGG:K00796	293	7.3e-78	258.5	2.5.1.15	folP; dihydropteroate synthase
JALFOF010000009.1_19	K13043	K13043	COG0078		phrog_37670		FOAM:K13043	324	4.6e-148	488.8	2.1.3.11	argF; N-succinyl-L-ornithine transcarbamylase
JALFOF010000009.1_20		K13993	COG0071		phrog_432	VOG07707	COG:COG0071	146	1.5e-37	126.0		IbpA:
JALFOF010000009.1_21	K13532	K13532	COG5000		phrog_857	VOG00352	FOAM:K13532	405	3.7e-112	371.8	2.7.13.3	kinD; two-component system, sporulation sensor kinase D
JALFOF010000009.1_22		K22226	COG0731				COG:COG0731	260	1.2e-68	229.2		Tyw1:tRNA modification
JALFOF010000009.1_23		K15532	COG4225	GH105			COG:COG4225	392	2e-100	333.6		YesR:
JALFOF010000009.1_24	K01190	K01190	COG3250	GH2, GH2			COG:COG3250	829	7.5e-151	500.8		LacZ:
JALFOF010000009.1_25		K01798	COG0770				KEGG:K01798	831	0	1083.7	5.1.1.1 6.3.2.10	alr-murF; Alr-MurF fusion protein
JALFOF010000009.1_26	K02341	K02341	COG2812		phrog_5846	VOG00282	COG:COG2812	367	4.3e-66	220.3		DnaX:
JALFOF010000009.1_27			COG1774				COG:COG1774	426	8.4e-118	390.5		YaaT:
JALFOF010000009.1_28												Hypothetical
JALFOF010000009.1_29		K07662	COG4753		phrog_731	VOG00352	COG:COG4753	519	1.2e-31	106.3		YesN:
JALFOF010000009.1_30		K06925	COG0802		phrog_31614	VOG00282	COG:COG0802	138	8.8e-57	189.6		TsaE:tRNA modification
JALFOF010000009.1_31		K03671	COG0526		phrog_22	VOG00033	KEGG:K03671	105	3.9e-46	154.7		trxA; thioredoxin 1
JALFOF010000009.1_32		K20480	COG2956				COG:COG2956	1101	1.2e-21	65.3		LapB:
JALFOF010000009.1_33	K00800	K00800	COG0128				COG:COG0128	419	1.1e-136	453.1		AroA:Aromatic amino acid biosynthesis
JALFOF010000009.1_34		K00970	COG0617		phrog_2244	VOG02285	COG:COG0617	493	3.1e-147	488.1		PcnB:tRNA modification
JALFOF010000009.1_35		K03642	COG0797		phrog_7930	VOG03963	KEGG:K03642	162	3.9e-44	148.3		rlpA; rare lipoprotein A
JALFOF010000009.1_36	K00602	K00602	COG0138		phrog_30501	VOG34811	COG:COG0138	201	1.9e-81	270.8		PurH:Purine biosynthesis
JALFOF010000009.1_37		K03569	COG1077		phrog_22570		COG:COG1077	341	5.5e-146	482.9		MreB:
JALFOF010000009.1_38		K03570	COG1792				COG:COG1792	286	1.8e-64	214.5		MreC:
JALFOF010000009.1_39												Hypothetical
JALFOF010000009.1_40		K05515	COG0768				KEGG:K05515	616	2.6e-173	574.5	3.4.16.4	mrdA; penicillin-binding protein 2
JALFOF010000009.1_41		K01866	COG0162		phrog_9270	VOG03131	COG:COG0162	433	6e-154	509.6		TyrS:Aminoacyl-tRNA synthetases
JALFOF010000009.1_42		K08998	COG0759				COG:COG0759	74	1.2e-43	145.9		YidD:
JALFOF010000009.1_43		K03536	COG0594				COG:COG0594	127	2.9e-25	85.7		RnpA:
JALFOF010000009.1_44		K13542	COG1587				COG:COG1587	250	3.8e-47	157.5		HemD:Heme biosynthesis
JALFOF010000009.1_45												Hypothetical
JALFOF010000009.1_46	K00789	K00789	COG0192		phrog_1569		COG:COG0192	417	4e-185	612.5		MetK:Methionine biosynthesis
JALFOF010000009.1_47		K02956	COG0184				COG:COG0184	90	7.9e-39	130.5		RpsO:Ribosome 30S subunit
JALFOF010000009.1_48	K01244	K01244	COG0775			VOG20794	FOAM:K01244	247	3.3e-65	217.5	3.2.2.16	MTN; 5'-methylthioadenosine nucleosidase
JALFOF010000009.1_49												Hypothetical
JALFOF010000009.1_50	K01728	K01728	COG3866	PL1, PL1			COG:COG3866	797	1.2e-70	235.5		PelB:
JALFOF010000009.1_51		K01893	COG0017		phrog_19509, phrog_19509	VOG03103	KEGG:K01893	473	3.2e-211	700.0	6.1.1.22	NARS, asnS; asparaginyl-tRNA synthetase
JALFOF010000009.1_52		K06178	COG1187		phrog_9266		KEGG:K06178	489	1.1e-102	340.4	5.4.99.22	rluB; 23S rRNA pseudouridine2605 synthase
JALFOF010000009.1_53	K01756	K01756	COG0015		phrog_1703	VOG20698	FOAM:K01756	477	7e-151	500.7	4.3.2.2	purB, ADSL; adenylosuccinate lyase
JALFOF010000009.1_54			COG4942				COG:COG4942	910	5.4e-07	25.8		EnvC:
JALFOF010000009.1_55												Hypothetical
