	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000508.1_1	QGNH01000508.1	QGNH01000508.1	1	3	2552	-1	E			YP_002922735.1	YP_002922735.1 internal virion protein [Burkholderia phage BcepIL02]	False	0.301	151.0	1.207e-35													VOG04218	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01000508.1_2	QGNH01000508.1	QGNH01000508.1	2	2977	3345	-1	E																								0	False	F
QGNH01000508.1_3	QGNH01000508.1	QGNH01000508.1	3	3284	3535	-1	E																								0	False	F
QGNH01000508.1_4	QGNH01000508.1	QGNH01000508.1	4	3537	3764	-1	E																								0	False	F
QGNH01000508.1_5	QGNH01000508.1	QGNH01000508.1	5	3766	4029	-1	E																								0	False	F
QGNH01000508.1_6	QGNH01000508.1	QGNH01000508.1	6	4031	4372	-1	E																								0	False	F
QGNH01000508.1_7	QGNH01000508.1	QGNH01000508.1	7	4373	4915	-1	C	K01185	lysozyme [EC:3.2.1.17]	YP_009276446.1	YP_009276446.1 endolysin [Pseudomonas phage phi3]	False	0.319	85.0	8.193e-18								Phage lysozyme [PF00959.22]	GH24	GH24 lysozyme (EC 3.2.1.17)	3.2.1.17	GH24.hmm				0	False	F
QGNH01000508.1_8	QGNH01000508.1	QGNH01000508.1	8	4915	5193	-1	E																								0	False	F
QGNH01000508.1_9	QGNH01000508.1	QGNH01000508.1	9	5196	5594	-1	E																								0	False	
QGNH01000508.1_10	QGNH01000508.1	QGNH01000508.1	10	5608	5889	-1	E																								0	False	
QGNH01000508.1_11	QGNH01000508.1	QGNH01000508.1	11	5904	6620	-1	E																								0	False	
QGNH01000508.1_12	QGNH01000508.1	QGNH01000508.1	12	6617	7057	-1	E																								0	False	
