	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
GCA_017601345.1_JAFNIT010000001.1_1	GCA_017601345.1	JAFNIT010000001.1	1	3	293	1	E															0
GCA_017601345.1_JAFNIT010000001.1_2	GCA_017601345.1	JAFNIT010000001.1	2	599	1726	1	D										FAD binding domain [PF01494.22]; FAD dependent oxidoreductase [PF12831.10]; FAD binding domain [PF00890.27]; Tryptophan halogenase [PF04820.17]; Lycopene cyclase protein [PF05834.15]; FAD dependent oxidoreductase [PF01266.27]; Glucose inhibited division protein A [PF01134.25]					0
GCA_017601345.1_JAFNIT010000001.1_3	GCA_017601345.1	JAFNIT010000001.1	3	1966	3861	1	C	K01887	arginyl-tRNA synthetase [EC:6.1.1.19]								tRNA synthetases class I (R) [PF00750.22]; DALR anticodon binding domain [PF05746.18]; Arginyl tRNA synthetase N terminal domain [PF03485.19]; tRNA synthetases class I (M) [PF09334.14]					0
GCA_017601345.1_JAFNIT010000001.1_4	GCA_017601345.1	JAFNIT010000001.1	4	4029	4727	-1	D										Triosephosphate isomerase [PF00121.21]					0
GCA_017601345.1_JAFNIT010000001.1_5	GCA_017601345.1	JAFNIT010000001.1	5	4775	6553	-1	C	K06174	ATP-binding cassette, sub-family E, member 1								ABC transporter [PF00005.30]; 4Fe-4S dicluster domain [PF14697.9]; Possible Fer4-like domain in RNase L inhibitor, RLI [PF04068.18]; 4Fe-4S dicluster domain [PF12838.10]					0
GCA_017601345.1_JAFNIT010000001.1_6	GCA_017601345.1	JAFNIT010000001.1	6	6627	6722	-1	E															0
GCA_017601345.1_JAFNIT010000001.1_7	GCA_017601345.1	JAFNIT010000001.1	7	6809	7534	-1	C	K02003	putative ABC transport system ATP-binding protein								ABC transporter [PF00005.30]; RecF/RecN/SMC N terminal domain [PF02463.22]					0
GCA_017601345.1_JAFNIT010000001.1_8	GCA_017601345.1	JAFNIT010000001.1	8	7597	8181	-1	E															0
GCA_017601345.1_JAFNIT010000001.1_9	GCA_017601345.1	JAFNIT010000001.1	9	8204	8812	1	C	K07101	uncharacterized protein								Phosphoribosyl transferase domain [PF00156.30]; Phosphoribosyl synthetase-associated domain [PF14572.9]					0
GCA_017601345.1_JAFNIT010000001.1_10	GCA_017601345.1	JAFNIT010000001.1	10	8903	9286	-1	E															0
GCA_017601345.1_JAFNIT010000001.1_11	GCA_017601345.1	JAFNIT010000001.1	11	9267	9509	-1	C	K02962	small subunit ribosomal protein S17e								Ribosomal S17 [PF00833.21]					0
GCA_017601345.1_JAFNIT010000001.1_12	GCA_017601345.1	JAFNIT010000001.1	12	9591	11198	1	D										TCP-1/cpn60 chaperonin family [PF00118.27]					0
GCA_017601345.1_JAFNIT010000001.1_13	GCA_017601345.1	JAFNIT010000001.1	13	12396	13040	-1	D										Methyltransferase domain [PF13649.9]; Methyltransferase domain [PF08241.15]; Methyltransferase domain [PF13489.9]; ubiE/COQ5 methyltransferase family [PF01209.21]; Methyltransferase domain [PF13847.9]; Methyltransferase domain [PF08242.15]					0
GCA_017601345.1_JAFNIT010000001.1_14	GCA_017601345.1	JAFNIT010000001.1	14	13158	14150	1	C	K04483	DNA repair protein RadA								Rad51 [PF08423.14]; recA bacterial DNA recombination protein [PF00154.24]; KaiC [PF06745.16]; AAA domain [PF13481.9]; Helix-hairpin-helix domain [PF14520.9]; Pathogenicity locus [PF11731.11]					0
GCA_017601345.1_JAFNIT010000001.1_15	GCA_017601345.1	JAFNIT010000001.1	15	14156	15448	-1	C	K09759	nondiscriminating aspartyl-tRNA synthetase [EC:6.1.1.23]								tRNA synthetases class II (D, K and N) [PF00152.23]; OB-fold nucleic acid binding domain [PF01336.28]					0
GCA_017601345.1_JAFNIT010000001.1_16	GCA_017601345.1	JAFNIT010000001.1	16	15463	15957	-1	E															0
